"Harmonic Energy (eV)"	"Harmonic: 1"	"Harmonic Energy (eV)"	"Harmonic: 3"	"Harmonic Energy (eV)"	"Harmonic: 5"	"Harmonic Energy (eV)"	"Harmonic: 7"	"Harmonic Energy (eV)"	"Harmonic: 9"	"Harmonic Energy (eV)"	"Harmonic: 11"	"Harmonic Energy (eV)"	"Harmonic: 13"	"Harmonic Energy (eV)"	"Harmonic: 15"	"Harmonic Energy (eV)"	"Harmonic: 17"	"Harmonic Energy (eV)"	"Harmonic: 19"
3.40550e+3	2.43129e+14	1.02165e+4	2.46438e+11	1.70275e+4	2.68552e+8	2.38385e+4	2.96531e+5	3.06495e+4	3.28878e+2	3.74605e+4	3.65501e-1	4.42714e+4	4.06656e-4	5.10824e+4	4.52752e-7	5.78934e+4	5.04296e-10	6.47044e+4	5.75055e-13
3.40484e+3	2.44958e+14	1.02145e+4	2.52078e+11	1.70242e+4	2.78896e+8	2.38339e+4	3.12661e+5	3.06436e+4	3.52067e+2	3.74533e+4	3.97259e-1	4.42629e+4	4.48750e-4	5.10726e+4	5.07258e-7	5.78823e+4	5.73650e-10	6.46920e+4	6.64260e-13
3.40419e+3	2.46794e+14	1.02126e+4	2.57824e+11	1.70209e+4	2.89594e+8	2.38293e+4	3.29596e+5	3.06377e+4	3.76789e+2	3.74460e+4	4.31629e-1	4.42544e+4	4.95001e-4	5.10628e+4	5.68063e-7	5.78712e+4	6.52197e-10	6.46795e+4	7.66854e-13
3.40353e+3	2.48635e+14	1.02106e+4	2.63676e+11	1.70176e+4	3.00655e+8	2.38247e+4	3.47375e+5	3.06317e+4	4.03135e+2	3.74388e+4	4.68814e-1	4.42459e+4	5.45802e-4	5.10529e+4	6.35863e-7	5.78600e+4	7.41113e-10	6.46670e+4	8.84776e-13
3.40287e+3	2.50483e+14	1.02086e+4	2.69636e+11	1.70143e+4	3.12092e+8	2.38201e+4	3.66033e+5	3.06258e+4	4.31205e+2	3.74315e+4	5.09033e-1	4.42373e+4	6.01577e-4	5.10430e+4	7.11429e-7	5.78487e+4	8.41715e-10	6.46545e+4	1.02024e-12
3.40220e+3	2.52337e+14	1.02066e+4	2.75706e+11	1.70110e+4	3.23914e+8	2.38154e+4	3.85612e+5	3.06198e+4	4.61104e+2	3.74242e+4	5.52517e-1	4.42286e+4	6.62791e-4	5.10331e+4	7.95615e-7	5.78375e+4	9.55481e-10	6.46419e+4	1.17577e-12
3.40154e+3	2.54197e+14	1.02046e+4	2.81887e+11	1.70077e+4	3.36134e+8	2.38108e+4	4.06153e+5	3.06138e+4	4.92943e+2	3.74169e+4	5.99517e-1	4.42200e+4	7.29949e-4	5.10231e+4	8.89361e-7	5.78261e+4	1.08407e-9	6.46292e+4	1.35424e-12
3.40087e+3	2.56062e+14	1.02026e+4	2.88181e+11	1.70044e+4	3.48762e+8	2.38061e+4	4.27699e+5	3.06078e+4	5.26838e+2	3.74096e+4	6.50303e-1	4.42113e+4	8.03600e-4	5.10131e+4	9.93709e-7	5.78148e+4	1.22934e-9	6.46165e+4	1.55892e-12
3.40020e+3	2.57934e+14	1.02006e+4	2.94588e+11	1.70010e+4	3.61811e+8	2.38014e+4	4.50294e+5	3.06018e+4	5.62914e+2	3.74022e+4	7.05161e-1	4.42026e+4	8.84342e-4	5.10030e+4	1.10981e-6	5.78034e+4	1.39338e-9	6.46038e+4	1.79352e-12
3.39953e+3	2.59812e+14	1.01986e+4	3.01112e+11	1.69976e+4	3.75293e+8	2.37967e+4	4.73986e+5	3.05958e+4	6.01301e+2	3.73948e+4	7.64399e-1	4.41939e+4	9.72824e-4	5.09929e+4	1.23892e-6	5.77920e+4	1.57852e-9	6.45910e+4	2.06228e-12
3.39885e+3	2.61695e+14	1.01966e+4	3.07753e+11	1.69943e+4	3.89221e+8	2.37920e+4	4.98822e+5	3.05897e+4	6.42138e+2	3.73874e+4	8.28341e-1	4.41851e+4	1.06975e-3	5.09828e+4	1.38246e-6	5.77805e+4	1.78737e-9	6.45782e+4	2.37000e-12
3.39818e+3	2.63585e+14	1.01945e+4	3.14513e+11	1.69909e+4	4.03607e+8	2.37872e+4	5.24852e+5	3.05836e+4	6.85569e+2	3.73799e+4	8.97353e-1	4.41763e+4	1.17590e-3	5.09727e+4	1.54195e-6	5.77690e+4	2.02285e-9	6.45654e+4	2.72213e-12
3.39750e+3	2.65480e+14	1.01925e+4	3.21394e+11	1.69875e+4	4.18465e+8	2.37825e+4	5.52130e+5	3.05775e+4	7.31747e+2	3.73725e+4	9.71807e-1	4.41675e+4	1.29209e-3	5.09625e+4	1.71910e-6	5.77575e+4	2.28825e-9	6.45525e+4	3.12489e-12
3.39682e+3	2.67382e+14	1.01905e+4	3.28397e+11	1.69841e+4	4.33807e+8	2.37777e+4	5.80710e+5	3.05714e+4	7.80836e+2	3.73650e+4	1.05211e+0	4.41586e+4	1.41924e-3	5.09523e+4	1.91578e-6	5.77459e+4	2.58720e-9	6.45395e+4	3.58529e-12
3.39613e+3	2.69289e+14	1.01884e+4	3.35524e+11	1.69807e+4	4.49648e+8	2.37729e+4	6.10647e+5	3.05652e+4	8.33005e+2	3.73575e+4	1.13869e+0	4.41497e+4	1.55832e-3	5.09420e+4	2.13406e-6	5.77343e+4	2.92381e-9	6.45265e+4	4.11132e-12
3.39545e+3	2.71203e+14	1.01863e+4	3.42777e+11	1.69772e+4	4.66002e+8	2.37681e+4	6.42001e+5	3.05590e+4	8.88435e+2	3.73499e+4	1.23202e+0	4.41408e+4	1.71041e-3	5.09317e+4	2.37621e-6	5.77226e+4	3.30264e-9	6.45135e+4	4.71201e-12
3.39476e+3	2.73122e+14	1.01843e+4	3.50157e+11	1.69738e+4	4.82882e+8	2.37633e+4	6.74833e+5	3.05528e+4	9.47314e+2	3.73424e+4	1.33258e+0	4.41319e+4	1.87666e-3	5.09214e+4	2.64472e-6	5.77109e+4	3.72878e-9	6.45004e+4	5.39761e-12
3.39407e+3	2.75047e+14	1.01822e+4	3.57666e+11	1.69703e+4	5.00305e+8	2.37585e+4	7.09206e+5	3.05466e+4	1.00984e+3	3.73348e+4	1.44092e+0	4.41229e+4	2.05833e-3	5.09110e+4	2.94236e-6	5.76992e+4	4.20791e-9	6.44873e+4	6.17970e-12
3.39338e+3	2.76978e+14	1.01801e+4	3.65306e+11	1.69669e+4	5.18285e+8	2.37536e+4	7.45187e+5	3.05404e+4	1.07623e+3	3.73271e+4	1.55759e+0	4.41139e+4	2.25679e-3	5.09006e+4	3.27213e-6	5.76874e+4	4.74640e-9	6.44742e+4	7.07143e-12
3.39268e+3	2.78915e+14	1.01780e+4	3.73078e+11	1.69634e+4	5.36838e+8	2.37488e+4	7.82842e+5	3.05341e+4	1.14671e+3	3.73195e+4	1.68320e+0	4.41049e+4	2.47349e-3	5.08902e+4	3.63735e-6	5.76756e+4	5.35131e-9	6.44610e+4	8.08764e-12
3.39198e+3	2.80857e+14	1.01760e+4	3.80984e+11	1.69599e+4	5.55979e+8	2.37439e+4	8.22244e+5	3.05279e+4	1.22149e+3	3.73118e+4	1.81839e+0	4.40958e+4	2.71005e-3	5.08798e+4	4.04172e-6	5.76637e+4	6.03052e-9	6.44477e+4	9.24512e-12
3.39129e+3	2.82806e+14	1.01739e+4	3.89027e+11	1.69564e+4	5.75725e+8	2.37390e+4	8.63466e+5	3.05216e+4	1.30085e+3	3.73041e+4	1.96387e+0	4.40867e+4	2.96819e-3	5.08693e+4	4.48923e-6	5.76519e+4	6.79284e-9	6.44344e+4	1.05629e-11
3.39058e+3	2.84760e+14	1.01718e+4	3.97207e+11	1.69529e+4	5.96092e+8	2.37341e+4	9.06585e+5	3.05153e+4	1.38502e+3	3.72964e+4	2.12035e+0	4.40776e+4	3.24979e-3	5.08588e+4	4.98428e-6	5.76399e+4	7.64797e-9	6.44211e+4	1.20623e-11
3.38988e+3	2.86720e+14	1.01696e+4	4.05527e+11	1.69494e+4	6.17098e+8	2.37292e+4	9.51679e+5	3.05089e+4	1.47428e+3	3.72887e+4	2.28864e+0	4.40684e+4	3.55688e-3	5.08482e+4	5.53173e-6	5.76280e+4	8.60695e-9	6.44077e+4	1.37676e-11
3.38917e+3	2.88686e+14	1.01675e+4	4.13988e+11	1.69459e+4	6.38759e+8	2.37242e+4	9.98832e+5	3.05026e+4	1.56893e+3	3.72809e+4	2.46956e+0	4.40593e+4	3.89165e-3	5.08376e+4	6.13687e-6	5.76160e+4	9.68183e-9	6.43943e+4	1.57060e-11
3.38847e+3	2.90658e+14	1.01654e+4	4.22592e+11	1.69423e+4	6.61094e+8	2.37193e+4	1.04813e+6	3.04962e+4	1.66925e+3	3.72731e+4	2.66402e+0	4.40501e+4	4.25648e-3	5.08270e+4	6.80554e-6	5.76039e+4	1.08861e-8	6.43809e+4	1.79087e-11
3.38776e+3	2.92635e+14	1.01633e+4	4.31341e+11	1.69388e+4	6.84120e+8	2.37143e+4	1.09966e+6	3.04898e+4	1.77558e+3	3.72653e+4	2.87297e+0	4.40408e+4	4.65393e-3	5.08163e+4	7.54412e-6	5.75918e+4	1.22347e-8	6.43674e+4	2.04101e-11
3.38704e+3	2.94618e+14	1.01611e+4	4.40237e+11	1.69352e+4	7.07857e+8	2.37093e+4	1.15351e+6	3.04834e+4	1.88824e+3	3.72575e+4	3.09743e+0	4.40316e+4	5.08679e-3	5.08056e+4	8.35962e-6	5.75797e+4	1.37444e-8	6.43538e+4	2.32495e-11
3.38633e+3	2.96607e+14	1.01590e+4	4.49282e+11	1.69316e+4	7.32323e+8	2.37043e+4	1.20978e+6	3.04770e+4	2.00758e+3	3.72496e+4	3.33848e+0	4.40223e+4	5.55805e-3	5.07949e+4	9.25970e-6	5.75676e+4	1.54337e-8	6.43402e+4	2.64711e-11
3.38561e+3	2.98602e+14	1.01568e+4	4.58477e+11	1.69281e+4	7.57538e+8	2.36993e+4	1.26857e+6	3.04705e+4	2.13398e+3	3.72417e+4	3.59728e+0	4.40129e+4	6.07096e-3	5.07842e+4	1.02528e-5	5.75554e+4	1.73230e-8	6.43266e+4	3.01244e-11
3.38489e+3	3.00602e+14	1.01547e+4	4.67825e+11	1.69245e+4	7.83521e+8	2.36942e+4	1.32999e+6	3.04640e+4	2.26781e+3	3.72338e+4	3.87506e+0	4.40036e+4	6.62902e-3	5.07734e+4	1.13480e-5	5.75432e+4	1.94353e-8	6.43129e+4	3.42655e-11
3.38417e+3	3.02608e+14	1.01525e+4	4.77327e+11	1.69209e+4	8.10294e+8	2.36892e+4	1.39413e+6	3.04575e+4	2.40949e+3	3.72259e+4	4.17314e+0	4.39942e+4	7.23601e-3	5.07626e+4	1.25556e-5	5.75309e+4	2.17958e-8	6.42992e+4	3.89573e-11
3.38345e+3	3.04620e+14	1.01503e+4	4.86986e+11	1.69172e+4	8.37877e+8	2.36841e+4	1.46110e+6	3.04510e+4	2.55945e+3	3.72179e+4	4.49291e+0	4.39848e+4	7.89601e-3	5.07517e+4	1.38864e-5	5.75186e+4	2.44326e-8	6.42855e+4	4.42706e-11
3.38272e+3	3.06638e+14	1.01482e+4	4.96803e+11	1.69136e+4	8.66291e+8	2.36790e+4	1.53103e+6	3.04445e+4	2.71814e+3	3.72099e+4	4.83587e+0	4.39754e+4	8.61344e-3	5.07408e+4	1.53526e-5	5.75063e+4	2.73769e-8	6.42717e+4	5.02848e-11
3.38199e+3	3.08661e+14	1.01460e+4	5.06780e+11	1.69100e+4	8.95557e+8	2.36739e+4	1.60403e+6	3.04379e+4	2.88602e+3	3.72019e+4	5.20359e+0	4.39659e+4	9.39303e-3	5.07299e+4	1.69672e-5	5.74939e+4	3.06631e-8	6.42579e+4	5.70893e-11
3.38126e+3	3.10690e+14	1.01438e+4	5.16919e+11	1.69063e+4	9.25699e+8	2.36688e+4	1.68022e+6	3.04314e+4	3.06360e+3	3.71939e+4	5.59776e+0	4.39564e+4	1.02399e-2	5.07189e+4	1.87449e-5	5.74815e+4	3.43295e-8	6.42440e+4	6.47846e-11
3.38053e+3	3.12724e+14	1.01416e+4	5.27223e+11	1.69026e+4	9.56739e+8	2.36637e+4	1.75973e+6	3.04248e+4	3.25139e+3	3.71858e+4	6.02018e+0	4.39469e+4	1.11597e-2	5.07079e+4	2.07012e-5	5.74690e+4	3.84185e-8	6.42301e+4	7.34832e-11
3.37980e+3	3.14764e+14	1.01394e+4	5.37692e+11	1.68990e+4	9.88700e+8	2.36586e+4	1.84269e+6	3.04182e+4	3.44994e+3	3.71777e+4	6.47276e+0	4.39373e+4	1.21582e-2	5.06969e+4	2.28534e-5	5.74565e+4	4.29768e-8	6.42161e+4	8.33116e-11
3.37906e+3	3.16810e+14	1.01372e+4	5.48330e+11	1.68953e+4	1.02161e+9	2.36534e+4	1.92923e+6	3.04115e+4	3.65982e+3	3.71696e+4	6.95752e+0	4.39278e+4	1.32419e-2	5.06859e+4	2.52203e-5	5.74440e+4	4.80563e-8	6.42021e+4	9.44115e-11
3.37832e+3	3.18861e+14	1.01350e+4	5.59139e+11	1.68916e+4	1.05548e+9	2.36482e+4	2.01950e+6	3.04049e+4	3.88164e+3	3.71615e+4	7.47662e+0	4.39182e+4	1.44178e-2	5.06748e+4	2.78224e-5	5.74314e+4	5.37144e-8	6.41881e+4	1.06942e-10
3.37758e+3	3.20918e+14	1.01327e+4	5.70119e+11	1.68879e+4	1.09035e+9	2.36430e+4	2.11365e+6	3.03982e+4	4.11602e+3	3.71534e+4	8.03237e+0	4.39085e+4	1.56932e-2	5.06637e+4	3.06820e-5	5.74188e+4	6.00146e-8	6.41740e+4	1.21081e-10
3.37683e+3	3.22981e+14	1.01305e+4	5.81274e+11	1.68842e+4	1.12624e+9	2.36378e+4	2.21182e+6	3.03915e+4	4.36363e+3	3.71452e+4	8.62718e+0	4.38989e+4	1.70763e-2	5.06525e+4	3.38236e-5	5.74062e+4	6.70269e-8	6.41599e+4	1.37028e-10
3.37609e+3	3.25049e+14	1.01283e+4	5.92606e+11	1.68804e+4	1.16317e+9	2.36326e+4	2.31417e+6	3.03848e+4	4.62517e+3	3.71370e+4	9.26366e+0	4.38892e+4	1.85755e-2	5.06413e+4	3.72739e-5	5.73935e+4	7.48288e-8	6.41457e+4	1.55007e-10
3.37534e+3	3.27123e+14	1.01260e+4	6.04116e+11	1.68767e+4	1.20117e+9	2.36274e+4	2.42086e+6	3.03781e+4	4.90136e+3	3.71288e+4	9.94456e+0	4.38794e+4	2.02004e-2	5.06301e+4	4.10617e-5	5.73808e+4	8.35059e-8	6.41315e+4	1.75268e-10
3.37459e+3	3.29202e+14	1.01238e+4	6.15807e+11	1.68730e+4	1.24027e+9	2.36221e+4	2.53206e+6	3.03713e+4	5.19295e+3	3.71205e+4	1.06728e+1	4.38697e+4	2.19607e-2	5.06189e+4	4.52189e-5	5.73681e+4	9.31526e-8	6.41172e+4	1.98090e-10
3.37384e+3	3.31287e+14	1.01215e+4	6.27681e+11	1.68692e+4	1.28050e+9	2.36169e+4	2.64794e+6	3.03646e+4	5.50076e+3	3.71122e+4	1.14515e+1	4.38599e+4	2.38674e-2	5.06076e+4	4.97798e-5	5.73553e+4	1.03873e-7	6.41030e+4	2.23787e-10
3.37309e+3	3.33377e+14	1.01193e+4	6.39740e+11	1.68654e+4	1.32188e+9	2.36116e+4	2.76868e+6	3.03578e+4	5.82561e+3	3.71039e+4	1.22839e+1	4.38501e+4	2.59318e-2	5.05963e+4	5.47819e-5	5.73424e+4	1.15783e-7	6.40886e+4	2.52707e-10
3.37233e+3	3.35473e+14	1.01170e+4	6.51986e+11	1.68616e+4	1.36444e+9	2.36063e+4	2.89447e+6	3.03510e+4	6.16840e+3	3.70956e+4	1.31735e+1	4.38403e+4	2.81666e-2	5.05849e+4	6.02663e-5	5.73296e+4	1.29008e-7	6.40742e+4	2.85243e-10
3.37157e+3	3.37574e+14	1.01147e+4	6.64421e+11	1.68579e+4	1.40822e+9	2.36010e+4	3.02550e+6	3.03441e+4	6.53003e+3	3.70873e+4	1.41240e+1	4.38304e+4	3.05850e-2	5.05736e+4	6.62773e-5	5.73167e+4	1.43689e-7	6.40598e+4	3.21830e-10
3.37081e+3	3.39681e+14	1.01124e+4	6.77048e+11	1.68540e+4	1.45324e+9	2.35957e+4	3.16197e+6	3.03373e+4	6.91147e+3	3.70789e+4	1.51395e+1	4.38205e+4	3.32015e-2	5.05621e+4	7.28635e-5	5.73038e+4	1.59980e-7	6.40454e+4	3.62957e-10
3.37005e+3	3.41793e+14	1.01101e+4	6.89869e+11	1.68502e+4	1.49953e+9	2.35903e+4	3.30407e+6	3.03304e+4	7.31372e+3	3.70705e+4	1.62239e+1	4.38106e+4	3.60313e-2	5.05507e+4	8.00776e-5	5.72908e+4	1.78051e-7	6.40309e+4	4.09166e-10
3.36928e+3	3.43911e+14	1.01078e+4	7.02885e+11	1.68464e+4	1.54712e+9	2.35850e+4	3.45203e+6	3.03235e+4	7.73785e+3	3.70621e+4	1.73818e+1	4.38007e+4	3.90911e-2	5.05392e+4	8.79767e-5	5.72778e+4	1.98089e-7	6.40164e+4	4.61066e-10
3.36851e+3	3.46034e+14	1.01055e+4	7.16100e+11	1.68426e+4	1.59605e+9	2.35796e+4	3.60606e+6	3.03166e+4	8.18496e+3	3.70537e+4	1.86179e+1	4.37907e+4	4.23987e-2	5.05277e+4	9.66232e-5	5.72647e+4	2.20300e-7	6.40018e+4	5.19332e-10
3.36775e+3	3.48162e+14	1.01032e+4	7.29516e+11	1.68387e+4	1.64634e+9	2.35742e+4	3.76638e+6	3.03097e+4	8.65621e+3	3.70452e+4	1.99371e+1	4.37807e+4	4.59731e-2	5.05162e+4	1.06085e-4	5.72517e+4	2.44911e-7	6.39872e+4	5.84721e-10
3.36697e+3	3.50296e+14	1.01009e+4	7.43134e+11	1.68349e+4	1.69804e+9	2.35688e+4	3.93324e+6	3.03028e+4	9.15280e+3	3.70367e+4	2.13447e+1	4.37707e+4	4.98348e-2	5.05046e+4	1.16435e-4	5.72386e+4	2.72170e-7	6.39725e+4	6.58072e-10
3.36620e+3	3.52436e+14	1.00986e+4	7.56957e+11	1.68310e+4	1.75117e+9	2.35634e+4	4.10687e+6	3.02958e+4	9.67601e+3	3.70282e+4	2.28462e+1	4.37606e+4	5.40058e-2	5.04930e+4	1.27754e-4	5.72254e+4	3.02354e-7	6.39578e+4	7.40323e-10
3.36542e+3	3.54580e+14	1.00963e+4	7.70988e+11	1.68271e+4	1.80576e+9	2.35580e+4	4.28752e+6	3.02888e+4	1.02272e+4	3.70197e+4	2.44476e+1	4.37505e+4	5.85096e-2	5.04814e+4	1.40129e-4	5.72122e+4	3.35762e-7	6.39431e+4	8.32516e-10
3.36465e+3	3.56730e+14	1.00939e+4	7.85229e+11	1.68232e+4	1.86187e+9	2.35525e+4	4.47545e+6	3.02818e+4	1.08076e+4	3.70111e+4	2.61551e+1	4.37404e+4	6.33715e-2	5.04697e+4	1.53653e-4	5.71990e+4	3.72728e-7	6.39283e+4	9.35812e-10
3.36387e+3	3.58886e+14	1.00916e+4	7.99681e+11	1.68193e+4	1.91951e+9	2.35471e+4	4.67093e+6	3.02748e+4	1.14189e+4	3.70025e+4	2.79754e+1	4.37303e+4	6.86186e-2	5.04580e+4	1.68429e-4	5.71857e+4	4.13614e-7	6.39135e+4	1.05151e-9
3.36308e+3	3.61047e+14	1.00893e+4	8.14349e+11	1.68154e+4	1.97873e+9	2.35416e+4	4.87422e+6	3.02678e+4	1.20624e+4	3.69939e+4	2.99155e+1	4.37201e+4	7.42798e-2	5.04463e+4	1.84567e-4	5.71724e+4	4.58822e-7	6.38986e+4	1.18103e-9
3.36230e+3	3.63213e+14	1.00869e+4	8.29232e+11	1.68115e+4	2.03956e+9	2.35361e+4	5.08562e+6	3.02607e+4	1.27398e+4	3.69853e+4	3.19828e+1	4.37099e+4	8.03863e-2	5.04345e+4	2.02189e-4	5.71591e+4	5.08792e-7	6.38837e+4	1.32599e-9
3.36151e+3	3.65385e+14	1.00845e+4	8.44336e+11	1.68076e+4	2.10204e+9	2.35306e+4	5.30542e+6	3.02536e+4	1.34527e+4	3.69767e+4	3.41851e+1	4.36997e+4	8.69714e-2	5.04227e+4	2.21424e-4	5.71457e+4	5.64004e-7	6.38688e+4	1.48815e-9
3.36073e+3	3.67561e+14	1.00822e+4	8.59660e+11	1.68036e+4	2.16621e+9	2.35251e+4	5.53392e+6	3.02465e+4	1.42029e+4	3.69680e+4	3.65308e+1	4.36894e+4	9.40706e-2	5.04109e+4	2.42415e-4	5.71323e+4	6.24988e-7	6.38538e+4	1.66949e-9
3.35994e+3	3.69744e+14	1.00798e+4	8.75209e+11	1.67997e+4	2.23212e+9	2.35195e+4	5.77143e+6	3.02394e+4	1.49922e+4	3.69593e+4	3.90287e+1	4.36792e+4	1.01722e-1	5.03990e+4	2.65314e-4	5.71189e+4	6.92326e-7	6.38388e+4	1.87220e-9
3.35914e+3	3.71931e+14	1.00774e+4	8.90985e+11	1.67957e+4	2.29979e+9	2.35140e+4	6.01827e+6	3.02323e+4	1.58224e+4	3.69506e+4	4.16880e+1	4.36689e+4	1.09967e-1	5.03871e+4	2.90287e-4	5.71054e+4	7.66653e-7	6.38237e+4	2.09871e-9
3.35835e+3	3.74124e+14	1.00750e+4	9.06989e+11	1.67917e+4	2.36928e+9	2.35084e+4	6.27478e+6	3.02251e+4	1.66955e+4	3.69418e+4	4.45185e+1	4.36585e+4	1.18849e-1	5.03752e+4	3.17515e-4	5.70919e+4	8.48668e-7	6.38086e+4	2.35172e-9
3.35755e+3	3.76322e+14	1.00727e+4	9.23225e+11	1.67878e+4	2.44061e+9	2.35029e+4	6.54130e+6	3.02180e+4	1.76136e+4	3.69331e+4	4.75308e+1	4.36482e+4	1.28415e-1	5.03633e+4	3.47191e-4	5.70784e+4	9.39136e-7	6.37935e+4	2.63424e-9
3.35675e+3	3.78525e+14	1.00703e+4	9.39695e+11	1.67838e+4	2.51466e+9	2.34973e+4	6.81819e+6	3.02108e+4	1.85789e+4	3.69243e+4	5.07357e+1	4.36378e+4	1.38715e-1	5.03513e+4	3.79528e-4	5.70648e+4	1.03889e-6	6.37783e+4	2.94957e-9
3.35595e+3	3.80733e+14	1.00679e+4	9.56401e+11	1.67798e+4	2.58986e+9	2.34917e+4	7.10580e+6	3.02036e+4	1.95936e+4	3.69155e+4	5.41448e+1	4.36274e+4	1.49802e-1	5.03393e+4	4.14752e-4	5.70512e+4	1.14886e-6	6.37631e+4	3.30140e-9
3.35515e+3	3.82947e+14	1.00654e+4	9.73346e+11	1.67757e+4	2.66704e+9	2.34860e+4	7.40452e+6	3.01963e+4	2.06600e+4	3.69066e+4	5.77705e+1	4.36169e+4	1.61733e-1	5.03272e+4	4.53111e-4	5.70375e+4	1.27004e-6	6.37478e+4	3.69382e-9
3.35434e+3	3.85166e+14	1.00630e+4	9.90533e+11	1.67717e+4	2.74625e+9	2.34804e+4	7.71474e+6	3.01891e+4	2.17806e+4	3.68978e+4	6.16256e+1	4.36065e+4	1.74571e-1	5.03151e+4	4.94872e-4	5.70238e+4	1.40354e-6	6.37325e+4	4.13134e-9
3.35354e+3	3.87390e+14	1.00606e+4	1.00796e+12	1.67677e+4	2.82754e+9	2.34747e+4	8.03685e+6	3.01818e+4	2.29579e+4	3.68889e+4	6.57239e+1	4.35960e+4	1.88379e-1	5.03030e+4	5.40324e-4	5.70101e+4	1.55055e-6	6.37172e+4	4.61898e-9
3.35273e+3	3.89619e+14	1.00582e+4	1.02564e+12	1.67636e+4	2.91095e+9	2.34691e+4	8.37127e+6	3.01745e+4	2.41946e+4	3.68800e+4	7.00797e+1	4.35854e+4	2.03228e-1	5.02909e+4	5.89779e-4	5.69963e+4	1.71239e-6	6.37018e+4	5.16227e-9
3.35191e+3	3.91854e+14	1.00557e+4	1.04357e+12	1.67596e+4	2.99653e+9	2.34634e+4	8.71843e+6	3.01672e+4	2.54935e+4	3.68711e+4	7.47084e+1	4.35749e+4	2.19193e-1	5.02787e+4	6.43573e-4	5.69826e+4	1.89051e-6	6.36864e+4	5.76735e-9
3.35110e+3	3.94093e+14	1.00533e+4	1.06175e+12	1.67555e+4	3.08433e+9	2.34577e+4	9.07876e+6	3.01599e+4	2.68576e+4	3.68621e+4	7.96259e+1	4.35643e+4	2.36353e-1	5.02665e+4	7.02073e-4	5.69687e+4	2.08647e-6	6.36709e+4	6.44101e-9
3.35029e+3	3.96338e+14	1.00509e+4	1.08018e+12	1.67514e+4	3.17440e+9	2.34520e+4	9.45273e+6	3.01526e+4	2.82897e+4	3.68531e+4	8.48493e+1	4.35537e+4	2.54794e-1	5.02543e+4	7.65670e-4	5.69549e+4	2.30200e-6	6.36554e+4	7.19076e-9
3.34947e+3	3.98588e+14	1.00484e+4	1.09887e+12	1.67473e+4	3.26679e+9	2.34463e+4	9.84078e+6	3.01452e+4	2.97931e+4	3.68442e+4	9.03965e+1	4.35431e+4	2.74605e-1	5.02420e+4	8.34792e-4	5.69410e+4	2.53898e-6	6.36399e+4	8.02490e-9
3.34865e+3	4.00843e+14	1.00459e+4	1.11782e+12	1.67432e+4	3.36155e+9	2.34405e+4	1.02434e+7	3.01378e+4	3.13711e+4	3.68351e+4	9.62864e+1	4.35324e+4	2.95884e-1	5.02297e+4	9.09896e-4	5.69270e+4	2.79945e-6	6.36243e+4	8.95260e-9
3.34783e+3	4.03103e+14	1.00435e+4	1.13703e+12	1.67391e+4	3.45873e+9	2.34348e+4	1.06611e+7	3.01304e+4	3.30271e+4	3.68261e+4	1.02539e+2	4.35217e+4	3.18734e-1	5.02174e+4	9.91478e-4	5.69131e+4	3.08566e-6	6.36087e+4	9.98399e-9
3.34700e+3	4.05368e+14	1.00410e+4	1.15651e+12	1.67350e+4	3.55839e+9	2.34290e+4	1.10944e+7	3.01230e+4	3.47646e+4	3.68170e+4	1.09175e+2	4.35110e+4	3.43266e-1	5.02050e+4	1.08007e-3	5.68990e+4	3.40006e-6	6.35931e+4	1.11303e-8
3.34618e+3	4.07638e+14	1.00385e+4	1.17626e+12	1.67309e+4	3.66058e+9	2.34232e+4	1.15438e+7	3.01156e+4	3.65875e+4	3.68079e+4	1.16217e+2	4.35003e+4	3.69597e-1	5.01927e+4	1.17626e-3	5.68850e+4	3.74531e-6	6.35774e+4	1.24038e-8
3.34535e+3	4.09914e+14	1.00360e+4	1.19627e+12	1.67267e+4	3.76536e+9	2.34174e+4	1.20099e+7	3.01081e+4	3.84995e+4	3.67988e+4	1.23688e+2	4.34895e+4	3.97852e-1	5.01802e+4	1.28065e-3	5.68709e+4	4.12433e-6	6.35616e+4	1.38182e-8
3.34452e+3	4.12194e+14	1.00336e+4	1.21656e+12	1.67226e+4	3.87278e+9	2.34116e+4	1.24931e+7	3.01007e+4	4.05048e+4	3.67897e+4	1.31613e+2	4.34787e+4	4.28166e-1	5.01678e+4	1.39393e-3	5.68568e+4	4.54029e-6	6.35459e+4	1.53886e-8
3.34369e+3	4.14479e+14	1.00311e+4	1.23713e+12	1.67184e+4	3.98290e+9	2.34058e+4	1.29942e+7	3.00932e+4	4.26075e+4	3.67806e+4	1.40017e+2	4.34679e+4	4.60680e-1	5.01553e+4	1.51682e-3	5.68427e+4	4.99666e-6	6.35301e+4	1.71315e-8
3.34285e+3	4.16770e+14	1.00286e+4	1.25797e+12	1.67143e+4	4.09578e+9	2.34000e+4	1.35136e+7	3.00857e+4	4.48121e+4	3.67714e+4	1.48929e+2	4.34571e+4	4.95546e-1	5.01428e+4	1.65009e-3	5.68285e+4	5.49721e-6	6.35142e+4	1.90652e-8
