"Harmonic Energy (eV)"	"Harmonic: 1"	"Harmonic Energy (eV)"	"Harmonic: 3"	"Harmonic Energy (eV)"	"Harmonic: 5"	"Harmonic Energy (eV)"	"Harmonic: 7"	"Harmonic Energy (eV)"	"Harmonic: 9"	"Harmonic Energy (eV)"	"Harmonic: 11"	"Harmonic Energy (eV)"	"Harmonic: 13"	"Harmonic Energy (eV)"	"Harmonic: 15"	"Harmonic Energy (eV)"	"Harmonic: 17"	"Harmonic Energy (eV)"	"Harmonic: 19"
2.27603e+3	2.85918e+15	6.82809e+3	5.01780e+14	1.13801e+4	1.00087e+14	1.59322e+4	2.05213e+13	2.04843e+4	4.25241e+12	2.50363e+4	8.85600e+11	2.95884e+4	1.85027e+11	3.41404e+4	3.87284e+10	3.86925e+4	8.11620e+9	4.32446e+4	1.70234e+9
2.27469e+3	2.86163e+15	6.82406e+3	5.03194e+14	1.13734e+4	1.00573e+14	1.59228e+4	2.06631e+13	2.04722e+4	4.29060e+12	2.50216e+4	8.95396e+11	2.95709e+4	1.87460e+11	3.41203e+4	3.93186e+10	3.86697e+4	8.25692e+9	4.32191e+4	1.73544e+9
2.27335e+3	2.86408e+15	6.82004e+3	5.04610e+14	1.13667e+4	1.01060e+14	1.59134e+4	2.08056e+13	2.04601e+4	4.32907e+12	2.50068e+4	9.05283e+11	2.95535e+4	1.89920e+11	3.41002e+4	3.99169e+10	3.86469e+4	8.39985e+9	4.31936e+4	1.76912e+9
2.27200e+3	2.86653e+15	6.81601e+3	5.06028e+14	1.13600e+4	1.01549e+14	1.59040e+4	2.09489e+13	2.04480e+4	4.36783e+12	2.49920e+4	9.15263e+11	2.95361e+4	1.92409e+11	3.40801e+4	4.05232e+10	3.86241e+4	8.54502e+9	4.31681e+4	1.80341e+9
2.27066e+3	2.86897e+15	6.81199e+3	5.07446e+14	1.13533e+4	1.02039e+14	1.58946e+4	2.10930e+13	2.04360e+4	4.40686e+12	2.49773e+4	9.25337e+11	2.95186e+4	1.94927e+11	3.40600e+4	4.11378e+10	3.86013e+4	8.69246e+9	4.31426e+4	1.83830e+9
2.26932e+3	2.87141e+15	6.80797e+3	5.08867e+14	1.13466e+4	1.02531e+14	1.58853e+4	2.12378e+13	2.04239e+4	4.44618e+12	2.49626e+4	9.35505e+11	2.95012e+4	1.97473e+11	3.40398e+4	4.17606e+10	3.85785e+4	8.84219e+9	4.31171e+4	1.87381e+9
2.26798e+3	2.87385e+15	6.80395e+3	5.10289e+14	1.13399e+4	1.03024e+14	1.58759e+4	2.13833e+13	2.04119e+4	4.48578e+12	2.49478e+4	9.45767e+11	2.94838e+4	2.00048e+11	3.40198e+4	4.23919e+10	3.85557e+4	8.99426e+9	4.30917e+4	1.90994e+9
2.26664e+3	2.87628e+15	6.79993e+3	5.11712e+14	1.13332e+4	1.03519e+14	1.58665e+4	2.15296e+13	2.03998e+4	4.52567e+12	2.49331e+4	9.56126e+11	2.94664e+4	2.02652e+11	3.39997e+4	4.30317e+10	3.85329e+4	9.14868e+9	4.30662e+4	1.94671e+9
2.26531e+3	2.87872e+15	6.79592e+3	5.13137e+14	1.13265e+4	1.04015e+14	1.58571e+4	2.16767e+13	2.03877e+4	4.56585e+12	2.49184e+4	9.66580e+11	2.94490e+4	2.05286e+11	3.39796e+4	4.36800e+10	3.85102e+4	9.30551e+9	4.30408e+4	1.98413e+9
2.26397e+3	2.88115e+15	6.79190e+3	5.14564e+14	1.13198e+4	1.04513e+14	1.58478e+4	2.18245e+13	2.03757e+4	4.60632e+12	2.49036e+4	9.77131e+11	2.94316e+4	2.07950e+11	3.39595e+4	4.43370e+10	3.84874e+4	9.46475e+9	4.30154e+4	2.02221e+9
2.26263e+3	2.88358e+15	6.78789e+3	5.15992e+14	1.13131e+4	1.05013e+14	1.58384e+4	2.19730e+13	2.03637e+4	4.64708e+12	2.48889e+4	9.87780e+11	2.94142e+4	2.10644e+11	3.39394e+4	4.50029e+10	3.84647e+4	9.62647e+9	4.29899e+4	2.06095e+9
2.26129e+3	2.88600e+15	6.78387e+3	5.17422e+14	1.13065e+4	1.05514e+14	1.58290e+4	2.21224e+13	2.03516e+4	4.68813e+12	2.48742e+4	9.98528e+11	2.93968e+4	2.13368e+11	3.39194e+4	4.56776e+10	3.84419e+4	9.79067e+9	4.29645e+4	2.10037e+9
2.25995e+3	2.88842e+15	6.77986e+3	5.18853e+14	1.12998e+4	1.06017e+14	1.58197e+4	2.22725e+13	2.03396e+4	4.72948e+12	2.48595e+4	1.00937e+12	2.93794e+4	2.16123e+11	3.38993e+4	4.63613e+10	3.84192e+4	9.95740e+9	4.29391e+4	2.14048e+9
2.25862e+3	2.89085e+15	6.77585e+3	5.20285e+14	1.12931e+4	1.06521e+14	1.58103e+4	2.24233e+13	2.03276e+4	4.77112e+12	2.48448e+4	1.02032e+12	2.93620e+4	2.18909e+11	3.38793e+4	4.70541e+10	3.83965e+4	1.01267e+10	4.29137e+4	2.18129e+9
2.25728e+3	2.89326e+15	6.77184e+3	5.21719e+14	1.12864e+4	1.07026e+14	1.58010e+4	2.25750e+13	2.03155e+4	4.81306e+12	2.48301e+4	1.03137e+12	2.93447e+4	2.21727e+11	3.38592e+4	4.77561e+10	3.83738e+4	1.02986e+10	4.28883e+4	2.22281e+9
2.25595e+3	2.89568e+15	6.76784e+3	5.23155e+14	1.12797e+4	1.07534e+14	1.57916e+4	2.27274e+13	2.03035e+4	4.85530e+12	2.48154e+4	1.04252e+12	2.93273e+4	2.24576e+11	3.38392e+4	4.84675e+10	3.83511e+4	1.04731e+10	4.28630e+4	2.26505e+9
2.25461e+3	2.89809e+15	6.76383e+3	5.24592e+14	1.12731e+4	1.08042e+14	1.57823e+4	2.28806e+13	2.02915e+4	4.89784e+12	2.48007e+4	1.05377e+12	2.93099e+4	2.27456e+11	3.38192e+4	4.91882e+10	3.83284e+4	1.06503e+10	4.28376e+4	2.30802e+9
2.25328e+3	2.90051e+15	6.75983e+3	5.26030e+14	1.12664e+4	1.08553e+14	1.57729e+4	2.30345e+13	2.02795e+4	4.94068e+12	2.47860e+4	1.06512e+12	2.92926e+4	2.30370e+11	3.37991e+4	4.99185e+10	3.83057e+4	1.08302e+10	4.28122e+4	2.35174e+9
2.25194e+3	2.90292e+15	6.75582e+3	5.27470e+14	1.12597e+4	1.09065e+14	1.57636e+4	2.31893e+13	2.02675e+4	4.98383e+12	2.47714e+4	1.07657e+12	2.92752e+4	2.33315e+11	3.37791e+4	5.06584e+10	3.82830e+4	1.10129e+10	4.27869e+4	2.39621e+9
2.25061e+3	2.90532e+15	6.75182e+3	5.28911e+14	1.12530e+4	1.09578e+14	1.57542e+4	2.33448e+13	2.02555e+4	5.02728e+12	2.47567e+4	1.08813e+12	2.92579e+4	2.36293e+11	3.37591e+4	5.14081e+10	3.82603e+4	1.11983e+10	4.27615e+4	2.44145e+9
2.24927e+3	2.90773e+15	6.74782e+3	5.30354e+14	1.12464e+4	1.10093e+14	1.57449e+4	2.35011e+13	2.02435e+4	5.07103e+12	2.47420e+4	1.09980e+12	2.92406e+4	2.39305e+11	3.37391e+4	5.21676e+10	3.82377e+4	1.13865e+10	4.27362e+4	2.48747e+9
2.24794e+3	2.91013e+15	6.74382e+3	5.31798e+14	1.12397e+4	1.10610e+14	1.57356e+4	2.36582e+13	2.02315e+4	5.11510e+12	2.47273e+4	1.11157e+12	2.92232e+4	2.42350e+11	3.37191e+4	5.29371e+10	3.82150e+4	1.15776e+10	4.27109e+4	2.53428e+9
2.24661e+3	2.91253e+15	6.73982e+3	5.33244e+14	1.12330e+4	1.11128e+14	1.57263e+4	2.38161e+13	2.02195e+4	5.15947e+12	2.47127e+4	1.12345e+12	2.92059e+4	2.45428e+11	3.36991e+4	5.37167e+10	3.81923e+4	1.17716e+10	4.26856e+4	2.58190e+9
2.24528e+3	2.91493e+15	6.73583e+3	5.34691e+14	1.12264e+4	1.11647e+14	1.57169e+4	2.39747e+13	2.02075e+4	5.20416e+12	2.46980e+4	1.13543e+12	2.91886e+4	2.48541e+11	3.36791e+4	5.45064e+10	3.81697e+4	1.19685e+10	4.26602e+4	2.63032e+9
2.24394e+3	2.91732e+15	6.73183e+3	5.36140e+14	1.12197e+4	1.12169e+14	1.57076e+4	2.41342e+13	2.01955e+4	5.24915e+12	2.46834e+4	1.14753e+12	2.91713e+4	2.51688e+11	3.36592e+4	5.53065e+10	3.81471e+4	1.21684e+10	4.26350e+4	2.67958e+9
2.24261e+3	2.91971e+15	6.72784e+3	5.37590e+14	1.12131e+4	1.12691e+14	1.56983e+4	2.42944e+13	2.01835e+4	5.29447e+12	2.46688e+4	1.15973e+12	2.91540e+4	2.54869e+11	3.36392e+4	5.61169e+10	3.81244e+4	1.23712e+10	4.26097e+4	2.72968e+9
2.24128e+3	2.92210e+15	6.72385e+3	5.39041e+14	1.12064e+4	1.13216e+14	1.56890e+4	2.44555e+13	2.01715e+4	5.34010e+12	2.46541e+4	1.17204e+12	2.91367e+4	2.58086e+11	3.36192e+4	5.69379e+10	3.81018e+4	1.25772e+10	4.25844e+4	2.78063e+9
2.23995e+3	2.92449e+15	6.71986e+3	5.40494e+14	1.11998e+4	1.13741e+14	1.56797e+4	2.46173e+13	2.01596e+4	5.38604e+12	2.46395e+4	1.18446e+12	2.91194e+4	2.61337e+11	3.35993e+4	5.77696e+10	3.80792e+4	1.27862e+10	4.25591e+4	2.83245e+9
2.23862e+3	2.92688e+15	6.71587e+3	5.41948e+14	1.11931e+4	1.14269e+14	1.56704e+4	2.47800e+13	2.01476e+4	5.43231e+12	2.46249e+4	1.19699e+12	2.91021e+4	2.64625e+11	3.35794e+4	5.86120e+10	3.80566e+4	1.29983e+10	4.25338e+4	2.88515e+9
2.23729e+3	2.92926e+15	6.71188e+3	5.43404e+14	1.11865e+4	1.14798e+14	1.56611e+4	2.49434e+13	2.01356e+4	5.47889e+12	2.46102e+4	1.20964e+12	2.90848e+4	2.67948e+11	3.35594e+4	5.94654e+10	3.80340e+4	1.32136e+10	4.25086e+4	2.93874e+9
2.23597e+3	2.93164e+15	6.70790e+3	5.44861e+14	1.11798e+4	1.15328e+14	1.56518e+4	2.51077e+13	2.01237e+4	5.52580e+12	2.45956e+4	1.22240e+12	2.90676e+4	2.71308e+11	3.35395e+4	6.03297e+10	3.80114e+4	1.34322e+10	4.24833e+4	2.99324e+9
2.23464e+3	2.93402e+15	6.70391e+3	5.46320e+14	1.11732e+4	1.15861e+14	1.56425e+4	2.52727e+13	2.01117e+4	5.57303e+12	2.45810e+4	1.23527e+12	2.90503e+4	2.74704e+11	3.35196e+4	6.12052e+10	3.79888e+4	1.36539e+10	4.24581e+4	3.04866e+9
2.23331e+3	2.93639e+15	6.69993e+3	5.47780e+14	1.11665e+4	1.16394e+14	1.56332e+4	2.54386e+13	2.00998e+4	5.62059e+12	2.45664e+4	1.24825e+12	2.90330e+4	2.78137e+11	3.34996e+4	6.20919e+10	3.79663e+4	1.38790e+10	4.24329e+4	3.10502e+9
2.23198e+3	2.93877e+15	6.69595e+3	5.49241e+14	1.11599e+4	1.16929e+14	1.56239e+4	2.56053e+13	2.00878e+4	5.66847e+12	2.45518e+4	1.26135e+12	2.90158e+4	2.81607e+11	3.34797e+4	6.29900e+10	3.79437e+4	1.41074e+10	4.24077e+4	3.16232e+9
2.23066e+3	2.94114e+15	6.69197e+3	5.50704e+14	1.11533e+4	1.17466e+14	1.56146e+4	2.57728e+13	2.00759e+4	5.71668e+12	2.45372e+4	1.27457e+12	2.89985e+4	2.85115e+11	3.34598e+4	6.38997e+10	3.79212e+4	1.43392e+10	4.23825e+4	3.22059e+9
2.22933e+3	2.94350e+15	6.68799e+3	5.52168e+14	1.11466e+4	1.18005e+14	1.56053e+4	2.59411e+13	2.00640e+4	5.76523e+12	2.45226e+4	1.28790e+12	2.89813e+4	2.88660e+11	3.34399e+4	6.48209e+10	3.78986e+4	1.45744e+10	4.23573e+4	3.27983e+9
2.22800e+3	2.94587e+15	6.68401e+3	5.53633e+14	1.11400e+4	1.18544e+14	1.55960e+4	2.61103e+13	2.00520e+4	5.81410e+12	2.45080e+4	1.30135e+12	2.89641e+4	2.92244e+11	3.34201e+4	6.57540e+10	3.78761e+4	1.48131e+10	4.23321e+4	3.34006e+9
2.22668e+3	2.94823e+15	6.68004e+3	5.55100e+14	1.11334e+4	1.19086e+14	1.55868e+4	2.62802e+13	2.00401e+4	5.86331e+12	2.44935e+4	1.31521e+12	2.89468e+4	2.95867e+11	3.34002e+4	6.66989e+10	3.78535e+4	1.50553e+10	4.23069e+4	3.40131e+9
2.22535e+3	2.95059e+15	6.67606e+3	5.56568e+14	1.11268e+4	1.19629e+14	1.55775e+4	2.64510e+13	2.00282e+4	5.91285e+12	2.44789e+4	1.32890e+12	2.89296e+4	2.99528e+11	3.33803e+4	6.76558e+10	3.78310e+4	1.53011e+10	4.22817e+4	3.46357e+9
2.22403e+3	2.95295e+15	6.67209e+3	5.58038e+14	1.11201e+4	1.20174e+14	1.55682e+4	2.66226e+13	2.00163e+4	5.96273e+12	2.44643e+4	1.34272e+12	2.89124e+4	3.03229e+11	3.33604e+4	6.86249e+10	3.78085e+4	1.55505e+10	4.22566e+4	3.52687e+9
2.22271e+3	2.95531e+15	6.66812e+3	5.59509e+14	1.11135e+4	1.20720e+14	1.55589e+4	2.67951e+13	2.00044e+4	6.01295e+12	2.44498e+4	1.35665e+12	2.88952e+4	3.06969e+11	3.33406e+4	6.96063e+10	3.77860e+4	1.58035e+10	4.22314e+4	3.59122e+9
2.22138e+3	2.95766e+15	6.66415e+3	5.60981e+14	1.11069e+4	1.21267e+14	1.55497e+4	2.69683e+13	1.99924e+4	6.06351e+12	2.44352e+4	1.37070e+12	2.88780e+4	3.10750e+11	3.33207e+4	7.06001e+10	3.77635e+4	1.60602e+10	4.22063e+4	3.65664e+9
2.22006e+3	2.96002e+15	6.66018e+3	5.62454e+14	1.11003e+4	1.21817e+14	1.55404e+4	2.71424e+13	1.99805e+4	6.11441e+12	2.44207e+4	1.38487e+12	2.88608e+4	3.14570e+11	3.33009e+4	7.16065e+10	3.77410e+4	1.63207e+10	4.21811e+4	3.72315e+9
2.21874e+3	2.96236e+15	6.65621e+3	5.63929e+14	1.10937e+4	1.22368e+14	1.55312e+4	2.73174e+13	1.99686e+4	6.16565e+12	2.44061e+4	1.39917e+12	2.88436e+4	3.18432e+11	3.32811e+4	7.26255e+10	3.77185e+4	1.65849e+10	4.21560e+4	3.79075e+9
2.21742e+3	2.96471e+15	6.65225e+3	5.65406e+14	1.10871e+4	1.22920e+14	1.55219e+4	2.74931e+13	1.99567e+4	6.21724e+12	2.43916e+4	1.41359e+12	2.88264e+4	3.22334e+11	3.32612e+4	7.36574e+10	3.76961e+4	1.68531e+10	4.21309e+4	3.85947e+9
2.21609e+3	2.96705e+15	6.64828e+3	5.66883e+14	1.10805e+4	1.23474e+14	1.55127e+4	2.76697e+13	1.99448e+4	6.26917e+12	2.43770e+4	1.42814e+12	2.88092e+4	3.26278e+11	3.32414e+4	7.47022e+10	3.76736e+4	1.71251e+10	4.21058e+4	3.92933e+9
2.21477e+3	2.96940e+15	6.64432e+3	5.68362e+14	1.10739e+4	1.24029e+14	1.55034e+4	2.78472e+13	1.99330e+4	6.32145e+12	2.43625e+4	1.44281e+12	2.87921e+4	3.30264e+11	3.32216e+4	7.57601e+10	3.76512e+4	1.74010e+10	4.20807e+4	4.00033e+9
2.21345e+3	2.97174e+15	6.64036e+3	5.69843e+14	1.10673e+4	1.24587e+14	1.54942e+4	2.80255e+13	1.99211e+4	6.37408e+12	2.43480e+4	1.45761e+12	2.87749e+4	3.34291e+11	3.32018e+4	7.68313e+10	3.76287e+4	1.76810e+10	4.20556e+4	4.07250e+9
2.21213e+3	2.97407e+15	6.63640e+3	5.71324e+14	1.10607e+4	1.25145e+14	1.54849e+4	2.82046e+13	1.99092e+4	6.42707e+12	2.43335e+4	1.47254e+12	2.87577e+4	3.38361e+11	3.31820e+4	7.79157e+10	3.76063e+4	1.79649e+10	4.20305e+4	4.14585e+9
2.21081e+3	2.97641e+15	6.63244e+3	5.72807e+14	1.10541e+4	1.25706e+14	1.54757e+4	2.83846e+13	1.98973e+4	6.48040e+12	2.43190e+4	1.48760e+12	2.87406e+4	3.42475e+11	3.31622e+4	7.90138e+10	3.75838e+4	1.82530e+10	4.20055e+4	4.22041e+9
2.20950e+3	2.97874e+15	6.62849e+3	5.74291e+14	1.10475e+4	1.26267e+14	1.54665e+4	2.85655e+13	1.98855e+4	6.53409e+12	2.43044e+4	1.50278e+12	2.87234e+4	3.46631e+11	3.31424e+4	8.01256e+10	3.75614e+4	1.85452e+10	4.19804e+4	4.29618e+9
2.20818e+3	2.98107e+15	6.62453e+3	5.75777e+14	1.10409e+4	1.26831e+14	1.54572e+4	2.87472e+13	1.98736e+4	6.58814e+12	2.42899e+4	1.51809e+12	2.87063e+4	3.50831e+11	3.31227e+4	8.12512e+10	3.75390e+4	1.88417e+10	4.19554e+4	4.37318e+9
2.20686e+3	2.98340e+15	6.62058e+3	5.77264e+14	1.10343e+4	1.27396e+14	1.54480e+4	2.89297e+13	1.98617e+4	6.64254e+12	2.42755e+4	1.53354e+12	2.86892e+4	3.55075e+11	3.31029e+4	8.23907e+10	3.75166e+4	1.91423e+10	4.19303e+4	4.45144e+9
2.20554e+3	2.98572e+15	6.61663e+3	5.78752e+14	1.10277e+4	1.27962e+14	1.54388e+4	2.91131e+13	1.98499e+4	6.69730e+12	2.42610e+4	1.54912e+12	2.86720e+4	3.59363e+11	3.30831e+4	8.35444e+10	3.74942e+4	1.94473e+10	4.19053e+4	4.53097e+9
2.20423e+3	2.98804e+15	6.61268e+3	5.80241e+14	1.10211e+4	1.28530e+14	1.54296e+4	2.92974e+13	1.98380e+4	6.75243e+12	2.42465e+4	1.56483e+12	2.86549e+4	3.63696e+11	3.30634e+4	8.47123e+10	3.74718e+4	1.97566e+10	4.18803e+4	4.61179e+9
2.20291e+3	2.99037e+15	6.60873e+3	5.81732e+14	1.10145e+4	1.29100e+14	1.54204e+4	2.94825e+13	1.98262e+4	6.80792e+12	2.42320e+4	1.58067e+12	2.86378e+4	3.68074e+11	3.30436e+4	8.58946e+10	3.74494e+4	2.00704e+10	4.18553e+4	4.69392e+9
2.20159e+3	2.99268e+15	6.60478e+3	5.83224e+14	1.10080e+4	1.29671e+14	1.54112e+4	2.96685e+13	1.98143e+4	6.86377e+12	2.42175e+4	1.59665e+12	2.86207e+4	3.72498e+11	3.30239e+4	8.70915e+10	3.74271e+4	2.03886e+10	4.18303e+4	4.77739e+9
2.20028e+3	2.99500e+15	6.60083e+3	5.84717e+14	1.10014e+4	1.30244e+14	1.54019e+4	2.98553e+13	1.98025e+4	6.91999e+12	2.42031e+4	1.61276e+12	2.86036e+4	3.76967e+11	3.30042e+4	8.83031e+10	3.74047e+4	2.07113e+10	4.18053e+4	4.86219e+9
2.19896e+3	2.99731e+15	6.59689e+3	5.86212e+14	1.09948e+4	1.30819e+14	1.53927e+4	3.00430e+13	1.97907e+4	6.97657e+12	2.41886e+4	1.62901e+12	2.85865e+4	3.81483e+11	3.29844e+4	8.95296e+10	3.73824e+4	2.10387e+10	4.17803e+4	4.94837e+9
2.19765e+3	2.99962e+15	6.59295e+3	5.87708e+14	1.09882e+4	1.31394e+14	1.53835e+4	3.02316e+13	1.97788e+4	7.03353e+12	2.41741e+4	1.64539e+12	2.85694e+4	3.86046e+11	3.29647e+4	9.07711e+10	3.73600e+4	2.13706e+10	4.17553e+4	5.03593e+9
2.19633e+3	3.00193e+15	6.58900e+3	5.89205e+14	1.09817e+4	1.31972e+14	1.53743e+4	3.04211e+13	1.97670e+4	7.09085e+12	2.41597e+4	1.66192e+12	2.85524e+4	3.90656e+11	3.29450e+4	9.20278e+10	3.73377e+4	2.17073e+10	4.17304e+4	5.12489e+9
2.19502e+3	3.00424e+15	6.58506e+3	5.90703e+14	1.09751e+4	1.32551e+14	1.53652e+4	3.06114e+13	1.97552e+4	7.14855e+12	2.41452e+4	1.67858e+12	2.85353e+4	3.95313e+11	3.29253e+4	9.32998e+10	3.73154e+4	2.20487e+10	4.17054e+4	5.21528e+9
2.19371e+3	3.00654e+15	6.58113e+3	5.92203e+14	1.09685e+4	1.33132e+14	1.53560e+4	3.08026e+13	1.97434e+4	7.20663e+12	2.41308e+4	1.69538e+12	2.85182e+4	4.00018e+11	3.29056e+4	9.45873e+10	3.72931e+4	2.23949e+10	4.16805e+4	5.30712e+9
2.19240e+3	3.00884e+15	6.57719e+3	5.93704e+14	1.09620e+4	1.33714e+14	1.53468e+4	3.09947e+13	1.97316e+4	7.26508e+12	2.41164e+4	1.71232e+12	2.85012e+4	4.04771e+11	3.28859e+4	9.58905e+10	3.72707e+4	2.27460e+10	4.16555e+4	5.40043e+9
2.19108e+3	3.01114e+15	6.57325e+3	5.95206e+14	1.09554e+4	1.34298e+14	1.53376e+4	3.11877e+13	1.97198e+4	7.32391e+12	2.41019e+4	1.72941e+12	2.84841e+4	4.09573e+11	3.28663e+4	9.72095e+10	3.72484e+4	2.31020e+10	4.16306e+4	5.49522e+9
2.18977e+3	3.01343e+15	6.56932e+3	5.96709e+14	1.09489e+4	1.34883e+14	1.53284e+4	3.13815e+13	1.97080e+4	7.38312e+12	2.40875e+4	1.74663e+12	2.84671e+4	4.14424e+11	3.28466e+4	9.85445e+10	3.72262e+4	2.34630e+10	4.16057e+4	5.59152e+9
2.18846e+3	3.01573e+15	6.56539e+3	5.98213e+14	1.09423e+4	1.35470e+14	1.53192e+4	3.15763e+13	1.96962e+4	7.44270e+12	2.40731e+4	1.76400e+12	2.84500e+4	4.19325e+11	3.28269e+4	9.98957e+10	3.72039e+4	2.38291e+10	4.15808e+4	5.68935e+9
2.18715e+3	3.01802e+15	6.56146e+3	5.99719e+14	1.09358e+4	1.36059e+14	1.53101e+4	3.17719e+13	1.96844e+4	7.50268e+12	2.40587e+4	1.78152e+12	2.84330e+4	4.24276e+11	3.28073e+4	1.01263e+11	3.71816e+4	2.42002e+10	4.15559e+4	5.78873e+9
2.18584e+3	3.02031e+15	6.55753e+3	6.01226e+14	1.09292e+4	1.36649e+14	1.53009e+4	3.19684e+13	1.96726e+4	7.56303e+12	2.40443e+4	1.79918e+12	2.84160e+4	4.29276e+11	3.27876e+4	1.02647e+11	3.71593e+4	2.45766e+10	4.15310e+4	5.88968e+9
2.18453e+3	3.02259e+15	6.55360e+3	6.02734e+14	1.09227e+4	1.37241e+14	1.52917e+4	3.21658e+13	1.96608e+4	7.62378e+12	2.40299e+4	1.81698e+12	2.83989e+4	4.34328e+11	3.27680e+4	1.04048e+11	3.71371e+4	2.49581e+10	4.15061e+4	5.99223e+9
2.18323e+3	3.02488e+15	6.54968e+3	6.04244e+14	1.09161e+4	1.37834e+14	1.52826e+4	3.23641e+13	1.96490e+4	7.68491e+12	2.40155e+4	1.83494e+12	2.83819e+4	4.39431e+11	3.27484e+4	1.05465e+11	3.71148e+4	2.53450e+10	4.14813e+4	6.09640e+9
2.18192e+3	3.02716e+15	6.54575e+3	6.05754e+14	1.09096e+4	1.38429e+14	1.52734e+4	3.25633e+13	1.96373e+4	7.74643e+12	2.40011e+4	1.85304e+12	2.83649e+4	4.44586e+11	3.27288e+4	1.06899e+11	3.70926e+4	2.57373e+10	4.14564e+4	6.20221e+9
2.18061e+3	3.02944e+15	6.54183e+3	6.07266e+14	1.09030e+4	1.39025e+14	1.52643e+4	3.27633e+13	1.96255e+4	7.80834e+12	2.39867e+4	1.87129e+12	2.83479e+4	4.49792e+11	3.27091e+4	1.08351e+11	3.70704e+4	2.61349e+10	4.14316e+4	6.30968e+9
2.17930e+3	3.03172e+15	6.53791e+3	6.08779e+14	1.08965e+4	1.39623e+14	1.52551e+4	3.29643e+13	1.96137e+4	7.87065e+12	2.39723e+4	1.88969e+12	2.83309e+4	4.55051e+11	3.26895e+4	1.09820e+11	3.70482e+4	2.65381e+10	4.14068e+4	6.41884e+9
2.17800e+3	3.03399e+15	6.53399e+3	6.10293e+14	1.08900e+4	1.40223e+14	1.52460e+4	3.31662e+13	1.96020e+4	7.93335e+12	2.39580e+4	1.90824e+12	2.83140e+4	4.60363e+11	3.26699e+4	1.11306e+11	3.70259e+4	2.69468e+10	4.13819e+4	6.52971e+9
2.17669e+3	3.03626e+15	6.53007e+3	6.11809e+14	1.08835e+4	1.40824e+14	1.52368e+4	3.33690e+13	1.95902e+4	7.99645e+12	2.39436e+4	1.92694e+12	2.82970e+4	4.65728e+11	3.26504e+4	1.12810e+11	3.70037e+4	2.73612e+10	4.13571e+4	6.64231e+9
2.17539e+3	3.03853e+15	6.52616e+3	6.13325e+14	1.08769e+4	1.41427e+14	1.52277e+4	3.35727e+13	1.95785e+4	8.05994e+12	2.39292e+4	1.94579e+12	2.82800e+4	4.71147e+11	3.26308e+4	1.14332e+11	3.69815e+4	2.77812e+10	4.13323e+4	6.75667e+9
2.17408e+3	3.04080e+15	6.52224e+3	6.14843e+14	1.08704e+4	1.42031e+14	1.52186e+4	3.37773e+13	1.95667e+4	8.12384e+12	2.39149e+4	1.96480e+12	2.82630e+4	4.76620e+11	3.26112e+4	1.15872e+11	3.69594e+4	2.82070e+10	4.13075e+4	6.87281e+9
2.17278e+3	3.04306e+15	6.51833e+3	6.16362e+14	1.08639e+4	1.42637e+14	1.52094e+4	3.39828e+13	1.95550e+4	8.18814e+12	2.39005e+4	1.98397e+12	2.82461e+4	4.82148e+11	3.25916e+4	1.17431e+11	3.69372e+4	2.86387e+10	4.12827e+4	6.99076e+9
2.17147e+3	3.04533e+15	6.51442e+3	6.17882e+14	1.08574e+4	1.43244e+14	1.52003e+4	3.41892e+13	1.95432e+4	8.25284e+12	2.38862e+4	2.00329e+12	2.82291e+4	4.87731e+11	3.25721e+4	1.19007e+11	3.69150e+4	2.90762e+10	4.12580e+4	7.11054e+9
2.17017e+3	3.04759e+15	6.51051e+3	6.19403e+14	1.08508e+4	1.43853e+14	1.51912e+4	3.43965e+13	1.95315e+4	8.31794e+12	2.38719e+4	2.02276e+12	2.82122e+4	4.93369e+11	3.25525e+4	1.20603e+11	3.68929e+4	2.95197e+10	4.12332e+4	7.23218e+9
2.16887e+3	3.04984e+15	6.50660e+3	6.20926e+14	1.08443e+4	1.44464e+14	1.51821e+4	3.46048e+13	1.95198e+4	8.38346e+12	2.38575e+4	2.04239e+12	2.81953e+4	4.99064e+11	3.25330e+4	1.22217e+11	3.68707e+4	2.99693e+10	4.12084e+4	7.35570e+9
2.16756e+3	3.05210e+15	6.50269e+3	6.22449e+14	1.08378e+4	1.45076e+14	1.51729e+4	3.48140e+13	1.95081e+4	8.44938e+12	2.38432e+4	2.06218e+12	2.81783e+4	5.04814e+11	3.25135e+4	1.23850e+11	3.68486e+4	3.04250e+10	4.11837e+4	7.48112e+9
2.16626e+3	3.05435e+15	6.49879e+3	6.23974e+14	1.08313e+4	1.45690e+14	1.51638e+4	3.50240e+13	1.94964e+4	8.51571e+12	2.38289e+4	2.08214e+12	2.81614e+4	5.10622e+11	3.24939e+4	1.25502e+11	3.68264e+4	3.08868e+10	4.11590e+4	7.60848e+9
2.16496e+3	3.05660e+15	6.49488e+3	6.25500e+14	1.08248e+4	1.46305e+14	1.51547e+4	3.52351e+13	1.94846e+4	8.58246e+12	2.38146e+4	2.10225e+12	2.81445e+4	5.16487e+11	3.24744e+4	1.27173e+11	3.68043e+4	3.13549e+10	4.11343e+4	7.73781e+9
