Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9
988.67,1896000000000000.0,2966.01,455400000000000.0,4943.35,125800000000000.0,6920.69,35860000000000.0,8898.03,10340000000000.0
972.237,1928000000000000.0,2916.71,481200000000000.0,4861.18,138400000000000.0,6805.66,41100000000000.0,8750.13,12360000000000.0
956.03,1958000000000000.0,2868.09,507300000000000.0,4780.15,151700000000000.0,6692.21,46840000000000.0,8604.27,14650000000000.0
940.054,1988000000000000.0,2820.16,533400000000000.0,4700.27,165600000000000.0,6580.38,53090000000000.0,8460.49,17250000000000.0
924.313,2017000000000000.0,2772.94,559700000000000.0,4621.57,180000000000000.0,6470.19,59850000000000.0,8318.82,20160000000000.0
908.811,2044000000000000.0,2726.43,586100000000000.0,4544.05,195000000000000.0,6361.67,67130000000000.0,8179.29,23420000000000.0
893.548,2071000000000000.0,2680.64,612500000000000.0,4467.74,210600000000000.0,6254.83,74930000000000.0,8041.93,27030000000000.0
878.527,2097000000000000.0,2635.58,638800000000000.0,4392.64,226600000000000.0,6149.69,83260000000000.0,7906.74,31010000000000.0
863.749,2121000000000000.0,2591.25,665100000000000.0,4318.75,243200000000000.0,6046.25,92110000000000.0,7773.74,35390000000000.0
849.216,2145000000000000.0,2547.65,691200000000000.0,4246.08,260100000000000.0,5944.51,101500000000000.0,7642.94,40160000000000.0
834.926,2168000000000000.0,2504.78,717100000000000.0,4174.63,277500000000000.0,5844.48,111300000000000.0,7514.33,45330000000000.0
820.881,2191000000000000.0,2462.64,742900000000000.0,4104.4,295200000000000.0,5746.16,121700000000000.0,7387.92,50930000000000.0
807.078,2212000000000000.0,2421.24,768500000000000.0,4035.39,313200000000000.0,5649.55,132500000000000.0,7263.71,56940000000000.0
793.519,2233000000000000.0,2380.56,794100000000000.0,3967.59,331600000000000.0,5554.63,143900000000000.0,7141.67,63380000000000.0
780.2,2253000000000000.0,2340.6,819100000000000.0,3901.0,350200000000000.0,5461.4,155600000000000.0,7021.8,70250000000000.0
767.122,2272000000000000.0,2301.37,843800000000000.0,3835.61,369000000000000.0,5369.85,167800000000000.0,6904.1,77540000000000.0
754.281,2291000000000000.0,2262.84,868100000000000.0,3771.41,388000000000000.0,5279.97,180400000000000.0,6788.53,85250000000000.0
741.676,2309000000000000.0,2225.03,892200000000000.0,3708.38,407100000000000.0,5191.74,193400000000000.0,6675.09,93380000000000.0
729.305,2326000000000000.0,2187.92,915800000000000.0,3646.53,426400000000000.0,5105.14,206700000000000.0,6563.75,101900000000000.0
717.165,2342000000000000.0,2151.5,939100000000000.0,3585.83,445700000000000.0,5020.16,220400000000000.0,6454.49,110900000000000.0
705.254,2358000000000000.0,2115.76,961900000000000.0,3526.27,465100000000000.0,4936.78,234400000000000.0,6347.29,120200000000000.0
693.569,2374000000000000.0,2080.71,984400000000000.0,3467.84,484500000000000.0,4854.98,248700000000000.0,6242.12,129900000000000.0
