Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9
1507.36,608400000000000.0,4522.07,12260000000000.0,7536.78,269600000000.0,10551.5,6026000000.0,13566.2,135500000.0
1491.07,657600000000000.0,4473.21,15590000000000.0,7455.35,403700000000.0,10437.5,10630000000.0,13419.6,281800000.0
1474.39,707300000000000.0,4423.18,19540000000000.0,7371.96,590400000000.0,10320.7,18160000000.0,13269.5,562100000.0
1457.36,757500000000000.0,4372.09,24170000000000.0,7286.81,845200000000.0,10201.5,30100000000.0,13116.3,1079000000.0
1440.02,808000000000000.0,4320.05,29550000000000.0,7200.08,1186000000000.0,10080.1,48510000000.0,12960.1,1997000000.0
1422.39,858600000000000.0,4267.17,35720000000000.0,7111.96,1634000000000.0,9956.74,76210000000.0,12801.5,3578000000.0
1404.52,909300000000000.0,4213.57,42740000000000.0,7022.61,2213000000000.0,9831.65,116900000000.0,12640.7,6216000000.0
1386.44,959900000000000.0,4159.33,50660000000000.0,6932.21,2951000000000.0,9705.1,175300000000.0,12478.0,10490000000.0
1368.19,1010000000000000.0,4104.56,59510000000000.0,6840.94,3875000000000.0,9577.31,257600000000.0,12313.7,17250000000.0
1349.79,1060000000000000.0,4049.36,69320000000000.0,6748.93,5021000000000.0,9448.51,371200000000.0,12148.1,27660000000.0
1331.27,1110000000000000.0,3993.82,80120000000000.0,6656.36,6420000000000.0,9318.91,525200000000.0,11981.5,43320000000.0
1312.67,1159000000000000.0,3938.02,91920000000000.0,6563.37,8108000000000.0,9188.72,730600000000.0,11814.1,66380000000.0
1294.02,1208000000000000.0,3882.06,104700000000000.0,6470.09,10120000000000.0,9058.13,1000000000000.0,11646.2,99640000000.0
1275.33,1256000000000000.0,3826.0,118600000000000.0,6376.67,12500000000000.0,8927.33,1348000000000.0,11478.0,146700000000.0
1256.64,1303000000000000.0,3769.93,133400000000000.0,6283.22,15290000000000.0,8796.5,1792000000000.0,11309.8,212000000000.0
1237.97,1349000000000000.0,3713.92,149300000000000.0,6189.86,18520000000000.0,8665.81,2351000000000.0,11141.8,301200000000.0
1219.34,1395000000000000.0,3658.03,166100000000000.0,6096.72,22220000000000.0,8535.4,3044000000000.0,10974.1,421000000000.0
1200.78,1439000000000000.0,3602.33,183900000000000.0,6003.88,26440000000000.0,8405.44,3895000000000.0,10807.0,579400000000.0
1182.29,1483000000000000.0,3546.87,202600000000000.0,5911.46,31200000000000.0,8276.04,4927000000000.0,10640.6,785800000000.0
1163.91,1526000000000000.0,3491.72,222200000000000.0,5819.53,36550000000000.0,8147.35,6166000000000.0,10475.2,1051000000000.0
1145.64,1567000000000000.0,3436.92,242600000000000.0,5728.2,42500000000000.0,8019.47,7639000000000.0,10310.8,1388000000000.0
1127.5,1608000000000000.0,3382.51,263800000000000.0,5637.52,49070000000000.0,7892.53,9376000000000.0,10147.5,1809000000000.0
1109.52,1648000000000000.0,3328.55,285800000000000.0,5547.58,56300000000000.0,7766.61,11400000000000.0,9985.64,2331000000000.0
1091.69,1686000000000000.0,3275.06,308400000000000.0,5458.44,64190000000000.0,7641.81,13740000000000.0,9825.19,2971000000000.0
1074.03,1724000000000000.0,3222.09,331700000000000.0,5370.16,72750000000000.0,7518.22,16420000000000.0,9666.28,3745000000000.0
1056.56,1760000000000000.0,3169.67,355500000000000.0,5282.79,82000000000000.0,7395.9,19470000000000.0,9509.02,4674000000000.0
1039.28,1796000000000000.0,3117.83,379900000000000.0,5196.38,91940000000000.0,7274.94,22920000000000.0,9353.49,5777000000000.0
1022.2,1830000000000000.0,3066.59,404700000000000.0,5110.98,102600000000000.0,7155.38,26780000000000.0,9199.77,7075000000000.0
1005.33,1864000000000000.0,3015.98,429900000000000.0,5026.63,113900000000000.0,7037.28,31090000000000.0,9047.93,8590000000000.0
