,Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.translationXerror,SU.translationYerror,M1.translationXerror,M1.translationYerror,M1.rotationXerror,M1.rotationYerror,M2.translationXerror,M2.translationYerror,M2.rotationXerror,M2.rotationYerror,PG.translationXerror,PG.translationYerror,PG.rotationXerror,PG.rotationYerror,M3.translationXerror,M3.translationYerror,M3.rotationXerror,M3.rotationYerror,M4.translationXerror,M4.translationYerror,M4.rotationXerror,M4.rotationYerror,M5.translationXerror,M5.translationYerror,M5.rotationXerror,M5.rotationYerror,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
10,10,2.25,0.01,100,1,300000.0,-9.14565782060564e-05,1.7087455048763042e-05,-4.454924300694205e-05,0.0002018970191365,-2.113533111771253e-05,-3.72763032130261e-05,-0.0002749186534801,1.6998839920566097e-05,4.788468316340964e-05,4.649608820110613e-05,6.711655155504262e-05,0.000197264190277,2.9190949430229927e-05,4.11414349617279e-05,-0.0002909517429001,-9.637711725051433e-05,-3.061911104092796e-05,-1.900870069908012e-05,0.0001476111804964,-0.0001844704859165,2.2918523819298938e-05,-3.821680600682214e-05,-0.0002244546810741,-0.0001235398228963,-1.8380627338059684e-05,2.559357622438543e-05,,778.0,0.2593333333333333,100.0,0.0043309235073962,0.0030693712167262,0.0466323224451726,5.773704577939562e-06,-0.0011697999076003,6275866666666.668,4045600000000.001,3267600000000.0005,23.08976361028351,5.987945362933524,144908277782991.28,93411947661762.98,75448111572962.4,2.5968205766496702e-05,1.6739835122204483e-05,1.3520636060242083e-05,1.249525478171996e-05,8.054792338629396e-06,6.505793811969898e-06
11,11,2.25,0.01,100,1,300000.0,-7.981426151829963e-05,4.48900179368366e-05,0.000183231273919,-0.0002119079368974,4.9127546337698645e-05,-1.5930211932512838e-05,-6.05727109156696e-05,0.0002335657600668,3.81159016790588e-06,-2.079111735538853e-05,-0.0002477246945165,0.0001402988402451,-3.5411886238277308e-06,-4.365617645463788e-05,0.0002276663511198,0.0002532519180016,-1.3021710336970305e-05,-4.086024408166354e-05,0.0002897645459133,-1.1447492812393745e-05,-4.953299103445244e-05,2.1018677063483415e-05,5.615006033269477e-05,-9.759834188785732e-05,1.0273842197205096e-05,3.390935829302331e-05,,770.0,0.2566666666666666,100.0,0.0038581419400571,0.003165729462979,0.0478422833495136,0.0001122297804816,0.0005501513791068,6211333333333.334,4004000000000.0,3234000000000.0,25.91921229277478,6.652597821812193,160992867287855.1,103780526020270.22,83822732554833.64,2.570118051439905e-05,1.6567703141513434e-05,1.3381606383530083e-05,1.2366768871368084e-05,7.971966710468681e-06,6.438896189224704e-06
12,12,2.25,0.01,100,1,300000.0,0.0002469172758892,-0.000228638454212,-0.0001721659033504,-0.0002156675663897,3.5780020586370194e-05,-7.565733536950426e-06,0.0001425966191393,0.0002576717110222,1.2223565617813248e-05,-5.645485522384908e-06,-0.00018826468883,-0.0002190265885906,-1.7657345647078536e-05,1.9031585572317152e-05,-1.6755089077729972e-05,0.0002628591651194,-1.4698002639149843e-05,-3.7862449669697566e-05,-0.0002561322655295,-5.722363819228181e-05,7.49265848940809e-06,4.948062209422017e-05,-0.0002110783705908,-0.0002108607619513,-3.546185398042511e-05,-3.983418844604109e-05,,721.0,0.2403333333333333,100.0,0.0041435021653768,0.0025174845771887,0.0456893410177428,7.074031614948004e-05,-2.524801635127638e-05,5816066666666.667,3749200000000.0,3028200000000.0,24.134173462150265,5.800246355403448,140365961800763.44,90483843144293.78,73083104078083.44,2.4065650845300926e-05,1.551339475978076e-05,1.2530049613669076e-05,1.1579792670462845e-05,7.4646597379843106e-06,6.029148249910405e-06
13,13,2.25,0.01,100,1,300000.0,-0.0001870852485918,0.0002359856881521,0.0001955887585777,6.358144222486073e-05,2.944610950812923e-05,1.3787057321657216e-05,-0.0002447572117284,-0.0001694473456417,-4.3662293761611136e-05,-2.5656504033081365e-05,-5.751345892704017e-05,0.0001070731320667,-1.0755340760044586e-05,3.522345840637186e-06,-0.0001110226406929,-1.7439404062468062e-05,2.4002078536451293e-05,4.380117281442604e-05,-0.0002478455368071,0.0001437013986746,-4.357844813784363e-05,-9.20750633642836e-06,8.831800002676325e-05,5.242785162817159e-05,-1.2406402325764998e-05,4.6686181989972313e-05,,808.0,0.2693333333333333,100.0,0.0032507179982985,0.0032519827825907,0.0510493310102466,-3.221662517496576e-05,-0.0001821605508452,6517866666666.666,4201600000000.0,3393600000000.0,30.76243465361811,8.285349066707811,200505447414329.03,129251445440641.86,104395398240518.44,2.696955046186289e-05,1.7385330049795915e-05,1.4041997347912084e-05,1.2977076945539492e-05,8.36538844423207e-06,6.7566598972643655e-06
14,14,2.25,0.01,100,1,300000.0,0.0002125985294145,9.144075700186032e-05,-1.677572439063717e-05,1.828196636604083e-05,4.143777474935458e-05,1.7193171575961856e-05,0.0002202630520311,0.0002775892014463,-3.310756517301411e-05,4.458973569397216e-06,-0.0001939409972934,3.018510787950785e-05,1.119924211640954e-05,-1.7149526858565145e-05,-0.0002001462381589,-0.0002539505773446,3.096245099611316e-05,-3.4489051277221525e-05,-9.431882983917668e-05,0.0002964711208251,-9.114313595888348e-06,2.96644331851592e-05,-0.0001275688666465,-9.243205424326292e-06,-3.4423255742318346e-05,-3.300436420004401e-05,,794.0,0.2646666666666666,100.0,0.0037678990464371,0.0022636408263724,0.0416694764346034,-0.0001060195320835,0.0002567232185867,6404933333333.333,4128800000000.0,3334800000000.0,26.53998920023029,7.024250474994284,169986861494861.66,109578307409910.84,88505555984927.98,2.6502256270692003e-05,1.7084099083586582e-05,1.3798695413666084e-05,1.275222660242371e-05,8.220443594950822e-06,6.63958905746028e-06
15,15,2.25,0.01,100,1,300000.0,-0.0002918891484198,-4.883540767859428e-05,0.0002161580854032,0.0002419636322563,-2.1284038537056584e-05,-1.780838311877183e-05,6.217351924128761e-05,7.316371929546434e-05,-4.320255200137389e-06,4.22535799045856e-05,3.654959957783002e-05,0.0002122574140008,-4.837731306154133e-05,-2.8023816995671212e-05,0.0001668619233066,-0.0001413886477895,-3.48624987596022e-05,-3.529966570864248e-05,-9.051265124559128e-05,-0.0002319515030828,-2.496315903341048e-05,3.64559852506053e-05,-9.67620501653139e-05,0.0002058571631756,-2.976676366537313e-05,-2.70906609148778e-05,,723.0,0.241,100.0,0.0045592214082006,0.0034895412790403,0.03436958792086,-0.0002395174398432,0.0003918744769955,5832200000000.0,3759600000000.0,3036600000000.0,21.933569582764868,5.285990269446333,127920964520601.23,82461448203362.78,66603477395023.79,2.413240715832534e-05,1.5556427754953523e-05,1.2564807032847077e-05,1.161191414805081e-05,7.485366145024488e-06,6.045872655596703e-06
16,16,2.25,0.01,100,1,300000.0,0.0001124857846762,1.2925671809425477e-05,-0.0002545159558644,-8.363789634227497e-05,-4.596130873999527e-05,-3.357463808088863e-05,2.407190657269812e-05,0.0001666034294291,-3.854633094706849e-05,5.499040949156334e-06,0.0002318631147992,-0.0001488288260344,5.8700109447304766e-06,-4.975610531656081e-05,0.0001592350675147,-6.155505519091076e-05,-4.24797085905192e-06,2.1331937885994287e-05,5.7693117008229e-06,-0.0001926984453665,2.5685289424838105e-05,-2.4793228576753213e-05,-0.0001599296823022,0.0001248825728192,-4.4908905558740174e-05,-3.732081345672855e-05,,792.0,0.264,100.0,0.0042129434831679,0.0032040785414343,0.0508687761841841,-0.0001605407427735,0.0001225942172575,6388800000000.0,4118400000000.0,3326400000000.0,23.736373487926567,6.266402600812615,151646942939665.25,97755880572676.78,78956672770238.94,2.6435499957667592e-05,1.704106608841382e-05,1.3763937994488083e-05,1.2720105124835742e-05,8.199737187910643e-06,6.622864651773982e-06
17,17,2.25,0.01,100,1,300000.0,-0.0002736459570239,-0.0002609185048553,1.463488581278404e-06,-8.796247704388825e-05,1.4876910769297077e-05,-3.0910229749043263e-05,0.0002103746113255,0.0001709952370677,-4.9667512048249874e-05,-2.9811176996137747e-05,-0.0001661869288126,-0.0002642062387866,-3.537246267189624e-05,-7.859189754294851e-06,0.0002773719817278,0.0002987127907854,1.0108681499483838e-05,1.953099677052875e-05,-1.7561852758116593e-05,0.0002240862018947,4.705959041664516e-05,3.613391443012694e-05,-4.537839132966084e-05,0.0002923177616784,-4.710361404078768e-05,-4.50153072763438e-05,,758.0,0.2526666666666666,100.0,0.0026001635347654,0.0028036462435862,0.0464296320232791,-0.000374389217854,0.0008108101499531,6114533333333.333,3941600000000.0,3183600000000.0,38.45911946035382,9.717337516982733,235159567910982.1,151590465264930.6,122438452713982.4,2.5300642636252567e-05,1.630950517047686e-05,1.317306186846208e-05,1.2174040005840269e-05,7.84772826822761e-06,6.3385497551069164e-06
18,18,2.25,0.01,100,1,300000.0,-0.0001182071933869,-9.060128785651056e-05,2.112641153204889e-05,-4.390675458616717e-05,-3.2613413435775965e-05,1.0556961837818729e-05,4.869288830073812e-05,-0.0001174473679341,-3.2309259470286245e-05,-3.597446037651683e-05,-5.281827969823392e-05,-0.0002569119637672,-3.574962245899507e-05,-4.686115344778781e-05,-2.934152354995231e-05,-0.0002829644054139,4.235725006781752e-06,3.356442191313122e-05,-0.0002737040837116,-0.0002009088931304,3.057724914891832e-05,-4.949993335254668e-05,0.0001102698049439,0.0002399439527635,2.687892895134059e-05,-1.0874917039533528e-05,,721.0,0.2403333333333333,100.0,0.0045594581521868,0.0035535193721561,0.0436784375667531,-8.33070100320081e-05,-0.0006705425501885,5816066666666.667,3749200000000.0,3028200000000.0,21.93243071044251,5.271094180743017,127560479173981.0,82229069219591.06,66415786677362.016,2.4065650845300926e-05,1.551339475978076e-05,1.2530049613669076e-05,1.1579792670462845e-05,7.4646597379843106e-06,6.029148249910405e-06
19,19,2.25,0.01,100,1,300000.0,0.0001680834220553,-0.0002332267762298,0.0001739629685626,0.0001901864196951,3.0716246442746847e-06,-1.6555802080152174e-05,-0.0001808245586467,-4.513530036973963e-05,1.5771652161913925e-05,2.715954033902974e-05,-8.324417464346224e-06,-0.0002131295320188,-2.583311195177672e-05,-3.2534414463995165e-05,-9.236184994100044e-05,-5.879850319770908e-05,-8.43702695085229e-06,-2.213485177172692e-05,-0.0002194330649511,0.0001036149059988,4.04652160513343e-05,-2.608870772492564e-05,2.394154501977468e-05,1.2763902372750578e-05,-2.9277911001316828e-05,9.428572593048068e-06,,746.0,0.2486666666666666,100.0,0.0041957413053239,0.0026041170567726,0.0515589593129069,-9.628842608417968e-05,0.0005629582564971,6017733333333.333,3879200000000.0,3133200000000.0,23.83369057408528,5.926644389422538,143424794224025.44,92455652474991.6,74675719306723.98,2.490010475810609e-05,1.605130719944029e-05,1.296451735339408e-05,1.1981311140312453e-05,7.72348982598654e-06,6.238203320989129e-06
20,20,2.25,0.01,100,1,300000.0,0.0002472844844931,-0.0002672738290487,0.0001791359910568,-0.000127382009905,2.126571911269181e-05,-4.717667975528483e-05,5.360128503201526e-05,0.0001705699244396,1.3715701690911367e-05,-4.277442260389615e-05,0.0002942142551032,-0.0002860434903662,-1.071228590481059e-05,-2.7586018928581823e-06,-0.0001759437468306,0.0001757124845142,1.394613631417548e-05,-1.3352654534062912e-05,-8.697804390801609e-05,7.574657733337486e-05,-3.707524474249e-05,4.609991597970797e-06,0.000249011997042,0.0001315629138093,-1.7279420372496302e-05,-3.838360947160647e-05,,759.0,0.253,100.0,0.0042003081000672,0.002907652373305,0.038545098769884,-9.483377086624394e-05,0.0016478675717839,6122600000000.0,3946800000000.0,3187800000000.0,23.80777733861944,6.023367666670719,145765497533431.4,93964535600063.22,75894432600051.05,2.5334020792764776e-05,1.6331021668063245e-05,1.319044057805108e-05,1.2190100744634254e-05,7.8580814717477e-06,6.3469119579500654e-06
21,21,2.25,0.01,100,1,300000.0,3.932224417222747e-05,0.00027949181149,-9.066132140988646e-06,-0.0002862434788853,4.181798897538855e-05,1.594682428222835e-05,-1.2791730234209587e-05,-1.6838221828025164e-06,-3.0109567382405347e-05,1.875275842977034e-05,0.000107977733311,1.1760897168824024e-05,-2.956888378993532e-05,4.7122355890096494e-05,-0.0001452338805803,-9.390126269685883e-05,-2.2949709608584268e-05,-5.851645751012499e-08,8.56749383817125e-05,0.000282071687449,5.1834438355418335e-06,4.663880162043166e-05,0.0001475876451878,-0.0001520296934596,-1.1221729926563469e-06,4.388081716963082e-05,,718.0,0.2393333333333333,100.0,0.0034401699274297,0.001975424121806,0.0378282428886347,0.0001872240940794,0.0003301474874486,5791866666666.666,3733600000000.0,3015600000000.0,29.068331538701536,6.9570206815959,168359900494620.75,108529522632896.05,87658460588108.34,2.3965516375764303e-05,1.544884526702162e-05,1.2477913484902076e-05,1.1531610454080887e-05,7.433600127424044e-06,6.004061641380958e-06
22,22,2.25,0.01,100,1,300000.0,9.4833601543308e-06,6.690472705886131e-05,-0.0001793321738639,-7.888740127431473e-05,3.785650390347241e-05,2.8517775093963044e-05,-0.0001329573652375,-0.0002998917721957,-4.173112616760124e-06,4.7045342182954986e-05,0.0001079187363444,0.0001905257062895,-2.075870227384613e-05,2.9102691648287942e-05,0.0002524071293241,0.0002655887698859,-4.53355795381441e-05,4.054481889111726e-05,-0.0002568625356088,-0.0001034031177202,6.258398785822296e-06,3.251617395862937e-05,-0.0001456864707278,-0.0002361726474083,-2.814590590305885e-07,6.473138306927655e-07,,730.0,0.2433333333333333,100.0,0.00371211609108,0.0036832034675012,0.0451118133478949,0.0002690554413554,-0.0004784480202042,5888666666666.667,3796000000000.0,3066000000000.0,26.93881267352971,6.55511108389223,158633688230191.97,102259732908718.78,82594399657042.1,2.4366054253910785e-05,1.570704323805819e-05,1.2686457999970076e-05,1.17243393196087e-05,7.557838569665114e-06,6.104408075498745e-06
23,23,2.25,0.01,100,1,300000.0,8.609038283070207e-06,-0.0002375802139971,-0.0001269226037592,1.0286021353633193e-05,1.97219078844122e-05,-1.852298672918831e-05,0.0001219315268157,-7.995044340254379e-05,-1.204684640229138e-05,-1.8477256217029455e-05,-0.0001097802517716,-0.0002530158692305,4.86349288469048e-05,-2.764852716953813e-06,3.654243637000684e-05,-0.0002480793411355,-3.242443482203756e-05,1.323339886345706e-06,7.711857548741368e-05,0.0001998613094745,-3.280275743891499e-05,1.6525838540788911e-06,-6.997114426922886e-05,-0.0001295153172817,1.3887340689467426e-06,3.435421241408457e-05,,779.0,0.2596666666666666,100.0,0.003359226310664,0.0020751185442363,0.0391901153565837,9.379641591243528e-05,-0.0014865708118578,6283933333333.333,4050800000000.0,3271799999999.9995,29.768759455873223,7.729954538708414,187064899836743.6,120587290803851.23,97397427187726.0,2.6001583923008904e-05,1.676135161979086e-05,1.353801476983108e-05,1.2511315520513944e-05,8.065145542149482e-06,6.514156014813044e-06
24,24,2.25,0.01,100,1,300000.0,4.470509878004792e-05,0.0002658502632346,-0.0002748771463023,3.3614582971536286e-05,-3.0128336978049577e-05,1.1956787250809643e-06,0.0002042555847139,-0.0002784343176328,-1.7597719355682085e-05,3.350822436045015e-05,-8.234885985223319e-05,0.0002888360523264,-1.035368614748122e-05,-1.6960217927943974e-05,0.000178029862859,0.0002637829816361,-3.574203942489122e-05,6.0037127480189065e-06,7.919891782290985e-05,0.0001701178394384,3.373676511511231e-05,-4.915019044457332e-05,-0.0002354556355936,-0.0001045925478656,-3.42625023059043e-07,4.3221776257153166e-05,,763.0,0.2543333333333333,100.0,0.0030130855288206,0.0028367193465931,0.0423594275008186,9.478872610987308e-05,-0.0005255697570629,6154866666666.666,3967600000000.0,3204600000000.0,33.18857000356766,8.440959637574041,204271223229291.8,131678970346155.06,106356091433432.94,2.54675334188136e-05,1.6417087658408766e-05,1.325995541640708e-05,1.225434369981019e-05,7.899494285828058e-06,6.380360769322661e-06
