Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9
1389.57,23500000000000.0,4168.72,0.0,6947.86,0.0,9727.01,0.0,12506.2,0.0
1377.99,62690000000000.0,4133.97,0.0,6889.95,0.0,9645.93,0.0,12401.9,0.0
1361.14,119700000000000.0,4083.43,0.0,6805.71,0.0,9527.99,0.0,12250.3,0.0
1339.42,193300000000000.0,4018.26,0.0,6697.09,0.0,9375.93,0.0,12054.8,0.0
1313.3,281700000000000.0,3939.9,0.0,6566.5,0.0,9193.1,0.0,11819.7,0.0
1283.33,383100000000000.0,3849.99,0.0,6416.65,0.0,8983.32,0.0,11550.0,0.0
1250.1,495600000000000.0,3750.3,0.0,6250.49,0.0,8750.69,0.0,11250.9,0.0
1214.21,617000000000000.0,3642.62,0.0,6071.03,0.0,8499.44,0.0,10927.8,0.0
1176.24,745500000000000.0,3528.73,0.0,5881.22,0.0,8233.7,0.0,10586.2,0.0
1136.78,879000000000000.0,3410.34,0.0,5683.9,0.0,7957.46,0.0,10231.0,0.0
1096.34,1016000000000000.0,3289.03,0.0,5481.71,0.0,7674.39,0.0,9867.08,0.0
1055.41,1154000000000000.0,3166.22,0.0,5277.03,0.0,7387.84,0.0,9498.65,0.0
1014.39,1293000000000000.0,3043.16,0.0,5071.94,0.0,7100.72,0.0,9129.49,0.0
973.652,1431000000000000.0,2920.96,0.0,4868.26,0.0,6815.56,0.0,8762.87,0.0
933.498,1567000000000000.0,2800.49,0.0,4667.49,0.0,6534.49,0.0,8401.48,0.0
894.174,1700000000000000.0,2682.52,0.0,4470.87,0.0,6259.22,0.0,8047.56,0.0
855.875,1829000000000000.0,2567.62,0.0,4279.37,0.0,5991.12,0.0,7702.87,0.0
818.751,1955000000000000.0,2456.25,0.0,4093.75,0.0,5731.26,0.0,7368.76,0.0
782.912,2076000000000000.0,2348.74,0.0,3914.56,0.0,5480.38,0.0,7046.21,0.0
748.432,2192000000000000.0,2245.3,0.0,3742.16,0.0,5239.03,0.0,6735.89,0.0
715.357,2305000000000000.0,2146.07,0.0,3576.79,0.0,5007.5,0.0,6438.22,0.0
683.708,2412000000000000.0,2051.12,0.0,3418.54,0.0,4785.96,0.0,6153.37,0.0
653.486,2514000000000000.0,1960.46,0.0,3267.43,0.0,4574.4,0.0,5881.37,0.0
624.676,2612000000000000.0,1874.03,0.0,3123.38,0.0,4372.73,0.0,5622.08,0.0
597.251,2704000000000000.0,1791.75,0.0,2986.25,0.0,4180.76,0.0,5375.26,0.0
571.174,2792000000000000.0,1713.52,0.0,2855.87,0.0,3998.22,0.0,5140.57,0.0
546.402,2876000000000000.0,1639.21,0.0,2732.01,0.0,3824.81,0.0,4917.62,0.0
522.886,2956000000000000.0,1568.66,0.0,2614.43,0.0,3660.2,0.0,4705.98,0.0
500.575,3031000000000000.0,1501.73,0.0,2502.88,0.0,3504.03,0.0,4505.18,0.0
479.415,3104000000000000.0,1438.25,0.0,2397.08,0.0,3355.91,0.0,4314.74,0.0
459.352,3171000000000000.0,1378.05,0.0,2296.76,0.0,3215.46,0.0,4134.16,0.0
440.331,3236000000000000.0,1320.99,0.0,2201.65,0.0,3082.31,0.0,3962.97,0.0
422.298,3296000000000000.0,1266.9,0.0,2111.49,0.0,2956.09,0.0,3800.69,0.0
405.203,3354000000000000.0,1215.61,0.0,2026.01,0.0,2836.42,0.0,3646.83,0.0
388.993,3409000000000000.0,1166.98,0.0,1944.97,0.0,2722.95,0.0,3500.94,0.0
373.621,3461000000000000.0,1120.86,0.0,1868.11,0.0,2615.35,0.0,3362.59,0.0
359.039,3510000000000000.0,1077.12,0.0,1795.19,0.0,2513.27,0.0,3231.35,0.0
345.202,3556000000000000.0,1035.61,0.0,1726.01,0.0,2416.42,0.0,3106.82,0.0
332.069,3601000000000000.0,996.207,0.0,1660.35,0.0,2324.48,0.0,2988.62,0.0
319.599,3644000000000000.0,958.796,0.0,1597.99,0.0,2237.19,0.0,2876.39,0.0
307.753,3684000000000000.0,923.258,0.0,1538.76,0.0,2154.27,0.0,2769.78,0.0
296.496,3722000000000000.0,889.487,0.0,1482.48,0.0,2075.47,0.0,2668.46,0.0
285.793,3758000000000000.0,857.38,0.0,1428.97,0.0,2000.55,0.0,2572.14,0.0
275.614,3792000000000000.0,826.841,0.0,1378.07,0.0,1929.29,0.0,2480.52,0.0
265.927,3825000000000000.0,797.78,0.0,1329.63,0.0,1861.49,0.0,2393.34,0.0
256.704,3856000000000000.0,770.112,0.0,1283.52,0.0,1796.93,0.0,2310.34,0.0
247.919,3885000000000000.0,743.757,0.0,1239.6,0.0,1735.43,0.0,2231.27,0.0
239.547,3915000000000000.0,718.642,0.0,1197.74,0.0,1676.83,0.0,2155.93,0.0
231.565,3942000000000000.0,694.695,0.0,1157.83,0.0,1620.96,0.0,2084.09,0.0
223.95,3967000000000000.0,671.851,0.0,1119.75,0.0,1567.65,0.0,2015.55,0.0
216.683,3992000000000000.0,650.048,0.0,1083.41,0.0,1516.78,0.0,1950.15,0.0
