,Simulation Number,SU.numberRays,SU.photonEnergy,PG.cFactor,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,ExitSlit.openingHeight,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
10,10,1000000.0,200,1.6,17.15,2.43,0.81,0.02,,0.004,23097.5,2.30975,200.0,0.0039558582659253,0.1098219042150147,0.0198659833970121,0.0011961568729641,-1.1012210406452553e-05,51945413251906.45,34068812500000.0,27624610000000.0,23882815000000.0,21298204750000.0,1.0111769733721223,2.335549407478117,52525632272625.19,34449353760302.22,27933170913438.277,24149580873323.727,21536101086355.715,0.0004317424742219,0.0002831617361713,0.0002296009738718,0.0001985011764076,0.0001770192792702,0.0002561499324528,0.0001679979708372,0.0001362207275399,0.0001177694249801,0.0001050243585823
11,11,1000000.0,205,1.6,17.15,2.43,0.81,0.02,,0.0041,23178.0,2.3178,205.0,0.0040670051309348,0.1107511513592712,0.0198611867615232,0.0006566399559533,1.2163156598111186e-06,52079321033655.31,34187550000000.0,27720888000000.0,23966052000000.0,21372433800000.0,1.0081221469754518,2.3365991373321937,52501724307569.84,34464837275649.85,27945725682493.03,24160435080014.88,21545780645340.16,0.000444224199194,0.0002916116554465,0.0002364525694332,0.0002044247130384,0.0001823017677879,0.0002610642770568,0.000171376044233,0.0001389598297645,0.000120137511686,0.000107136169754
12,12,1000000.0,210,1.6,17.15,2.43,0.81,0.02,,0.0042,23166.5,2.31665,210.0,0.0041925367197705,0.1083330409979712,0.0198614142838043,0.0009985447379117,-1.756432440129703e-05,52005965707435.19,34170587500000.0,27707134000000.0,23954161000000.0,21361829650000.0,1.0017804399335215,2.3207712555774997,52098482866365.11,34231376019768.11,27756424216706.89,23996774782671.34,21399831747680.12,0.0004553453548608,0.0002991852584474,0.0002425936061716,0.0002097339371082,0.0001870364249589,0.0002650877018891,0.0001741762197732,0.0001412303449821,0.0001221004822003,0.0001088867066121
13,13,1000000.0,215,1.6,17.15,2.43,0.81,0.02,,0.0043,23149.0,2.3149,215.0,0.0042417566241538,0.1035607434401515,0.0199085071703283,0.0008382379577762,-5.133932230219514e-05,51911725922514.48,34144775000000.0,27686204000000.0,23936066000000.0,21345692900000.0,1.013799522027686,2.346824503864924,52627634210063.92,34615661432007.625,28068021066224.49,24266165369963.312,21640068750138.465,0.0004660574138812,0.0003065478030495,0.0002485635067438,0.0002148952056631,0.0001916391384351,0.0002696439889076,0.0001773574884621,0.0001438098686106,0.000124330605471,0.0001108754848209
14,14,1000000.0,220,1.6,17.15,2.43,0.81,0.02,,0.0044,23847.5,2.38475,220.0,0.0043865785673915,0.1090408085615615,0.0198501303956699,0.0010829864920333,7.450018456384159e-06,53421502371569.66,35175062500000.0,28521610000000.0,24658315000000.0,21989779750000.0,1.0030645987290532,2.3920791154339094,53585684091890.06,35283166952650.164,28609266220589.56,24734098053586.625,22057361523416.08,0.0004916696172971,0.0003237368615635,0.0002625012111389,0.0002269450270214,0.0002023849220661,0.0002828704687276,0.0001862543353366,0.0001510238542797,0.0001305674459241,0.0001164373712635
15,15,1000000.0,225,1.6,17.15,2.43,0.81,0.02,,0.0045,24364.0,2.4364,225.0,0.004463183457588,0.1037445654376658,0.0199189075572544,0.0011527729860455,-1.5732058767974974e-05,54524370599592.59,35936900000000.0,29139344000000.0,25192376000000.0,22466044400000.0,1.008276189182602,2.456688853099207,54978416300389.62,36236160583213.31,29381998683066.52,25402162741045.8,22653127914427.79,0.0005139522175277,0.0003387448446073,0.0002746703960341,0.0002374658775077,0.0002117672008219,0.0002942197924091,0.0001939196572387,0.0001572392610558,0.0001359409664982,0.0001212293667388
16,16,1000000.0,230,1.6,17.15,2.43,0.81,0.02,,0.0046,25051.5,2.5051500000000004,230.0,0.0045727891301083,0.1087032318136682,0.0198402068340123,0.0010932240345337,5.856918543263576e-06,56007463937206.63,36950962500000.0,29961594000000.0,25903251000000.0,23099988150000.0,1.005952859423498,2.5200571607239715,56340742290460.5,37170843120678.58,30139883642258.69,26057391041885.86,23237447079035.73,0.0005402623530078,0.0003564384555697,0.0002890172154992,0.0002498693986841,0.0002228284066988,0.000308102364025,0.0002032707446281,0.0001648215664917,0.0001424962372511,0.0001270752227943
17,17,1000000.0,235,1.6,17.15,2.43,0.81,0.02,,0.0047,26089.5,2.60895,235.0,0.0046927509659866,0.1064634573792014,0.019918825203669,0.001023098979009,2.526225419710474e-05,58258264714268.03,38482012500000.0,31203042000000.0,26976543000000.0,24057127950000.0,1.0015454228834415,2.6129788908192904,58348230481283.53,38541438639584.53,31251227534198.71,27018201731071.46,24094278352244.68,0.0005752877307831,0.0003800015286358,0.0003081232733887,0.0002663875122775,0.0002375589217322,0.0003263091948126,0.0002155408262712,0.0001747707309968,0.0001510977724504,0.0001347458955285
18,18,1000000.0,240,1.6,17.15,2.43,0.81,0.02,,0.0048,27010.0,2.701,240.0,0.0047467533018305,0.1081446916432715,0.0199056956683226,0.0006578287035065,-2.790436193803332e-07,60235743674698.8,39839750000000.0,32303960000000.0,27928340000000.0,24905921000000.0,1.0112958335976137,2.731486905096612,60915640528025.125,40289431850175.03,32668583384955.484,28243574598698.97,25187040751895.86,0.0006082117279533,0.0004022695115974,0.0003261792107596,0.0002819977457571,0.0002514798078942,0.0003436308769065,0.0002272764872326,0.000184286561851,0.0001593246696939,0.000142082473815
19,19,1000000.0,245,1.6,17.15,2.43,0.81,0.02,,0.0049,28235.0,2.8235,245.0,0.0048228136427894,0.1065590963274761,0.0199716441607752,0.0009986977120648,-2.412792158178405e-05,62887589333768.52,41646625000000.0,33769060000000.0,29194990000000.0,26035493500000.0,1.0160379062411602,2.868735201363908,63895109350345.03,42313844220117.64,34310073008312.344,29662721982102.805,26452607291776.598,0.0006488092837009,0.0004296669219009,0.0003483943312498,0.0003012037947428,0.0002686073685999,0.0003649973843488,0.000241715565074,0.0001959944514091,0.0001694467079908,0.0001511091000371
20,20,1000000.0,250,1.6,17.15,2.43,0.81,0.02,,0.005,29205.0,2.9205,250.0,0.004981899518043,0.100730191907309,0.0199376499600037,0.0006378350818588,-4.137461855558717e-05,64969560528761.234,43077375000000.0,34929180000000.0,30197970000000.0,26929930500000.0,1.003641171335081,2.9311839507348787,65207236126760.2,43234963273339.46,35056960050789.152,30308442050598.65,27028447209726.32,0.0006851133023969,0.0004542570767701,0.0003683331958082,0.0003184419100883,0.0002839799664337,0.0003837540491952,0.0002544440342586,0.000206315298287,0.000178369580626,0.0001590663349084
21,21,1000000.0,255,1.6,17.15,2.43,0.81,0.02,,0.0051,29920.5,2.99205,255.0,0.0050824986680026,0.1036189519502637,0.019956489425122,0.0008756643230811,1.4589790150492687e-05,66480839433568.86,44132737500000.0,35784918000000.0,30937797000000.0,27589693050000.0,1.003444538677381,3.002374362829247,66710238109227.72,44285021851731.41,35908397379437.805,31044550911654.42,27684893999648.49,0.0007160487540781,0.0004753428502134,0.0003854305415966,0.0003332233946579,0.0002971617913096,0.0003992040005978,0.000265008166525,0.0002148811980772,0.0001857752163978,0.0001656705290526
22,22,1000000.0,260,1.6,17.15,2.43,0.81,0.02,,0.0052,30978.0,3.0978000000000003,260.0,0.0051334128925475,0.1031984895158847,0.0199076651006811,0.0006571999739447,-1.7216454551341546e-05,68743818143938.31,45692550000000.0,37049688000000.0,32031252000000.0,28564813800000.0,1.0130283500909298,3.138139459528104,69638998100625.22,46287557028039.53,37532147935956.125,32448362011520.598,28936783956308.64,0.0007553990156279,0.0005020976172615,0.0004071245764371,0.0003519789398294,0.0003138876019503,0.0004197659976914,0.0002790095074098,0.000226234149737,0.000195590393669,0.0001744235029034
23,23,1000000.0,265,1.6,17.15,2.43,0.81,0.02,,0.0053,31818.0,3.1818,265.0,0.005222566564214,0.1015297934679852,0.0199487601759779,0.0009154262224734,8.091306914398587e-06,70517007114379.56,46931550000000.0,38054328000000.0,32899812000000.0,29339377800000.0,1.0149656866600418,3.2293109280624392,71569973502018.56,47632336188920.98,38622558699626.78,33391074996165.62,29777476067663.758,0.0007909831086595,0.0005264270965584,0.0004268520728704,0.0003690343171806,0.0003290972377874,0.0004374368482018,0.0002911296175676,0.0002360617102446,0.0002040867963152,0.0001820004205824
24,24,1000000.0,270,1.6,17.15,2.43,0.81,0.02,,0.0054,32462.0,3.2462,270.0,0.0052850527993086,0.1075239213278707,0.0199324213108814,0.0006167424602414,2.8538429971876747e-05,71851570655147.78,47881450000000.0,38824552000000.0,33565708000000.0,29933210200000.0,1.0220318505585095,3.3177554674518497,73435383336245.28,48936893144914.8,39680355390724.125,34305591533452.13,30593023165373.508,0.0008221540767067,0.0005478784799996,0.0004442458725963,0.0003840721005556,0.0003425076246831,0.0004529135899796,0.000301818863738,0.0002447290583258,0.0002115801390542,0.0001886828300019
25,25,1000000.0,275,1.6,17.15,2.43,0.81,0.02,,0.0055,33567.5,3.35675,275.0,0.0054699666151805,0.1003067957469521,0.0199287963550056,0.0003878030580741,1.4925828367454224e-05,74208497694921.44,49512062500000.0,40146730000000.0,34708795000000.0,30952591750000.0,1.0055041011684924,3.375243763061809,74617343862655.9,49784845505161.68,40367915406219.234,34900020510059.11,31123122739192.945,0.0008660245306494,0.0005778133504915,0.000468518486229,0.0004050569521411,0.0003612214850767,0.0004752918046845,0.0003171156709845,0.0002571324355915,0.000222303460202,0.0001982456679422
26,26,1000000.0,280,1.6,17.15,2.43,0.81,0.02,,0.0056,34272.0,3.4272,280.0,0.0055752654610898,0.0978405194122094,0.0198020479645742,0.0010924747516013,5.391574769233628e-06,75675064088576.55,50551200000000.0,40989312000000.0,35437248000000.0,31602211200000.0,1.004437352288893,3.44239381939484,76010554651267.6,50775308836073.88,41171030079962.28,35594352092542.64,31742313408639.81,0.0008999435376661,0.0006011653417038,0.0004874533889341,0.0004214270937774,0.0003758200417526,0.0004926056429975,0.000329062243689,0.0002668192836963,0.0002306782101521,0.000205714098241
27,27,1000000.0,285,1.6,17.15,2.43,0.81,0.02,,0.0057,34947.0,3.4947,285.0,0.0056659210843292,0.0985260723278071,0.0199552066340803,0.0008657670064615,6.618535674666947e-06,77072833917191.53,51546825000000.0,41796612000000.0,36135198000000.0,32224628700000.0,1.0060364736443774,3.515932273337309,77541094848490.62,51860001031725.31,42050549989114.22,36354739706307.78,32420411492443.336,0.0009335316402587,0.0006243521828207,0.0005062543801041,0.0004376814623977,0.0003903153544264,0.0005103738691643,0.0003413414452445,0.0002767758430593,0.0002392861385646,0.0002133904723118
28,28,1000000.0,290,1.6,17.15,2.43,0.81,0.02,,0.0058,35605.0,3.5605,290.0,0.0057848467224914,0.098450939950166,0.0198434690562588,0.0009641229898006,-7.111627965621729e-06,78407690892681.44,52517375000000.0,42583580000000.0,36815570000000.0,32831370500000.0,1.0026195212129183,3.56982248613573,78612986388056.12,52654881670502.02,42695076934183.33,36911964506643.45,32917333144657.566,0.0009675634841361,0.0006480728325775,0.0005254882086526,0.0004543100399221,0.0004051443789286,0.0005283430314257,0.0003538835131365,0.0002869455469228,0.0002480783407343,0.0002212311779411
29,29,1000000.0,295,1.6,17.15,2.43,0.81,0.02,,0.0059,36149.5,3.61495,295.0,0.0058860479854842,0.0957461938219031,0.0199613421089916,0.000732940205112,-1.635590642623638e-05,79484486804335.8,53320512500000.0,43234802000000.0,37378583000000.0,33333453950000.0,1.002371374279245,3.623515773946511,79672828592250.0,53446857665711.05,43337248656400.28,37467153102606.94,33412438951560.79,0.0009984763357921,0.0006698070539803,0.0005431113468207,0.0004695460975021,0.0004187315826951,0.0005445224517495,0.0003652815456494,0.0002961876126079,0.0002560685547129,0.0002283566869446
30,30,1000000.0,300,1.6,17.15,2.43,0.81,0.02,,0.006,36894.5,3.68945,300.0,0.0059849845335406,0.1052013621951367,0.0197179111173632,0.00071389496503,1.5946410830168082e-05,80997774604766.31,54419387500000.0,44125822000000.0,38148913000000.0,34020418450000.0,1.0025096041614798,3.698712479159812,81201122041177.64,54556009067607.234,44236601250751.36,38244687034512.45,34105827770332.63,0.0010352766825349,0.0006955638377905,0.0005639961694898,0.0004876020395087,0.0004348335015773,0.0005642910609991,0.0003791261434174,0.0003074134695099,0.0002657738524024,0.0002370116724374
31,31,1000000.0,305,1.6,17.15,2.43,0.81,0.02,,0.0060999999999999,37644.5,3.76445,305.0,0.0060886029737047,0.093864639715327,0.0199420108429818,0.0007961203863944,-3.578670519680828e-05,82522483144961.81,55525637500000.0,45022822000000.0,38924413000000.0,34711993450000.0,1.001872571488038,3.7714867685491775,82676739839563.84,55629429836100.39,45106981751848.17,38997173186798.5,34776879492791.977,0.0010735540011795,0.0007223458145515,0.0005857122672567,0.00050637665915,0.0004515763224393,0.0005841824074143,0.0003930698562594,0.0003187196936178,0.0002755486314388,0.0002457286199706
32,32,1000000.0,310,1.6,17.15,2.43,0.81,0.02,,0.0062,37895.0,3.7895,310.0,0.0061812871625477,0.0953803749546628,0.0199553321142236,0.0010480741232534,-4.25478664101719e-05,82952831002222.72,55895125000000.0,45322420000000.0,39183430000000.0,34942979500000.0,1.0030273367069773,3.8009721359835353,83203958105396.4,56064339005757.125,45459626746363.06,39302051886069.75,35048764065904.164,0.0010978323355841,0.0007397393782121,0.0005998157941298,0.0005185698420822,0.0004624499529826,0.0005968516591997,0.0004021694943302,0.0003260981120128,0.0002819276319576,0.0002514172818453
33,33,1000000.0,315,1.6,17.15,2.43,0.81,0.02,,0.0063,38927.5,3.89275,315.0,0.0062361527563154,0.1016008980523003,0.0199357642657464,0.0008719916791636,-1.6132747537517965e-05,85090969095092.88,57418062499999.99,46557290000000.0,40251035000000.0,35895047750000.0,1.0102689281920278,3.932705161159059,85964342258890.97,58007401127096.12,47035153727462.34,40664171366384.67,36263474291047.69,0.0011454522177029,0.0007729333409439,0.0006267310344196,0.0005418393725668,0.0004832012431758,0.0006218463642249,0.0004196122548159,0.0003402415300067,0.000294155302698,0.0002623216679089
34,34,1000000.0,320,1.6,17.15,2.43,0.81,0.02,,0.0064,39640.5,3.96405,320.0,0.00632990451939,0.0954180206287416,0.0198282787323798,0.0008415601671731,6.463593243342445e-06,86523468490818.44,58469737500000.0,47410038000000.0,40988277000000.0,36552505050000.0,1.01116109127537,4.008181731378919,87486733452009.4,59120680537839.03,47937853507291.86,41444599102458.016,36959443745045.0,0.0011839334462777,0.0008000636015727,0.0006487295372752,0.0005608581451025,0.0005001617945831,0.0006423992374288,0.0004341124487704,0.0003519989754097,0.0003043201844261,0.0002713865010245
35,35,1000000.0,325,1.6,17.15,2.43,0.81,0.02,,0.0065,40224.0,4.0224,325.0,0.0064917714941542,0.093942135114848,0.0199252463256652,0.0006477713547773,9.08972189321426e-06,87648499280038.0,59311240912509.41,48107904000000.0,41591616000000.0,37090550400000.0,1.001267564649154,4.027502624354904,87759685976313.14,59386480317441.73,48168931387284.66,41644377135829.72,37137601699176.58,0.0012185691964898,0.0008245988439648,0.0006688398592517,0.0005782444937008,0.0005156665837927,0.0006606579503049,0.0004470634771064,0.0003626173809155,0.0003135003109253,0.0002795731496172
36,36,1000000.0,330,1.6,17.15,2.43,0.81,0.02,,0.0066,40932.0,4.0932,330.0,0.0065597763781112,0.0946574913318628,0.0198326890524032,0.0005934543105119,-6.037994202560363e-06,89040046356814.94,60320999623965.91,48954672000000.0,42323688000000.0,37743397200000.0,1.0061488037571549,4.118345986544679,89587051098246.12,60691573024949.45,49255417999074.36,42583697500871.984,37975268341928.48,0.0012581375373532,0.0008523368643975,0.0006917304403144,0.0005980345111079,0.0005333149155635,0.0006815210706305,0.0004617027273378,0.0003747037635189,0.0003239495748149,0.0002888915889137
37,37,1000000.0,335,1.6,17.15,2.43,0.81,0.02,,0.0067,41149.5,4.11495,335.0,0.0066893033651353,0.091419552952644,0.0198823200955312,0.0006553575148466,-5.351804768528076e-06,89361182240541.4,60604579438574.25,49214802000000.0,42548583000000.0,37943953950000.0,1.0015991037964902,4.121530652725967,89504089179266.48,60701498645584.91,49293506606602.56,42616626949186.49,38004634148786.14,0.001282430152575,0.0008697416272643,0.000706285933728,0.0006106184410324,0.000544537006263,0.0006940809121772,0.0004707243203834,0.0003822583118118,0.0003304808481718,0.0002947160445833
38,38,1000000.0,340,1.6,17.15,2.43,0.81,0.02,,0.0068,42415.5,4.24155,340.0,0.0067664900182932,0.0988370013656677,0.0198648668391005,0.0004608530767949,1.827974206446033e-05,91951191797330.28,62418737150732.67,50728938000000.0,43857627000000.0,39111332550000.0,1.0049602309204957,4.262512909747303,92405639943598.56,62727227762285.375,50979654400577.73,44074383486787.11,39304631540779.86,0.0013397960188479,0.0009094865863227,0.0007391576753304,0.0006390376557622,0.0005698806792827,0.000724904149893,0.0004920828181474,0.0003999254056099,0.0003457549075256,0.0003083371375525
39,39,1000000.0,345,1.6,17.15,2.43,0.81,0.02,,0.0069,43140.0,4.314,345.0,0.00682703019271,0.0987223851945717,0.0199288221345757,0.000871697267735,9.935199744868077e-06,93353370332373.48,63433657397227.73,51595440000000.0,44606760000000.0,39779394000000.0,1.0107891582500097,4.360582783897538,94361404610607.1,64118617145573.94,52152570095414.56,45088425985500.55,40208933850319.2,0.0013813653466169,0.0009386383783009,0.0007634663066335,0.0006600536463704,0.0005886223088183,0.0007465193966675,0.0005072602679474,0.000412593531465,0.0003567071166679,0.0003181040931136
40,40,1000000.0,350,1.6,17.15,2.43,0.81,0.02,,0.007,43919.0,4.3919,350.0,0.0069892089389894,0.0946768823774476,0.0198355081171137,0.0007246935039612,-4.87225629813121e-07,94867614392064.02,64528731957245.72,52527123999999.99,45412246000000.0,40497709900000.0,1.001543976955619,4.39868382236795,95014148931672.6,64628404412271.33,52608258515520.67,45482390723284.59,40560263526054.86,0.0014250739556145,0.0009693320095629,0.0007890473145701,0.0006821696682822,0.0006083449237166,0.000769673238778,0.0005235299573836,0.0004261593580891,0.000368435431659,0.0003285631639581
41,41,1000000.0,355,1.6,17.15,2.43,0.81,0.02,,0.0070999999999999,44442.0,4.4442,355.0,0.0070657040020875,0.091568328936933,0.0199796795573286,0.0005052658953846,-2.9649222265128347e-05,95823799742398.38,65247156283528.37,53152632000000.0,45953028000000.0,40979968200000.0,1.0048637845056838,4.465820050370351,96289961341135.84,65564569272451.45,53411207802429.4,46176579320829.42,41179326684465.0,0.001460109893207,0.0009941999654503,0.000809910314993,0.0007002067438986,0.0006244300179389,0.0007882450664034,0.0005367220792287,0.0004372327130941,0.0003780088840629,0.0003371005725284
42,42,1000000.0,360,1.6,17.15,2.43,0.81,0.02,,0.0072,45551.5,4.555149999999999,360.0,0.0071841433087627,0.0945531177399084,0.0199299268437356,0.0004843847753728,-7.361210852910847e-07,98038808206839.0,66824809008325.83,54479594000000.0,47100251000000.0,42003038150000.0,1.0022073468944326,4.565204447678726,98255206364440.9,66972309430005.7,54599845194237.57,47204213988998.03,42095750212045.53,0.001516032203782,0.0010333516320849,0.000842450254788,0.0007283390998753,0.000649517876204,0.0008178419871268,0.0005574540897461,0.0004544700229405,0.0003929113743482,0.0003503903078205
43,43,1000000.0,365,1.6,17.15,2.43,0.81,0.02,,0.0073,46279.0,4.6279,365.0,0.0072354114385006,0.0904241380414285,0.0198459478375323,0.0006484681189082,1.5317245119847565e-05,99427121383407.78,67842754244712.56,55349684000000.0,47852486000000.0,42673865900000.0,1.008977999721932,4.669505385525392,100320983333068.88,68452668881039.125,55847284410883.69,48282685686332.56,43057509159929.64,0.0015597849995333,0.0010642982410189,0.000868310433118,0.0007506964781305,0.0006694557277409,0.0008406222745008,0.0005735872625907,0.000467962630413,0.000404576387832,0.0003607929276787
44,44,1000000.0,370,1.6,17.15,2.43,0.81,0.02,,0.0074,46896.0,4.6896,370.0,0.0073430347974578,0.0908854891814345,0.0195320113481092,0.0008947573729647,-1.5312891756568875e-05,100572877689538.5,68697321347906.32,56087616000000.0,48490464000000.0,43242801600000.0,1.0077943306269646,4.726121314146815,101356111581714.56,69232317179958.44,56524410917195.91,48868094388278.06,43579564637747.78,0.0016005648513707,0.0010932820106053,0.0008926051320108,0.0007717004234943,0.0006881866155745,0.0008619473409512,0.0005887618493833,0.0004806919378476,0.0004155814914167,0.0003706070534191
