,Simulation Number,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
245,245,1000000.0,1375,17.15,2.43,0.81,,0.004125,4508.5,0.45085,1375.0,0.0021233784837022,0.0118667930942839,0.0011163746449351,-2.0482705024230743e-05,-1.7765449121367464e-06,2457132500000.0,4850192808490.86,4599523074120.945,1.944408453706289,0.8767619527133271,4778352642287.633,9432104952442.238,8944630879486.047,0.0001476572882636,0.0002914642648117,0.000276400684306,9.659071253921208e-05,0.0001906627254837,0.0001808088131469
246,246,1000000.0,1380,17.15,2.43,0.81,,,,,1380.0,,,,,,,,,,,,,,,,,,,
247,247,1000000.0,1385,17.15,2.43,0.81,,0.004155,351.0,0.0351,1385.0,0.0022343737671234,0.0113282947210422,0.0008283733530349,-0.0001842740202037,8.432996058461988e-06,191295000000.0,375531511950.2479,356844253347.8193,1.8735474654057915,0.0657129883108674,358135786294.22766,703056918950.1149,668071289146.5948,1.157746074464376e-05,2.2727731189945967e-05,2.15967502291544e-05,7.570912372215253e-06,1.4862469850131118e-05,1.412288127041961e-05
248,248,1000000.0,1390,17.15,2.43,0.81,,0.00417,1692.5,0.16925,1390.0,0.0018690626565102,0.0116627813644144,0.0011761263689105,3.490257604942125e-05,7.728694630466168e-06,922412500000.0,1805798101015.898,1717685811394.9717,2.259715954797421,0.3807139623596607,2074891094860.151,4061994388533.609,3863793036012.6943,5.602321872715252e-05,0.0001096761177783,0.0001043245705324,3.6629252970328487e-05,7.17087370947923e-05,6.820977394509544e-05
249,249,1000000.0,1395,17.15,2.43,0.81,,0.0041849999999999,25.0,0.0025,1395.0,0.0016451300977206,0.009406569729323,0.0016343751631289,0.0013790986275469,0.0001482872432497,13625000000.0,26599804859.606262,25327784334.612064,2.564041855333412,0.0063418805459967,34563248975.68258,67477113986.57927,64250313097.95153,8.305288438034224e-07,1.6214242330602164e-06,1.5438866377635075e-06,5.428340919730276e-07,1.059763737073328e-06,1.009085123740757e-06
250,250,1000000.0,1400,17.15,2.43,0.81,,0.0042,111.0,0.0110999999999999,1400.0,0.0016215333816944,0.0108208148449923,0.0009734556353103,-0.0005045986438843,-1.90469964753974e-05,60495000000.0,117775786082.2462,112258952327.19447,2.784640611182808,0.0301735680696804,164445945979.75867,320154567415.56604,305157940493.2991,3.700493697920971e-06,7.204373157534351e-06,6.866907110042053e-06,2.4181459881441093e-06,4.7078113003604015e-06,4.4872887875570905e-06
251,251,1000000.0,1405,17.15,2.43,0.81,,0.004215,18.0,0.0017999999999999,1405.0,0.0020540694223721,0.008716020560447,0.0010363264856122,-0.0007246006983918,-7.21663431939298e-05,9810000000.0,19045692278.56411,18167686627.12512,2.053003660253092,0.0036550468454417,19920005307.65784,38673831934.45616,36890969830.80497,6.02134870526618e-07,1.1690189046119274e-06,1.1151271799176509e-06,3.934031781041656e-07,7.637753182039844e-07,7.285653066168778e-07
252,252,1000000.0,1410,17.15,2.43,0.81,,0.00423,90.0,0.009,1410.0,0.0020371511761232,0.0087586038249608,0.0014113812596816,0.0002786666320606,2.1637973023221637e-05,49050000000.0,94963040904.83617,90583630819.75568,2.081354545775696,0.0187018158833999,101924896564.53006,197331256303.3366,188230931737.88327,3.0212776887223266e-06,5.84933163586151e-06,5.579578037903933e-06,1.97341422789414e-06,3.820620102868436e-06,3.644424584587481e-06
253,253,1000000.0,1415,17.15,2.43,0.81,,,,,1415.0,,,,,,,,,,,,,,,,,,,
254,254,1000000.0,1420,17.15,2.43,0.81,,0.00426,67.0,0.0066999999999999,1420.0,0.001965739013134,0.0092931408828299,0.0013886144339252,-6.757369441780001e-05,-1.1546226315886214e-06,36515000000.0,70299527328.19133,67055108384.41176,2.173171109083254,0.0146175648751597,79665728569.62064,153374313643.7168,146295880152.2399,2.2645434493031934e-06,4.359751721215023e-06,4.158543240702049e-06,1.4784837393107024e-06,2.846411284019149e-06,2.7150455260596883e-06
255,255,1000000.0,1425,17.15,2.43,0.81,,0.0042749999999999,83.0,0.0083,1425.0,0.002124900568207,0.0089712630096542,0.0013375197771349,-0.0001009656796215,-1.672637030950817e-05,45235000000.0,86842700945.53236,82833284237.64563,2.016848332322954,0.0167699355726112,91396148870.7314,175463433711.82233,167362510835.31494,2.815104590728694e-06,5.404471893512706e-06,5.154954321267403e-06,1.8372826007489664e-06,3.527237392489719e-06,3.364389342162483e-06
256,256,1000000.0,1430,17.15,2.43,0.81,,0.0042899999999999,1433.0,0.1433,1430.0,0.0019221339932755,0.0117274935439342,0.0010690942432158,-2.5704030536907777e-05,-3.4136092790345222e-06,780985000000.0,1495118439143.1875,1426064623223.8154,2.258401832029236,0.3242406633362082,1767111615182.335,3382960184745.1743,3226714161858.9663,4.876811902913526e-05,9.336173422381978e-05,8.904971195172501e-05,3.182031160872896e-05,6.09168353111682e-05,5.810331912285955e-05
257,257,1000000.0,1435,17.15,2.43,0.81,,,,,1435.0,,,,,,,,,,,,,,,,,,,
258,258,1000000.0,1440,17.15,2.43,0.81,,0.0043199999999999,21.5,0.00215,1440.0,0.0022616917886773,0.0093831680835852,0.0014868684268255,-0.0004067516037822,7.768537667643656e-05,11717500000.0,22305182693.634785,21304454613.54629,1.9137806249422773,0.0041104174792916,22401775262.139614,42643540847.77234,40730326804.7892,7.367005376921816e-07,1.402367406334379e-06,1.3394498117378476e-06,4.80353372824728e-07,9.143904193180472e-07,8.733660447884187e-07
259,259,1000000.0,1445,17.15,2.43,0.81,,0.0043349999999999,64.0,0.0063999999999999,1445.0,0.0020483096133684,0.0095228668661715,0.0012952510510289,-8.553923423779998e-05,-2.57894981044558e-05,34880000000.0,66208080668.43062,63293341959.76761,2.125324064929497,0.0135744982346132,73981015378.6425,140428355336.05414,134246149796.194,2.200099003903852e-06,4.176156316771791e-06,3.992305579112115e-06,1.4341957833492666e-06,2.722343753391952e-06,2.6024955319031515e-06
260,260,1000000.0,1450,17.15,2.43,0.81,,0.00435,479.5,0.0479499999999999,1450.0,0.001991917673763,0.0111640551960166,0.000999686682089,7.40018153133135e-05,5.127263665934574e-06,261327500000.0,494629262180.0672,473272287803.02313,2.184398925974115,0.1047118373013786,570679513292.5137,1080157222646.51,1033518473403.158,1.6539983670174678e-05,3.13061576728391e-05,2.995442849224905e-05,1.0777725079391263e-05,2.0399606639174623e-05,1.951879769880905e-05
261,261,1000000.0,1455,17.15,2.43,0.81,,0.0043649999999999,104.0,0.0104,1455.0,0.002181516181622,0.0112995978267118,0.0011087756892243,-0.0005276177719977,4.144665582630898e-05,56680000000.0,106974718912.84537,102446829978.62856,2.155267146226039,0.0224724583188376,122474897837.66544,231152395378.6823,221368472749.20984,3.599373956109832e-06,6.79326071307455e-06,6.505724271543535e-06,2.3445271959777376e-06,4.424931859090332e-06,4.237639008937933e-06
262,262,1000000.0,1460,17.15,2.43,0.81,,0.0043799999999999,307.5,0.0307499999999999,1460.0,0.0016526422887181,0.010262112890638,0.001201725099859,-4.38190290312e-05,-9.318008781770132e-06,167587500000.0,315388596024.02924,302309177138.2859,2.695885108915727,0.0829510503307148,452083224302.3962,850790741545.4553,815507764820.6489,1.0676599372025587e-05,2.009265420305322e-05,1.9259395663711165e-05,6.952713046436468e-06,1.308454631922756e-05,1.254191965359489e-05
263,263,1000000.0,1465,17.15,2.43,0.81,,0.004395,11.5,0.00115,1465.0,0.0023164992449786,0.0099318936810638,0.0013544619398576,0.0002519845487812,7.859829934138033e-05,6267500000.0,11761106064.225405,11283487995.979786,1.9024884904069983,0.0021629265256885,11787949565.00265,22120355024.13018,21222048251.12446,4.0062545692643894e-07,7.517827668034486e-07,7.212528973455747e-07,2.607758575853841e-07,4.893518181174378e-07,4.6947925946645634e-07
264,264,1000000.0,1470,17.15,2.43,0.81,,0.00441,94.0,0.0093999999999999,1470.0,0.0022436690211936,0.0090233283115905,0.0014898129206001,0.0001781368137526,-6.6618627944809335e-06,51230000000.0,95834086517.08058,92047287487.79074,1.985219815117384,0.0187006073920299,101918310286.56354,190654853907.42133,183121296256.4352,3.285250736789051e-06,6.145598347447681e-06,5.902760473134845e-06,2.1377721768304387e-06,3.999052191063361e-06,3.841033186494467e-06
265,265,1000000.0,1475,17.15,2.43,0.81,,0.0044249999999999,283.5,0.02835,1475.0,0.0020031024641866,0.0115072829785671,0.0007487758278257,-0.000185017749862,2.6721574084914857e-05,154507500000.0,287359388663.9055,277058895892.02045,2.2202927931277285,0.0628427102788234,342492771019.588,636982109619.2468,614149274240.316,9.940052032925962e-06,1.8486916657566884e-05,1.7824246987050472e-05,6.465790514371562e-06,1.2025342520192814e-05,1.159429012171502e-05
266,266,1000000.0,1480,17.15,2.43,0.81,,0.0044399999999999,321.0,0.0321,1480.0,0.0018390764960258,0.0107067031996447,0.001070536722986,0.0001546090565644,3.671050660590978e-05,174945000000.0,323476569279.6063,313082101482.10016,2.4553825184793583,0.0787542231068758,429210515932.47327,793618252551.1804,768116438345.5095,1.1291781342758374e-05,2.0878714394872352e-05,2.020780606629033e-05,7.341961801402546e-06,1.357542436365494e-05,1.3139197060701449e-05
267,267,1000000.0,1485,17.15,2.43,0.81,,0.004455,441.5,0.04415,1485.0,0.0020538173331487,0.0086257099059489,0.0009793934552612,-8.82940244614519e-05,7.566122473911859e-06,240617500000.0,442302194152.0578,429750467739.1957,2.180689717357926,0.0966187851083706,526572378840.6202,967943389575.0514,940474928487.3188,1.558020225945982e-05,2.8639469883495287e-05,2.7826734167191207e-05,1.0127190961108273e-05,1.861576478308965e-05,1.8087483464088995e-05
268,268,1000000.0,1490,17.15,2.43,0.81,,0.0044699999999999,7.0,0.0007,1490.0,0.0020382462371137,0.0091784908062081,0.0014256130540639,-0.0004143577054026,-4.720405539039781e-05,3815000000.0,6990001015.668545,6800085854.224764,2.3942432884083904,0.0016759703018858,9134038145.27801,16735763017.732246,16281059917.078476,2.478382427696339e-07,4.540994937565526e-07,4.417618161975649e-07,1.6103161538136845e-07,2.950487955623885e-07,2.870324534306177e-07
269,269,1000000.0,1495,17.15,2.43,0.81,,0.0044849999999999,1079.5,0.1079499999999999,1495.0,0.0021589791292626,0.0102484419298647,0.0010007396612949,6.535769441550003e-06,-3.256904901356731e-05,588327500000.0,1075729529638.1165,1046569236902.4532,2.100250920256821,0.2259658031742103,1231513627299.4468,2251765513319.9863,2190725874887.2927,3.83399981014269e-05,7.010290718005573e-05,6.82025955880897e-05,2.4908813785365747e-05,4.554460999558057e-05,4.4310011406054514e-05
270,270,1000000.0,1500,17.15,2.43,0.81,,0.0045,26.0,0.0026,1500.0,0.0021145461762703,0.0103332771760886,0.0014991618052439,-0.001130393760308,5.519707417851924e-07,14170000000.0,25855513833.32301,25156248602.126183,2.136312046504387,0.0054882507988577,29910966853.775143,54577517096.39021,53101462110.34041,9.262774729551e-07,1.6901467900837028e-06,1.6444365832186104e-06,6.017623951587217e-07,1.0980152387014762e-06,1.06831929513223e-06
271,271,1000000.0,1505,17.15,2.43,0.81,,0.004515,3446.5,0.34465,1505.0,0.0023250912239518,0.0121777907087468,0.0012373876624654,-4.6415132244063866e-05,7.577129175292991e-06,1878342500000.0,3419008350993.0205,3327945971539.997,1.9440055700776653,0.6700499651692811,3651772310172.581,6647051868551.73,6470013295562.524,0.0001231763714291,0.0002242088663603,0.0002182372539016,8.000777356561741e-05,0.0001456322507557,0.0001417534596217
272,272,1000000.0,1510,17.15,2.43,0.81,,0.0045299999999999,45.5,0.0045499999999999,1510.0,0.0022830952938569,0.0091032630229062,0.0014168070580863,-0.0001050165998413,-1.4028082990012506e-05,24797500000.0,44989458452.82092,43846312054.98068,1.9841503780242684,0.0090281772197145,49203565847.44444,89268748116.715,87000500145.77432,1.631192224605339e-06,2.9594295722329443e-06,2.884232817893087e-06,1.0594279366842545e-06,1.922092515020226e-06,1.8732536712016183e-06
273,273,1000000.0,1515,17.15,2.43,0.81,,0.0045449999999999,91.0,0.0091,1515.0,0.0023088818116442,0.0096603668397911,0.0013206748189205,0.0001687220480687,-3.326544237384012e-05,49595000000.0,89683712255.97693,87515501111.22119,1.9761170052829091,0.0179335427581397,97737808031.86156,176741394335.30365,172468459470.12213,3.2723443726044745e-06,5.917451176834863e-06,5.7743897081755294e-06,2.125125067220284e-06,3.842909669050257e-06,3.750002725714301e-06
274,274,1000000.0,1520,17.15,2.43,0.81,,0.00456,416.0,0.0416,1520.0,0.0020657596178352,0.0111715603798118,0.0009022433889542,-2.1107777475405345e-05,2.0221434459295886e-06,226720000000.0,408633177628.85486,399214355569.4595,2.330370577724486,0.0971039985509853,529216792102.8705,953844122316.2712,931858418383.3984,1.500589847967061e-05,2.7046171396100056e-05,2.6422768574904883e-05,9.743686716748897e-06,1.7561722233967737e-05,1.715693195791114e-05
275,275,1000000.0,1525,17.15,2.43,0.81,,0.0045749999999999,439.0,0.0438999999999999,1525.0,0.0022652465838745,0.0088594445416164,0.0012764034332176,0.0002147303268652,-3.0974160716254234e-05,239255000000.00003,429683908882.916,420354155265.963,2.049928291638893,0.0899669375313494,490319809545.85486,880577343706.0449,861457312707.4277,1.5883550109440978e-05,2.852565629960613e-05,2.790627693832377e-05,1.0344596493503686e-05,1.857811396687705e-05,1.817472621510098e-05
276,276,1000000.0,1530,17.15,2.43,0.81,,0.0045899999999999,324.5,0.0324499999999999,1530.0,0.0017930431678223,0.0094224111862381,0.0009065057279647,-4.774185460980908e-05,-2.9644373814370837e-06,176852500000.0,316465346214.4845,310028340335.88464,2.645785395993824,0.0866899757305997,472460367731.769,845435229057.3047,828238807381.078,1.1777562180247735e-05,2.107513488887473e-05,2.064645993664149e-05,7.693052208485945e-06,1.376618611896699e-05,1.3486177511283183e-05
277,277,1000000.0,1535,17.15,2.43,0.81,,0.004605,375.0,0.0375,1535.0,0.002241685592935,0.0103678101708872,0.0009255495089972,-5.848189877249993e-06,-1.685103544284207e-05,204375000000.0,364387858516.7242,357479948381.5167,2.066320565945793,0.077171264057802,420583389115.0213,749873910641.3638,735658119784.5195,1.365139409430921e-05,2.433958292253548e-05,2.387816345526312e-05,8.915095574186682e-06,1.5895058518653508e-05,1.5593726755603883e-05
278,278,1000000.0,1540,17.15,2.43,0.81,,0.00462,834.5,0.08345,1540.0,0.0020518753907481,0.0111174282517559,0.001055169719581,0.0001240107261134,-3.63487083582518e-05,454802500000.0,808059038881.7817,793740114884.9219,2.2751118369164405,0.1895227125718557,1032898783516.614,1835177243464.1335,1802657635111.8853,3.046775696681658e-05,5.413282998991763e-05,5.317358834906771e-05,1.98946003167021e-05,3.534723668152987e-05,3.472087849334321e-05
279,279,1000000.0,1545,17.15,2.43,0.81,,0.0046349999999999,11.0,0.0010999999999999,1545.0,0.0019390033487071,0.0094803633157219,0.0013377935452139,0.0002806313444176,-0.0001803287267945,5995000000.0,10615783454.156927,10439364926.327051,2.3984263386699,0.0026243971768555,14302964613.862583,25327301933.817257,24906399855.28841,4.028270315301741e-07,7.13315185355325e-07,7.01460948178906e-07,2.629628167506657e-07,4.656474260417376e-07,4.5790905856798453e-07
280,280,1000000.0,1550,17.15,2.43,0.81,,0.00465,161.0,0.0160999999999999,1550.0,0.0024361819787372,0.0104333035064092,0.0010224148892495,-0.0002381579414282,3.513912789681043e-05,87745000000.0,154854185775.19675,152480524765.53772,1.9181389519417775,0.0308417226539842,168087388464.21423,296644090030.2593,292097022046.7511,5.91326034086826e-06,1.0435843812888677e-05,1.027587942162898e-05,3.8594338294802775e-06,6.811208424610153e-06,6.70680375653338e-06
281,281,1000000.0,1555,17.15,2.43,0.81,,0.004665,2343.0,0.2343,1555.0,0.002249736778026,0.0118161322916395,0.0011750299709262,1.242170385348783e-05,9.619244889544936e-06,1276935000000.0,2245960560441.5894,2214457394138.699,2.0759011159029743,0.4865017402979883,2651434484624.0366,4663524205273.063,4598110866684.701,8.630024734289195e-05,0.0001517907739144,0.0001496616670733,5.631727158258706e-05,9.905466671848484e-05,9.766526759292932e-05
282,282,1000000.0,1560,17.15,2.43,0.81,,,,,1560.0,,,,,,,,,,,,,,,,,,,
283,283,1000000.0,1565,17.15,2.43,0.81,,0.0046949999999999,902.0,0.0902,1565.0,0.0023128143967596,0.0122259415232275,0.0011246204882212,0.0001088782269829,-1.2054802691988968e-05,491590000000.0,858789863390.9434,849002797948.5591,2.038780874102226,0.1839114191395148,1002317234310.356,1751011779588.232,1731056645500.4243,3.341873652595219e-05,5.838131812246062e-05,5.771598448796583e-05,2.179739011293548e-05,3.807924831133051e-05,3.764528406570207e-05
284,284,1000000.0,1570,17.15,2.43,0.81,,0.00471,19.0,0.0019,1570.0,0.0020606856357866,0.007774367135906,0.0012816937335547,0.0005391091237673,1.2534639802830296e-05,10355000000.0,18028172080.461384,17846669242.64639,2.287041389592144,0.004345378640225,23682313589.226658,41231175726.704704,40816071224.29338,7.06009030429568e-07,1.229169704581743e-06,1.21679475117315e-06,4.603715872260778e-07,8.015121386254822e-07,7.934427277581789e-07
285,285,1000000.0,1575,17.15,2.43,0.81,,0.004725,19.5,0.00195,1575.0,0.0024388655842423,0.0099077444815278,0.0014806100173317,-0.0001098013761476,-0.0002067853234917,10627500000.0,18435097922.848663,18277214742.43733,1.93746457132129,0.0037747836264422,20572570764.110165,35686413226.16838,35380785100.88257,7.266008256854158e-07,1.260405304383282e-06,1.2496108513841086e-06,4.737218647546922e-07,8.217463152149819e-07,8.147086568157479e-07
286,286,1000000.0,1580,17.15,2.43,0.81,,,,,1580.0,,,,,,,,,,,,,,,,,,,
287,287,1000000.0,1585,17.15,2.43,0.81,,0.004755,76.0,0.0076,1585.0,0.0025821608233503,0.0088485401980982,0.0012783313658959,-9.112237252005e-05,-4.0506819428308175e-05,41420000000.0,71311701176.15,70911523242.21791,1.8423940757554904,0.0139980933745315,76289608891.19693,131345769968.4788,130608700483.53032,2.848072201345044e-06,4.903449390401196e-06,4.875932836822642e-06,1.855892750726988e-06,3.195240686982763e-06,3.1773100417247844e-06
288,288,1000000.0,1590,17.15,2.43,0.81,,0.00477,382.5,0.0382499999999999,1590.0,0.0025199769863774,0.0110786398614069,0.001102633450426,7.314671566059512e-05,-1.762374397354341e-05,208462500000.0,357589768548.938,356078049725.37976,1.892894602241628,0.0723948763215206,394552075952.2875,676801753410.2366,673940558710.5134,1.4373954898974652e-05,2.465661308608128e-05,2.455237669733147e-05,9.364555631423848e-06,1.6063653082950206e-05,1.599574362670613e-05
289,289,1000000.0,1595,17.15,2.43,0.81,,0.004785,412.0,0.0412,1595.0,0.0025276953663251,0.0100197943261646,0.0013440939467686,-0.0001111178776657,1.7943055691288668e-06,224540000000.0,383832056358.431,382665457112.5236,1.9298849787278043,0.0793779116935513,432609618729.85535,739509395018.7815,737261768515.7861,1.5524335963819802e-05,2.6537533609121316e-05,2.645687680575173e-05,1.011229629829788e-05,1.728611152882081e-05,1.7233573017927486e-05
290,290,1000000.0,1600,17.15,2.43,0.81,,0.0048,56.5,0.00565,1600.0,0.0022297710937845,0.0088187170630476,0.0013544726768988,-0.0002029156295258,8.959148728796163e-05,30792500000.0,52453876665.207855,52357210981.27203,2.1535006564632555,0.0121902966004213,66437116472.29632,113173152989.52277,112964589563.282,2.13490751153125e-06,3.636735416139839e-06,3.630033384971799e-06,1.3902747364381336e-06,2.368281222891295e-06,2.363916788101769e-06
291,291,1000000.0,1605,17.15,2.43,0.81,,0.004815,598.5,0.05985,1605.0,0.0025920804944234,0.0111306019736737,0.0010148864811052,3.263894078526563e-05,-1.959761944765231e-07,326182500000.0,553698199499.3613,553417114424.6871,1.8581318877232285,0.1112523775951856,606325457893.762,1029243795563.532,1028721299609.246,2.267551148137891e-05,3.849191750007004e-05,3.8472377065380825e-05,1.4763731414216852e-05,2.506158822727776e-05,2.5048865703699605e-05
292,292,1000000.0,1610,17.15,2.43,0.81,,,,,1610.0,,,,,,,,,,,,,,,,,,,
293,293,1000000.0,1615,17.15,2.43,0.81,,0.0048449999999999,119.5,0.0119499999999999,1615.0,0.0023900019425581,0.0093873331568807,0.0008330677133775,-0.0002323070501934,7.613485970777322e-06,65127500000.0,109779294002.71909,110033298979.698,2.029189584274803,0.0242201869741661,132000019009.20592,222500002229.10635,223014817964.23596,4.552026315651542e-06,7.672922117600471e-06,7.69067556030155e-06,2.9623943870182738e-06,4.993429263590402e-06,5.004982953169721e-06
294,294,1000000.0,1620,17.15,2.43,0.81,,0.00486,26.5,0.0026499999999999,1620.0,0.002292008666866,0.0079125615737896,0.0012480375470734,-0.0006588398008679,-0.0001352406273789,14442500000.0,24258396129.901768,24349110176.58433,2.140478380914513,0.0057862573272533,31535102433.531204,52968046171.34354,53166119687.30649,1.0120830661623982e-06,1.6999488963360245e-06,1.706305839421397e-06,6.585427021111669e-07,1.1061235752998846e-06,1.1102599141208486e-06
295,295,1000000.0,1625,17.15,2.43,0.81,,0.0048749999999999,462.5,0.04625,1625.0,0.0023205935242458,0.0107261185196328,0.0012105712336575,2.9077518715166787e-05,-5.731626433317149e-06,252062500000.0,421800253150.5208,424060675937.244,2.252815174044533,0.1028758039555631,560673131557.8191,938227895167.9974,943255847848.292,1.771232523010785e-05,2.9639725329804498e-05,2.9798564282667327e-05,1.1521040110245471e-05,1.927925667268572e-05,1.938257399117597e-05
296,296,1000000.0,1630,17.15,2.43,0.81,,0.0048899999999999,21.0,0.0021,1630.0,0.0025727134157115,0.0108543562655204,0.0010871557448406,-0.000266791523632,-1.9745182055494108e-05,11445000000.0,19077694239.94093,19213660950.60341,1.903719953083297,0.0040053729030441,21829282321.591003,36387275981.53438,36646608066.583694,8.063213181449367e-07,1.3440586777383344e-06,1.3536377827942714e-06,5.243770016356715e-07,8.740851117223542e-07,8.803147155720225e-07
297,297,1000000.0,1635,17.15,2.43,0.81,,0.004905,34.5,0.0034499999999999,1635.0,0.002350092550053,0.0094470920454659,0.0014630606486176,-0.0004718028199813,-2.7676190921543997e-05,18802500000.0,31219833619.002567,31492044493.246147,2.090921541435711,0.0072802653851255,39677446348.93497,65880775079.9442,66455200414.787766,1.3280445834575262e-06,2.205096712360672e-06,2.224323313987978e-06,8.63508086275032e-07,1.4337762947570703e-06,1.4462776265523809e-06
298,298,1000000.0,1640,17.15,2.43,0.81,,0.0049199999999999,67.5,0.00675,1640.0,0.0024228007067589,0.0093316010646317,0.0014432818641694,-9.820730401044998e-05,-3.2935106193949897e-05,36787500000.0,60846872444.239975,61471543408.74419,2.031681349081756,0.013733863674016,74849557023.38774,123801874242.87982,125072858815.86008,2.6051341742260192e-06,4.308916528692112e-06,4.353153067659876e-06,1.693465971864182e-06,2.8010087116189133e-06,2.829764648336533e-06
299,299,1000000.0,1645,17.15,2.43,0.81,,,,,1645.0,,,,,,,,,,,,,,,,,,,
300,300,1000000.0,1650,17.15,2.43,0.81,,0.0049499999999999,30.0,0.0029999999999999,1650.0,0.0026644486396974,0.0088118971886093,0.0015184286837243,2.66073045192e-05,-9.168229526654224e-05,16350000000.0,26848414106.114365,27193284846.59314,1.865191306351756,0.0055720834284698,30367854685.16071,49867201107.12538,50507750619.78735,1.1636439340888132e-06,1.910825334219236e-06,1.9353700892775138e-06,7.561532840638961e-07,1.2416829662535665e-06,1.2576325162835708e-06
301,301,1000000.0,1655,17.15,2.43,0.81,,0.004965,161.5,0.0161499999999999,1655.0,0.0018284376894825,0.0095292951512774,0.0009174981989606,8.42703001385e-06,1.9213629330169537e-05,88017500000.0,144010055760.616,146047595428.74188,2.781035116226808,0.0450632133701021,245594512867.05664,401830084840.9253,407515415170.0154,6.280231813649845e-06,1.0275417203093804e-05,1.0420799899095596e-05,4.07990859113538e-06,6.675352784476068e-06,6.769799634213517e-06
302,302,1000000.0,1660,17.15,2.43,0.81,,0.0049799999999999,120.0,0.012,1660.0,0.0019476225849075,0.0087262981874884,0.0011794197900013,-0.0002037674172832,-7.390008429857746e-05,65400000000.0,106587376549.38112,108263535310.49652,2.5584424427625856,0.0307259137285119,167456229820.3903,272916211367.0588,277208003824.50226,4.677914994763164e-06,7.623955458911584e-06,7.743847327447139e-06,3.0384404530714266e-06,4.951978542727773e-06,5.029851762690206e-06
303,303,1000000.0,1665,17.15,2.43,0.81,,0.0049949999999999,204.5,0.02045,1665.0,0.0025345584215301,0.0092444447860935,0.0012264773766501,6.868040440885761e-05,2.0200534430423865e-05,111452500000.0,180918946127.9849,184064884322.3632,1.9840321635043383,0.0404030554121602,220196651996.2736,357441477042.4751,363656905658.1572,7.99239092533385e-06,1.2973912144225297e-05,1.3199511102314266e-05,5.189594038037543e-06,8.424179665721503e-06,8.570664868813226e-06
304,304,1000000.0,1670,17.15,2.43,0.81,,,,,1670.0,,,,,,,,,,,,,,,,,,,
305,305,1000000.0,1675,17.15,2.43,0.81,,0.0050249999999999,377.0,0.0377,1675.0,0.0025387516689079,0.0108919081721802,0.0012129350650726,7.023999881321683e-05,2.189515470049441e-05,205465000000.0,330903120466.5,337726438471.8721,1.981354984840089,0.0747669442030084,407479845906.3964,656249738581.438,669781797907.354,1.48038846277405e-05,2.3841781414573687e-05,2.4333405839803836e-05,9.609632784017697e-06,1.5476394883647515e-05,1.5795522620245966e-05
306,306,1000000.0,1680,17.15,2.43,0.81,,0.00504,259.5,0.0259499999999999,1680.0,0.0020183130340001,0.0093125025304987,0.0009302731558215,0.0001633336858158,6.041201551156575e-07,141427500000.0,226928365189.9749,231915864436.5424,2.5313284833078704,0.0659674664771633,359522692300.5403,576874347722.0483,589553064074.7582,1.0215030094321705e-05,1.639058938092535e-05,1.6750826639585044e-05,6.629144753494388e-06,1.0636834996858328e-05,1.087061452674778e-05
307,307,1000000.0,1685,17.15,2.43,0.81,,,,,1685.0,,,,,,,,,,,,,,,,,,,
308,308,1000000.0,1690,17.15,2.43,0.81,,0.00507,990.5,0.09905,1690.0,0.002687118563358,0.0124056208129794,0.0010520545487972,-7.47178890330814e-05,-2.595901134402279e-06,539822500000.0,859749135200.1831,881133666212.1511,1.8941984067111783,0.1877448249613817,1023209296039.5302,1629615859655.3022,1670149277441.503,3.917270568597684e-05,6.23884699822069e-05,6.394025772644594e-05,2.5412739735055688e-05,4.04736390392795e-05,4.148033942869153e-05
309,309,1000000.0,1695,17.15,2.43,0.81,,0.0050849999999999,520.0,0.052,1695.0,0.0029305437824404,0.0116253383435927,0.0010100534854638,-0.0001764994854459,2.342839765178316e-05,283400000000.0,449670551384.5218,461571923530.9939,1.7762824521179668,0.0932854570301823,508405740814.4939,806686978825.3694,828037458440.1758,2.061370580460384e-05,3.2707750371328594e-05,3.357342215713835e-05,1.3369595727767858e-05,2.1213526756152147e-05,2.177498241671689e-05
310,310,1000000.0,1700,17.15,2.43,0.81,,0.0051,44.5,0.00445,1700.0,0.0025431098849858,0.0098311825703312,0.0013730705608532,-0.0001785482806575,8.924326627716872e-05,24252500000.0,38337062931.49262,39413289901.68878,2.00737917465789,0.0089736141970793,48906197374.08252,77308317347.49821,79478574789.9773,1.7680722058167815e-06,2.79487456640845e-06,2.8733343950097998e-06,1.1465547807587755e-06,1.8124128557613816e-06,1.8632922775884072e-06
