,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.orderDiffraction,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
51,51,0.1,604,2,100000.0,0.01715,0.00243,5.72,1.22113579614298,7108560000000.0,4002.6,4.002599999999999,284527222560.0,604.0,0.1035469937292646,0.10889556368355352,0.02982504306329442,5.871143762506713,23.49181851711284,1669930014380.076
52,52,0.1,606,2,100000.0,0.01715,0.00243,5.72,1.22175151083902,7113670000000.0,3991.0,3.991,283906569700.0,606.0,0.09641945474093064,0.11450458236886427,0.029366798270010527,6.31603385358193,25.215916183211142,1793777064750.2358
53,53,0.1,608,2,100000.0,0.01715,0.00243,5.72,1.22238215795596,7118750000000.0,4042.4,4.0424,287768350000.0,608.0,0.10260741697150023,0.10735579766357375,0.02963813894844752,5.956906275160599,24.066548414006625,1713237415222.0967
54,54,0.1,610,2,100000.0,0.01715,0.00243,5.72,1.22318836533182,7123820000000.0,4028.2,4.0282,286961717240.0,610.0,0.09976408829463711,0.10450508128920435,0.029865349953870086,6.124458090584012,24.67405977867987,1757735605325.552
55,55,0.1,612,2,100000.0,0.01715,0.00243,5.72,1.22388822314828,7128860000000.0,4089.4,4.0894,291527600840.0,612.0,0.10035740762400563,0.10807467097229934,0.029404097549491075,6.111444221740536,24.99007792895105,1781507669445.8198
56,56,0.1,614,2,100000.0,0.01715,0.00243,5.72,1.2245971197151,7133890000000.0,4088.4,4.0884,291661958760.0,614.0,0.10566534511031021,0.1034754022868296,0.02976021898701588,5.868861060546582,24.013039409695025,1713063817144.2925
57,57,0.1,616,2,100000.0,0.01715,0.00243,5.72,1.2252878876884,7138890000000.0,4097.2,4.097199999999999,292494601080.0,616.0,0.09925557564963584,0.10863134668231804,0.02951011222262419,6.227414032530866,25.515002613294246,1821487970060.2017
58,58,0.1,618,2,100000.0,0.01715,0.00243,5.72,1.225923815419,7143880000000.0,4145.0,4.145,296113826000.0,618.0,0.10085968385235448,0.10562955299514216,0.02986207328084023,6.240047499646408,25.89722393794656,1850066601458.1765
59,59,0.1,620,2,100000.0,0.01715,0.00243,5.72,1.22668718395639,7148840000000.0,4108.2,4.108199999999999,293688644880.0,620.0,0.10036878123105453,0.10891444059766756,0.029570604802586397,6.34936450334394,26.10583197717642,1866264158717.1787
60,60,0.1,622,2,100000.0,0.01715,0.00243,5.72,1.22741865002142,7153790000000.0,4153.2,4.1532,297111206280.0,622.0,0.0917944989674652,0.10793758901010576,0.02923558389069897,6.799878206276764,28.235939262995856,2019939799402.2708
61,61,0.1,624,2,100000.0,0.01715,0.00243,5.72,1.22816432589286,7158720000000.0,4125.4,4.1254,295325834880.0,624.0,0.1004908600901672,0.1033237704610963,0.029884853965962074,6.283881377311095,25.921258837212992,1855630340631.3335
62,62,0.1,626,2,100000.0,0.01715,0.00243,5.72,1.22887045718098,7163630000000.0,4171.4,4.171399999999999,298823661820.0,626.0,0.09549762756555538,0.10652601661773424,0.02953362416482651,6.580554325441723,27.439302436169832,1965650101108.193
63,63,0.1,628,2,100000.0,0.01715,0.00243,5.72,1.22959507691401,7168520000000.0,4177.2,4.1772,299443417440.0,628.0,0.097856685354418,0.10803791630983088,0.029643953208995127,6.424011472234419,26.838730320631942,1923939750780.5657
64,64,0.1,630,2,100000.0,0.01715,0.00243,5.72,1.23040421769492,7173390000000.0,4168.4,4.1684,299015588760.0,630.0,0.10047140643969214,0.10570612610407915,0.02994658234437432,6.295836862265329,26.24010538543614,1882305095708.3372
65,65,0.1,632,2,100000.0,0.01715,0.00243,5.72,1.23117903184959,7178240000000.0,4195.2,4.1952,301141524480.0,632.0,0.09568599195192745,0.10975257570071872,0.029604576159507356,6.62838877953339,27.80135577836011,1995648041024.557
66,66,0.1,634,2,100000.0,0.01715,0.00243,5.72,1.2319261619573,7183080000000.0,4301.2,4.3012,308958636960.0,634.0,0.09022802128167769,0.11058444778535773,0.02953124618992048,7.088606006854572,30.460202900182345,2187980742482.4185
67,67,0.1,636,2,100000.0,0.01715,0.00243,5.72,1.23270341452702,7187890000000.0,4287.4,4.2874,308173595860.0,636.0,0.09725301665573624,0.10665855966947468,0.029981338876740767,6.589068951907548,28.232438419491263,2029316617910.7705
68,68,0.1,638,2,100000.0,0.01715,0.00243,5.72,1.23347773841695,7192690000000.0,4276.6,4.276599999999999,307602580539.99994,638.0,0.08657321088869593,0.11800784627490209,0.02943135547990331,7.425104307180622,31.74590943788176,2283384853547.5767
69,69,0.1,640,2,100000.0,0.01715,0.00243,5.72,1.23422873606346,7197470000000.0,4322.2,4.3222,311089048340.0,640.0,0.09381654600126695,0.11091580147891852,0.02974529831511351,6.927449371850368,29.93292885877432,2154413574731.6235
70,70,0.1,642,2,100000.0,0.01715,0.00243,5.72,1.23521015912391,7202230000000.0,4356.0,4.356,313729138800.0,642.0,0.09128624031802701,0.11173233833125291,0.029531117631035924,7.106990333432253,30.928355454198023,2227531295028.8857
71,71,0.1,644,2,100000.0,0.01715,0.00243,5.72,1.23598529338285,7206970000000.0,4328.8,4.3288,311975317360.0,644.0,0.09178049503289001,0.11276596148431069,0.029455710062227792,7.0553214987184285,30.525689863424223,2199977310750.0244
72,72,0.1,646,2,100000.0,0.01715,0.00243,5.72,1.23678336528058,7211700000000.0,4382.6,4.3826,316059964200.0,646.0,0.09581152535595264,0.10404595443876032,0.029752019666709085,6.814453982580734,29.83650130806801,2151718964833.941
73,73,0.1,648,2,100000.0,0.01715,0.00243,5.72,1.2375610899281,7216400000000.0,4385.8,4.385800000000001,316496871200.0,648.0,0.09624350251683608,0.11218291769820236,0.02945821800182709,6.751301086567722,29.609280511300472,2136724118817.4875
74,74,0.1,650,2,100000.0,0.01715,0.00243,5.72,1.23833604842222,7221090000000.0,4371.2,4.3712,315648286080.0,650.0,0.09177319917023395,0.10921311984951906,0.029510568994726767,7.141778247813372,31.219128231481783,2254361346810.708
75,75,0.1,652,2,100000.0,0.01715,0.00243,5.72,1.23915559600907,7225770000000.0,4396.2,4.3962,317659300740.0,652.0,0.08626878400655187,0.10456123638549678,0.0296293413629213,7.580815976250554,33.33964922305061,2409046371664.423
76,76,0.1,654,2,100000.0,0.01715,0.00243,5.72,1.23991243430684,7230420000000.0,4472.8,4.472800000000001,323402225760.0,654.0,0.09094286223778454,0.10823821539680233,0.029459727204648983,7.223177810700547,32.302808768295044,2335628745744.559
77,77,0.1,656,2,100000.0,0.01715,0.00243,5.72,1.24074079328274,7235050000000.0,4473.8,4.4738,323681666900.0,656.0,0.08051760954044766,0.1081306411761117,0.02944799841071428,8.162469000478689,36.5177691166624,2642078854475.083
78,78,0.1,658,2,100000.0,0.01715,0.00243,5.72,1.24155651007879,7239670000000.0,4457.6,4.4576,322715529920.0,658.0,0.09241788627289224,0.11070717062344688,0.029290150133852316,7.165636082416649,31.94578016519099,2312769062885.282
79,79,0.1,660,2,100000.0,0.01715,0.00243,5.72,1.24231942993718,7244270000000.0,4499.0,4.4990000000000006,325919707300.0,660.0,0.08803358285483681,0.10250160474018746,0.029459828763088475,7.578109303041922,34.05834511103747,2467278477375.353
80,80,0.1,662,2,100000.0,0.01715,0.00243,5.72,1.24314995045508,7248860000000.0,4520.0,4.52,327648472000.0,662.0,0.08524942266910784,0.10493700809989615,0.029466516845858846,7.7724106687702434,35.14223945193784,2547411738735.7407
81,81,0.1,664,2,100000.0,0.01715,0.00243,5.72,1.24399008048548,7253430000000.0,4539.2,4.5392,329247694560.0,664.0,0.09061016812370326,0.11233981157408998,0.029636139721291376,7.399453418574542,33.62732319329365,2439134348699.32
82,82,0.1,666,2,100000.0,0.01715,0.00243,5.72,1.24478593786844,7257980000000.0,4561.8,4.5618,331094531640.0,666.0,0.09603707276587556,0.10859565072998484,0.02948649277172835,7.027616877820179,32.09029849119263,2329107446431.062
83,83,0.1,668,2,100000.0,0.01715,0.00243,5.72,1.24561914540455,7262510000000.0,4524.8,4.524800000000001,328614052480.0,668.0,0.08794235133977964,0.10432542579584328,0.029809007769229862,7.6202087164788574,34.48373712931039,2504384857389.88
84,84,0.1,670,2,100000.0,0.01715,0.00243,5.72,1.24636834168605,7267020000000.0,4602.2,4.6022,334442794440.0,670.0,0.09252393534272867,0.1089836417989606,0.02955051194610592,7.271318701633666,33.47281438363132,2432476115821.364
85,85,0.1,672,2,100000.0,0.01715,0.00243,5.72,1.24722718437682,7271520000000.0,4621.8,4.6218,336075111360.0,672.0,0.08944952686608758,0.11226112606431288,0.0290723161811654,7.569114370152387,35.03064649724208,2547260466176.2573
86,86,0.1,674,2,100000.0,0.01715,0.00243,5.72,1.24809630082086,7276010000000.0,4687.2,4.6872,341041140720.0,674.0,0.09229898114745085,0.10466780853608876,0.029952214491122495,7.3258442814092355,34.355558493279766,2499713871526.885
87,87,0.1,676,2,100000.0,0.01715,0.00243,5.72,1.24884567323607,7280470000000.0,4663.0,4.663,339488316100.0,676.0,0.0864843750034197,0.10560199484718583,0.030058678531208256,7.834823978422456,36.51928792872123,2658775801864.171
88,88,0.1,678,2,100000.0,0.01715,0.00243,5.72,1.24968323318255,7284920000000.0,4723.8,4.7238,344125050960.0,678.0,0.08794638385791131,0.11092760593671332,0.02990869508678812,7.755589711860565,36.63488926936153,2668822375361.572
89,89,0.1,680,2,100000.0,0.01715,0.00243,5.72,1.25043238280315,7289350000000.0,4728.8,4.728800000000001,344698782800.0,680.0,0.09193419020580222,0.11090404386598224,0.02953913686579664,7.430461379447554,35.12675389587402,2560512035108.8926
90,90,0.1,682,2,100000.0,0.01715,0.00243,5.72,1.2512710931248,7293770000000.0,4751.8,4.7518,346585362860.0,682.0,0.08435383707628717,0.10759015586238473,0.02955086579308767,8.134292494486546,38.650122659792586,2819051051523.154
91,91,0.1,684,2,100000.0,0.01715,0.00243,5.72,1.25210187482514,7298170000000.0,4744.8,4.7448,346283570160.0,684.0,0.08756562290600414,0.10606522359899742,0.029315122563564572,7.82501058067978,37.10735568521397,2708157900411.5806
92,92,0.1,686,2,100000.0,0.01715,0.00243,5.72,1.2528606408531,7302550000000.0,4720.2,4.7202,344694965100.0,686.0,0.09037708260507316,0.10736668652449365,0.029625723330875355,7.635617732874864,36.03134930780405,2631207298877.0444
93,93,0.1,688,2,100000.0,0.01715,0.00243,5.72,1.2537017293449,7306920000000.0,4777.2,4.7772,349066182240.0,688.0,0.08596098528225865,0.10702132001586924,0.02937034842312377,8.01716216441476,38.3064071864622,2799018527989.043
94,94,0.1,690,2,100000.0,0.01715,0.00243,5.72,1.25445082841514,7311270000000.0,4808.4,4.808400000000001,351555106680.0,690.0,0.0905396567033904,0.10572872914303656,0.029705853711369745,7.648471568177674,36.800430363752014,2690578825055.8926
95,95,0.1,692,2,100000.0,0.01715,0.00243,5.72,1.25529326238378,7315600000000.0,4821.4,4.8214,352714338400.0,692.0,0.08747666282727094,0.1121255719836037,0.02978285330457516,7.957450825431329,38.35008275911256,2805538654325.639
96,96,0.1,694,2,100000.0,0.01715,0.00243,5.72,1.25608149875268,7319920000000.0,4844.2,4.844200000000001,354591564640.0,694.0,0.08890338338248967,0.10348210080203844,0.02910372768143596,7.868671073576554,38.118180442849486,2790220313872.2275
97,97,0.1,696,2,100000.0,0.01715,0.00243,5.72,1.25688263441476,7324230000000.0,4858.2,4.858199999999999,355825741860.0,696.0,0.08496704770520865,0.11063186939383898,0.0290993314756647,8.269698958617626,40.15266845574519,2940873788836.225
98,98,0.1,698,2,100000.0,0.01715,0.00243,5.72,1.25768349177669,7328510000000.0,4924.0,4.924,360855832400.0,698.0,0.0828010279207092,0.11681388303655388,0.029491793643633867,8.440289149264489,41.55605968196541,3045439989398.803
99,99,0.1,700,2,100000.0,0.01715,0.00243,5.72,1.25848494585637,7332790000000.0,4858.8,4.8588,356285600520.0,700.0,0.08727975401707226,0.1072160912214422,0.02957459478748503,8.03312230421351,39.0201053925295,2861262386212.864
100,100,0.1,702,2,100000.0,0.01715,0.00243,5.72,1.25928548443795,7337040000000.0,4893.6,4.8936,359045389440.0,702.0,0.08431760904502425,0.1123505529754706,0.029361162692173655,8.409241591884285,41.1680379084256,3020515408556.35
101,101,0.1,704,2,100000.0,0.01715,0.00243,5.72,1.2600864681475,7341280000000.0,4915.6,4.9156,360867959680.0,704.0,0.0917623324778333,0.10712949131774636,0.02950309203387948,7.848667889297454,38.5749927579316,2831898228339.4805
102,102,0.1,706,2,100000.0,0.01715,0.00243,5.72,1.26088685337121,7345510000000.0,4941.4,4.9414,362971031140.0,706.0,0.0926298416984082,0.11046642945832973,0.029802302900826538,7.694914899729063,37.963828552963435,2788636822740.784
103,103,0.1,708,2,100000.0,0.01715,0.00243,5.72,1.26168753417693,7349720000000.0,4911.8,4.9118,361003546960.0,708.0,0.08886655485214305,0.10514913998421248,0.02958174467438652,8.070615200342438,39.67300593719405,2915854851967.138
104,104,0.1,710,2,100000.0,0.01715,0.00243,5.72,1.26248794694978,7353910000000.0,4933.6,4.9336,362812503760.0,710.0,0.09237387813159328,0.11128655467181955,0.02941498062803332,7.716426509492477,38.06682637578136,2799400151531.224
105,105,0.1,712,2,100000.0,0.01715,0.00243,5.72,1.2634870605769,7358090000000.0,4955.6,4.9556,364637508040.0,712.0,0.08763311960669853,0.10824767861907857,0.029103385213395883,8.208128550897573,40.6716144749948,2992653997523.1445
106,106,0.1,714,2,100000.0,0.01715,0.00243,5.72,1.2642888534796,7362260000000.0,5019.8,5.0198,369570727480.0,714.0,0.09569902740290671,0.10557426175191464,0.02926008857432509,7.505894146634459,37.70046468718777,2775606231478.9497
107,107,0.1,716,2,100000.0,0.01715,0.00243,5.72,1.26509115522965,7366410000000.0,4989.8,4.9898,367569126180.0,716.0,0.08167939188494984,0.1075872580615745,0.02956986280343456,8.8612479351788,44.2102034421322,3256704847381.5703
108,108,0.1,718,2,100000.0,0.01715,0.00243,5.72,1.26589288992069,7370540000000.0,5009.2,5.0092,369205089680.0,718.0,0.08906064633060849,0.10719378875396857,0.029976736634796587,8.096082489149753,40.5752664610334,2990616244617.0513
109,109,0.1,720,2,100000.0,0.01715,0.00243,5.72,1.266694990595,7374660000000.0,5042.2,5.0422,371845106520.0,720.0,0.08980221608426289,0.10836118337877652,0.02970217034096175,8.112949401411704,40.90786707101591,3016816109739.381
