,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.orderDiffraction,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.1,502,2,100000.0,0.01715,0.00243,5.72,1.17662360156545,1363764000000.0,553.2,0.5531999999999999,37721712240.0,100.4,0.03079687146381957,0.02046437423907505,0.00607060819710159,0.6540038768493192,1.8087588975156192,123336013455.57452
1,1,0.1,504,2,100000.0,0.01715,0.00243,5.72,1.17747901516844,1365024000000.0,555.5600000000001,0.55556,37917636672.0,100.8,0.030444296755445063,0.021804845863958065,0.006096784382448487,0.6632280217689133,1.8439685174216236,125853064076.24672
2,2,0.1,506,2,100000.0,0.01715,0.00243,5.72,1.17837189466193,1366278000000.0,564.3199999999999,0.56432,38550900048.0,101.2,0.030524388492306116,0.022221753427392583,0.005942305770962826,0.6668718600064423,1.8811081467871809,128505833828.8048
3,3,0.1,508,2,100000.0,0.01715,0.00243,5.72,1.1791362468331,1367526000000.0,573.12,0.57312,39187825056.0,101.6,0.030911625821122463,0.021422281644848728,0.006041647033930377,0.6595194477419648,1.8916500357117212,129344030336.8354
4,4,0.1,510,2,100000.0,0.01715,0.00243,5.72,1.18000708146274,1368770000000.0,576.92,0.5769200000000001,39483539420.0,102.0,0.031317114852836316,0.021355918394966374,0.005980638456486924,0.6523380949488129,1.881234368330445,128748858316.98318
5,5,0.1,512,2,100000.0,0.01715,0.00243,5.72,1.18089388467086,1370006000000.0,592.8399999999999,0.5928399999999999,40609717852.0,102.4,0.02804734509816626,0.02124945413176956,0.005992541159001715,0.730719996994308,2.166003508134883,148371890108.29193
6,6,0.1,514,2,100000.0,0.01715,0.00243,5.72,1.18169303123046,1371240000000.0,590.48,0.59048,40484489760.0,102.8,0.028232247361011105,0.021024050980910983,0.005927737957601882,0.7300628275245165,2.1562490799835947,147836749421.8352
7,7,0.1,516,2,100000.0,0.01715,0.00243,5.72,1.18256256858225,1372466000000.0,602.12,0.60212,41319461396.0,103.2,0.02907432666815112,0.021385639784020208,0.006021283122758216,0.7106007218602943,2.1397420729957934,146836162197.81223
8,8,0.1,518,2,100000.0,0.01715,0.00243,5.72,1.18333929872482,1373688000000.0,593.0,0.593,40729849200.0,103.6,0.029601815065866503,0.02215635287593438,0.006018969226000896,0.7031655595612671,2.0856566316460903,143252074350.63275
9,9,0.1,520,2,100000.0,0.01715,0.00243,5.72,1.18413280440169,1374906000000.0,603.64,0.6036400000000001,41497412892.0,104.0,0.029115945749194905,0.021399458981662824,0.005979334870299145,0.7191678233772081,2.1693888070503355,149135284357.31744
