,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
247,247,2.25,0.02,1335,100000.0,226.5,18.76,5.23,,873.7,0.8737000000000001,1335.0,0.1373313941802507,0.1196195016610837,0.0072600226561541,0.0013007954470268,-3.1802890665734584e-05,2750390126000.0,696156213490.4762,1855708871127.66,2298102851252.874,9.787257041407916,8.546304968090606,26903597113449.867,6809618067896.076,18152058995820.227,22479441243957.45,0.0001605190310526,4.06292619343098e-05,0.000108303395614,0.0001341225157315,0.0001044758761813,2.6444077760449e-05,7.049065818547952e-05,8.729536463567301e-05
248,248,2.25,0.02,1340,100000.0,226.5,18.76,5.23,,875.4,0.8754000000000002,1340.0,0.1433398876951286,0.1134985701755598,0.0070625820740179,0.0010800917227128,9.119201071458156e-06,2755741692000.0,679004572757.1427,1839991432787.2336,2285852836090.909,9.466309127908028,8.278636855394941,26060983248046.164,6421329998867.919,17400754956686.469,21617255580159.07,0.0001614455579923,3.977958908355026e-05,0.0001077961858434,0.0001339170458836,0.0001050638865081,2.588735351276984e-05,7.015049764336061e-05,8.714916337863561e-05
249,249,2.25,0.02,1345,100000.0,226.5,18.76,5.23,,872.1,0.8721,1345.0,0.1435631066477526,0.1242039059008449,0.0064531876916916,0.0004336325971267,-9.003179152728459e-05,2745353358000.0,657811450157.1432,1813898417553.1917,2260629693202.247,9.520762858037967,8.304482759321246,26142345636688.1,6263942032695.909,17272661547678.668,21526614278646.645,0.000161431177668,3.868036760113363e-05,0.0001066601342455,0.000132928649269,0.0001050458912254,2.5169943912222136e-05,6.94054830170191e-05,8.649883271355613e-05
250,250,2.25,0.02,1350,100000.0,226.5,18.76,5.23,,876.6,0.8766,1350.0,0.1536999988206161,0.1240219499649995,0.0072624830745667,0.0011147151338341,1.3791776670035575e-05,2759519268000.0,643693206811.7649,1804145316063.1577,2255674292181.819,8.841333894542148,7.741959185043326,24371532675332.69,5684972090835.428,15933857404572.275,19921672718255.914,0.0001628434936368,3.7985330214244894e-05,0.0001064654013121,0.0001331108235065,0.0001059706943057,2.47190214747763e-05,6.92825500400592e-05,8.662210611902344e-05
251,251,2.25,0.02,1355,100000.0,226.5,18.76,5.23,,869.7,0.8697000000000001,1355.0,0.1385933004396747,0.1249043717143263,0.0068918914192142,0.002307556319351,-2.6948423878721863e-05,2737798206000.0,621088624417.857,1771028814750.0,2221485068224.72,9.895837231887302,8.600137997875098,27073062414550.85,6141713095209.83,17513041514387.922,21967434916582.23,0.0001621660205217,3.678849317399207e-05,0.0001049020685629,0.00013158361795,0.0001058215089372,2.400634761015764e-05,6.845389157520624e-05,8.586494851449429e-05
252,252,2.25,0.02,1360,100000.0,226.5,18.76,5.23,,877.0,0.8770000000000001,1360.0,0.1428383867997808,0.1161687810979076,0.0068422320197209,0.0014338219426922,-5.904484220898072e-05,2760778460000.0,608466838833.333,1766964617916.6667,2223615765111.112,9.684695615705284,8.484806128335801,26709999995878.54,5886799501735.664,17095042438599.611,21513054356760.387,0.0001641245990235,3.617254241497774e-05,0.0001050436909756,0.0001321909929098,0.0001074094945006,2.367271279693009e-05,6.874465994314609e-05,8.651090580241102e-05
253,253,2.25,0.02,1365,100000.0,226.5,18.76,5.23,,864.2,0.8642000000000001,1365.0,0.1488583115689152,0.118909547661632,0.0070673195383101,0.0010339140058536,-3.956135626274063e-05,2720484316000.0,583059859054.1178,1722626063749.9998,2174925802533.3333,9.216707138902986,7.965871745902362,25076404938665.723,5374427282352.478,15878521511202.416,20047651006519.68,0.0001623059095106,3.478574023249208e-05,0.0001027730203696,0.0001297575245783,0.0001062093832558,2.276301600681328e-05,6.725238250238634e-05,8.491044287804818e-05
254,254,2.25,0.02,1370,100000.0,226.5,18.76,5.23,,860.4,0.8603999999999999,1370.0,0.1424551443033578,0.1173670419990767,0.0068664516118045,0.0024057395437504,-3.525589281385814e-05,2708521992000.0,564022394978.8235,1696691946804.1235,2149268779600.0,9.70115611597994,8.341285504353005,26258199941993.176,5468005378158.213,16448851628579.4,20836430167638.254,0.0001621841422067,3.3773212322173417e-05,0.000101596564028,0.0001286965047434,0.0001061108539728,2.2096515430858035e-05,6.647072903085254e-05,8.4201179201893e-05
255,255,2.25,0.02,1375,100000.0,226.5,18.76,5.23,,871.0,0.8710000000000001,1375.0,0.1508076224841715,0.1217433735492008,0.0067948481276428,0.0012698516662036,4.277630308952835e-05,2741890580000.0,554123590647.0588,1699085470824.7424,2159506882000.0,9.347215741522218,8.124509567686285,25575793628885.074,5168751336271.767,15848721198659.447,20143437800566.445,0.0001647693511678,3.329913497048396e-05,0.0001021037136377,0.0001297719720782,0.0001077846493124,2.178278642091385e-05,6.679162653702414e-05,8.489094847986917e-05
256,256,2.25,0.02,1380,100000.0,226.5,18.76,5.23,,876.4,0.8764000000000001,1380.0,0.1418097402828834,0.1342551585066278,0.0071663035502807,0.0012080726233101,-2.3621121236586616e-05,2758889672000.0,541298172733.3332,1691143543340.2063,2156609492434.7827,9.798759947929792,8.582195043750655,27016578353826.188,5300692030149.817,16560615855688.318,21118716678776.145,0.0001663754594742,3.264310752079986e-05,0.0001019847900826,0.0001300548183756,0.0001088242125608,2.1351469037044043e-05,6.670704026302693e-05,8.506731247622585e-05
257,257,2.25,0.02,1385,100000.0,226.5,18.76,5.23,,859.6,0.8596,1385.0,0.1466802866351144,0.1197564812026017,0.0069397727831645,0.0024842546857658,2.226265201565757e-05,2706003608000.0,515436769933.3331,1640690977714.2856,2099370059652.1743,9.531884244373291,8.165769180996836,25705678066394.42,4896390984962.97,15585741997858.166,19942963392991.17,0.0001637714030501,3.119500755508059e-05,9.92970824567904e-05,0.0001270570294785,0.0001070959313889,2.0399522301068717e-05,6.49338854761443e-05,8.308709981169878e-05
258,258,2.25,0.02,1390,100000.0,226.5,18.76,5.23,,851.6,0.8516,1390.0,0.1534706754694752,0.1195218103710142,0.0069718766215087,0.0010837344839439,-3.83515561425682e-06,2680819768000.0,495177864933.3333,1607653434530.6123,2064127888956.522,9.196081659820836,7.832820967511739,24657563749307.61,4554532131396.794,14786826597561.812,18985373659281.81,0.0001628210288029,3.0074893646827776e-05,9.764169501188854e-05,0.0001253659162292,0.0001064560871084,1.966364861702353e-05,6.384035812832026e-05,8.196708371547278e-05
259,259,2.25,0.02,1395,100000.0,226.5,18.76,5.23,,867.3,0.8672999999999998,1395.0,0.1560367995176647,0.1287713866128997,0.006794564292472,0.0013073343063656,2.426626419942609e-05,2730243054000.0,489021013492.9414,1619335304363.6367,2086257136645.161,9.004850950991063,7.812088866434476,24592299509758.406,4404791438903.162,14585946387920.504,18791682404825.48,0.000166425365647,2.9808884912430855e-05,9.870860022480492e-05,0.0001271704020237,0.0001087757070886,1.94831029589116e-05,6.451599336103491e-05,8.31186420838917e-05
260,260,2.25,0.02,1400,100000.0,226.5,18.76,5.23,,881.1,0.8811,1400.0,0.1556638511072833,0.1212282697025928,0.0066188152787018,0.0005093176198846,-1.6584490229148965e-05,2773685178000.0,481561617664.28577,1626940736999.9998,2103320707258.0645,9.125383253949222,8.042042198969641,25316188001512.453,4395345421246.4766,14849535878080.54,19197586977341.992,0.0001696669893578,2.945723995912584e-05,9.95203561312213e-05,0.0001286606334723,0.0001108715709654,1.9249298186611787e-05,6.50331468075836e-05,8.407532077091529e-05
261,261,2.25,0.02,1405,100000.0,226.5,18.76,5.23,,859.4,0.8593999999999999,1405.0,0.1455269959918041,0.1230532130813224,0.0071543779699565,0.0018009586013942,1.5277184296569284e-05,2705374012000.0,455124612371.4285,1569275337818.1816,2035843631063.8296,9.722295539659612,8.344351890748097,26267852865037.19,4419036443760.209,15236892753348.271,19767041717634.324,0.0001660550489746,2.793541279752776e-05,9.632165161648004e-05,0.0001249594741286,0.0001084916140958,1.8251525885866096e-05,6.293148880919071e-05,8.164193216958563e-05
262,262,2.25,0.02,1410,100000.0,226.5,18.76,5.23,,869.2,0.8692,1410.0,0.1475663250354045,0.1164214559530275,0.0067598519756811,0.0013630177566638,1.2524054553552713e-05,2736224216000.0,445822127376.1904,1569483886303.0305,2043276666580.6453,9.667112564230363,8.40739612662439,26466314858691.05,4312244853734.5015,15180939653133.332,19763732549737.82,0.0001685401258948,2.74608042116291e-05,9.667373391430284e-05,0.000125857414977,0.0001100857043539,1.7936630566242764e-05,6.314458372438306e-05,8.22065493446352e-05
263,263,2.25,0.02,1415,100000.0,226.5,18.76,5.23,,866.7,0.8667,1415.0,0.1541116892288755,0.1202100195304704,0.0071087100104717,0.0004403134111485,1.8118407710163785e-05,2728354266000.0,430368696449.99976,1547450828181.818,2021719925680.8508,9.30974862366702,8.070283984589432,25405092577807.84,4007381560435.057,14409100767988.207,18825261264044.66,0.0001686327542401,2.6600012881586276e-05,9.564406589697198e-05,0.0001249574527832,0.0001101186312029,1.7370035979658134e-05,6.245639328322477e-05,8.159828570140459e-05
264,264,2.25,0.02,1420,100000.0,226.5,18.76,5.23,,854.1,0.8541000000000001,1420.0,0.1465837334299067,0.1162625306819333,0.0071990914437774,0.0009440495471818,-6.174739612249653e-05,2688689718000.0,410422503214.2859,1507795598790.0002,1976918290578.948,9.831238228525947,8.402564616922032,26451105362778.223,4037702380865.155,14833567437002.256,19448757380827.363,0.0001667439323046,2.5453090267028076e-05,9.350865797968182e-05,0.0001226021460971,0.0001088644126554,1.661791037243643e-05,6.105028823812843e-05,8.004495540372131e-05
265,265,2.25,0.02,1425,100000.0,226.5,18.76,5.23,,864.5,0.8644999999999999,1425.0,0.1520236687471424,0.1219860219149767,0.0066690799776013,0.001615980107302,1.341995074325436e-05,2721428710000.0,401815678875.0001,1508899755099.0098,1985480770000.0,9.543332306596133,8.249722834783045,25969962489440.33,3834433755221.444,14399080121502.426,18946982124108.293,0.0001693623622164,2.500614926998517e-05,9.390318619494869e-05,0.0001235621980861,0.0001105346218206,1.6320304089867835e-05,6.128606756533188e-05,8.064307003078722e-05
266,266,2.25,0.02,1430,100000.0,226.5,18.76,5.23,,852.9,0.8529,1430.0,0.1590659434598364,0.1226639186908219,0.007125174401951,0.0013444430601515,-3.382468646595821e-05,2684912142000.0,383277521964.28577,1471753684306.931,1943592829389.4736,9.08494224088879,7.748786827078396,24393025955906.246,3482161816522.579,13371210647979.41,17657974573311.26,0.0001676576565795,2.3933524731392136e-05,9.190273674635076e-05,0.0001213664365484,0.0001093935747811,1.5616190044014967e-05,5.996486596534049e-05,7.918939476643497e-05
267,267,2.25,0.02,1435,100000.0,226.5,18.76,5.23,,841.1,0.8411,1435.0,0.1637670523850374,0.1193263984223485,0.0072138944797225,0.0012949489755466,3.0459002551228926e-05,2647765978000.0,365281919785.71423,1434800678099.0098,1901720791750.0,8.815404284232907,7.407775521904954,23319529187446.35,3217128122676.3315,12636644087545.44,16748924896710.682,0.0001659161928425,2.2889555175447536e-05,8.99084994581252e-05,0.0001191669793472,0.0001082109883094,1.4928629599453756e-05,5.8638565754775415e-05,7.772102522421638e-05
268,268,2.25,0.02,1440,100000.0,226.5,18.76,5.23,,865.8,0.8657999999999999,1440.0,0.155866180754765,0.1268787218166786,0.0070744340394904,0.0011064132766949,-1.582448294003302e-06,2725521084000.0,363195802542.85706,1460003123647.059,1942208194874.9995,9.359655417034364,8.10043405823306,25500004406636.51,3398063812341.705,13659804837049.309,18171320639806.887,0.0001713584679388,2.283478071439012e-05,9.17930519499085e-05,0.0001221101618497,0.0001117314482955,1.4889040217388116e-05,5.98521378091319e-05,7.961990673232624e-05
269,269,2.25,0.02,1445,100000.0,226.5,18.76,5.23,,844.0,0.8440000000000001,1445.0,0.157985813191658,0.1297981527771781,0.0067043930635124,0.0022646391999874,1.727633889511585e-05,2656895120000.0,341808143809.5236,1406821482745.098,1878392333333.3333,9.185569468436336,7.745361068542371,24382241736550.02,3136762428877.982,12910355856448.98,17237946504796.766,0.0001675869354067,2.1559970089494196e-05,8.873699950854444e-05,0.0001184819123138,0.0001092462092288,1.4054466702008558e-05,5.7845683442608455e-05,7.723573291118857e-05
270,270,2.25,0.02,1450,100000.0,226.5,18.76,5.23,,866.8,0.8668000000000001,1450.0,0.1643839823822645,0.1169487627585409,0.0062685541175645,0.0007585617402275,5.414076442061326e-05,2728669064000.0,338748700819.0474,1428079343921.568,1913892255340.2063,8.931978785414753,7.72083808792509,24305043884026.42,3017332569818.6924,12720315402778.863,17047591395034.05,0.0001727033770263,2.144013921167857e-05,9.038623576996876e-05,0.0001211343875014,0.0001125363576524,1.397074693030261e-05,5.889715609855109e-05,7.893315689941873e-05
271,271,2.25,0.02,1455,100000.0,226.5,18.76,5.23,,836.4,0.8363999999999999,1455.0,0.1629583534578159,0.12408462921201,0.0067017120931758,0.0008208417311204,-7.632999917551019e-06,2632970472000.0,315253288106.0239,1361934399961.1653,1832098951714.2856,9.06879593981102,7.60470043111752,23939444863149.324,2866340047789.4497,12382954469797.293,16657775810559.045,0.0001672026348645,2.0019662575631828e-05,8.648749486856544e-05,0.0001163445527842,0.0001089109188039,1.3040224198764612e-05,5.633543118995367e-05,7.578344774199801e-05
272,272,2.25,0.02,1460,100000.0,226.5,18.76,5.23,,846.2,0.8462,1460.0,0.1528563106420733,0.1229200475063817,0.0065565269550991,0.0011458389775155,2.4617962533146475e-06,2663820676000.0,307456857371.42834,1361775282815.5337,1838792859040.8164,9.979715035804029,8.438006879488988,26562676896493.742,3065850954438.877,13579141106967.072,18335791532192.902,0.0001697056532053,1.958734207704484e-05,8.675545090981305e-05,0.0001171451014193,0.0001105140942336,1.275548178391996e-05,5.64960559417992e-05,7.628611382559737e-05
273,273,2.25,0.02,1465,100000.0,226.5,18.76,5.23,,843.6,0.8436,1465.0,0.1571454738033025,0.1271720244949758,0.0066026218994685,0.0002607824361237,-8.284939692123426e-06,2655635928000.0,295298897074.69855,1341636132000.0,1818499778666.6667,9.406985679938137,7.942554891257129,25003003946579.613,2780260430705.883,12631601022408.602,17121306675911.496,0.0001697511539026,1.8875828571268377e-05,8.57588493676139e-05,0.0001162404953727,0.000110494732598,1.2286688971467504e-05,5.582230760109094e-05,7.566347655375049e-05
274,274,2.25,0.02,1470,100000.0,226.5,18.76,5.23,,837.7,0.8377000000000001,1470.0,0.1570616918695577,0.1253262289390401,0.0068207466543791,0.0023410124945118,-4.21227463466558e-05,2637062846000.0,282357967790.36127,1316491623500.0002,1791276248666.6665,9.72901437475034,8.15560071352053,25673667934148.35,2748954092848.605,12816975079336.756,17439338488406.637,0.0001691081916411,1.8106904581720543e-05,8.442328862151064e-05,0.0001148700295866,0.0001100417642149,1.1782490873484669e-05,5.49357634930438e-05,7.474800947524501e-05
275,275,2.25,0.02,1475,100000.0,226.5,18.76,5.23,,857.1,0.8571,1475.0,0.161485141558478,0.1204652392917181,0.0068721306864582,0.0024705906728071,-1.5737323952814344e-05,2698133658000.0,278020841808.43353,1330980041076.923,1818007190333.3333,9.306644388063194,7.981419970815051,25125350439726.37,2588964063834.6104,12394248839817.52,16929505187273.166,0.0001735811462375,1.7886132607243713e-05,8.56269816228374e-05,0.0001169592807348,0.000112910810235,1.1634545389463725e-05,5.569851382239077e-05,7.607950194208412e-05
276,276,2.25,0.02,1480,100000.0,226.5,18.76,5.23,,839.6,0.8396000000000001,1480.0,0.167460633417545,0.1222291870946683,0.0069867884487035,0.0013487452094295,4.937796352526662e-05,2643044008000.0,261956727465.06012,1288250735009.5234,1766466344800.0,8.959577337685102,7.525525899699774,23690205021736.9,2347977771723.3267,11546884554098.908,15833239910362.545,0.0001705946155512,1.6907931565920746e-05,8.314982202620993e-05,0.0001140161291538,0.0001109213075318,1.0993605342644197e-05,5.40643498646356e-05,7.413374733193163e-05
277,277,2.25,0.02,1485,100000.0,226.5,18.76,5.23,,843.4,0.8434000000000001,1485.0,0.1603305601198371,0.1166178462587148,0.0069014744566201,0.0006771425971828,1.3632164190003918e-05,2655006332000.0,252932885925.3012,1278566286666.6665,1760069194240.0,9.325918104189537,7.862010131866453,24749450654912.96,2357790979164.026,11918545292905.146,16407021387124.62,0.0001719140779564,1.6377634713955015e-05,8.27883314737837e-05,0.000113966083252,0.0001117448071196,1.064552510149818e-05,5.381273158231812e-05,7.407838928935945e-05
278,278,2.25,0.02,1490,100000.0,226.5,18.76,5.23,,850.3,0.8503000000000001,1490.0,0.1775219425585874,0.1259207915515542,0.0071416151852016,0.0007072538016279,7.859471181719154e-06,2676727394000.0,244957648918.29272,1273462727428.5713,1760017263400.0,8.454886339301234,7.186044848371504,22621525461776.52,2070183054308.4705,10762272459168.771,14874236138657.506,0.0001738913273138,1.591346612343134e-05,8.272942715557597e-05,0.0001143380303552,0.0001129849898273,1.0339692242551716e-05,5.375301707097933e-05,7.429054338778439e-05
279,279,2.25,0.02,1495,100000.0,226.5,18.76,5.23,,840.8,0.8408,1495.0,0.1597551787279371,0.1278786881648202,0.0073215784071873,0.0011146707839355,-4.099467728967882e-06,2646821584000.0,232532468292.68304,1243996597433.9622,1726100463841.5845,9.45615347345358,7.942874639305595,25004010507041.227,2196689159392.3457,11751794749215.828,16306136535610.066,0.0001724874912448,1.515362513712444e-05,8.106849872528419e-05,0.0001124861382589,0.0001120620504037,9.84504030791338e-06,5.266875948363992e-05,7.308024022107323e-05
280,280,2.25,0.02,1500,100000.0,226.5,18.76,5.23,,813.9,0.8139,1500.0,0.1621611618004862,0.1132742003462841,0.0067332242516364,0.0010999700608152,1.5721445284456504e-05,2562140922000.0,215950836373.17065,1189537137168.224,1657161160455.4453,9.428523007967607,7.669802215110766,24144383977124.387,2035016836429.496,11209625960940.371,15616289887279.402,0.0001674843626382,1.411647106551029e-05,7.775874759367866e-05,0.0001083268208881,0.0001088073435396,9.170860446891204e-06,5.051649377505996e-05,7.037524834718954e-05
281,281,2.25,0.02,1505,100000.0,226.5,18.76,5.23,,814.1,0.8141,1505.0,0.1611828225496992,0.1260609792641792,0.0070957797408369,-0.0001552228374702,1.2336071391251934e-05,2562770518000.0,207095265334.14627,1175292515018.8682,1643912371811.881,9.486347990990252,7.74579175234184,24383597520537.07,1970417391197.98,11182374486454.06,15641079586234.1,0.0001680592188127,1.358071987618107e-05,7.707234829000144e-05,0.0001078031088085,0.0001091609029262,8.821197995235603e-06,5.0061443754264536e-05,7.002225036469229e-05
