,Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
10,10,2.25,0.02,150,100000.0,17.15,2.43,0.81,,624.5,0.6245,150.0,0.0068785849209802,0.0042727564701866,0.004912102561181,-0.0004658136982951,-0.0001269902274808,15050450000000.0,9742200000000.0,7868700000000.0,22.136107862308315,13.833593871261684,333389612297406.6,215804064391682.28,174303282777897.22,9.184718405924696e-05,5.9452949017603854e-05,4.8019689591141584e-05,5.962179913798568e-05,3.859336375736832e-05,3.117156303479749e-05
11,11,2.25,0.02,155,100000.0,17.15,2.43,0.81,,589.4,0.5894,155.0,0.0069555474136563,0.0041899926217378,0.0058905944216777,-0.0004926178188343,1.4722363037231393e-06,14204540000000.0,9194640000000.0,7426440000000.0,22.87001756573596,13.473372923824098,324708287464160.9,210184617611655.97,169764498840183.7,8.990600084495849e-05,5.81964154847034e-05,4.700479712226045e-05,5.7835132978290256e-05,3.743684956271071e-05,3.0237455416035563e-05
12,12,2.25,0.02,160,100000.0,17.15,2.43,0.81,,558.8,0.5588,160.0,0.0076632980125878,0.0041553414809044,0.0053013349424323,-0.0005112709164398,-0.000108276449993,13467080000000.0,8717280000000.0,7040880000000.0,21.079541734625455,11.78880590351641,284110222274745.6,183905372094856.0,148538954384306.78,8.795688588569504e-05,5.693474771024244e-05,4.598575776596504e-05,5.640047575970785e-05,3.650819177806814e-05,2.94873856669012e-05
13,13,2.25,0.02,165,100000.0,17.15,2.43,0.81,,504.4,0.5044,165.0,0.0071610485639296,0.0042753416360865,0.0052376999141006,-0.0004401299597714,-5.602427259255192e-05,12156040000000.0,7868640000000.0,6355440000000.0,23.45725143421885,11.8427763383317,285410909753793.94,184747310877974.53,149218981862979.44,8.168240735705517e-05,5.287325953402741e-05,4.270532500825291e-05,5.215237229017492e-05,3.375838206334974e-05,2.7266385512705563e-05
14,14,2.25,0.02,170,100000.0,17.15,2.43,0.81,,481.6,0.4816,170.0,0.007863160670368,0.0041030866916414,0.0056156546093627,-0.0004304588781809,-2.098644899079511e-07,11587210387660.955,7512960000000.0,6068160000000.0,22.14121466770436,10.64760391534413,256179457416060.9,166102621079368.4,134159809333336.05,8.03584250634958e-05,5.210310445454101e-05,4.208327667482157e-05,5.095563895751482e-05,3.3038813006270946e-05,2.668519512044961e-05
15,15,2.25,0.02,175,100000.0,17.15,2.43,0.81,,452.1,0.4521,175.0,0.0078436854066069,0.0040568521711881,0.0047810085436077,-0.0004273824037552,1.5874988300790646e-05,10850400000000.0,7052760000000.0,5696460000000.0,23.672063232598557,10.7131839537531,257116414890074.4,167125669678548.4,134986117817289.08,7.793027357177603e-05,5.0654677821654416e-05,4.091339362518241e-05,4.871625064821654e-05,3.166556292134074e-05,2.557603159031368e-05
16,16,2.25,0.02,180,100000.0,17.15,2.43,0.81,,428.0,0.428,180.0,0.0085079057398246,0.0042994857265679,0.0046829045804137,-0.000410717941355,-3.761103259444208e-05,10272000000000.0,6676800000000.0,5392800000000.0,21.4797871148237,9.18624209267296,220469810224151.03,143305376645698.2,115746650367679.3,7.62690557363448e-05,4.957488622862412e-05,4.004125426158101e-05,4.710738116530233e-05,3.0619797757446514e-05,2.4731375111783724e-05
17,17,2.25,0.02,185,100000.0,17.15,2.43,0.81,,414.1,0.4141,185.0,0.0091697115786586,0.0043697185170531,0.0052834372712389,-0.0004284220557139,-5.166089798299884e-05,9938400000000.0,6459960000000.0,5217660000000.0,21.714574672212937,8.871708381666432,212921001159994.3,138398650753996.3,111783525608997.05,7.596854202730982e-05,4.937955231775139e-05,3.988348456433765e-05,4.642474267256178e-05,3.017608273716516e-05,2.437298990309494e-05
18,18,2.25,0.02,190,100000.0,17.15,2.43,0.81,,399.0,0.399,190.0,0.0096644049847952,0.0046290083466542,0.0055131558466279,-0.0003714212408273,7.332435714036598e-06,9576000000000.0,6224400000000.0,5027400000000.0,20.196329681387816,8.05118048268952,193228331584548.47,125598415529956.48,101444874081887.94,7.52904000773892e-05,4.893876005030298e-05,3.952746004062933e-05,4.557916381082933e-05,2.9626456477039067e-05,2.3929061000685403e-05
19,19,2.25,0.02,195,100000.0,17.15,2.43,0.81,,394.4,0.3944,195.0,0.0087558519800523,0.0040403313778769,0.0048602139522881,-0.0003888823324702,9.555524859515585e-06,9465600000000.0,6152640000000.0,4969440000000.0,24.87560329598484,9.822979689134788,235751512539234.9,153238483150502.72,123769544083098.34,7.657605552179236e-05,4.977443608916504e-05,4.020242914894099e-05,4.5850579695753575e-05,2.9802876802239826e-05,2.4071554340270627e-05
20,20,2.25,0.02,200,100000.0,17.15,2.43,0.81,,376.9,0.3768999999999999,200.0,0.0093737267312717,0.0044971615926518,0.0049250540015451,-0.0003608782695632,-4.395014240143224e-05,9018834415184.191,5879640000000.0,4748940000000.0,22.48210651767528,8.485899155842779,203058952906599.6,132380026831147.34,106922329363619.05,7.495972485822077e-05,4.886842094842784e-05,3.947064768911479e-05,4.4473105162329046e-05,2.899330844753024e-05,2.3417672207620577e-05
21,21,2.25,0.02,205,100000.0,17.15,2.43,0.81,,392.1,0.3921,205.0,0.0096820433221238,0.0044327438331656,0.0047673310475418,-0.0003917989608693,8.204097343268947e-05,9371190000000.0,6116760000000.0,4940460000000.0,21.81366759361889,8.518835569658844,203600170114846.4,132893834886677.95,107337328177701.44,7.993401777560863e-05,5.217450532633869e-05,4.2140946609735096e-05,4.697609135363693e-05,3.066221862413122e-05,2.47656381194906e-05
22,22,2.25,0.02,210,100000.0,17.15,2.43,0.81,,385.5,0.3854999999999999,210.0,0.0107416709215157,0.0044861122219554,0.0048399804432694,-0.0003391696430739,-8.947995371731166e-06,9213450000000.0,6013800000000.0,4857300000000.0,20.758251609126983,7.950811316250854,190024390458395.4,124032656533513.3,100180222584760.77,8.066962323791775e-05,5.265464947746933e-05,4.252875534718676e-05,4.696330995392081e-05,3.06538759531868e-05,2.4758899808343184e-05
23,23,2.25,0.02,215,100000.0,17.15,2.43,0.81,,365.5,0.3655,215.0,0.0113192973390709,0.0044609342031168,0.0045454257028217,-0.0003568970537336,-2.7757663918399053e-05,8722133539487.17,5701800000000.0,4605300000000.0,20.179186741478187,7.40863733940982,176796509493743.94,115574742494793.2,93348830476563.72,7.830629648121774e-05,5.119009463169249e-05,4.134584566405932e-05,4.5305195263270336e-05,2.9616740122429156e-05,2.392121317580817e-05
24,24,2.25,0.02,220,100000.0,17.15,2.43,0.81,,380.0,0.38,220.0,0.0108130626854971,0.0043098066094392,0.004475774984026,-0.0003442335170043,-7.492880265098109e-05,9044000000000.0,5928000000000.0,4788000000000.0,20.500040812889917,7.782040289009809,185212558878433.44,121399828508553.0,98053707641523.6,8.323727003983022e-05,5.455888288325007e-05,4.4066790021086576e-05,4.788859177675995e-05,3.138916099653173e-05,2.535278388181409e-05
25,25,2.25,0.02,225,100000.0,17.15,2.43,0.81,,375.4,0.3753999999999999,225.0,0.0119518077534678,0.003953038106285,0.0052239337131444,-0.0003024043211174,-4.007164381473696e-05,8934520000000.0,5856240000000.0,4730040000000.0,19.23883699988996,7.236286262128277,172223613038652.97,112886065689201.12,91177206902816.28,8.421768680775156e-05,5.520150900003883e-05,4.458583419233906e-05,4.8211700396884285e-05,3.160094647863003e-05,2.55238413865858e-05
26,26,2.25,0.02,230,100000.0,17.15,2.43,0.81,,384.8,0.3848,230.0,0.0104138750786005,0.0041354153097037,0.0047912003174464,-0.0003150984417274,-7.547840878250076e-06,9158240000000.0,6002880000000.0,4848480000000.0,23.597192394751097,9.010972108768266,214461136188684.72,140571164896784.95,113538248570480.16,8.834273048603284e-05,5.790531914210557e-05,4.67696808455468e-05,5.038034568879208e-05,3.3022411459880514e-05,2.66719477175958e-05
27,27,2.25,0.02,235,100000.0,17.15,2.43,0.81,,391.5,0.3915,235.0,0.0130911917335111,0.0043293787918858,0.0045983534240935,-0.0002818178347422,3.5464065209903854e-05,9317700000000.0,6107400000000.0,4932900000000.0,18.109185746345958,7.099025929360567,168956817118781.53,110744804498024.84,89447726709943.16,9.201026696226833e-05,6.0309250613923766e-05,4.871131780355382e-05,5.218918207430393e-05,3.420803530920762e-05,2.762956698051384e-05
28,28,2.25,0.02,240,100000.0,17.15,2.43,0.81,,405.2,0.4051999999999999,240.0,0.0131410286046616,0.0041055381151978,0.0046208437559107,-0.0002968724017397,-5.2182093778629606e-05,9611830999086.25,6321120000000.0,5105520000000.0,18.609541990290275,7.521608479134255,178421593145934.44,117337092274494.38,94772266837091.6,9.705248053912784e-05,6.382554747830743e-05,5.155140373247907e-05,5.483325536297294e-05,3.6060516167309406e-05,2.9125801519749904e-05
29,29,2.25,0.02,245,100000.0,17.15,2.43,0.81,,390.7,0.3906999999999999,245.0,0.0121857506818713,0.0044378541146804,0.0052084464343256,-0.0002799764595661,-9.562639850181362e-05,9259590000000.0,6094920000000.0,4922820000000.0,20.85834792938841,8.165837451842005,193530347608655.6,127387064248735.34,102889551893209.3,9.55308991632591e-05,6.288109818341444e-05,5.078857930198859e-05,5.374233876584483e-05,3.537470399777128e-05,2.8571876305892184e-05
30,30,2.25,0.02,250,100000.0,17.15,2.43,0.81,,412.2,0.4122,250.0,0.0140943945613883,0.004329255227956,0.0047309488900429,-0.0003713740246701,-7.826637312854974e-05,9769140000000.0,6430320000000.0,5193720000000.0,18.778912656854757,7.747818903407703,183623308010762.56,120865974893160.2,97622518182937.08,0.0001030169776816,6.780864353728784e-05,5.476851978011711e-05,5.770313053750737e-05,3.798180744240993e-05,3.067761370348494e-05
31,31,2.25,0.02,255,100000.0,17.15,2.43,0.81,,417.3,0.4173,255.0,0.0123468237891358,0.0041223953998367,0.0040567323007026,-0.0001834590896024,-8.39762873878228e-05,9871558439791.107,6509880000000.0,5257980000000.0,21.685389995177324,9.075093853021496,214678455108293.2,141571464107135.34,114346182548070.84,0.0001063241255953,7.011631475947532e-05,5.663240807496085e-05,5.9276712732219685e-05,3.90905133201428e-05,3.157310691242303e-05
32,32,2.25,0.02,260,100000.0,17.15,2.43,0.81,,413.0,0.413,260.0,0.0138223850168514,0.004757782885715,0.0050737274004882,-0.0002585433753252,-4.977033821983653e-06,9746800000000.0,6442800000000.0,5203800000000.0,19.42562378700281,7.938438556061581,187347149923053.3,123839641474560.66,100024325806375.92,0.0001071037851011,7.079741727027236e-05,5.718252933368152e-05,5.951626396038274e-05,3.934125922804961e-05,3.177563245342469e-05
33,33,2.25,0.02,265,100000.0,17.15,2.43,0.81,,423.9,0.4239,265.0,0.0144813476466992,0.0045084691895512,0.0046269057660857,-0.000221564854241,-6.772174109227107e-05,10004040000000.0,6612840000000.0,5341140000000.0,19.00510358591309,8.068120240953144,190407637686494.16,125862675758869.05,101658315036009.6,0.0001122144427587,7.417564860324303e-05,5.991110079492708e-05,6.205787661673025e-05,4.102130827207593e-05,3.313259514283055e-05
34,34,2.25,0.02,270,100000.0,17.15,2.43,0.81,,431.0,0.431,270.0,0.0166003106066568,0.0042516471894774,0.0045747348731279,-0.0002910609349982,-7.117851099045392e-05,10167447262184.86,6723600000000.0,5430600000000.0,16.81716001419098,7.262221513170198,171318455316617.94,113290655605455.05,91503991065944.48,0.0001163399510975,7.693408925848485e-05,6.21390720933916e-05,6.409010963096299e-05,4.2381951929804656e-05,3.423157655868838e-05
35,35,2.25,0.02,275,100000.0,17.15,2.43,0.81,,436.0,0.4359999999999999,275.0,0.0161822596587739,0.0044141022124913,0.0046556291693711,-0.0003388620341918,-2.8231092778269023e-05,10246824976771.484,6801600000000.0,5493600000000.0,17.574431669995235,7.650964001299151,179812130791035.84,119355038420266.77,96402146416369.28,0.0001195820164374,7.937571343758221e-05,6.411115316112409e-05,6.562903288406631e-05,4.35629993755304e-05,3.518549949562071e-05
36,36,2.25,0.02,280,100000.0,17.15,2.43,0.81,,441.1,0.4410999999999999,280.0,0.0150567566351184,0.0042831678994146,0.0050105043426956,-0.0002723069491399,-7.921307815092943e-05,10365850000000.0,6881160000000.0,5557860000000.0,19.169696559056646,8.44202111291118,198387496153412.72,131695529361414.38,106369466022680.84,0.0001232728354084,8.183218010095098e-05,6.609522238922964e-05,6.74763380245017e-05,4.47928031141373e-05,3.617880251526474e-05
37,37,2.25,0.02,285,100000.0,17.15,2.43,0.81,,440.4,0.4403999999999999,285.0,0.0167217275784878,0.0044996949361074,0.0047545522151079,-0.0002536684946977,-2.710200999821638e-05,10349400000000.0,6870240000000.0,5549040000000.0,17.3623891851677,7.65508301059274,179894450748929.4,119419294965246.78,96454045933468.52,0.0001253553537173,8.321461778689016e-05,6.721180667402667e-05,6.853339955301713e-05,4.5494512043704985e-05,3.6745567419915566e-05
38,38,2.25,0.02,290,100000.0,17.15,2.43,0.81,,429.5,0.4295,290.0,0.0168915637197187,0.004574743403667,0.0048804929731954,-0.0002858835680653,1.7506108135231724e-05,10065965240266.77,6700200000000.0,5411700000000.0,17.476677144717645,7.529400490222143,176462592816353.1,117458647647465.44,94870446176799.0,0.000124215625893,8.268154287673887e-05,6.678124616967369e-05,6.782858325146237e-05,4.514868297810691e-05,3.646624394385558e-05
39,39,2.25,0.02,295,100000.0,17.15,2.43,0.81,,452.5,0.4524999999999999,295.0,0.0157231297775978,0.0039009576678708,0.0047992935231567,-0.0002790222802675,-1.5256003161812635e-06,10588500000000.0,7059000000000.0,5701500000000.0,19.439778243886487,8.793648763756256,205771381071896.4,137180920714597.6,110799974423328.84,0.0001330116995981,8.86744663987949e-05,7.162168439902664e-05,7.253838091127692e-05,4.835892060751793e-05,3.905912818299525e-05
40,40,2.25,0.02,300,100000.0,17.15,2.43,0.81,,457.6,0.4576,300.0,0.0181312584630915,0.0042979109630988,0.004346447523448,-0.0002222377834497,-2.312064000477604e-05,10689319639850.318,7138560000000.0,5765760000000.0,16.980791137235457,7.761920373671218,181314789976481.72,121085957829271.0,97800196708257.34,0.0001366260175578,9.124182424688754e-05,7.369531958402456e-05,7.446979315621758e-05,4.97325465552916e-05,4.016859529465859e-05
41,41,2.25,0.02,305,100000.0,17.15,2.43,0.81,,458.8,0.4588,305.0,0.0166528139932722,0.0043674114307464,0.0048740378552574,-0.0002461978740366,-3.234411449274296e-05,10690040000000.0,7157280000000.0,5780880000000.0,18.77956119993556,8.611363408342816,200644767414387.6,134337269170147.95,108503178945119.5,0.0001390691939626,9.31107049707222e-05,7.520480016866293e-05,7.567553792080643e-05,5.066688375813651e-05,4.0923252266187175e-05
42,42,2.25,0.02,310,100000.0,17.15,2.43,0.81,,458.1,0.4581,310.0,0.0193276822659981,0.0042393472901698,0.0047579257616864,-0.000183708085588,-4.931951385716701e-05,10673730000000.0,7146360000000.0,5772060000000.0,16.518326438423838,7.530929259442539,175470651745011.2,117482496447303.62,94889708668975.95,0.0001412605910336,9.457790644318052e-05,7.638984751180115e-05,7.679826454843723e-05,5.141858055603523e-05,4.153039198756692e-05
43,43,2.25,0.02,315,100000.0,17.15,2.43,0.81,,464.4,0.4644,315.0,0.0200975741978538,0.0044310411548566,0.0046930182369865,-0.0002572980576654,-2.74645138189753e-05,10817784058948.318,7244640000000.0,5851440000000.0,15.844334606365146,7.352349644289758,171266431476770.2,114696654450920.22,92639605518050.94,0.0001456236175557,9.752373304369204e-05,7.876916899683462e-05,7.905656449288432e-05,5.294396211523283e-05,4.276243093922652e-05
44,44,2.25,0.02,320,100000.0,17.15,2.43,0.81,,455.9,0.4559,320.0,0.0188355456564408,0.0041894674053741,0.0043924616963351,-0.0002504877894536,1.0969609849232162e-05,10579449418282.96,7112040000000.0,5744340000000.0,17.522794215686012,8.008898091572739,185851573274789.97,124938810228534.72,100912115953816.52,0.0001447626202229,9.73167416208918e-05,7.860198361688465e-05,7.854782473778628e-05,5.280381325730578e-05,4.264923378474697e-05
45,45,2.25,0.02,325,100000.0,17.15,2.43,0.81,,463.1,0.4630999999999999,325.0,0.0214964815163795,0.0043459238253033,0.0043997260870543,-0.000225944525181,-4.493518371817683e-05,10743920000000.0,7224360000000.0,5835060000000.0,15.297280053081105,7.075969452406,164162491295819.22,110385123457533.6,89157215100315.6,0.0001493717527292,0.0001004396268351,8.112431398228957e-05,8.098320249343288e-05,5.445422236627384e-05,4.398225652660579e-05
46,46,2.25,0.02,330,100000.0,17.15,2.43,0.81,,477.6,0.4775999999999999,330.0,0.022322805639419,0.0045072020041129,0.0044994828046916,-0.0002445467380435,5.603664486458973e-05,11046262380396.604,7450560000000.0,6017760000000.0,15.234026283688324,7.28604450021705,168516665126974.8,113662294203385.95,91804160702734.84,0.0001560838961441,0.0001052765535715,8.503106250015798e-05,8.4549153689631e-05,5.7027302160751337e-05,4.606051328368377e-05
47,47,2.25,0.02,335,100000.0,17.15,2.43,0.81,,475.5,0.4755,335.0,0.0193964638231306,0.0041057951706693,0.0044779915198219,-0.0002284664318006,2.15751121632567e-05,10984050000000.0,7417800000000.0,5991300000000.0,18.49811480046504,8.829768391874023,203967649852289.9,137744386913234.77,111255081737612.69,0.0001576330635316,0.0001064534974499,8.598167101729487e-05,8.531466630420008e-05,5.761509932231693e-05,4.653527252956368e-05
48,48,2.25,0.02,340,100000.0,17.15,2.43,0.81,,478.3,0.4782999999999999,340.0,0.0207155268098403,0.004751915887558,0.0045615825942532,-0.0001804583296251,-4.047695166652529e-05,11025649371627.645,7461480000000.0,6026580000000.0,16.8437214021108,8.047886571272146,185517824623619.7,125547030511845.5,101403370798029.08,0.0001606517636647,0.0001087192129139,8.781167196903139e-05,8.692153770420542e-05,5.882313987039401e-05,4.751099758762594e-05
49,49,2.25,0.02,345,100000.0,17.15,2.43,0.81,,491.0,0.491,345.0,0.0232857711970836,0.0045381395290424,0.0045503023691936,-0.0001568421161019,-5.314605609368545e-06,11293000000000.0,7659600000000.0,6186600000000.0,14.90514085479334,7.2979180440614,167852115013412.2,113847521487357.84,91953767355173.66,0.0001671043991641,0.0001133403750852,9.15441491073532e-05,9.030679360103637e-05,6.125156435548553e-05,4.947241736404601e-05
50,50,2.25,0.02,350,100000.0,17.15,2.43,0.81,,487.0,0.4869999999999999,350.0,0.0213321866273417,0.0043522398785678,0.0045536994595706,-0.0001752664660122,-6.220789948684634e-06,11201000000000.0,7597200000000.0,6136200000000.0,16.44973801237675,8.012882315183873,184296293249229.12,125000964116868.44,100962317171316.8,0.0001682581930527,0.0001141229483314,9.217622749849108e-05,9.087516327673072e-05,6.16370672659565e-05,4.97837850994264e-05
51,51,2.25,0.02,355,100000.0,17.15,2.43,0.81,,489.6,0.4896000000000001,355.0,0.0238899670773832,0.0040312957823583,0.0046204877200119,-0.0002238455633116,2.3663719780392637e-05,11254105066688.088,7637760000000.0,6168960000000.0,15.067364640282452,7.359622099964722,169170670678354.94,114810104759449.66,92731238459555.48,0.0001714838087326,0.000116379949114,9.399918966909504e-05,9.257609090278603e-05,6.282809338137308e-05,5.074576773110902e-05
52,52,2.25,0.02,360,100000.0,17.15,2.43,0.81,,492.2,0.4921999999999999,360.0,0.0233850894613396,0.0041596039709893,0.0047009233799429,-0.000194766595732,4.758098693707804e-06,11271380000000.0,7678320000000.0,6201720000000.0,15.766544704144238,7.784379252232048,178262284876113.88,121436316334819.95,98083178578123.78,0.0001742960300477,0.0001187344134822,9.590087242801236e-05,9.40261105317942e-05,6.405272158498435e-05,5.1734890510948906e-05
53,53,2.25,0.02,365,100000.0,17.15,2.43,0.81,,499.9,0.4998999999999999,365.0,0.023257486149788,0.0044928828120542,0.0043116575874697,-0.000219939884803,-2.056614802682141e-05,11447710000000.0,7798440000000.0,6298740000000.0,16.32604266870058,8.182647988241602,187382638930732.7,127649308616568.95,103101364651844.16,0.0001795884874122,0.0001223397556171,9.88128795368971e-05,9.678646916584963e-05,6.593314056713843e-05,5.325369045807335e-05
54,54,2.25,0.02,370,100000.0,17.15,2.43,0.81,,502.4,0.5024,370.0,0.0264345127071066,0.0040837709522363,0.0044846870099775,-0.0002278960177554,-2.657320747493609e-06,11465223881135.77,7830189944206.042,6330240000000.0,14.265522715506885,7.155084861921291,163285529121124.7,111516069935822.0,90154069260208.28,0.0001824630534475,0.0001246133857573,0.0001007424653395,9.826127545300944e-05,6.710766915098467e-05,5.425253468859541e-05
55,55,2.25,0.02,375,100000.0,17.15,2.43,0.81,,525.8,0.5257999999999999,375.0,0.0226249192936677,0.0044465121927595,0.0047873498152653,-0.0002320631795006,4.22530499666922e-06,11988240000000.0,8179385912914.948,6625080000000.0,17.162625508794697,9.029346162459955,205869092504087.03,140461214918329.44,113769761646995.48,0.0001934440091774,0.0001319837777358,0.0001069032682296,0.0001040944020422,7.102195865929433e-05,5.752585376019172e-05
56,56,2.25,0.02,380,100000.0,17.15,2.43,0.81,,516.1,0.5161,380.0,0.0242548182134498,0.0042250121071887,0.0044516474603825,-0.0001659122612228,5.083113873765093e-06,11738158537927.996,8013271667271.722,6502860000000.0,16.01964395617403,8.259190143887468,187846702778227.97,128237036184118.05,104065795812982.1,0.0001919984252699,0.000131071286557,0.0001063658218379,0.0001032806748429,7.050646852499909e-05,5.7216791461730005e-05
57,57,2.25,0.02,385,100000.0,17.15,2.43,0.81,,518.5,0.5185000000000001,385.0,0.0256943333348942,0.0043656594603949,0.00494571255129,-0.0001594358649109,-2.1457037355135317e-05,11769950000000.0,8036750000000.0,6533100000000.0,15.162668941479714,7.86522143230776,178540526513386.16,121910932200770.23,99101790047077.78,0.000195182251286,0.0001332742244463,0.0001083390469692,0.000104880015683,7.161410762499665e-05,5.8215339101610186e-05
58,58,2.25,0.02,390,100000.0,17.15,2.43,0.81,,535.1,0.5350999999999999,390.0,0.0261118435644675,0.0041092007568097,0.0039950946471287,-0.0002055369826178,-4.363876902958935e-05,12129119998725.992,8294050000000.0,6742260000000.0,15.121395160302011,8.092777089442768,183439103795163.2,125438044886362.9,101968991326978.88,0.0002038263789374,0.0001393791287747,0.000113301743391,0.0001094755083689,7.486077640284132e-05,6.085456662424521e-05
