,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
62,62,2.25,0.02,410,1,100000.0,,565.7,0.5657,410.0,0.0159215281209355,0.0221806341033228,0.0067815752505889,-8.998897546136467e-05,-6.037001678542702e-05,12728250000000.0,8768350000000.0,7127820000000.0,25.958981249766417,14.670411881605752,330084267336129.5,227391384164889.2,184847189708232.47,0.0002253066782676,0.000155211267251,0.0001261717398298,0.0001217420206405,8.38667253302216e-05,6.81755315587608e-05
63,63,2.25,0.02,415,1,100000.0,,563.5,0.5635000000000001,415.0,0.0159028307708126,0.0226699404018079,0.0068503954809154,0.0001290017005713,-2.260563077465364e-06,12636291006428.607,8734250000000.0,7100100000000.0,26.737453106391644,15.054566193917058,337593397341398.8,233345776005714.38,189687534043354.88,0.0002264738904309,0.0001565395713418,0.00012725152251,0.0001226306463427,8.476274583064434e-05,6.890390951394314e-05
64,64,2.25,0.02,420,1,100000.0,,577.0,0.5770000000000001,420.0,0.0171200800273993,0.022147814966644,0.006417653419871,0.0004130406349042,-2.436227051987559e-05,12887975034376.08,8938110540648.398,7270200000000.0,24.934622502259263,14.430513063068975,322322516620573.5,223538164499100.9,181824464594669.12,0.000233819679966,0.0001621593881538,0.0001318993738547,0.000126930103947,8.802898026954379e-05,7.160219035612985e-05
65,65,2.25,0.02,425,1,100000.0,,586.9,0.5869,425.0,0.0172761237861265,0.0217996279126672,0.0069447298539783,0.0002236023027325,-8.237173087239405e-06,13087870000000.0,9074159823344.41,7394940000000.0,25.38644620411465,14.844158172747704,331024727252273.8,229508031525842.2,187036392976621.1,0.0002403888637019,0.0001666678358651,0.0001358250978764,0.0001307281665162,9.063722946371664e-05,7.386434520649473e-05
66,66,2.25,0.02,430,1,100000.0,,595.0,0.595,430.0,0.0164238861202249,0.0220067234475128,0.006948409784777,0.000201386069834,0.0001193047359347,13244243374852.406,9181848165302.275,7497000000000.0,26.74604177246985,15.883340655663378,353550973528224.5,245106592030376.2,200130092261358.56,0.0002461867862488,0.0001706741281976,0.0001393558155244,0.0001341946128078,9.30332163590224e-05,7.596183366212638e-05
67,67,2.25,0.02,435,1,100000.0,,584.1,0.5841,435.0,0.0181895735970442,0.0246528770421802,0.0066367612899108,0.0005792252201852,-2.512134354723179e-05,12967020000000.0,8996417207771.979,7359660000000.0,24.28698417164498,14.171866650256897,314615439635703.1,218277734974526.56,178565519793236.88,0.0002438816038786,0.0001692031521346,0.0001384192886878,0.0001331946640041,9.240941767892173e-05,7.559697146185207e-05
68,68,2.25,0.02,440,1,100000.0,,590.6,0.5906,440.0,0.0178622507863109,0.0220663075253354,0.0069880144207759,0.0002270745949647,-3.417604576382502e-05,13100858698215.973,9095240000000.0,7441560000000.0,24.949048722863445,14.71542905768252,326421870586386.94,226617607488310.8,185414406126799.72,0.0002493510530642,0.0001731113756825,0.0001416365801039,0.0001364480900936,9.472876210115664e-05,7.750535081004235e-05
69,69,2.25,0.02,445,1,100000.0,,615.9,0.6159000000000001,445.0,0.0185209205391742,0.0208494064220659,0.0064204643074641,0.000135541659374,5.836920945455045e-06,13611390000000.0,9484860000000.0,7760340000000.0,24.231345637743186,14.917275313502952,329671784428415.25,229726039827945.44,187957668950137.2,0.000262118794387,0.0001826529155457,0.0001494432945373,0.0001436649286497,0.0001001104027695,8.190851135691969e-05
70,70,2.25,0.02,450,1,100000.0,,604.3,0.6043000000000001,450.0,0.0187901041813631,0.0213798495409118,0.0071007576514521,0.0001404982018676,-4.35191890613365e-05,13355030000000.0,9306220000000.0,7614180000000.0,24.78545413812441,15.012908292356707,331785273261083.3,231198787702293.25,189162644483694.5,0.000260062046246,0.0001812197064339,0.0001482706689004,0.0001428735109574,9.955891713779756e-05,8.145729584004195e-05
71,71,2.25,0.02,455,1,100000.0,,607.3,0.6073,455.0,0.0187970382074695,0.021436430798909,0.0070704660521422,0.0001855665659304,0.0001170008556742,13370843827822.16,9342838485224.38,7651980000000.0,24.610671011398743,14.964634121149937,329474371438159.94,230219264917473.25,188554389926489.2,0.0002633702078014,0.0001840291716061,0.000150723738056,0.0001449399039014,0.0001012763389994,8.294743848166332e-05
72,72,2.25,0.02,460,1,100000.0,,630.8,0.6308,460.0,0.0189305167002145,0.0217005900188564,0.0064334161287341,-0.0001327958080534,-0.0001267995428447,13832431863999.027,9685764820392.363,7948080000000.0,24.4392046084292,15.431937829278562,338397635626133.06,236953266546145.1,194442416648909.84,0.0002755685002658,0.0001929589613544,0.0001583409560319,0.0001519589910729,0.0001064049376384,8.731524793633566e-05
73,73,2.25,0.02,465,1,100000.0,,623.0,0.623,465.0,0.0178825886696131,0.0206225254819515,0.0068661794822462,0.0003767977657142,-3.855418730510934e-05,13643700000000.0,9547625042045.268,7849800000000.0,26.2667316607377,16.36236653938948,358335827212629.6,250757207895021.8,206165818396307.44,0.0002748748539761,0.0001923526638119,0.0001581471762602,0.0001518302321737,0.0001062481677874,8.73543801548048e-05
74,74,2.25,0.02,470,1,100000.0,,628.9,0.6289,470.0,0.0205017336551179,0.0230410555211385,0.0066214593008737,-2.0828367438917804e-05,-0.0001305229368292,13742376674017.062,9622170000000.0,7924140000000.0,23.162015397602826,14.588438987121656,318778539747084.94,223203116502961.3,183814331237732.84,0.0002798812717827,0.0001959679348625,0.000161385358122,0.000154938476995,0.000108485191503,8.93407459437154e-05
75,75,2.25,0.02,475,1,100000.0,,638.6,0.6386000000000001,475.0,0.0195188831553366,0.0210644818244649,0.0067349473215027,0.0003139074626537,-8.63003435984246e-06,13897836690330.762,9770580000000.0,8046360000000.0,24.97116646961412,15.99665269577496,348134774127497.25,244748786245356.84,201557823966764.47,0.0002861114424794,0.0002011445953747,0.0001656484903086,0.0001586645069369,0.0001115457241821,9.186118462061862e-05
76,76,2.25,0.02,480,1,100000.0,,644.5,0.6445000000000001,480.0,0.0195704608853758,0.0218948923068338,0.0071620688543713,0.000329112094519,-4.5794076870268325e-05,13985650000000.0,9860850000000.0,8120700000000.0,25.344799087652035,16.353533453994096,354871675951671.9,250209061846109.7,206054521520325.7,0.000291057518963,0.0002052156700522,0.000169001140043,0.0001617034437705,0.0001140121055156,9.389232218939032e-05
77,77,2.25,0.02,485,1,100000.0,,634.6,0.6346,485.0,0.0191644731541202,0.0231997340111618,0.0069103900354708,0.0005259413788281,-3.105589995491108e-05,13761955148826.104,9709380000000.0,7995960000000.0,25.640415574195146,16.292853479657577,353327322460515.1,249280658238760.9,205289953843685.56,0.000289417608332,0.000204190865876,0.0001681571836626,0.0001610643147379,0.0001136346267167,9.358145729622438e-05
78,78,2.25,0.02,490,1,100000.0,,622.3,0.6223,490.0,0.0219629361023748,0.0211497029375199,0.0063734167943289,0.0002089242671641,1.024264152182874e-05,13440160097063.432,9507366239539.184,7840980000000.0,23.01771296134269,14.333983423751254,309579032691419.4,218991531546018.0,180608191139265.84,0.0002856168485588,0.0002020410444385,0.0001666286696765,0.0001592469993087,0.0001126489218909,9.290458801254056e-05
79,79,2.25,0.02,495,1,100000.0,,652.0,0.6519999999999999,495.0,0.0229964890131668,0.0213921559850704,0.0063495962357046,0.0001263129004515,3.514628268780975e-07,14023923338663.52,9941888374926.9,8215200000000.0,21.739104518422835,14.167853497993306,304737563388456.9,216035610413139.7,178514954074715.66,0.0003011524229938,0.0002134940202496,0.0001764147824851,0.0001681398568053,0.0001191982904759,9.849615676512624e-05
80,80,2.25,0.02,500,1,100000.0,,639.1,0.6390999999999999,500.0,0.0220761420884343,0.0209791776818763,0.00696207297671,9.631416195889206e-05,2.17372591152932e-05,13740650000000.0,9726337692815.615,8052660000000.0,22.84889283798794,14.582992253379537,313534333447660.06,221935702124993.8,183745702392582.2,0.000298159930391,0.0002110529101206,0.0001747355871128,0.0001667263245257,0.0001180174543867,9.770938088488648e-05
81,81,2.25,0.02,505,1,100000.0,,646.8,0.6468,505.0,0.0219095576176243,0.0215538458645169,0.0068581627985265,1.1780706916936586e-05,-7.537166574888323e-05,13862307763761.535,9831360000000.0,8149680000000.0,23.424110577398714,15.185564184411335,325459128464230.6,230820575603052.25,191338108723582.84,0.0003038975220337,0.000215528755611,0.0001786619947828,0.0001701454067008,0.0001206697163364,0.0001000288438052
82,82,2.25,0.02,510,1,100000.0,,663.0,0.663,510.0,0.0217976451188519,0.0198565567908156,0.0075104433032354,5.178618496114441e-05,1.4305702751742238e-06,14150850797904.531,10077600000000.0,8353800000000.0,23.75499525795608,15.744892625469689,336053735101129.4,239322367907139.2,198385647080918.1,0.0003133293337762,0.0002231390705165,0.0001849705452966,0.0001757166797616,0.0001251375226306,0.0001037324200754
83,83,2.25,0.02,515,1,100000.0,,641.7,0.6417,515.0,0.0217852327082254,0.0210028722561761,0.0068183661260802,8.723391624800173e-05,-6.39798933339918e-05,13668210000000.0,9753840000000.0,8085420000000.0,23.86514570026433,15.307381298323977,326047221654300.6,232672195734524.44,192873004358882.1,0.0003056548571426,0.0002181198980548,0.0001808099154927,0.0001716111462664,0.0001224642921713,0.0001015164527209
84,84,2.25,0.02,520,1,100000.0,,649.7,0.6496999999999999,520.0,0.0223251189096685,0.0212463300176789,0.0066159729762459,-4.1478788354251954e-05,-4.482034085395432e-05,13816988653520.846,9875440000000.0,8186220000000.0,23.775819736157967,15.386332921667556,327216849927620.2,233872260409346.84,193867794813011.2,0.0003120623186138,0.0002230408362495,0.0001848891142594,0.0001754302107083,0.0001253855354072,0.0001039380096139
85,85,2.25,0.02,525,1,100000.0,,648.2,0.6481999999999999,525.0,0.0222125365487726,0.0216903169000984,0.0067574234077534,0.0002625076291914,1.984307072179118e-05,13727740234528.334,9834068596415.338,8167320000000.0,24.229762048424973,15.677349194045522,332018786334231.9,237846540240975.6,197534599844973.6,0.0003130509180926,0.0002242586288856,0.0001862496653254,0.0001762537063284,0.0001262619345058,0.0001048621547448
86,86,2.25,0.02,530,1,100000.0,,645.0,0.645,530.0,0.0243144748560438,0.020867605021072,0.007085565885853,-5.593983788649299e-05,-0.0001124526088686,13609500000000.0,9766498607259.756,8127000000000.0,22.25984604947114,14.344618424825969,302671448763828.0,217204179639899.97,180742192152807.2,0.000313356521179,0.0002248720399478,0.0001871228515097,0.0001767194420602,0.0001268180450976,0.0001055291454956
87,87,2.25,0.02,535,1,100000.0,,625.1,0.6251,535.0,0.0225182293995998,0.0199290756452996,0.0065393885652639,0.0002219700508613,1.3881040096895444e-05,13189610000000.0,9446740825654.969,7876260000000.0,23.982087701953645,14.966160868143348,315785994317824.75,226174120742936.44,188573626938606.2,0.0003066327490962,0.0002196183290764,0.0001831077079911,0.0001731958668124,0.0001240473725797,0.0001034250199922
88,88,2.25,0.02,540,1,100000.0,,626.7,0.6266999999999999,540.0,0.0232872583100856,0.0206901192879836,0.0071721686759166,-4.119237070191002e-05,7.310576646275576e-05,13168740102563.44,9452438625909.168,7896420000000.0,23.515766064589112,14.753398364994164,310010640973659.75,222523683690276.1,185892819398926.47,0.0003090999031162,0.0002218699617978,0.0001853467103121,0.000174891331261,0.0001255358950114,0.0001048707313865
89,89,2.25,0.02,545,1,100000.0,,618.8,0.6188,545.0,0.0256491589235792,0.0209771400646588,0.0069755176567112,0.000193198842106,-7.256812504598824e-06,12947991527797.93,9315034893200.535,7796880000000.0,21.61584771061175,13.337947399297857,279087960446546.7,200781262812108.62,168058137231152.97,0.0003052853265605,0.0002196281533848,0.0001838333807867,0.0001738390286569,0.0001250631508572,0.0001046804859923
90,90,2.25,0.02,550,1,100000.0,,629.6,0.6295999999999999,550.0,0.0265151364160373,0.0196542756929807,0.0066243002964471,0.0002444469355163,-3.440851313399805e-05,13118272273264.62,9459043943904.645,7932960000000.0,21.16541044545345,13.367157517125804,278516537212948.16,200826763595280.0,168426184715785.1,0.0003122649482876,0.000225161347963,0.0001888347255313,0.0001780714208395,0.0001283999416834,0.0001076844137121
91,91,2.25,0.02,555,1,100000.0,,657.7,0.6577,555.0,0.0246343441798103,0.0209154820629193,0.0069894727225867,-0.0001640460301617,-6.118501989700133e-06,13680160000000.0,9865500000000.0,8287020000000.0,22.907872507046264,15.059812070528002,313244091066982.5,225897181057920.1,189753632088652.84,0.0003287341943555,0.0002370679286217,0.0001991370600422,0.0001876566444832,0.0001353293109254,0.0001136766211773
92,92,2.25,0.02,560,1,100000.0,,650.8,0.6508,560.0,0.0250753233285422,0.0201674403037159,0.0067001082693475,6.358029536294857e-05,7.420582631820734e-05,13509916525381.455,9762000000000.0,8200080000000.0,22.55904929308748,14.715384453294636,305475746163040.2,220730766799419.56,185413844111512.4,0.000327664929177,0.0002367642340807,0.0001988819566277,0.0001872961741349,0.0001353365321295,0.0001136826869888
93,93,2.25,0.02,565,1,100000.0,,664.5,0.6645,565.0,0.0252486840652522,0.022303392876299,0.0072184974267468,0.0001772957200166,3.0214605736061017e-05,13735523737071.77,9967500000000.0,8372700000000.0,22.736707286018472,15.095907018666546,312039411869861.0,226438605279998.16,190208428435198.44,0.0003361609002917,0.0002439429204009,0.0002049120531367,0.0001923517871098,0.0001395845163765,0.0001172509937562
94,94,2.25,0.02,570,1,100000.0,,677.1,0.6771,570.0,0.0252732404179936,0.0187587550461984,0.007096556345537,0.0002719233774956,-1.2801085199399534e-05,13936066892877.34,10156500000000.0,8531460000000.0,23.59010088421292,15.967225481204514,328637309702734.7,239508382218067.7,201187041063176.9,0.0003441509041912,0.0002508145723815,0.0002106842408004,0.0001971562287668,0.0001436859662673,0.0001206962116646
95,95,2.25,0.02,575,1,100000.0,,689.9,0.6899,575.0,0.0259954706053121,0.0211731619555442,0.0062175101354182,-6.1755850631832856e-06,2.0222374008736813e-05,14142950000000.0,10332245699307.422,8692740000000.0,22.306454377648684,15.418878419255469,316087007594737.06,230919901776339.1,194277868082618.9,0.0003524277955776,0.0002574689562766,0.0002166141572818,0.0002018195647085,0.0001474409037362,0.0001240451958696
96,96,2.25,0.02,580,1,100000.0,,676.8,0.6768000000000001,580.0,0.0271864925708541,0.0202440933936568,0.0070067140777385,9.77971574232032e-05,1.4139781376179344e-06,13874400000000.0,10116094856046.94,8527680000000.0,21.421315994757187,14.517545550639786,297609683788115.6,216993008078094.4,182921073938061.3,0.0003487808825023,0.0002543029241891,0.000214372639977,0.0001997207387467,0.0001456202745979,0.0001227551857662
97,97,2.25,0.02,585,1,100000.0,,693.1,0.6931,585.0,0.0270831866623552,0.0200590229997263,0.0066671429055614,0.0001563950346723,-5.850777331148492e-05,14150727047532.598,10339289932435.611,8731420694068.281,21.78868452642617,15.091022760768848,308106974398704.06,225119693695821.7,190111193807578.4,0.0003588602460004,0.000262202791147,0.0002214274763184,0.0002053295449322,0.0001500249202474,0.0001266944540519
98,98,2.25,0.02,590,1,100000.0,,693.0,0.6930000000000001,590.0,0.0281758278460642,0.0209225188011295,0.0066184148826046,0.0002601046302965,1.6111116596161032e-05,14087373578748.59,10325700000000.0,8717898596474.115,21.200404402022567,14.690365183159187,298627218388751.75,218886441229071.88,184803916323168.4,0.0003604002776715,0.0002641645815915,0.0002230318559608,0.0002060602905091,0.0001510371489629,0.0001275193496769
99,99,2.25,0.02,595,1,100000.0,,694.9,0.6949000000000001,595.0,0.0263576375791671,0.0206178470214402,0.006863834662366,0.0003059165727336,-3.592090720875423e-05,14064516932962.783,10354010000000.0,8729504529170.781,23.21473039868119,16.09709101483924,325799120952150.9,239846656121104.62,202215612203933.6,0.0003629988919638,0.0002672323674746,0.0002253046078003,0.0002073314709904,0.0001526331927489,0.000128685615274
100,100,2.25,0.02,600,1,100000.0,,699.2,0.6992,600.0,0.0261665318103495,0.0203192745294734,0.0067600241666458,7.978200768781507e-05,2.4147147326092905e-05,14089687227136.068,10418080000000.0,8771150145212.578,23.172479187990305,16.195828898111863,326364650398466.8,241317850581866.75,203169403591979.3,0.0003667856630996,0.0002712056214892,0.0002283324015852,0.0002093362041873,0.0001547856447742,0.0001303165391932
101,101,2.25,0.02,605,1,100000.0,,708.4,0.7083999999999999,605.0,0.0278046248901318,0.0195162675545356,0.0072745412769651,-0.0003003167681105,-5.0237625995528e-05,14212404100087.604,10554801440904.97,8874025185118.604,22.11010260551077,15.679118594932495,314565174201550.6,233610931024722.5,196410069582005.03,0.000373104752034,0.0002770851818344,0.0002329613584669,0.0002127651588258,0.0001580094394399,0.0001328475720673
102,102,2.25,0.02,610,1,100000.0,,724.9,0.7249,610.0,0.0286343467635674,0.0197679097975442,0.0069306968360114,0.0001207007892761,5.110333853905383e-06,14498000000000.0,10779265088630.674,9067891527550.633,21.82483205902459,15.854146503396947,317082930067938.94,235751204185546.62,198322086846047.3,0.0003838043803158,0.0002853586120569,0.0002400535583185,0.0002187037076145,0.0001626062381186,0.0001367900053333
103,103,2.25,0.02,615,1,100000.0,,729.3,0.7293000000000001,615.0,0.0274943172952361,0.0210039469507688,0.0071777187760372,2.285859432764459e-05,2.0703992631601408e-05,14575596960135.64,10823185340318.363,9116250000000.0,22.67807596505004,16.547880866254086,330721571439544.3,245579023179728.5,206848510828176.1,0.0003891219072081,0.0002889444962844,0.0002433747719759,0.0002215047108305,0.0001644794752235,0.0001385392533582
104,104,2.25,0.02,620,1,100000.0,,739.2,0.7392000000000001,620.0,0.0287980217543917,0.0185633744385283,0.0067029337692044,-7.261905542805124e-06,6.939641427300164e-05,14708057048356.637,10948306686740.184,9240000000000.0,21.7957504719477,16.106137180794754,320468052602525.94,238548335219223.3,201326714759934.4,0.0003958797320578,0.0002946828873034,0.0002487023753163,0.000225187546576,0.0001676239297851,0.0001414689189416
105,105,2.25,0.02,625,1,100000.0,,748.4,0.7484,625.0,0.0296799985451456,0.0205482726317339,0.0069238925722313,0.0002020095777326,-3.806176121667893e-05,14824899232099.72,11062497041874.691,9355000000000.0,21.224586684439288,15.889188652344046,314745618186561.7,234866518525313.8,198614858154300.56,0.0004023019587441,0.0003002019884837,0.0002538657946424,0.0002286182532227,0.0001705973653108,0.0001442656523606
106,106,2.25,0.02,630,1,100000.0,,780.8,0.7808000000000002,630.0,0.0300159579134742,0.0201890304616462,0.0067386010823646,0.000221046125019,-3.98853636000818e-06,15397623579456.084,11518392069091.902,9760000000000.0,21.28692874320161,16.59439024089351,327246637371769.8,244801092395138.16,207429878011168.88,0.0004212799309973,0.0003151439175679,0.0002670342020842,0.0002391804410213,0.0001789220317489,0.0001516078823671
107,107,2.25,0.02,635,1,100000.0,,740.8,0.7408,635.0,0.0305744120197345,0.0180513616810872,0.0071560627738263,4.920483931534985e-05,-2.095727958557568e-05,14543270330450.906,10906463602373.102,9260000000000.0,20.824114436947685,15.424445921532328,302810322265477.4,227087146368742.7,192805574019154.1,0.0004011811164924,0.0003008585514512,0.0002554402864217,0.0002275995575866,0.0001706841882418,0.0001449173298277
108,108,2.25,0.02,640,1,100000.0,,752.9,0.7529,640.0,0.0276080766294057,0.0204647366988528,0.0072017047581395,4.579609892481399e-05,-8.569203015910333e-05,14714204427728.707,11067630000000.0,9411250000000.0,23.47030886157154,17.68924416032773,345707470775758.4,260031889156817.7,221115552004096.62,0.0004091829541732,0.0003077764456338,0.0002617146646546,0.0002320105900897,0.0001745121443572,0.0001483946805759
109,109,2.25,0.02,645,1,100000.0,,766.4,0.7664,645.0,0.0299306518386515,0.0194283647349796,0.0066287637678884,3.2410317040201393e-05,1.97258111492184e-06,14910234445159.496,11266080000000.0,9568733919568.756,21.755902561935045,16.71901192559995,325266685154113.8,245769475306319.3,208741879585285.47,0.0004178274003552,0.0003157077734698,0.0002681432832602,0.0002371097938665,0.0001791586789804,0.0001521666567737
110,110,2.25,0.02,650,1,100000.0,,780.2,0.7802000000000001,650.0,0.029027543598363,0.0205006714793824,0.0067561683325068,0.0002020166823901,-3.228742366091329e-05,15135880000000.0,11468940000000.0,9727225729995.996,22.520110895826512,17.555931546212445,340585071996521.5,258072193729322.9,218880426878192.88,0.0004275647254149,0.0003239794568865,0.0002747787772032,0.0002427718814809,0.000183956013287,0.0001560197948226
111,111,2.25,0.02,655,1,100000.0,,778.0,0.778,655.0,0.0335561673668848,0.0188824040558996,0.0070188254480501,8.833935273276999e-05,-3.253871865395872e-06,15076047414061.12,11436600000000.0,9686030596687.154,19.79348988353518,15.411265083069576,298638770055297.5,226545596721122.8,191868875486206.0,0.0004292296134343,0.0003256110346552,0.0002757706350042,0.0002438089352242,0.0001849520097678,0.0001566419062946
112,112,2.25,0.02,660,1,100000.0,,790.4,0.7904000000000001,660.0,0.0322894981854687,0.0200432185868677,0.0066888845690788,6.575364498695304e-05,2.161132710966335e-05,15246404903090.14,11599193696983.28,9826423675996.523,20.654328886815897,16.31519276561353,314711582713197.0,239426975065753.7,202834003631670.1,0.0004374256864346,0.000332785682739,0.0002819241748458,0.0002486168734573,0.0001891432957408,0.0001602354618758
113,113,2.25,0.02,665,1,100000.0,,798.0,0.7979999999999999,665.0,0.0337130274148875,0.0206246065203796,0.0075441436564711,0.0001739983387343,8.804067301084122e-05,15322404087347.598,11687190615302.45,9906788225529.611,19.89909112010588,15.897430612055874,305246686451741.6,232827445935640.7,197358995493344.8,0.0004429854598155,0.000337887937112,0.0002864147892435,0.0002518595410916,0.0001921063070938,0.0001628412305242
114,114,2.25,0.02,670,1,100000.0,,798.7,0.7987,670.0,0.0316670843974179,0.0198850862154857,0.0066651609481628,0.0001286851432009,-3.102995578416384e-05,15265181245189.713,11673888102913.44,9903880000000.0,21.549013787067747,17.220971946004926,329136419148732.44,251703642820925.3,213540052130461.03,0.0004447313040368,0.0003401036250929,0.0002885367292191,0.0002529471136398,0.0001934386662796,0.0001641092771581
115,115,2.25,0.02,675,1,100000.0,,808.5,0.8085000000000001,675.0,0.0315678013121896,0.0198758782783021,0.0068710051244787,0.0001122765767941,3.653453672374312e-05,15380953488870.422,11793282548943.498,10025400000000.0,21.626245417923197,17.486947619754382,332672761906933.25,255075465922496.44,216838150484954.3,0.0004514648736479,0.0003461588268702,0.0002942675788951,0.00025684493554,0.0001969347933,0.000167413107297
116,116,2.25,0.02,680,1,100000.0,,798.1,0.7981,680.0,0.0319279801075708,0.0181555732834264,0.0068356953760472,9.87384877306353e-05,-3.494143239140406e-05,15112493343988.932,11618044959341.4,9896440000000.0,21.636806587895016,17.282607133449876,327256340397239.6,251585148090533.8,214304328454778.44,0.000446936650692,0.0003435918867605,0.0002926771676054,0.0002543372980066,0.0001955271109683,0.0001665531790282
117,117,2.25,0.02,685,1,100000.0,,811.8,0.8118000000000001,685.0,0.0329991958839854,0.0178344912462994,0.0069000085870093,0.0001587582121723,-1.6524819006249955e-05,15300088670884.598,11793536867652.691,10066320000000.0,20.932892731817034,16.989372543869546,320200673052348.2,246815461264365.6,210668219543982.4,0.0004558788516004,0.0003513982277608,0.000299934366405,0.0002594328063749,0.0001999746820084,0.0001706874844743
118,118,2.25,0.02,690,1,100000.0,,796.2,0.7962,690.0,0.0332329650162136,0.0175033301835642,0.0068395427468865,6.997640439867744e-05,4.49472978192224e-06,14935631290017.322,11544900000000.0,9872880000000.0,20.9929728403716,16.73346205634875,313897035266415.44,242635199817056.9,207494929498724.53,0.0004483834387688,0.0003465901013304,0.0002963942935515,0.0002551738438647,0.0001972435214039,0.000168677218304
119,119,2.25,0.02,695,1,100000.0,,804.8,0.8048,695.0,0.0319352050667589,0.020294972332574,0.0070733729888364,0.0001913669609763,1.769088058522882e-05,15025752633275.938,11669600000000.0,9979520000000.0,22.379389520595943,18.048007821800308,336959370096670.94,261696113416104.56,223795296990323.84,0.000454424663032,0.0003529243544163,0.0003018111720525,0.00025859588407,0.0002008358983669,0.0001717493199827
120,120,2.25,0.02,700,1,100000.0,,826.0,0.8260000000000002,700.0,0.0320670239685341,0.0191346081569581,0.0068118044263829,-1.2102750734899827e-05,-5.515517444740373e-05,15348481983137.713,11977000000000.0,10234684824903.246,22.1570918080039,18.32691915025133,340545264387474.6,265740327678644.2,227082616603276.0,0.0004675244448242,0.0003648269764926,0.000311754957003,0.0002661012738259,0.0002076488710815,0.0001774418259803
121,121,2.25,0.02,705,1,100000.0,,808.5,0.8084999999999999,705.0,0.0333622806872199,0.0190450407844467,0.0073269073421146,6.466029780938561e-05,-2.0088102680267587e-07,14951771687390.922,11723250000000.0,10003542225538.611,21.423943382930677,17.367911187589186,321188673795567.2,251834712220043.25,214892557742056.88,0.0004587442103393,0.0003596880139894,0.000306924635742,0.0002610103953164,0.0002046506715638,0.0001746300415391
122,122,2.25,0.02,710,1,100000.0,,840.6,0.8406,710.0,0.0334007699359289,0.0199941062825301,0.0070583932266814,0.0002889847070654,-3.321090335580051e-05,15471033610401.9,12172042333280.348,10385840350926.412,21.490963789277064,17.991080064956794,331121347100140.56,260514142484047.3,222284660118220.38,0.0004781128871408,0.0003761616999172,0.0003209613682325,0.0002719497974205,0.0002139601354433,0.0001825622806208
123,123,2.25,0.02,715,1,100000.0,,835.7,0.8356999999999999,715.0,0.0341253209414048,0.0169121810088964,0.0069943648712306,6.818472212771229e-05,7.994000084707135e-06,15306914021756.035,12076443833948.172,10310512177004.898,21.28301969859461,17.777121873040212,325610716842054.8,256891724098386.5,219326590336342.3,0.0004763722516092,0.0003758355689745,0.0003208773430113,0.0002708009259995,0.0002136493461951,0.0001824075212739
124,124,2.25,0.02,720,1,100000.0,,820.1,0.8200999999999998,720.0,0.034650852217021,0.0190166148022359,0.0065740481607254,5.190502529425447e-05,-1.4843287061008854e-05,14948623336804.432,11826827488224.404,10103534679586.271,20.99213769720537,17.203074918041843,313574304578265.2,248089012709036.8,211939841519273.84,0.0004685267836726,0.0003706819898569,0.0003166697361018,0.0002661796644367,0.0002105920325396,0.000179906564641
125,125,2.25,0.02,725,1,100000.0,,818.7,0.8187,725.0,0.0360376164972762,0.0204420833011425,0.0065359163338132,0.0002199880736177,-2.553497985550625e-06,14850671924660.918,11782493553001.691,10071800304687.33,20.328198286558525,16.64107826739402,301858060121745.8,239493584219575.6,204721652820159.72,0.0004687408336719,0.0003718980446667,0.0003179023882115,0.0002660943405039,0.0002111187202426,0.000180466518509
126,126,2.25,0.02,730,1,100000.0,,810.6,0.8106,730.0,0.0334865940174836,0.019911100222516,0.0070014057312656,-5.6001290066674284e-06,-1.3005732097569656e-05,14632027291139.994,11642015321244.477,9957809376836.676,22.339926825964323,18.117462324738703,327035779893631.06,260206975039079.2,222563824601243.8,0.0004651274012158,0.000370079977541,0.0003165419189762,0.0002638317064668,0.0002099184691089,0.0001795503649827
127,127,2.25,0.02,735,1,100000.0,,832.5,0.8324999999999999,735.0,0.0357621978375504,0.0182970541297327,0.0065139316391829,0.0001436469580811,-3.762648949309074e-05,14953687186539.402,11931996706390.207,10212109029959.838,20.670302290798887,17.22534666374111,309408343170311.8,246886221811637.8,211299841692467.4,0.0004786787017641,0.0003819521313786,0.0003268972415803,0.0002712760834587,0.0002164593450413,0.0001852587196015
128,128,2.25,0.02,740,1,100000.0,,824.3,0.8242999999999998,740.0,0.0368218509380767,0.0193694612114713,0.0071389139754499,0.0001623389970289,1.8635110143452363e-05,14733467374675.95,11790158929164.238,10096935658760.37,20.23846103610824,16.67292374948547,298010406531000.8,238476793425052.3,204228361448468.4,0.0004747677908689,0.0003799233110879,0.0003253612822664,0.0002689212166811,0.0002151987582735,0.0001842933610299
