,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
59,59,2.25,0.02,395,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,395.0,0.3942702593567958,0.0529043322584985,0.0514420982703051,-2.0491993432069344e-06,4.308526227778461e-05,2260000000000000.0,1550000000000000.0,1260000000000000.0,1.00185262127547,100.18526212754702,2264186924082562.0,1552871562976978.5,1262334302807092.2,0.0384755687256612,0.0263881112941482,0.0214509807939526,0.0206822393557389,0.0141847216820333,0.0115308060124917
60,60,2.25,0.02,400,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,400.0,0.3992415822769317,0.0504940550080272,0.0508152223923191,-2.7773878361828557e-05,-5.720056447150603e-07,2259006997877351.0,1550000000000000.0,1260000000000000.0,1.0019028572950304,100.19028572950305,2263305565822786.0,1552949428807297.2,1262397600191738.2,0.0389700932675005,0.0267390249881401,0.0217362396677784,0.0209648730221002,0.0143848838072611,0.0116935184497734
61,61,2.25,0.02,405,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,405.0,0.4042724989544979,0.05011703357415,0.0517785611310332,7.542633255032124e-06,-7.91580159053664e-06,2250159676456994.5,1550000000000000.0,1260000000000000.0,1.001802144504111,100.18021445041111,2254214789351293.0,1552793323981372.5,1262270702075180.0,0.0393231278734793,0.0270873435523755,0.0220193889522536,0.0211976248706518,0.0146017719956854,0.0118698275577829
62,62,2.25,0.02,410,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,410.0,0.4081521912067615,0.0525486743264186,0.0522142180915593,1.0804809916718534e-05,-5.51834047079638e-05,2250000000000000.0,1550000000000000.0,1260000000000000.0,1.0045442755954177,100.45442755954178,2260224620089689.0,1557043627172897.5,1265725787250226.5,0.0398279438337739,0.0274370279743775,0.0223036485469133,0.0215205976030836,0.0148253005710131,0.0120515346577267
63,63,2.25,0.02,415,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,415.0,0.4142953052661028,0.0519016476326337,0.051339686341271,-2.669896832639553e-05,3.1035023221958194e-05,2242465129800994.8,1550000000000000.0,1260000000000000.0,1.0017038284512372,100.1703828451237,2246285905690056.5,1552640934099417.2,1262146823848558.5,0.0401905750543109,0.0277798706906583,0.0225823464969222,0.0217623152338671,0.015042190919369,0.0122278455215515
64,64,2.25,0.02,420,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,420.0,0.4055845042666621,0.0499936287615523,0.0494804466281074,2.468776068781181e-05,-9.029957559269218e-06,2233617856910932.0,1549065951585511.2,1260000000000000.0,1.0494483155752363,104.94483155752364,2344066497573947.0,1625664653606365.0,1322304877624797.5,0.0405233414152775,0.0281038800959875,0.0228595102001308,0.0219982849128478,0.0152563224037336,0.01240939174283
65,65,2.25,0.02,425,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,425.0,0.4239060207663556,0.0489525674732417,0.0501435222398071,9.596456622852266e-06,3.9261185593772666e-05,2230000000000000.0,1546116855229921.8,1260000000000000.0,1.0025870354393185,100.25870354393184,2235769089029680.0,1550116714327728.5,1263259664653540.8,0.0409590839499123,0.0283979955469671,0.0231428007968114,0.0222743510847258,0.0154433854939028,0.0125855077877823
66,66,2.25,0.02,430,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,430.0,0.4290014564264766,0.04972986240561,0.0507350222972215,2.665254804614436e-07,1.1346318934558804e-05,2225923256277715.5,1543167758874332.2,1260000000000000.0,1.002335500387624,100.23355003876242,2231121900905573.2,1546771827773352.2,1262942730488406.5,0.041375930461997,0.0286847274281831,0.023421145466307,0.0225537164383121,0.0156358346821886,0.0127666947331304
67,67,2.25,0.02,435,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,435.0,0.4342479502990102,0.050407128649815,0.0496009074057579,1.2584763491306788e-05,1.3348261418063654e-05,2220000000000000.0,1540218662518743.2,1260000000000000.0,1.0017349914935942,100.1734991493594,2223851681115778.0,1542890928796487.5,1262186089281928.5,0.0417533990547295,0.0289681821836427,0.0236978751391707,0.0228034007882581,0.0158208213797159,0.01294247071766
68,68,2.25,0.02,440,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,440.0,0.4391311121903641,0.0504105675569382,0.0480882782696983,-9.528459169611964e-06,4.786561402784791e-05,2218228699325427.5,1540000000000000.0,1260000000000000.0,1.001982162418014,100.1982162418014,2222625588887789.2,1543052530123741.5,1262497524646697.5,0.0422199548026162,0.0293111032310606,0.0239818117345042,0.0231033000497369,0.0160394111244772,0.0131231545563904
69,69,2.25,0.02,445,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,445.0,0.4445335126638724,0.0505119879657885,0.0499525570472155,1.2634901662105932e-05,7.634555267975055e-06,2210000000000000.0,1540000000000000.0,1260000000000000.0,1.0010496492537122,100.10496492537123,2212319724850704.0,1541616459850716.8,1261322558059677.5,0.0425586612091368,0.0296562616570454,0.0242642140830371,0.0233260153677277,0.0162543274508147,0.0132989951870302
70,70,2.25,0.02,450,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,450.0,0.4489086019091189,0.0505367290008064,0.0473265640613598,-1.207759579339754e-06,-2.9836001309566737e-05,2210000000000000.0,1540000000000000.0,1260000000000000.0,1.0024357138203783,100.2435713820378,2215382927543035.5,1543750999283382.5,1263068999413676.5,0.0430352550465211,0.0299883677699739,0.0245359372663424,0.0236428116759115,0.016475081439323,0.0134796120867188
71,71,2.25,0.02,455,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,455.0,0.4393538807691539,0.0495213993321044,0.0482235328222702,-1.0508953442937948e-05,3.249516516103048e-05,2201686782121218.8,1538422276506566.2,1260000000000000.0,1.0495184253484715,104.95184253484716,2310710844682405.0,1614602525160182.8,1322393215939074.2,0.0433673979584239,0.0303028439990387,0.0248186626142017,0.0238662776060432,0.0166764925077364,0.013658395929798
72,72,2.25,0.02,460,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,460.0,0.4591290388040761,0.0504179995288522,0.0483071902793904,4.919603078205304e-05,2.873505957802172e-05,2192839547241444.0,1535473180150977.5,1260000000000000.0,1.001897863496502,100.18978634965018,2197001257371838.8,1538387298649443.2,1262391308005592.5,0.0436855580637101,0.0305895626750886,0.0251016100240982,0.0240898844440403,0.0168682526376779,0.0138419860393683
73,73,2.25,0.02,465,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,465.0,0.4640780634145301,0.0483261148100764,0.0499995267894578,-4.5075407457600224e-05,2.1005971723567285e-06,2190000000000000.0,1532524083795388.0,1260000000000000.0,1.0019906398965468,100.1990639896547,2194359501373437.2,1535574787379010.0,1262508206269649.2,0.0441211643621498,0.0308752269361137,0.0253847794960314,0.0243708237839209,0.0170542805437407,0.0140215698482832
74,74,2.25,0.02,470,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,470.0,0.4689340412829096,0.0480668602142045,0.0489596373373256,1.4351111423998802e-05,4.200224067249553e-05,2185144963271912.5,1530000000000000.0,1260000000000000.0,1.0022840943852165,100.22840943852168,2190136040613406.8,1533494664409381.2,1262877958925373.0,0.044503302875309,0.031160428504143,0.025661529356353,0.0246364250270521,0.0172499906985343,0.0142058746929107
75,75,2.25,0.02,475,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,475.0,0.4741547102757352,0.0492962224471014,0.0484071629413821,-4.518435572065635e-05,-3.010706967445909e-05,2176297633938422.5,1530000000000000.0,1260000000000000.0,1.0017838481469892,100.17838481469892,2180179818440019.5,1532729287664893.5,1262247648665206.5,0.0448029192733346,0.0314977443430615,0.0259393188707565,0.0248456791320091,0.0174672289668305,0.0143847767962133
76,76,2.25,0.02,480,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,480.0,0.4792737536848335,0.0476377985045418,0.0481627215690165,5.151747974585215e-05,-2.084986998897512e-05,2170000000000000.0,1530000000000000.0,1260000000000000.0,1.0015184078955364,100.15184078955365,2173294945133314.5,1532323164080170.8,1261913193948376.0,0.0451602046490384,0.0318410659507045,0.0262220543123449,0.0250897507789962,0.0176900086137623,0.0145682423878043
77,77,2.25,0.02,485,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,485.0,0.4837749690571399,0.047638695983709,0.0466651954096175,1.967233925733756e-06,-1.7473010452415033e-05,2168603080495760.8,1530000000000000.0,1260000000000000.0,1.0025494346307364,100.25494346307366,2174131792289499.5,1533900634985027.0,1263212287634728.2,0.0456063044960691,0.0321763104122466,0.026498137986556,0.0253804466968161,0.0179064964886296,0.0147465265200479
78,78,2.25,0.02,490,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,490.0,0.4893099332004851,0.0467847523770742,0.0475836075482836,3.763469731066149e-05,-2.395082530933865e-05,2159755760415142.5,1527778601886419.2,1260000000000000.0,1.001410931615552,100.14109316155516,2162803028099381.2,1529934193017384.2,1261777773835595.2,0.0458969706827781,0.0324668237889447,0.0267762605940148,0.0255900689874326,0.0181020282646597,0.0149292283484718
79,79,2.25,0.02,495,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,495.0,0.4785159832481299,0.0464368366146724,0.0465707853804031,-3.361479005606255e-05,-4.7908422004613054e-05,2150908487525080.0,1524829505356886.2,1260000000000000.0,1.0483354091537374,104.83354091537372,2254873529321851.0,1598532763388002.5,1320902615533709.0,0.0461890219315843,0.0327444816333846,0.0270574819762607,0.0257883215959114,0.0182819463920216,0.0151067725099902
80,80,2.25,0.02,500,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,500.0,0.4992544364618879,0.0462661954749304,0.0455510213052324,-1.2897483665108691e-05,5.548503629504372e-06,2150000000000000.0,1521880408827353.8,1260000000000000.0,1.0014939106527674,100.14939106527672,2153211907903448.8,1524153962182338.8,1261882327422486.5,0.0466530950385029,0.0330234564419805,0.0273408836039598,0.0260876739987185,0.0184661953351276,0.0152885903434351
81,81,2.25,0.02,505,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,505.0,0.5040621370072245,0.0468633937439406,0.04735810079168,3.120393192253379e-06,1.5833734700255924e-05,2143213939975500.0,1520000000000000.0,1260000000000000.0,1.0018636217997576,100.18636217997576,2147208080195583.2,1522832705135631.5,1262348163467694.8,0.0469847745877803,0.0333223184309088,0.0276224481729902,0.0263057215060087,0.0186564187285895,0.0154651892092256
82,82,2.25,0.02,510,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,510.0,0.5092324895513911,0.046553959891873,0.0468115575380455,2.588609071920304e-06,-7.029141171602409e-06,2134366636184695.5,1520000000000000.0,1260000000000000.0,1.0015076205689932,100.15076205689932,2137584451227179.5,1522291583264869.5,1261899601916931.2,0.0472593263614281,0.0336559684037127,0.0278990264399197,0.026503269948973,0.0188744378025187,0.0156459155468247
83,83,2.25,0.02,515,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,515.0,0.5131821220342886,0.0464172062437566,0.0438479392167021,-5.761891945961046e-05,-7.1907334521331225e-06,2130000000000000.0,1520000000000000.0,1260000000000000.0,1.0035734599295445,100.35734599295444,2137611469649929.2,1525431659092907.5,1264502559511226.0,0.04763204879892,0.0339909456217645,0.0281767049233047,0.0267432049659494,0.0190843528395507,0.0158199240643643
84,84,2.25,0.02,520,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,520.0,0.5188747880049505,0.046149827677021,0.0463446207824058,7.142876690000157e-06,-1.8563440875925263e-05,2126672103050768.5,1520000000000000.0,1260000000000000.0,1.0021790603399037,100.21790603399036,2131306249886506.5,1523312171716653.8,1262745616028278.8,0.0480317559818132,0.0343298193396263,0.0284576133999534,0.0270017255207649,0.019298989596321,0.0159978466390555
85,85,2.25,0.02,525,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,525.0,0.5241851405182046,0.0458958729702743,0.0443434121201865,2.0968512226690476e-05,-3.791611751981456e-05,2117824781630412.5,1517134926938496.8,1260000000000000.0,1.0015561261228,100.15561261228,2121120384096620.8,1519495780230118.5,1261960718914728.0,0.0482954208720631,0.0345971349715693,0.0287333639811091,0.0271912536761034,0.0194788544439936,0.0161774382512958
86,86,2.25,0.02,530,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,530.0,0.5282482249225608,0.0460583986531896,0.0467533012331235,-1.96000620273252e-05,-2.4495170863619702e-05,2110000000000000.0,1514185830582907.8,1260000000000000.0,1.003327073200142,100.33270732001422,2117020124452300.0,1519223637679875.5,1264192112232179.2,0.0485824063843529,0.0348638821624682,0.0290112948077179,0.0273983631101166,0.0196617124182484,0.0163611078287899
87,87,2.25,0.02,535,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,535.0,0.5342339994420058,0.0444032899536752,0.0458885771168008,-2.4802511511525957e-05,-1.3546983891730875e-05,2110000000000000.0,1511236734227318.2,1260000000000000.0,1.0014349099995374,100.14349099995376,2113027660099024.0,1513405222928930.0,1261807986599417.5,0.0490533913128001,0.0351333113224317,0.0292925464711508,0.027706905585108,0.019844404508049,0.0165453559418181
88,88,2.25,0.02,540,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,540.0,0.5376389629240862,0.0440472981342861,0.0458196124468388,-1.1080006655665188e-05,-1.6451918103939847e-05,2101282926849120.5,1508287637770730.5,1260000000000000.0,1.0044885615082038,100.4488561508204,2110714664512421.2,1515057679604928.0,1265655587500336.8,0.0493218291233973,0.0354028980050825,0.0295750295695154,0.0279067067593815,0.0200312581795845,0.0167338010829158
89,89,2.25,0.02,545,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,545.0,0.5442656550174092,0.0463908388453758,0.0453339041038327,1.0426658554904225e-07,-2.5729794263178787e-05,2092435605655774.5,1505338541241198.0,1260000000000000.0,1.0013501511015006,100.13501511015006,2095260709893569.2,1507370975730786.2,1261701190387890.8,0.0493350560052687,0.0354925910447547,0.0297080447296044,0.0280929264151553,0.0202105932219273,0.0169166913368415
90,90,2.25,0.02,550,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,550.0,0.547559640335578,0.0447263344911669,0.044657697857829,1.3038754309075504e-05,-1.3113312145594054e-05,2083588353441012.8,1502389444711665.5,1260000000000000.0,1.004493072476795,100.44930724767951,2092950066924830.0,1509139789375126.8,1265661271320761.8,0.0495973551918249,0.0357626029166238,0.0299928090107116,0.0282832625221738,0.0203938916269844,0.0171036235248124
91,91,2.25,0.02,555,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,555.0,0.5505568258650329,0.0448138213637952,0.0444448780618881,2.1781654928440792e-05,-3.6324177872119296e-05,2080000000000000.0,1500000000000000.0,1260000000000000.0,1.0082623629238987,100.8262362923899,2097185714881709.2,1512393544385848.2,1270410577284112.5,0.0499823923301743,0.0360449944688757,0.0302777953538556,0.0285322555090915,0.0205761457998255,0.0172839624718534
92,92,2.25,0.02,560,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,560.0,0.5585579096195602,0.0428304618963955,0.0454121177379843,-9.269507234491092e-07,3.606501378772726e-06,2075893750058612.8,1500000000000000.0,1260000000000000.0,1.0025905828164712,100.25905828164714,2081271524736335.2,1503885874224707.0,1263264134348753.5,0.0503480223074854,0.0363804907929877,0.0305596122661096,0.0287793752512238,0.0207954105915185,0.0174681448968755
93,93,2.25,0.02,565,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,565.0,0.5640893003523615,0.0444662317423464,0.0428653568478441,-2.924999502737587e-05,3.187983052317486e-05,2067046461560838.5,1500000000000000.0,1260000000000000.0,1.0016185802726416,100.16185802726416,2070392142186154.0,1502427870408962.8,1262039411143528.5,0.0505885478241994,0.0367107479911212,0.0308370283125419,0.02894684531376,0.0210059467835344,0.0176449952981689
94,94,2.25,0.02,570,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,570.0,0.568715920379077,0.0453132678945964,0.0439093505578592,8.405929627525494e-06,7.639650862437833e-06,2058199216198100.5,1500000000000000.0,1260000000000000.0,1.002264697072679,100.2264697072679,2062860413938014.8,1503397045609018.2,1262853518311575.5,0.0508271901035648,0.0370424711832215,0.031115675793906,0.0291177416580806,0.0212207895831388,0.0178254632498366
95,95,2.25,0.02,575,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,575.0,0.574038176115107,0.0434923503321909,0.0434652410811809,-2.460274647146125e-05,-6.485230181994605e-06,2050000000000000.0,1497643962792784.5,1260000000000000.0,1.0016769259264724,100.16769259264724,2053437698149268.5,1500155400782616.5,1262112926667355.0,0.0510838955758305,0.0373197501488192,0.031397906549047,0.029253451907325,0.0213713442145631,0.0179801704405996
96,96,2.25,0.02,580,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,580.0,0.5789100777849739,0.0428057578370395,0.044593837787502,-1.4066877604705111e-05,-1.235420487030317e-05,2050000000000000.0,1494694866437195.8,1260000000000000.0,1.0018846884624597,100.188468846246,2053863611348042.8,1497511900606867.8,1262374707462699.5,0.0515338183366465,0.037574309129606,0.0316744444410608,0.0295095654176682,0.0215159980197958,0.0181375865493961
97,97,2.25,0.02,585,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,585.0,0.5839813214768015,0.0427699073474873,0.0421568778573764,1.5648519926424464e-05,-2.6222449028667263e-05,2041657343461636.0,1491745770081606.2,1259763482047075.8,1.0017474303544671,100.17474303544677,2045224997477022.0,1494352491921395.5,1261964830995054.5,0.0517761139807414,0.037830441660244,0.0319474067693724,0.0296248080987335,0.0216454941923977,0.0182793902830727
98,98,2.25,0.02,590,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,590.0,0.5883310255737569,0.0434230004138737,0.0427792477537273,3.5760585081804072e-06,2.005135550078126e-06,2032810040223462.5,1490000000000000.0,1257994025465240.2,1.0028576895914991,100.28576895914992,2038619180316903.5,1494257957491333.8,1261588981897980.5,0.0520058120738269,0.0381189872426466,0.0321835289986813,0.0297345296550071,0.0217946823900429,0.0184010605594539
99,99,2.25,0.02,595,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,595.0,0.5938929280707498,0.0429784298026506,0.0422146307121978,7.51366885412612e-06,4.851308779637731e-05,2023962718803105.2,1490000000000000.0,1256224568883405.5,1.0018663552010916,100.18663552010916,2027740152150159.2,1492780869249626.5,1258569130141279.5,0.0522375725951855,0.0384562336270968,0.0324225943013953,0.0298361593021261,0.0219647708661636,0.0185185804107176
100,100,2.25,0.02,600,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,600.0,0.5991770505716204,0.0445792990328948,0.0415798384084446,-2.0880324542987628e-05,7.5802632940770115e-06,2015115450105272.5,1490000000000000.0,1254455112301570.0,1.001374939562757,100.13749395627563,2017886112061144.8,1492048659948507.8,1256179912265176.0,0.0524579037613919,0.0387879893434347,0.0326562359246782,0.0299393884707311,0.0221375350077628,0.0186379489692906
101,101,2.25,0.02,605,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,605.0,0.6043169035973619,0.0427117826954194,0.0412781372430932,4.54861198969182e-06,-1.0006045695482644e-05,2006268224179504.0,1489949384656263.8,1252685655719734.5,1.0011310287292037,100.11310287292038,2008537371179539.2,1491634560215369.0,1254102479185015.2,0.0526686550019919,0.0391142266847114,0.0328855672595966,0.0300346074006023,0.0223051156747602,0.0187531863449091
102,102,2.25,0.02,610,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,610.0,0.60911360277006,0.040928753744216,0.0429454247317497,-1.601098740295848e-05,2.0394916861371853e-06,2000000000000000.0,1487000288126731.2,1250916199137899.8,1.0014578761872717,100.1457876187272,2002915752374544.0,1489168150437257.5,1252739880076895.2,0.0529458380902079,0.0393652382476252,0.0331154032719867,0.030170190042027,0.0224315406426662,0.0188701897273203
103,103,2.25,0.02,615,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,615.0,0.5940657536500188,0.0430809236497175,0.0430271645376328,6.123962922177935e-06,1.448862628182555e-05,1998573558225097.2,1484051191597198.2,1250000000000000.0,1.049082975659587,104.90829756595868,2096669495537354.5,1556892840111944.5,1311353719574483.8,0.0533555336909637,0.0396194290805587,0.0333710094578329,0.0303722351337688,0.0225530611851831,0.0189961954419768
104,104,2.25,0.02,620,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,620.0,0.6170185788577328,0.0419750695808218,0.0412301311274031,6.435869715200256e-06,2.315845011991752e-05,1989726332299328.5,1481102095067665.8,1250000000000000.0,1.0049738618693362,100.4973861869336,1999622956233966.5,1488468892302916.5,1256217327336670.2,0.0535551585576209,0.0398651092131401,0.0336448018555726,0.0304636832489367,0.0226763974276489,0.01913811132869
105,105,2.25,0.02,625,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,625.0,0.6040546207690282,0.0419317230657598,0.0416335382421527,-2.347869837125724e-05,1.757230557359004e-05,1980879106373559.5,1478152998647072.2,1250000000000000.0,1.0485039562170029,104.85039562170024,2076959579820277.2,1549849266975480.8,1310629945271253.2,0.0537549383677479,0.0401125051421441,0.0339211377127894,0.030547601980604,0.0227949445899157,0.0192765436077824
106,106,2.25,0.02,630,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,630.0,0.6290504535694368,0.0419817390598862,0.0414843492632021,3.1955714326056546e-05,-1.9358033414267264e-05,1972031708434436.5,1475203902291483.5,1250000000000000.0,1.0015101234993455,100.15101234993452,1975009719858798.5,1477431642370659.5,1251887654374181.8,0.0539549091953569,0.0403616697704936,0.0342000771112034,0.0306327409094986,0.022915219230147,0.0194169931310445
107,107,2.25,0.02,635,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,635.0,0.634263773506143,0.0421446461881187,0.0405410281523216,4.080823956572854e-05,6.73702185497707e-06,1963184439855684.0,1472254805935894.0,1250000000000000.0,1.0011615715811435,100.11615715811436,1965464819109563.5,1473964935278671.2,1251451964476429.5,0.0541551183170183,0.0406126554334946,0.0344816801325346,0.0307234823956068,0.0230405221708787,0.0195622745447857
108,108,2.25,0.02,640,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,640.0,0.6389861756420032,0.0409455074674401,0.041947616767646,-1.9383438066082246e-05,-1.06123011189244e-05,1954337153370794.0,1470000000000000.0,1250000000000000.0,1.0015880078305135,100.15880078305138,1957440656073810.8,1472334371510855.2,1251985009788142.5,0.0543475832345988,0.0408787947448403,0.0347608798850683,0.0308155917239687,0.0231786617555234,0.0197097463907512
109,109,2.25,0.02,645,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,645.0,0.6433743280943872,0.0405241155755885,0.0410132913027106,-1.2617744908853594e-05,2.329019590197313e-05,1945489880631458.5,1470000000000000.0,1248529999943731.5,1.0025453931045187,100.25453931045186,1950441917158528.5,1473741727863642.5,1251707999596372.8,0.0545181889816487,0.0411936030101639,0.0349873803836476,0.0309381255045096,0.0233766543554921,0.019854730789896
110,110,2.25,0.02,650,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,650.0,0.6490597760058904,0.0410328616304146,0.0413594982426618,5.086388978945411e-06,1.722589200075635e-05,1940000000000000.0,1470000000000000.0,1246760539604716.0,1.001449556994341,100.14495569943404,1942812140569020.5,1472130848781680.5,1248567790065168.0,0.0548019386586838,0.0415251803238481,0.0352190178420027,0.0311166215689512,0.023578058611525,0.0199974102566914
111,111,2.25,0.02,655,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,655.0,0.6336937271413876,0.0420256800165399,0.0418072297320919,6.306454660491071e-05,1.1194031151973868e-05,1937795297437161.2,1470000000000000.0,1244991079265700.5,1.0476547058494694,104.76547058494693,2030140362333014.5,1540052417598719.8,1304320762933321.0,0.0551709014697218,0.0418523180790829,0.0354460970442509,0.0313379094118614,0.0237727518981814,0.0201339211175732
112,112,2.25,0.02,660,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,660.0,0.6585594867222312,0.0400946484799329,0.0394473340779094,-1.5066561932142297e-05,1.482332429116507e-05,1928947988751283.5,1467509324011042.5,1243221618926685.8,1.002191410805395,100.21914108053952,1933175106216877.2,1470725239800698.5,1245946028215902.5,0.0553423186278694,0.042103451763551,0.0356685443884032,0.0314545639495748,0.0239300728417175,0.020272705196856
113,113,2.25,0.02,665,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,665.0,0.6632446278344218,0.0403634298269599,0.0401003615504703,-1.0463834924337429e-05,-1.1078678972943752e-05,1920100762825513.2,1464560227481510.0,1241452158587670.2,1.0026560904916857,100.26560904916856,1925200724204732.8,1468450231976224.8,1244749567861977.5,0.0555119623829083,0.0423418467559065,0.0358915775994416,0.0315613460014614,0.0240734720669049,0.0204061692386335
114,114,2.25,0.02,670,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,670.0,0.6457052767521338,0.0404226141823415,0.0394018344850105,-1.572959477531546e-05,2.1288623643691246e-06,1911253442492764.5,1461611130951977.5,1240000000000000.0,1.0514239831786862,105.14239831786864,2009537707369719.2,1536772997163832.5,1303765739141571.2,0.0556818960857561,0.0425821491289533,0.0361257955702015,0.0316698527156531,0.0242191894678476,0.0205470485987409
115,115,2.25,0.02,675,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,675.0,0.6737783117375329,0.0399742892257442,0.0397935698401911,2.2270525565903652e-05,-2.995814658346421e-06,1902406121072408.5,1458662034501360.2,1240000000000000.0,1.001817496767715,100.1817496767715,1905863738048338.8,1461313148034255.2,1242253695991966.5,0.0558398112118722,0.0428149445727005,0.0363967320835202,0.0317680810810265,0.0243580449350807,0.0207066304634611
116,116,2.25,0.02,680,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,680.0,0.6794418375340683,0.0417848365510173,0.040702229112916,-1.1001827625970603e-05,-1.073432502113726e-05,1893558870315616.0,1455712938145771.2,1240000000000000.0,1.0008216593256165,100.08216593256164,1895114730620014.5,1456909038256819.2,1241018857563764.5,0.0560000815301502,0.0430512325223191,0.0366717413363609,0.0318678483907635,0.0244990741722067,0.0208687105661309
117,117,2.25,0.02,685,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,685.0,0.683962966844956,0.0395858175483518,0.0409268418949551,4.286134411853332e-05,-2.5932978884820988e-05,1884711587938482.5,1452763841790181.8,1240000000000000.0,1.00151668218656,100.151668218656,1887570096430711.5,1454967222830303.2,1241880685911334.5,0.0561565473762647,0.0432863054645141,0.03694683005729,0.0319577243625234,0.0246334912550486,0.0210258049364859
118,118,2.25,0.02,690,1,100000.0,0.01715,0.00243,0.81,,100000.0,100.0,690.0,0.6883453769706875,0.0417110684964047,0.0396809545260047,-1.0804151972265454e-05,-1.711432723917097e-05,1875864266518126.0,1450000000000000.0,1240000000000000.0,1.0024069943406455,100.24069943406457,1880379461191454.5,1453490141793936.2,1242984672982400.5,0.0563154281297238,0.0435305326966258,0.0372261107198732,0.0320489630576191,0.0247731124596796,0.0211852823793121
