,Simulation Number,Dipole.photonEnergy,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
246,246,4450,500000.0,0.01715,0.00243,0.81,1630170000000.0,4.45,316.0,0.0631999999999999,4450.0,0.60994653121179,0.060360949169399,0.0179017644472113,-0.0075729515952882,-0.0001771499227845,1030267440.0,7.295721464566932,0.46108959656063,7516544276.252422,1.9344361402274217e-07,5.093399777530589e-08
247,247,4500,500000.0,0.01715,0.00243,0.81,1630550000000.0,4.5,321.0,0.0642,4500.0,0.4857990495929698,0.0385454171499671,0.0146450680824158,-0.0057439239008635,0.0001920927452027,1046813100.0,9.26308934480287,0.5946903359363441,9696723272.61006,1.980567656590096e-07,5.115588471011377e-08
248,248,4550,500000.0,0.01715,0.00243,0.81,1630870000000.0,4.55,373.0,0.0746,4550.0,0.5024372708758165,0.049911632938155,0.0122098080796562,-0.0054903696279725,0.0003889766259522,1216629020.0,9.05585684769908,0.6755669208383513,11017618241.87642,2.318388639952381e-07,5.8752564930635625e-08
249,249,4600,500000.0,0.01715,0.00243,0.81,1631140000000.0,4.6,349.0,0.0698,4600.0,0.5187035937160545,0.0527171215404605,0.0187538066186407,-0.0076296930435564,-0.0006924808190576,1138535720.0,8.868263215693284,0.6190047724553912,10096834445.42887,2.1845222956782083e-07,5.4321784809462244e-08
250,250,4650,500000.0,0.01715,0.00243,0.81,1631350000000.0,4.65,348.0,0.0696,4650.0,0.3425910801761347,0.0534649203861733,0.0157492904291629,-0.0066664074230762,0.0002762934476962,1135419600.0,13.57303289276918,0.944683089336735,15411087577.894829,2.192749066930933e-07,5.35108325282183e-08
251,251,4700,500000.0,0.01715,0.00243,0.81,1631510000000.0,4.7,375.0,0.075,4700.0,0.4171889404060493,0.0681091922931753,0.016504001468941,-0.0050719748407486,7.188348869254235e-06,1223632500.0,11.265878705762184,0.8449409029321638,13785295325.428543,2.37736841741957e-07,5.6951813789829374e-08
252,252,4750,500000.0,0.01715,0.00243,0.81,1631620000000.0,4.75,393.0,0.0786,4750.0,0.4529039025192105,0.0528131815046711,0.0175689053446697,-0.0058731932793662,-6.199088819693684e-05,1282453320.0,10.487876067260256,0.8243470588866562,13450211482.20646,2.505957098253106e-07,5.89341072019411e-08
253,253,4800,500000.0,0.01715,0.00243,0.81,1631680000000.0,4.8,423.0,0.0846,4800.0,0.4599565138996695,0.0546267796423282,0.0112898429910184,-0.0097342253698908,0.0002584615317016,1380401280.0,10.435769154140136,0.8828660704402554,14405549098.15956,2.711837028903608e-07,6.26228289124488e-08
254,254,4850,500000.0,0.01715,0.00243,0.81,1631680000000.0,4.85,440.0,0.088,4850.0,0.5516677916166373,0.05816420458259,0.0119324669116378,-0.0068351865260678,5.1957334010658166e-05,1435878400.0000002,8.79152285796366,0.7736540115008022,12623557774.856289,2.834586334707512e-07,6.429301470670549e-08
255,255,4900,500000.0,0.01715,0.00243,0.81,1631640000000.0,4.9,439.0,0.0878,4900.0,0.5439651365550162,0.0473398508474424,0.0171554173764098,-0.0059081112407792,-0.0003801839933156,1432579920.0,9.0079302343385,0.7908962745749201,12904579974.474228,2.8411473571239626e-07,6.330166232159428e-08
256,256,4950,500000.0,0.01715,0.00243,0.81,1631550000000.0,4.95,470.0,0.094,4950.0,0.5431256445663166,0.0523782188706696,0.0121220351449381,-0.0051086011699189,-0.0001060649745478,1533657000.0,9.113913234482885,0.8567078440413912,13977616829.457315,3.05452107247773e-07,6.686665751077451e-08
257,257,5000,500000.0,0.01715,0.00243,0.81,1631410000000.0,5.0,509.0,0.1018,5000.0,0.4971838600631599,0.0418831986229621,0.0107663582125329,-0.0059279437327776,0.0004554719242693,1660775380.0,10.05664182132707,1.0237661374110956,16701823142.338356,3.320220816999578e-07,7.143611517351733e-08
258,258,5050,500000.0,0.01715,0.00243,0.81,1631230000000.0,5.05,518.0,0.1036,5050.0,0.7867447469088802,0.0695340483485086,0.0119232863985685,-0.0082832492248654,-0.000198531767442,1689954280.0,6.418854424947161,0.6649933184245259,10847570508.136396,3.390463317632297e-07,7.170515569774398e-08
259,259,5100,500000.0,0.01715,0.00243,0.81,1631010000000.0,5.1,530.0,0.106,5100.0,0.6296984856862764,0.0626239521310725,0.0137935759450503,-0.0057948236087978,-0.0003932971086568,1728870600.0,8.09911428394459,0.8585061140981267,14002320571.551855,3.479571765639464e-07,7.235493820702008e-08
260,260,5150,500000.0,0.01715,0.00243,0.81,1630740000000.0,5.15,520.0,0.104,5150.0,0.4833069059204717,0.0359297702708595,0.0119862930162989,-0.0084550015844358,0.0004650316436462,1695969600.0,10.65575504283697,1.1081985244550447,18071836617.6982,3.423029081199379e-07,6.999981839344235e-08
261,261,5200,500000.0,0.01715,0.00243,0.81,1630420000000.0,5.2,539.0,0.1077999999999999,5200.0,0.540579932793662,0.0617793230577257,0.0131474629539886,-0.0071749057338424,0.0001270645872574,1757592760.0,9.619298987157975,1.03696043081563,16906810256.104197,3.555927613058932e-07,7.153584377314871e-08
262,262,5250,500000.0,0.01715,0.00243,0.81,1630070000000.0,5.25,536.0,0.1072,5250.0,0.6980972041910718,0.0537252726615786,0.0108514449589517,-0.0070620221992921,-3.73500725911392e-05,1747435040.0,7.520442666839639,0.8061914538852094,13141485032.34663,3.543060498617069e-07,7.0131500548832e-08
263,263,5300,500000.0,0.01715,0.00243,0.81,1629670000000.0,5.3,595.0,0.119,5300.0,0.7760650581049049,0.0436449084854688,0.0111841120252469,-0.0068731430156197,-5.870981551363997e-05,1939307300.0,6.829324351932838,0.8126895978800077,13244158569.771122,3.939409035708537e-07,7.674406999659673e-08
264,264,5350,500000.0,0.01715,0.00243,0.81,1629230000000.0,5.35,544.0,0.1088,5350.0,0.701200397026696,0.0531971894198625,0.0134853934682076,-0.0041691903025866,-0.0003706018113991,1772602240.0,7.629773204187611,0.830119324615612,13524553072.434938,3.605873644385939e-07,6.915866325672675e-08
265,265,5400,500000.0,0.01715,0.00243,0.81,1628760000000.0,5.4,573.0,0.1146,5400.0,0.7793505693962288,0.0562873899152413,0.0128943322664605,-0.0048176932734054,0.0003303672671873,1866558960.0,6.928845903305668,0.7940457405188297,12933099403.27449,3.801644203459188e-07,7.179873755149613e-08
266,266,5450,500000.0,0.01715,0.00243,0.81,1628240000000.0,5.45,556.0,0.1112,5450.0,0.5513481625903296,0.0556013250152348,0.0094385519356944,-0.0070745157827203,-6.480610516992906e-05,1810602880.0,9.884861091029943,1.0991965533225296,17897557959.818756,3.690993489187471e-07,6.866068569565003e-08
267,267,5500,500000.0,0.01715,0.00243,0.81,1627690000000.0,5.5,596.0,0.1191999999999999,5500.0,0.7045912026669612,0.0568617543805569,0.016593568682275,-0.0070067168599668,0.0005151276930059,1940206480.0,7.805944750916344,0.9304686143092282,15145144588.249878,3.9572881795815764e-07,7.253298142381295e-08
268,268,5550,500000.0,0.01715,0.00243,0.81,1627100000000.0,5.55,614.0,0.1227999999999999,5550.0,0.8046842476778693,0.0422713560909276,0.0138396494178289,-0.0054450361473439,-2.3467362577521783e-05,1998078800.0,6.897115254854315,0.8469657532961098,13780979771.881002,4.076662381856868e-07,7.363854409293275e-08
269,269,5600,500000.0,0.01715,0.00243,0.81,1626470000000.0,5.6,673.0,0.1346,5600.0,0.6480526509676565,0.0465217662677105,0.0126163486918276,-0.0062509242036261,5.69051923012199e-05,2189228620.0,8.641273192291113,1.1631153716823837,18917722585.802467,4.4668337728513627e-07,7.954352164055462e-08
270,270,5650,500000.0,0.01715,0.00243,0.81,1625810000000.0,5.65,644.0,0.1288,5650.0,0.5626214816293214,0.0606041554145554,0.0186704791766127,-0.0063404394120767,0.00026442662712,2094043280.0,10.042275640876538,1.293445102544898,21028959821.685207,4.271340629944074e-07,7.50051768262434e-08
271,271,5700,500000.0,0.01715,0.00243,0.81,1625110000000.0,5.7,707.0,0.1414,5700.0,0.8454036998364245,0.0567352845515539,0.017557791496548,-0.0067920883353474,0.000209412606264,2297905540.0,6.742340968111308,0.953367012890939,15493262663.191936,4.684790026889608e-07,8.114388411979279e-08
272,272,5750,500000.0,0.01715,0.00243,0.81,1624380000000.0,5.75,693.0,0.1386,5750.0,0.8986901122971176,0.044147339834282,0.0179041227590866,-0.0062606911575008,-0.0002881391588848,2251390680.0,6.398201027607369,0.8867906624263814,14404850162.321655,4.586458448702071e-07,7.838148832837224e-08
273,273,5800,500000.0,0.01715,0.00243,0.81,1623610000000.0,5.8,694.0,0.1387999999999999,5800.0,0.8776540663529886,0.0531915759729852,0.0114902605043568,-0.0057306829804701,-8.03625217259378e-05,2253570679.9999995,6.608526323020835,0.9172634536352918,14892781159.56796,4.585795855308168e-07,7.735324214392365e-08
274,274,5850,500000.0,0.01715,0.00243,0.81,1622810000000.0,5.85,727.0,0.1454,5850.0,0.9078944108787256,0.0534488563702782,0.0120631465952546,-0.0071410654789362,0.000416306076456,2359565740.0,6.44348057428611,0.9368820755012004,15203816009.44103,4.795550130344007e-07,7.985521007308436e-08
275,275,5900,500000.0,0.01715,0.00243,0.81,1621980000000.0,5.9,750.0,0.15,5900.0,0.8191376532731738,0.051938090455926,0.0167941585690804,-0.005757589217335,0.0002594944896577,2432970000.0,7.202696612009377,1.0804044918014064,17523944776.120453,4.937321876719569e-07,8.119508084566739e-08
276,276,5950,500000.0,0.01715,0.00243,0.81,1621120000000.0,5.95,758.0,0.1516,5950.0,0.9747064838984444,0.0528112114090193,0.0166532209770579,-0.0076272675621155,0.0001972608338187,2457617920.0,6.104401784835092,0.925427310581,15002287217.290709,4.978532585251746e-07,8.087874430872972e-08
277,277,6000,500000.0,0.01715,0.00243,0.81,1620230000000.0,6.0,739.0,0.1478,6000.0,0.9319822900242798,0.0545855760458278,0.0141261484868537,-0.0052857611076427,-0.000247004562361,2394699940.0,6.437890573911752,0.9515202268241568,15416816171.07304,4.841426755154196e-07,7.771517761522435e-08
278,278,6050,500000.0,0.01715,0.00243,0.81,1619300000000.0,6.05,753.0,0.1505999999999999,6050.0,0.9367230383604692,0.0642659971852295,0.0146048849811031,-0.0067319444185399,-0.0001550612639275,2438665799.9999995,6.4586860280379295,0.972678115822512,15750576729.513935,4.919395057092519e-07,7.80614109637056e-08
279,279,6100,500000.0,0.01715,0.00243,0.81,1618340000000.0,6.1,735.0,0.147,6100.0,0.967637606822791,0.0586543593171506,0.0154380812108962,-0.0050221364455442,-3.7482718068337536e-05,2378959800.0,6.304012945537706,0.9266899029940427,14996993376.113792,4.787695890928254e-07,7.511405594339355e-08
280,280,6150,500000.0,0.01715,0.00243,0.81,1617360000000.0,6.15,810.0,0.1619999999999999,6150.0,0.864766172247073,0.0564750073736186,0.0145153782449493,-0.0066579944955506,5.4319267639013165e-05,2620123199.9999995,7.111749045431994,1.152103345359983,18633658666.514217,5.258948843316665e-07,8.160521750505336e-08
281,281,6200,500000.0,0.01715,0.00243,0.81,1616350000000.0,6.2,756.0,0.1512,6200.0,0.9891603249843685,0.0556927817528924,0.0135532491904906,-0.0078968658104655,0.0004001863231119,2443921200.0,6.267942459275223,0.9477128998424136,15318357456.602854,4.891515949001591e-07,7.509959929200058e-08
282,282,6250,500000.0,0.01715,0.00243,0.81,1615300000000.0,6.25,835.0,0.167,6250.0,1.012088814710296,0.0500770641349491,0.0120419182319728,-0.0050803677945311,-0.0003609508669912,2697551000.0,6.175347369873881,1.031283010768938,16658314472.95066,5.38327142506103e-07,8.179205351024542e-08
283,283,6300,500000.0,0.01715,0.00243,0.81,1614230000000.0,6.3,887.0,0.1774,6300.0,1.0157548960341956,0.052160151630242,0.0135101851391575,-0.0061112065591946,-5.371079333163069e-05,2863644020.0,6.202283665672737,1.1002851222903436,17761132529.547413,5.696278108445214e-07,8.568089533304213e-08
284,284,6350,500000.0,0.01715,0.00243,0.81,1613140000000.0,6.35,876.0,0.1752,6350.0,1.045451515883542,0.0614328002437818,0.0134595862753365,-0.0051645576131648,-0.0001483001351017,2826221280.0000005,6.073930644821369,1.064152648972704,17166272041.638275,5.602910361052857e-07,8.345490672592115e-08
285,285,6400,500000.0,0.01715,0.00243,0.81,1612010000000.0,6.4,847.0,0.1694,6400.0,1.1473172850764968,0.043505761723615,0.01309304123529,-0.0069141005768651,0.0001238123396659,2730744940.0,5.578230262235859,0.9449522064227543,15232724062.755444,5.394656000087284e-07,7.959522267466095e-08
286,286,6450,500000.0,0.01715,0.00243,0.81,1610860000000.0,6.45,885.0,0.177,6450.0,1.0473603376995015,0.04347006354153,0.0190232831072131,-0.0062502305311727,-2.4760501520412005e-05,2851222200.0000005,6.158338985957068,1.0900260005144011,17558792831.88628,5.611550095225525e-07,8.203982117230692e-08
287,287,6500,500000.0,0.01715,0.00243,0.81,1609690000000.0,6.5,879.0,0.1758,6500.0,1.0332586088679818,0.0519724526287248,0.0102258495653801,-0.006162641281293,-0.0002463136475192,2829835020.0,6.290777491920705,1.10591868307966,17801862449.66498,5.548091521617395e-07,8.03933829263477e-08
288,288,6550,500000.0,0.01715,0.00243,0.81,1608480000000.0,6.55,899.0,0.1798,6550.0,1.295156216606301,0.0587709826782938,0.0131715963125211,-0.0076159370249551,0.0002990310709225,2892047040.0,5.057304992260292,0.9093034376084004,14625963933.2436,5.647212094948424e-07,8.113198714028424e-08
289,289,6600,500000.0,0.01715,0.00243,0.81,1607260000000.0,6.6,875.0,0.175,6600.0,1.1693911097718228,0.0517308462174374,0.0177376570024818,-0.0061096400340859,-0.0002170303172373,2812705000.0000005,5.643962866527883,0.9876935016423796,15874802574.497313,5.46937022921013e-07,7.792592243715128e-08
290,290,6650,500000.0,0.01715,0.00243,0.81,1606010000000.0,6.65,943.0,0.1886,6650.0,0.9931745993089862,0.0585689382935728,0.0137972918909381,-0.0065557990931826,-4.0697828904535566e-05,3028934860.0000005,6.6957008411479935,1.2628091786405118,20280841689.884483,5.864424450666688e-07,8.288471443289519e-08
291,291,6700,500000.0,0.01715,0.00243,0.81,1604730000000.0,6.7,966.0,0.1931999999999999,6700.0,1.0606585721416195,0.0460541106897677,0.0132586562553056,-0.0063069869984117,-0.0002302574038938,3100338359.9999995,6.316830105348372,1.2204115763533054,19584310689.2144,5.975917345846531e-07,8.381104995674739e-08
292,292,6750,500000.0,0.01715,0.00243,0.81,1603430000000.0,6.75,972.0,0.1944,6750.0,1.2674068341493694,0.0554502096452423,0.013606929790104,-0.0063965080647853,2.5031905710419733e-05,3117067920.0,5.325835255204631,1.0353423736117802,16600990221.20337,5.980860902284514e-07,8.324834869000881e-08
293,293,6800,500000.0,0.01715,0.00243,0.81,1602110000000.0,6.8,991.0,0.1982,6800.0,1.1605462279867425,0.0583103589264466,0.014677262774791,-0.005874317252264,0.0002716608763913,3175382020.0,5.8593098973716025,1.1613152216590514,18605547297.721832,6.0635026194621e-07,8.379510589899352e-08
294,294,6850,500000.0,0.01715,0.00243,0.81,1600770000000.0,6.85,954.0,0.1908,6850.0,1.095898233404114,0.0481145592750173,0.0161461206879892,-0.0066341931144801,-2.9948235469352584e-06,3054269160.0,6.2505803834743965,1.1926107371669148,19090954897.34682,5.804054250791601e-07,7.965296794602646e-08
295,295,6900,500000.0,0.01715,0.00243,0.81,1599400000000.0,6.9,988.0,0.1976,6900.0,1.3391343012399377,0.0607256293871444,0.0173073418854396,-0.0050245282642673,-4.921944373285612e-05,3160414400.0,5.152582525599651,1.018150307058491,16284296011.093504,5.976229817018311e-07,8.14634274593703e-08
296,296,6950,500000.0,0.01715,0.00243,0.81,1598010000000.0,6.95,1014.0,0.2027999999999999,6950.0,1.1881131014451969,0.0577645137146469,0.0136630620115468,-0.006683337728229,-0.0002351018192018,3240764279.9999995,5.8496114482250565,1.1863012017000414,18957211833.286827,6.096794163712383e-07,8.256871536562434e-08
297,297,7000,500000.0,0.01715,0.00243,0.81,1596600000000.0,7.0,943.0,0.1886,7000.0,1.2968148337722596,0.0575197285788515,0.0123437807259282,-0.0057299870626394,0.0002016403585755,3011187600.0000005,5.39784078474638,1.0180327720031674,16253911237.80257,5.635405974951662e-07,7.584607053169545e-08
298,298,7050,500000.0,0.01715,0.00243,0.81,1595170000000.0,7.05,993.0,0.1986,7050.0,1.3258724747638553,0.0516909826389833,0.0145145944618037,-0.0060645552984022,3.161446735786306e-05,3168007620.0,5.317253457015647,1.0560065365633071,16845099469.296911,5.897527609263063e-07,7.889545679811726e-08
299,299,7100,500000.0,0.01715,0.00243,0.81,1593720000000.0,7.1,1046.0,0.2092,7100.0,1.272526927889885,0.0520859840750047,0.0155930474832964,-0.0061178673881793,-0.0005127957858804,3334062240.0,5.579449710956829,1.1672208795321684,18602232601.280075,6.172922459431849e-07,8.209792075014528e-08
300,300,7150,500000.0,0.01715,0.00243,0.81,1592250000000.0,7.15,1042.0,0.2084,7150.0,1.2574549954606482,0.047438794315225,0.0109831561070163,-0.0058137429637101,-9.63901037832866e-06,3318249000.0,5.68608819067971,1.1849807789376516,18867856452.63476,6.109744477504944e-07,8.080046850040906e-08
301,301,7200,500000.0,0.01715,0.00243,0.81,1590750000000.0,7.2,1024.0,0.2047999999999999,7200.0,1.3598020614772397,0.0547160279452428,0.0127090486353509,-0.0062972593113211,-0.0001617006192141,3257855999.9999995,5.294888281150406,1.0843931199796033,17249983556.075535,5.96533016502888e-07,7.845642561963568e-08
302,302,7250,500000.0,0.01715,0.00243,0.81,1589240000000.0,7.25,1084.0,0.2168,7250.0,1.4680756054103767,0.0578421484917691,0.0180691355399566,-0.0053131452559729,-0.0003721673884527,3445472320.0,4.938437757075447,1.070653305733957,17015250596.046335,6.272634671241838e-07,8.20619207478639e-08
303,303,7300,500000.0,0.01715,0.00243,0.81,1587710000000.0,7.3,1024.0,0.2047999999999999,7300.0,1.3462980040021648,0.0519246016767848,0.0141514221639588,-0.0073844437469368,-0.0003103183161916,3251630079.9999995,5.422276478386773,1.110482222773611,17631237299.1989,5.88564146134088e-07,7.660194683427409e-08
304,304,7350,500000.0,0.01715,0.00243,0.81,1586160000000.0,7.35,1131.0,0.2262,7350.0,1.2824379166740982,0.0522290166921384,0.0118009594649807,-0.0068615763283876,-1.1036958100795336e-05,3587893920.0,5.731271591736499,1.2964136340507963,20563194497.86011,6.455968107552243e-07,8.360719117671048e-08
305,305,7400,500000.0,0.01715,0.00243,0.81,1584590000000.0,7.4,1081.0,0.2161999999999999,7400.0,1.2188330386470625,0.0553627861830454,0.0181775815436082,-0.0072496730252518,-4.512807821724661e-05,3425883579.9999995,6.071381202641339,1.3126326160110575,20799845170.04961,6.127587370847988e-07,7.896715882596321e-08
306,306,7450,500000.0,0.01715,0.00243,0.81,1583010000000.0,7.45,1073.0,0.2145999999999999,7450.0,1.7500898761682038,0.0611110232270706,0.0149475400392801,-0.0073233113939474,-4.957234234849113e-05,3397139460.0,4.256924230835313,0.9135359399372582,14461365282.800793,6.039781744296218e-07,7.745919331283497e-08
307,307,7500,500000.0,0.01715,0.00243,0.81,1581400000000.0,7.5,1103.0,0.2206,7500.0,1.474817735371289,0.0588019812353548,0.0147535920216744,-0.0051084956640313,-9.515576809409112e-05,3488568400.0000005,5.085374158530753,1.121833539371884,17740675591.626976,6.164731363918849e-07,7.869276699412383e-08
308,308,7550,500000.0,0.01715,0.00243,0.81,1579780000000.0,7.55,1130.0,0.2259999999999999,7550.0,1.505164935423636,0.0539936128927444,0.0131362821767017,-0.0055536407271296,-0.0004686357354389,3570302799.9999995,5.016061577248354,1.1336299164581276,17908858694.22221,6.270033814706788e-07,7.966722897588319e-08
309,309,7600,500000.0,0.01715,0.00243,0.81,1578140000000.0,7.6,1177.0,0.2354,7600.0,1.6963103789394154,0.0497742794372896,0.0158861711134275,-0.00632672474125,-0.0005056279909839,3714941560.000001,4.480312149449766,1.0546654799804749,16644097805.76387,6.483111140623832e-07,8.199993731265536e-08
310,310,7650,500000.0,0.01715,0.00243,0.81,1576480000000.0,7.65,1146.0,0.2292,7650.0,1.6944765163607372,0.0527756461793612,0.0121167469215573,-0.0072567845113904,7.298863690473804e-05,3613292160.0,4.514668646119727,1.0347620536906414,16312816824.022224,6.266158114772435e-07,7.889671785185954e-08
311,311,7700,500000.0,0.01715,0.00243,0.81,1574810000000.0,7.7,1179.0,0.2357999999999999,7700.0,1.7452665876780884,0.0610270443264465,0.0168368062788818,-0.0072643076063346,7.789898693125791e-05,3713401980.0,4.411933428602515,1.0403339024644729,16383282329.400764,6.398939513576676e-07,8.020462557587512e-08
312,312,7750,500000.0,0.01715,0.00243,0.81,1573120000000.0,7.75,1126.0,0.2252,7750.0,1.6984733864101145,0.06146436410193,0.0146298081860201,-0.0075191380543322,0.0004497707697095,3542666240.0,4.562921069007954,1.027569824740591,16164906426.95919,6.065188526763752e-07,7.56849781180801e-08
313,313,7800,500000.0,0.01715,0.00243,0.81,1571420000000.0,7.8,1140.0,0.2279999999999999,7800.0,1.5084631440968224,0.0614472125170543,0.0147083237019539,-0.0059553628037929,0.0002679183409478,3582837599.9999995,5.170825704641378,1.178948260658234,18526228757.63562,6.09428624257909e-07,7.570436138585617e-08
314,314,7850,500000.0,0.01715,0.00243,0.81,1569690000000.0,7.85,1163.0,0.2326,7850.0,1.7933004732385598,0.057867762690471,0.0130202924630041,-0.005513394731634,-3.572416312575705e-05,3651098940.0,4.37740362931122,1.0181840841777898,15982333750.930347,6.169387060417445e-07,7.629878261705465e-08
315,315,7900,500000.0,0.01715,0.00243,0.81,1567960000000.0,7.9,1194.0,0.2387999999999999,7900.0,1.6715812696884311,0.0532922787631018,0.0163372884066006,-0.0056599199853952,-0.0002037170575966,3744288480.0,4.726063963059657,1.128584074378646,17695746852.627415,6.285162424012178e-07,7.737540048603879e-08
316,316,7950,500000.0,0.01715,0.00243,0.81,1566210000000.0,7.95,1192.0,0.2383999999999999,7950.0,1.7636831731733764,0.0548820040324122,0.0151464577779393,-0.0068554132471811,-0.0004671601654487,3733844640.0,4.507612320015306,1.074614777091649,16830724100.287111,6.225973730835663e-07,7.629550187221911e-08
317,317,8000,500000.0,0.01715,0.00243,0.81,1564440000000.0,8.0,1221.0,0.2442,8000.0,1.4971969919988624,0.0587651434903296,0.0143427379620021,-0.0061836481393173,-0.000151251604819,3820362480.000001,5.34331824252428,1.3048383148244294,20413412532.439304,6.327547057967985e-07,7.717779268213848e-08
318,318,8050,500000.0,0.01715,0.00243,0.81,1562660000000.0,8.05,1202.0,0.2404,8050.0,1.5282165739126867,0.0435225734413201,0.0141572570035833,-0.0048693039095896,-1.153081451039025e-05,3756634640.0,5.267577997397069,1.2663257505742556,19788365973.92366,6.179970342829063e-07,7.50214360103966e-08
319,319,8100,500000.0,0.01715,0.00243,0.81,1560860000000.0,8.1,1227.0,0.2454,8100.0,1.8564926298604405,0.0515238559273931,0.0145843328372165,-0.0057484307514607,4.093843913964044e-05,3830350440.0,4.363066068626896,1.0706964132410404,16712072035.714102,6.258357202248422e-07,7.560807491423315e-08
320,320,8150,500000.0,0.01715,0.00243,0.81,1559050000000.0,8.15,1212.0,0.2424,8150.0,1.7400382624564372,0.0555904894497296,0.0166710215349623,-0.0081415499071042,-0.0001403984165642,3779137200.0,4.683805049490422,1.1353543439964782,17700741900.077095,6.132853651372043e-07,7.371711134605407e-08
321,321,8200,500000.0,0.01715,0.00243,0.81,1557230000000.0,8.2,1252.0,0.2504,8200.0,1.5805993656176724,0.0532696687353288,0.0135310541034193,-0.0071883710980273,-0.0001818732390722,3899303920.0,5.187905410043976,1.2990515146750117,20229219901.973686,6.283693421896657e-07,7.5153975969563e-08
322,322,8250,500000.0,0.01715,0.00243,0.81,1555390000000.0,8.25,1254.0,0.2507999999999999,8250.0,1.8115382161668088,0.0583643638288722,0.0137601873896776,-0.0061054277170216,1.561651703495877e-05,3900918120.0,4.5541407442438,1.142178498656345,17765330150.250923,6.243157398757231e-07,7.42736343055812e-08
323,323,8300,500000.0,0.01715,0.00243,0.81,1553540000000.0,8.3,1269.0,0.2537999999999999,8300.0,1.83177645613614,0.0549711605925606,0.0152516351974538,-0.0061397724976342,-6.856930275228474e-05,3942884520.0,4.531120580896435,1.1499984034315152,17865685196.66996,6.266770973865008e-07,7.414949412127548e-08
324,324,8350,500000.0,0.01715,0.00243,0.81,1551670000000.0,8.35,1339.0,0.2678,8350.0,1.8756284099345064,0.0587618081549231,0.0168984416743025,-0.0070619926075656,-7.366114610007048e-05,4155372260.0,4.451841289976817,1.1922030974557911,18499057802.29228,6.55811578471116e-07,7.716704862945585e-08
325,325,8400,500000.0,0.01715,0.00243,0.81,1549800000000.0,8.4,1337.0,0.2674,8400.0,1.9092167466369567,0.0605415766668923,0.0161064213131154,-0.0061202019163555,-0.0001217282929559,4144165200.000001,4.399709993533428,1.1764824522708388,18233125045.293457,6.494817126564803e-07,7.598409971415427e-08
326,326,8450,500000.0,0.01715,0.00243,0.81,1547910000000.0,8.45,1265.0,0.253,8450.0,1.929578713279625,0.0632851478706357,0.0150886136659667,-0.0061626010019,-0.0001239480549663,3916212300.0,4.37919424683012,1.1079361444480205,17149854373.525352,6.094038837508932e-07,7.087294776389515e-08
327,327,8500,500000.0,0.01715,0.00243,0.81,1546010000000.0,8.5,1320.0,0.264,8500.0,2.10594302809659,0.0566587171756206,0.0155177522436586,-0.0066252579943689,-0.0002401715358056,4081466400.0,4.036196557360119,1.0655558911430714,16473600632.660995,6.306508992718338e-07,7.289126851317734e-08
328,328,8550,500000.0,0.01715,0.00243,0.81,1544090000000.0,8.55,1324.0,0.2648,8550.0,2.049590661037655,0.0669789518917687,0.0150720977167511,-0.0067587679857587,5.061368820336765e-05,4088750320.000001,4.171564675100225,1.1046303259665398,17056486400.216743,6.272591992562258e-07,7.204306849266794e-08
329,329,8600,500000.0,0.01715,0.00243,0.81,1542170000000.0,8.6,1388.0,0.2775999999999999,8600.0,1.856078462638834,0.0629322303068979,0.0186679127322608,-0.0057831680594024,-0.0001577298148637,4281063920.0,4.633424811025047,1.286238727540553,19835987784.512142,6.521087074059847e-07,7.440579525763556e-08
330,330,8650,500000.0,0.01715,0.00243,0.81,1540230000000.0,8.65,1343.0,0.2686,8650.0,2.0704408993642573,0.0493004274354657,0.0160190417770485,-0.0055268200572288,-7.471251675588792e-05,4137057780.0,4.17785409989536,1.122171611231894,17284023807.677,6.256953651836817e-07,7.090905753288948e-08
331,331,8700,500000.0,0.01715,0.00243,0.81,1538280000000.0,8.7,1333.0,0.2666,8700.0,2.0398655041281017,0.0556265523191928,0.0171592321245529,-0.0068997447727682,-0.0001723074562547,4101054480.0,4.2649870701738415,1.1370455529083463,17490944331.278507,6.157752437821301e-07,6.930336727761874e-08
332,332,8750,500000.0,0.01715,0.00243,0.81,1536320000000.0,8.75,1301.0,0.2602,8750.0,1.8271243338022032,0.0559244166034469,0.0126742533926628,-0.0074165425378647,-0.000344816264553,3997504640.0,4.788946125954906,1.2460837819734667,19143834359.214764,5.958870293076599e-07,6.658723358891032e-08
333,333,8800,500000.0,0.01715,0.00243,0.81,1534340000000.0,8.8,1354.0,0.2708,8800.0,1.9810203158922377,0.0533042613414999,0.0137083805060361,-0.0069782350575991,6.547806909326503e-05,4154992720.0,4.442155352675695,1.2029356695045783,18457123151.476547,6.14935018473868e-07,6.820755356887825e-08
334,334,8850,500000.0,0.01715,0.00243,0.81,1532360000000.0,8.85,1368.0,0.2736,8850.0,2.1233495116903214,0.0488563569369077,0.0175206998885062,-0.0068987089154077,5.258884109939898e-05,4192536960.0,4.167943125366505,1.1403492391002756,17474255600.276985,6.15991681447887e-07,6.781313598011156e-08
