Simulation Number,Dipole.photonEnergy,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv
207,12350,500000.0,0.01715,0.0024300000000000003,0.81
208,12400,500000.0,0.01715,0.0024300000000000003,0.81
209,12450,500000.0,0.01715,0.0024300000000000003,0.81
210,12500,500000.0,0.01715,0.0024300000000000003,0.81
211,12550,500000.0,0.01715,0.0024300000000000003,0.81
212,12600,500000.0,0.01715,0.0024300000000000003,0.81
213,12650,500000.0,0.01715,0.0024300000000000003,0.81
214,12700,500000.0,0.01715,0.0024300000000000003,0.81
215,12750,500000.0,0.01715,0.0024300000000000003,0.81
216,12800,500000.0,0.01715,0.0024300000000000003,0.81
217,12850,500000.0,0.01715,0.0024300000000000003,0.81
218,12900,500000.0,0.01715,0.0024300000000000003,0.81
219,12950,500000.0,0.01715,0.0024300000000000003,0.81
220,13000,500000.0,0.01715,0.0024300000000000003,0.81
221,13050,500000.0,0.01715,0.0024300000000000003,0.81
222,13100,500000.0,0.01715,0.0024300000000000003,0.81
223,13150,500000.0,0.01715,0.0024300000000000003,0.81
224,13200,500000.0,0.01715,0.0024300000000000003,0.81
225,13250,500000.0,0.01715,0.0024300000000000003,0.81
226,13300,500000.0,0.01715,0.0024300000000000003,0.81
227,13350,500000.0,0.01715,0.0024300000000000003,0.81
228,13400,500000.0,0.01715,0.0024300000000000003,0.81
229,13450,500000.0,0.01715,0.0024300000000000003,0.81
230,13500,500000.0,0.01715,0.0024300000000000003,0.81
231,13550,500000.0,0.01715,0.0024300000000000003,0.81
232,13600,500000.0,0.01715,0.0024300000000000003,0.81
233,13650,500000.0,0.01715,0.0024300000000000003,0.81
234,13700,500000.0,0.01715,0.0024300000000000003,0.81
235,13750,500000.0,0.01715,0.0024300000000000003,0.81
236,13800,500000.0,0.01715,0.0024300000000000003,0.81
237,13850,500000.0,0.01715,0.0024300000000000003,0.81
238,13900,500000.0,0.01715,0.0024300000000000003,0.81
239,13950,500000.0,0.01715,0.0024300000000000003,0.81
240,14000,500000.0,0.01715,0.0024300000000000003,0.81
241,14050,500000.0,0.01715,0.0024300000000000003,0.81
242,14100,500000.0,0.01715,0.0024300000000000003,0.81
243,14150,500000.0,0.01715,0.0024300000000000003,0.81
244,14200,500000.0,0.01715,0.0024300000000000003,0.81
245,14250,500000.0,0.01715,0.0024300000000000003,0.81
246,14300,500000.0,0.01715,0.0024300000000000003,0.81
247,14350,500000.0,0.01715,0.0024300000000000003,0.81
248,14400,500000.0,0.01715,0.0024300000000000003,0.81
249,14450,500000.0,0.01715,0.0024300000000000003,0.81
250,14500,500000.0,0.01715,0.0024300000000000003,0.81
251,14550,500000.0,0.01715,0.0024300000000000003,0.81
252,14600,500000.0,0.01715,0.0024300000000000003,0.81
253,14650,500000.0,0.01715,0.0024300000000000003,0.81
254,14700,500000.0,0.01715,0.0024300000000000003,0.81
255,14750,500000.0,0.01715,0.0024300000000000003,0.81
256,14800,500000.0,0.01715,0.0024300000000000003,0.81
257,14850,500000.0,0.01715,0.0024300000000000003,0.81
258,14900,500000.0,0.01715,0.0024300000000000003,0.81
259,14950,500000.0,0.01715,0.0024300000000000003,0.81
260,15000,500000.0,0.01715,0.0024300000000000003,0.81
261,15050,500000.0,0.01715,0.0024300000000000003,0.81
262,15100,500000.0,0.01715,0.0024300000000000003,0.81
263,15150,500000.0,0.01715,0.0024300000000000003,0.81
264,15200,500000.0,0.01715,0.0024300000000000003,0.81
265,15250,500000.0,0.01715,0.0024300000000000003,0.81
266,15300,500000.0,0.01715,0.0024300000000000003,0.81
267,15350,500000.0,0.01715,0.0024300000000000003,0.81
268,15400,500000.0,0.01715,0.0024300000000000003,0.81
269,15450,500000.0,0.01715,0.0024300000000000003,0.81
270,15500,500000.0,0.01715,0.0024300000000000003,0.81
271,15550,500000.0,0.01715,0.0024300000000000003,0.81
272,15600,500000.0,0.01715,0.0024300000000000003,0.81
273,15650,500000.0,0.01715,0.0024300000000000003,0.81
274,15700,500000.0,0.01715,0.0024300000000000003,0.81
275,15750,500000.0,0.01715,0.0024300000000000003,0.81
276,15800,500000.0,0.01715,0.0024300000000000003,0.81
277,15850,500000.0,0.01715,0.0024300000000000003,0.81
278,15900,500000.0,0.01715,0.0024300000000000003,0.81
279,15950,500000.0,0.01715,0.0024300000000000003,0.81
280,16000,500000.0,0.01715,0.0024300000000000003,0.81
281,16050,500000.0,0.01715,0.0024300000000000003,0.81
282,16100,500000.0,0.01715,0.0024300000000000003,0.81
283,16150,500000.0,0.01715,0.0024300000000000003,0.81
284,16200,500000.0,0.01715,0.0024300000000000003,0.81
285,16250,500000.0,0.01715,0.0024300000000000003,0.81
286,16300,500000.0,0.01715,0.0024300000000000003,0.81
287,16350,500000.0,0.01715,0.0024300000000000003,0.81
288,16400,500000.0,0.01715,0.0024300000000000003,0.81
289,16450,500000.0,0.01715,0.0024300000000000003,0.81
290,16500,500000.0,0.01715,0.0024300000000000003,0.81
291,16550,500000.0,0.01715,0.0024300000000000003,0.81
292,16600,500000.0,0.01715,0.0024300000000000003,0.81
293,16650,500000.0,0.01715,0.0024300000000000003,0.81
294,16700,500000.0,0.01715,0.0024300000000000003,0.81
295,16750,500000.0,0.01715,0.0024300000000000003,0.81
296,16800,500000.0,0.01715,0.0024300000000000003,0.81
297,16850,500000.0,0.01715,0.0024300000000000003,0.81
298,16900,500000.0,0.01715,0.0024300000000000003,0.81
299,16950,500000.0,0.01715,0.0024300000000000003,0.81
300,17000,500000.0,0.01715,0.0024300000000000003,0.81
301,17050,500000.0,0.01715,0.0024300000000000003,0.81
302,17100,500000.0,0.01715,0.0024300000000000003,0.81
303,17150,500000.0,0.01715,0.0024300000000000003,0.81
304,17200,500000.0,0.01715,0.0024300000000000003,0.81
305,17250,500000.0,0.01715,0.0024300000000000003,0.81
306,17300,500000.0,0.01715,0.0024300000000000003,0.81
307,17350,500000.0,0.01715,0.0024300000000000003,0.81
308,17400,500000.0,0.01715,0.0024300000000000003,0.81
309,17450,500000.0,0.01715,0.0024300000000000003,0.81
310,17500,500000.0,0.01715,0.0024300000000000003,0.81
311,17550,500000.0,0.01715,0.0024300000000000003,0.81
312,17600,500000.0,0.01715,0.0024300000000000003,0.81
313,17650,500000.0,0.01715,0.0024300000000000003,0.81
314,17700,500000.0,0.01715,0.0024300000000000003,0.81
315,17750,500000.0,0.01715,0.0024300000000000003,0.81
316,17800,500000.0,0.01715,0.0024300000000000003,0.81
317,17850,500000.0,0.01715,0.0024300000000000003,0.81
318,17900,500000.0,0.01715,0.0024300000000000003,0.81
319,17950,500000.0,0.01715,0.0024300000000000003,0.81
320,18000,500000.0,0.01715,0.0024300000000000003,0.81
321,18050,500000.0,0.01715,0.0024300000000000003,0.81
322,18100,500000.0,0.01715,0.0024300000000000003,0.81
323,18150,500000.0,0.01715,0.0024300000000000003,0.81
324,18200,500000.0,0.01715,0.0024300000000000003,0.81
325,18250,500000.0,0.01715,0.0024300000000000003,0.81
326,18300,500000.0,0.01715,0.0024300000000000003,0.81
327,18350,500000.0,0.01715,0.0024300000000000003,0.81
328,18400,500000.0,0.01715,0.0024300000000000003,0.81
329,18450,500000.0,0.01715,0.0024300000000000003,0.81
330,18500,500000.0,0.01715,0.0024300000000000003,0.81
331,18550,500000.0,0.01715,0.0024300000000000003,0.81
332,18600,500000.0,0.01715,0.0024300000000000003,0.81
333,18650,500000.0,0.01715,0.0024300000000000003,0.81
334,18700,500000.0,0.01715,0.0024300000000000003,0.81
335,18750,500000.0,0.01715,0.0024300000000000003,0.81
336,18800,500000.0,0.01715,0.0024300000000000003,0.81
337,18850,500000.0,0.01715,0.0024300000000000003,0.81
338,18900,500000.0,0.01715,0.0024300000000000003,0.81
339,18950,500000.0,0.01715,0.0024300000000000003,0.81
340,19000,500000.0,0.01715,0.0024300000000000003,0.81
341,19050,500000.0,0.01715,0.0024300000000000003,0.81
342,19100,500000.0,0.01715,0.0024300000000000003,0.81
343,19150,500000.0,0.01715,0.0024300000000000003,0.81
344,19200,500000.0,0.01715,0.0024300000000000003,0.81
345,19250,500000.0,0.01715,0.0024300000000000003,0.81
346,19300,500000.0,0.01715,0.0024300000000000003,0.81
347,19350,500000.0,0.01715,0.0024300000000000003,0.81
348,19400,500000.0,0.01715,0.0024300000000000003,0.81
349,19450,500000.0,0.01715,0.0024300000000000003,0.81
350,19500,500000.0,0.01715,0.0024300000000000003,0.81
351,19550,500000.0,0.01715,0.0024300000000000003,0.81
352,19600,500000.0,0.01715,0.0024300000000000003,0.81
353,19650,500000.0,0.01715,0.0024300000000000003,0.81
354,19700,500000.0,0.01715,0.0024300000000000003,0.81
355,19750,500000.0,0.01715,0.0024300000000000003,0.81
356,19800,500000.0,0.01715,0.0024300000000000003,0.81
357,19850,500000.0,0.01715,0.0024300000000000003,0.81
358,19900,500000.0,0.01715,0.0024300000000000003,0.81
359,19950,500000.0,0.01715,0.0024300000000000003,0.81
360,20000,500000.0,0.01715,0.0024300000000000003,0.81
361,20050,500000.0,0.01715,0.0024300000000000003,0.81
362,20100,500000.0,0.01715,0.0024300000000000003,0.81
363,20150,500000.0,0.01715,0.0024300000000000003,0.81
364,20200,500000.0,0.01715,0.0024300000000000003,0.81
365,20250,500000.0,0.01715,0.0024300000000000003,0.81
366,20300,500000.0,0.01715,0.0024300000000000003,0.81
367,20350,500000.0,0.01715,0.0024300000000000003,0.81
368,20400,500000.0,0.01715,0.0024300000000000003,0.81
369,20450,500000.0,0.01715,0.0024300000000000003,0.81
370,20500,500000.0,0.01715,0.0024300000000000003,0.81
371,20550,500000.0,0.01715,0.0024300000000000003,0.81
372,20600,500000.0,0.01715,0.0024300000000000003,0.81
373,20650,500000.0,0.01715,0.0024300000000000003,0.81
374,20700,500000.0,0.01715,0.0024300000000000003,0.81
375,20750,500000.0,0.01715,0.0024300000000000003,0.81
376,20800,500000.0,0.01715,0.0024300000000000003,0.81
377,20850,500000.0,0.01715,0.0024300000000000003,0.81
378,20900,500000.0,0.01715,0.0024300000000000003,0.81
379,20950,500000.0,0.01715,0.0024300000000000003,0.81
380,21000,500000.0,0.01715,0.0024300000000000003,0.81
381,21050,500000.0,0.01715,0.0024300000000000003,0.81
382,21100,500000.0,0.01715,0.0024300000000000003,0.81
383,21150,500000.0,0.01715,0.0024300000000000003,0.81
384,21200,500000.0,0.01715,0.0024300000000000003,0.81
385,21250,500000.0,0.01715,0.0024300000000000003,0.81
386,21300,500000.0,0.01715,0.0024300000000000003,0.81
387,21350,500000.0,0.01715,0.0024300000000000003,0.81
388,21400,500000.0,0.01715,0.0024300000000000003,0.81
389,21450,500000.0,0.01715,0.0024300000000000003,0.81
390,21500,500000.0,0.01715,0.0024300000000000003,0.81
391,21550,500000.0,0.01715,0.0024300000000000003,0.81
392,21600,500000.0,0.01715,0.0024300000000000003,0.81
393,21650,500000.0,0.01715,0.0024300000000000003,0.81
394,21700,500000.0,0.01715,0.0024300000000000003,0.81
395,21750,500000.0,0.01715,0.0024300000000000003,0.81
396,21800,500000.0,0.01715,0.0024300000000000003,0.81
397,21850,500000.0,0.01715,0.0024300000000000003,0.81
398,21900,500000.0,0.01715,0.0024300000000000003,0.81
399,21950,500000.0,0.01715,0.0024300000000000003,0.81
400,22000,500000.0,0.01715,0.0024300000000000003,0.81
401,22050,500000.0,0.01715,0.0024300000000000003,0.81
402,22100,500000.0,0.01715,0.0024300000000000003,0.81
403,22150,500000.0,0.01715,0.0024300000000000003,0.81
404,22200,500000.0,0.01715,0.0024300000000000003,0.81
405,22250,500000.0,0.01715,0.0024300000000000003,0.81
406,22300,500000.0,0.01715,0.0024300000000000003,0.81
407,22350,500000.0,0.01715,0.0024300000000000003,0.81
408,22400,500000.0,0.01715,0.0024300000000000003,0.81
409,22450,500000.0,0.01715,0.0024300000000000003,0.81
410,22500,500000.0,0.01715,0.0024300000000000003,0.81
411,22550,500000.0,0.01715,0.0024300000000000003,0.81
412,22600,500000.0,0.01715,0.0024300000000000003,0.81
413,22650,500000.0,0.01715,0.0024300000000000003,0.81
414,22700,500000.0,0.01715,0.0024300000000000003,0.81
415,22750,500000.0,0.01715,0.0024300000000000003,0.81
416,22800,500000.0,0.01715,0.0024300000000000003,0.81
417,22850,500000.0,0.01715,0.0024300000000000003,0.81
418,22900,500000.0,0.01715,0.0024300000000000003,0.81
419,22950,500000.0,0.01715,0.0024300000000000003,0.81
420,23000,500000.0,0.01715,0.0024300000000000003,0.81
421,23050,500000.0,0.01715,0.0024300000000000003,0.81
422,23100,500000.0,0.01715,0.0024300000000000003,0.81
423,23150,500000.0,0.01715,0.0024300000000000003,0.81
424,23200,500000.0,0.01715,0.0024300000000000003,0.81
425,23250,500000.0,0.01715,0.0024300000000000003,0.81
426,23300,500000.0,0.01715,0.0024300000000000003,0.81
427,23350,500000.0,0.01715,0.0024300000000000003,0.81
428,23400,500000.0,0.01715,0.0024300000000000003,0.81
429,23450,500000.0,0.01715,0.0024300000000000003,0.81
430,23500,500000.0,0.01715,0.0024300000000000003,0.81
431,23550,500000.0,0.01715,0.0024300000000000003,0.81
432,23600,500000.0,0.01715,0.0024300000000000003,0.81
433,23650,500000.0,0.01715,0.0024300000000000003,0.81
434,23700,500000.0,0.01715,0.0024300000000000003,0.81
435,23750,500000.0,0.01715,0.0024300000000000003,0.81
436,23800,500000.0,0.01715,0.0024300000000000003,0.81
437,23850,500000.0,0.01715,0.0024300000000000003,0.81
438,23900,500000.0,0.01715,0.0024300000000000003,0.81
439,23950,500000.0,0.01715,0.0024300000000000003,0.81
440,24000,500000.0,0.01715,0.0024300000000000003,0.81
441,24050,500000.0,0.01715,0.0024300000000000003,0.81
442,24100,500000.0,0.01715,0.0024300000000000003,0.81
443,24150,500000.0,0.01715,0.0024300000000000003,0.81
444,24200,500000.0,0.01715,0.0024300000000000003,0.81
445,24250,500000.0,0.01715,0.0024300000000000003,0.81
446,24300,500000.0,0.01715,0.0024300000000000003,0.81
447,24350,500000.0,0.01715,0.0024300000000000003,0.81
448,24400,500000.0,0.01715,0.0024300000000000003,0.81
449,24450,500000.0,0.01715,0.0024300000000000003,0.81
450,24500,500000.0,0.01715,0.0024300000000000003,0.81
451,24550,500000.0,0.01715,0.0024300000000000003,0.81
452,24600,500000.0,0.01715,0.0024300000000000003,0.81
453,24650,500000.0,0.01715,0.0024300000000000003,0.81
454,24700,500000.0,0.01715,0.0024300000000000003,0.81
455,24750,500000.0,0.01715,0.0024300000000000003,0.81
456,24800,500000.0,0.01715,0.0024300000000000003,0.81
457,24850,500000.0,0.01715,0.0024300000000000003,0.81
458,24900,500000.0,0.01715,0.0024300000000000003,0.81
459,24950,500000.0,0.01715,0.0024300000000000003,0.81
460,25000,500000.0,0.01715,0.0024300000000000003,0.81
461,25050,500000.0,0.01715,0.0024300000000000003,0.81
462,25100,500000.0,0.01715,0.0024300000000000003,0.81
463,25150,500000.0,0.01715,0.0024300000000000003,0.81
464,25200,500000.0,0.01715,0.0024300000000000003,0.81
465,25250,500000.0,0.01715,0.0024300000000000003,0.81
466,25300,500000.0,0.01715,0.0024300000000000003,0.81
467,25350,500000.0,0.01715,0.0024300000000000003,0.81
468,25400,500000.0,0.01715,0.0024300000000000003,0.81
469,25450,500000.0,0.01715,0.0024300000000000003,0.81
470,25500,500000.0,0.01715,0.0024300000000000003,0.81
471,25550,500000.0,0.01715,0.0024300000000000003,0.81
472,25600,500000.0,0.01715,0.0024300000000000003,0.81
473,25650,500000.0,0.01715,0.0024300000000000003,0.81
474,25700,500000.0,0.01715,0.0024300000000000003,0.81
475,25750,500000.0,0.01715,0.0024300000000000003,0.81
476,25800,500000.0,0.01715,0.0024300000000000003,0.81
477,25850,500000.0,0.01715,0.0024300000000000003,0.81
