Simulation Number,Dipole.photonEnergy,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv
0,2000,500000.0,0.01715,0.0024300000000000003,0.81
1,2050,500000.0,0.01715,0.0024300000000000003,0.81
2,2100,500000.0,0.01715,0.0024300000000000003,0.81
3,2150,500000.0,0.01715,0.0024300000000000003,0.81
4,2200,500000.0,0.01715,0.0024300000000000003,0.81
5,2250,500000.0,0.01715,0.0024300000000000003,0.81
6,2300,500000.0,0.01715,0.0024300000000000003,0.81
7,2350,500000.0,0.01715,0.0024300000000000003,0.81
8,2400,500000.0,0.01715,0.0024300000000000003,0.81
9,2450,500000.0,0.01715,0.0024300000000000003,0.81
10,2500,500000.0,0.01715,0.0024300000000000003,0.81
11,2550,500000.0,0.01715,0.0024300000000000003,0.81
12,2600,500000.0,0.01715,0.0024300000000000003,0.81
13,2650,500000.0,0.01715,0.0024300000000000003,0.81
14,2700,500000.0,0.01715,0.0024300000000000003,0.81
15,2750,500000.0,0.01715,0.0024300000000000003,0.81
16,2800,500000.0,0.01715,0.0024300000000000003,0.81
17,2850,500000.0,0.01715,0.0024300000000000003,0.81
18,2900,500000.0,0.01715,0.0024300000000000003,0.81
19,2950,500000.0,0.01715,0.0024300000000000003,0.81
20,3000,500000.0,0.01715,0.0024300000000000003,0.81
21,3050,500000.0,0.01715,0.0024300000000000003,0.81
22,3100,500000.0,0.01715,0.0024300000000000003,0.81
23,3150,500000.0,0.01715,0.0024300000000000003,0.81
24,3200,500000.0,0.01715,0.0024300000000000003,0.81
25,3250,500000.0,0.01715,0.0024300000000000003,0.81
26,3300,500000.0,0.01715,0.0024300000000000003,0.81
27,3350,500000.0,0.01715,0.0024300000000000003,0.81
28,3400,500000.0,0.01715,0.0024300000000000003,0.81
29,3450,500000.0,0.01715,0.0024300000000000003,0.81
30,3500,500000.0,0.01715,0.0024300000000000003,0.81
31,3550,500000.0,0.01715,0.0024300000000000003,0.81
32,3600,500000.0,0.01715,0.0024300000000000003,0.81
33,3650,500000.0,0.01715,0.0024300000000000003,0.81
34,3700,500000.0,0.01715,0.0024300000000000003,0.81
35,3750,500000.0,0.01715,0.0024300000000000003,0.81
36,3800,500000.0,0.01715,0.0024300000000000003,0.81
37,3850,500000.0,0.01715,0.0024300000000000003,0.81
38,3900,500000.0,0.01715,0.0024300000000000003,0.81
39,3950,500000.0,0.01715,0.0024300000000000003,0.81
40,4000,500000.0,0.01715,0.0024300000000000003,0.81
41,4050,500000.0,0.01715,0.0024300000000000003,0.81
42,4100,500000.0,0.01715,0.0024300000000000003,0.81
43,4150,500000.0,0.01715,0.0024300000000000003,0.81
44,4200,500000.0,0.01715,0.0024300000000000003,0.81
45,4250,500000.0,0.01715,0.0024300000000000003,0.81
46,4300,500000.0,0.01715,0.0024300000000000003,0.81
47,4350,500000.0,0.01715,0.0024300000000000003,0.81
48,4400,500000.0,0.01715,0.0024300000000000003,0.81
49,4450,500000.0,0.01715,0.0024300000000000003,0.81
50,4500,500000.0,0.01715,0.0024300000000000003,0.81
51,4550,500000.0,0.01715,0.0024300000000000003,0.81
52,4600,500000.0,0.01715,0.0024300000000000003,0.81
53,4650,500000.0,0.01715,0.0024300000000000003,0.81
54,4700,500000.0,0.01715,0.0024300000000000003,0.81
55,4750,500000.0,0.01715,0.0024300000000000003,0.81
56,4800,500000.0,0.01715,0.0024300000000000003,0.81
57,4850,500000.0,0.01715,0.0024300000000000003,0.81
58,4900,500000.0,0.01715,0.0024300000000000003,0.81
59,4950,500000.0,0.01715,0.0024300000000000003,0.81
60,5000,500000.0,0.01715,0.0024300000000000003,0.81
61,5050,500000.0,0.01715,0.0024300000000000003,0.81
62,5100,500000.0,0.01715,0.0024300000000000003,0.81
63,5150,500000.0,0.01715,0.0024300000000000003,0.81
64,5200,500000.0,0.01715,0.0024300000000000003,0.81
65,5250,500000.0,0.01715,0.0024300000000000003,0.81
66,5300,500000.0,0.01715,0.0024300000000000003,0.81
67,5350,500000.0,0.01715,0.0024300000000000003,0.81
68,5400,500000.0,0.01715,0.0024300000000000003,0.81
69,5450,500000.0,0.01715,0.0024300000000000003,0.81
70,5500,500000.0,0.01715,0.0024300000000000003,0.81
71,5550,500000.0,0.01715,0.0024300000000000003,0.81
72,5600,500000.0,0.01715,0.0024300000000000003,0.81
73,5650,500000.0,0.01715,0.0024300000000000003,0.81
74,5700,500000.0,0.01715,0.0024300000000000003,0.81
75,5750,500000.0,0.01715,0.0024300000000000003,0.81
76,5800,500000.0,0.01715,0.0024300000000000003,0.81
77,5850,500000.0,0.01715,0.0024300000000000003,0.81
78,5900,500000.0,0.01715,0.0024300000000000003,0.81
79,5950,500000.0,0.01715,0.0024300000000000003,0.81
80,6000,500000.0,0.01715,0.0024300000000000003,0.81
81,6050,500000.0,0.01715,0.0024300000000000003,0.81
82,6100,500000.0,0.01715,0.0024300000000000003,0.81
83,6150,500000.0,0.01715,0.0024300000000000003,0.81
84,6200,500000.0,0.01715,0.0024300000000000003,0.81
85,6250,500000.0,0.01715,0.0024300000000000003,0.81
86,6300,500000.0,0.01715,0.0024300000000000003,0.81
87,6350,500000.0,0.01715,0.0024300000000000003,0.81
88,6400,500000.0,0.01715,0.0024300000000000003,0.81
89,6450,500000.0,0.01715,0.0024300000000000003,0.81
90,6500,500000.0,0.01715,0.0024300000000000003,0.81
91,6550,500000.0,0.01715,0.0024300000000000003,0.81
92,6600,500000.0,0.01715,0.0024300000000000003,0.81
93,6650,500000.0,0.01715,0.0024300000000000003,0.81
94,6700,500000.0,0.01715,0.0024300000000000003,0.81
95,6750,500000.0,0.01715,0.0024300000000000003,0.81
96,6800,500000.0,0.01715,0.0024300000000000003,0.81
97,6850,500000.0,0.01715,0.0024300000000000003,0.81
98,6900,500000.0,0.01715,0.0024300000000000003,0.81
99,6950,500000.0,0.01715,0.0024300000000000003,0.81
100,7000,500000.0,0.01715,0.0024300000000000003,0.81
101,7050,500000.0,0.01715,0.0024300000000000003,0.81
102,7100,500000.0,0.01715,0.0024300000000000003,0.81
103,7150,500000.0,0.01715,0.0024300000000000003,0.81
104,7200,500000.0,0.01715,0.0024300000000000003,0.81
105,7250,500000.0,0.01715,0.0024300000000000003,0.81
106,7300,500000.0,0.01715,0.0024300000000000003,0.81
107,7350,500000.0,0.01715,0.0024300000000000003,0.81
108,7400,500000.0,0.01715,0.0024300000000000003,0.81
109,7450,500000.0,0.01715,0.0024300000000000003,0.81
110,7500,500000.0,0.01715,0.0024300000000000003,0.81
111,7550,500000.0,0.01715,0.0024300000000000003,0.81
112,7600,500000.0,0.01715,0.0024300000000000003,0.81
113,7650,500000.0,0.01715,0.0024300000000000003,0.81
114,7700,500000.0,0.01715,0.0024300000000000003,0.81
115,7750,500000.0,0.01715,0.0024300000000000003,0.81
116,7800,500000.0,0.01715,0.0024300000000000003,0.81
117,7850,500000.0,0.01715,0.0024300000000000003,0.81
118,7900,500000.0,0.01715,0.0024300000000000003,0.81
119,7950,500000.0,0.01715,0.0024300000000000003,0.81
120,8000,500000.0,0.01715,0.0024300000000000003,0.81
121,8050,500000.0,0.01715,0.0024300000000000003,0.81
122,8100,500000.0,0.01715,0.0024300000000000003,0.81
123,8150,500000.0,0.01715,0.0024300000000000003,0.81
124,8200,500000.0,0.01715,0.0024300000000000003,0.81
125,8250,500000.0,0.01715,0.0024300000000000003,0.81
126,8300,500000.0,0.01715,0.0024300000000000003,0.81
127,8350,500000.0,0.01715,0.0024300000000000003,0.81
128,8400,500000.0,0.01715,0.0024300000000000003,0.81
129,8450,500000.0,0.01715,0.0024300000000000003,0.81
130,8500,500000.0,0.01715,0.0024300000000000003,0.81
131,8550,500000.0,0.01715,0.0024300000000000003,0.81
132,8600,500000.0,0.01715,0.0024300000000000003,0.81
133,8650,500000.0,0.01715,0.0024300000000000003,0.81
134,8700,500000.0,0.01715,0.0024300000000000003,0.81
135,8750,500000.0,0.01715,0.0024300000000000003,0.81
136,8800,500000.0,0.01715,0.0024300000000000003,0.81
137,8850,500000.0,0.01715,0.0024300000000000003,0.81
138,8900,500000.0,0.01715,0.0024300000000000003,0.81
139,8950,500000.0,0.01715,0.0024300000000000003,0.81
140,9000,500000.0,0.01715,0.0024300000000000003,0.81
141,9050,500000.0,0.01715,0.0024300000000000003,0.81
142,9100,500000.0,0.01715,0.0024300000000000003,0.81
143,9150,500000.0,0.01715,0.0024300000000000003,0.81
144,9200,500000.0,0.01715,0.0024300000000000003,0.81
145,9250,500000.0,0.01715,0.0024300000000000003,0.81
146,9300,500000.0,0.01715,0.0024300000000000003,0.81
147,9350,500000.0,0.01715,0.0024300000000000003,0.81
148,9400,500000.0,0.01715,0.0024300000000000003,0.81
149,9450,500000.0,0.01715,0.0024300000000000003,0.81
150,9500,500000.0,0.01715,0.0024300000000000003,0.81
151,9550,500000.0,0.01715,0.0024300000000000003,0.81
152,9600,500000.0,0.01715,0.0024300000000000003,0.81
153,9650,500000.0,0.01715,0.0024300000000000003,0.81
154,9700,500000.0,0.01715,0.0024300000000000003,0.81
155,9750,500000.0,0.01715,0.0024300000000000003,0.81
156,9800,500000.0,0.01715,0.0024300000000000003,0.81
157,9850,500000.0,0.01715,0.0024300000000000003,0.81
158,9900,500000.0,0.01715,0.0024300000000000003,0.81
159,9950,500000.0,0.01715,0.0024300000000000003,0.81
160,10000,500000.0,0.01715,0.0024300000000000003,0.81
161,10050,500000.0,0.01715,0.0024300000000000003,0.81
162,10100,500000.0,0.01715,0.0024300000000000003,0.81
163,10150,500000.0,0.01715,0.0024300000000000003,0.81
164,10200,500000.0,0.01715,0.0024300000000000003,0.81
165,10250,500000.0,0.01715,0.0024300000000000003,0.81
166,10300,500000.0,0.01715,0.0024300000000000003,0.81
167,10350,500000.0,0.01715,0.0024300000000000003,0.81
168,10400,500000.0,0.01715,0.0024300000000000003,0.81
169,10450,500000.0,0.01715,0.0024300000000000003,0.81
170,10500,500000.0,0.01715,0.0024300000000000003,0.81
171,10550,500000.0,0.01715,0.0024300000000000003,0.81
172,10600,500000.0,0.01715,0.0024300000000000003,0.81
173,10650,500000.0,0.01715,0.0024300000000000003,0.81
174,10700,500000.0,0.01715,0.0024300000000000003,0.81
175,10750,500000.0,0.01715,0.0024300000000000003,0.81
176,10800,500000.0,0.01715,0.0024300000000000003,0.81
177,10850,500000.0,0.01715,0.0024300000000000003,0.81
178,10900,500000.0,0.01715,0.0024300000000000003,0.81
179,10950,500000.0,0.01715,0.0024300000000000003,0.81
180,11000,500000.0,0.01715,0.0024300000000000003,0.81
181,11050,500000.0,0.01715,0.0024300000000000003,0.81
182,11100,500000.0,0.01715,0.0024300000000000003,0.81
183,11150,500000.0,0.01715,0.0024300000000000003,0.81
184,11200,500000.0,0.01715,0.0024300000000000003,0.81
185,11250,500000.0,0.01715,0.0024300000000000003,0.81
186,11300,500000.0,0.01715,0.0024300000000000003,0.81
187,11350,500000.0,0.01715,0.0024300000000000003,0.81
188,11400,500000.0,0.01715,0.0024300000000000003,0.81
189,11450,500000.0,0.01715,0.0024300000000000003,0.81
190,11500,500000.0,0.01715,0.0024300000000000003,0.81
191,11550,500000.0,0.01715,0.0024300000000000003,0.81
192,11600,500000.0,0.01715,0.0024300000000000003,0.81
193,11650,500000.0,0.01715,0.0024300000000000003,0.81
194,11700,500000.0,0.01715,0.0024300000000000003,0.81
195,11750,500000.0,0.01715,0.0024300000000000003,0.81
196,11800,500000.0,0.01715,0.0024300000000000003,0.81
197,11850,500000.0,0.01715,0.0024300000000000003,0.81
198,11900,500000.0,0.01715,0.0024300000000000003,0.81
199,11950,500000.0,0.01715,0.0024300000000000003,0.81
200,12000,500000.0,0.01715,0.0024300000000000003,0.81
201,12050,500000.0,0.01715,0.0024300000000000003,0.81
202,12100,500000.0,0.01715,0.0024300000000000003,0.81
203,12150,500000.0,0.01715,0.0024300000000000003,0.81
204,12200,500000.0,0.01715,0.0024300000000000003,0.81
205,12250,500000.0,0.01715,0.0024300000000000003,0.81
206,12300,500000.0,0.01715,0.0024300000000000003,0.81
