,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.cFactor,Dipole.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
136,136,0.1,730,2.25,100000.0,1583730000000.0,1216.0,1.216,730.0,0.1271211771673648,0.0274295889546024,0.0097874845942073,19258156800.0,,,,6.121842343758059e-07,3.472459605803854e-07
137,137,0.1,735,2.25,100000.0,1585370000000.0,1160.0,1.16,735.0,0.1285419594061533,0.0270617670037337,0.0094238120089961,18390292000.0,,,,5.886869900253234e-07,3.336198173192921e-07
138,138,0.1,740,2.25,100000.0,1587000000000.0,1140.0,1.14,740.0,0.1311378986073423,0.0397516320463797,0.0091743830242036,18091800000.000004,,,,5.829859123051432e-07,3.302188645908815e-07
139,139,0.1,745,2.25,100000.0,1588600000000.0,1136.0,1.136,745.0,0.1306453305827561,0.0351918515391421,0.0098867160144007,18046496000.000004,,,,5.855845212307968e-07,3.313454134175966e-07
140,140,0.1,750,2.25,100000.0,1590190000000.0,1198.0,1.198,750.0,0.1330540120118335,0.0325364686752657,0.0095648970766689,19050476200.0,,,,6.223797438686044e-07,3.518658805754572e-07
141,141,0.1,755,2.25,100000.0,1591750000000.0,1209.0,1.209,755.0,0.1349962085780382,0.0349992891376263,0.0096209712222683,19244257500.0,,,,6.329019898279539e-07,3.574942946390506e-07
142,142,0.1,760,2.25,100000.0,1593300000000.0,1180.0,1.18,760.0,0.1345460278628393,0.0329526261013501,0.0091089034366163,18800940000.0,,,,6.224857649627317e-07,3.5128417842849297e-07
143,143,0.1,765,2.25,100000.0,1594830000000.0,1178.0,1.1780000000000002,765.0,0.1376429292651112,0.0271936015909465,0.0099353451827772,18787097400.000004,,,,6.261657855970458e-07,3.529992643929552e-07
144,144,0.1,770,2.25,100000.0,1596340000000.0,1134.0,1.134,770.0,0.140439685837337,0.0317725715444436,0.0097743476035519,18102495600.0,,,,6.072917583210901e-07,3.4205928336177135e-07
145,145,0.1,775,2.25,100000.0,1597830000000.0,1153.0,1.153,775.0,0.1371222030656733,0.0302540247419612,0.0102041277352344,18422979900.0,,,,6.221250692500189e-07,3.5008902642725617e-07
146,146,0.1,780,2.25,100000.0,1599300000000.0,1159.0,1.159,780.0,0.1402758303246765,0.0373921411637232,0.0098699692462764,18535887000.0,,,,6.300224629478475e-07,3.5424330104175225e-07
147,147,0.1,785,2.25,100000.0,1600760000000.0,1177.0,1.1769999999999998,785.0,0.1381081496873041,0.0363368994436803,0.0094372893190916,18840945200.0,,,,6.446384386063602e-07,3.621729904396125e-07
148,148,0.1,790,2.25,100000.0,1602190000000.0,1216.0,1.216,790.0,0.1417329402425511,0.0314800622149377,0.0092465082903039,19482630400.0,,,,6.708886823403938e-07,3.767045202306327e-07
149,149,0.1,795,2.25,100000.0,1603610000000.0,1186.0,1.1860000000000002,795.0,0.1404617449016892,0.0336102325773649,0.0085311908052258,19018814600.000004,,,,6.590621276191523e-07,3.69817628877907e-07
150,150,0.1,800,2.25,100000.0,1605010000000.0,1187.0,1.187,800.0,0.1437718503390667,0.0325753046517147,0.0098145537633229,19051468700.0,,,,6.643946953408766e-07,3.725610610816149e-07
151,151,0.1,805,2.25,100000.0,1606400000000.0,1128.0,1.128,805.0,0.1421065934096847,0.0353384038254308,0.0096419430740001,18120192000.0,,,,6.359372530864725e-07,3.562902555057764e-07
152,152,0.1,810,2.25,100000.0,1607770000000.0,1168.0,1.168,810.0,0.1422896868052646,0.0398135161601087,0.0097685791128943,18778753600.0,,,,6.631189103388063e-07,3.7127276321980884e-07
153,153,0.1,815,2.25,100000.0,1609120000000.0,1191.0,1.191,815.0,0.1462835988674777,0.0314761789287628,0.0096130338565639,19164619200.0,,,,6.809971799572358e-07,3.8091017178565257e-07
154,154,0.1,820,2.25,100000.0,1610450000000.0,1144.0,1.144,820.0,0.1473311364173662,0.0360224154313767,0.0097586936883105,18423548000.000004,,,,6.587286461577221e-07,3.6813227830396043e-07
155,155,0.1,825,2.25,100000.0,1611770000000.0,1208.0,1.208,825.0,0.1470385639913719,0.0268294568768561,0.0094309625651553,19470181600.0,,,,7.005242284566388e-07,3.910464180020266e-07
156,156,0.1,830,2.25,100000.0,1613070000000.0,1188.0,1.188,830.0,0.1487084748968719,0.0393625497854513,0.008896649664394,19163271600.0,,,,6.937114546960307e-07,3.868718513987391e-07
157,157,0.1,835,2.25,100000.0,1614360000000.0,1176.0,1.176,835.0,0.1506005455626187,0.0305305662726625,0.0095669337751089,18984873600.0,,,,6.913681201872893e-07,3.851781722124104e-07
158,158,0.1,840,2.25,100000.0,1615630000000.0,1155.0,1.155,840.0,0.1507158780030694,0.0316750142009545,0.0101065319148913,18660526500.0,,,,6.837009825168558e-07,3.804916175942842e-07
159,159,0.1,845,2.25,100000.0,1616880000000.0,1187.0,1.187,845.0,0.1534220395221173,0.0434760161494051,0.0091430703297811,19192365600.0,,,,7.074245805411424e-07,3.932249403781378e-07
160,160,0.1,850,2.25,100000.0,1618120000000.0,1171.0,1.171,850.0,0.1532005272842726,0.0354668221245335,0.0098543099967465,18948185200.0,,,,7.025310502826483e-07,3.901051058222844e-07
161,161,0.1,855,2.25,100000.0,1619340000000.0,1169.0,1.169,855.0,0.1562195401464386,0.0361482881687149,0.0091896335536432,18930084600.0,,,,7.060403958280473e-07,3.915462096924318e-07
162,162,0.1,860,2.25,100000.0,1620550000000.0,1186.0,1.1860000000000002,860.0,0.1496052692435366,0.0313291626186742,0.0094443159220227,19219723000.000004,,,,7.210881459261699e-07,3.99395764930801e-07
163,163,0.1,865,2.25,100000.0,1621740000000.0,1206.0,1.206,865.0,0.1552911121569593,0.0302895921374152,0.0093208472093604,19558184400.0,,,,7.381883141922523e-07,4.0826296579645284e-07
164,164,0.1,870,2.25,100000.0,1622920000000.0,1125.0,1.125,870.0,0.1562173025225236,0.0387998887169251,0.0091381801873123,18257850000.0,,,,6.929910369087577e-07,3.828468201729096e-07
165,165,0.1,875,2.25,100000.0,1624090000000.0,1220.0,1.22,875.0,0.1592756483876759,0.0325789650775228,0.0092965988360681,19813898000.0,,,,7.564297536643372e-07,4.172875537565341e-07
166,166,0.1,880,2.25,100000.0,1625230000000.0,1177.0,1.1769999999999998,880.0,0.1607161101121547,0.0337541608592686,0.009716600966169,19128957100.0,,,,7.345888379334302e-07,4.046272826305379e-07
167,167,0.1,885,2.25,100000.0,1626370000000.0,1253.0,1.253,885.0,0.1595501340951167,0.0346694709355402,0.0097838088310218,20378416100.0,,,,7.870457910747309e-07,4.328736847359807e-07
168,168,0.1,890,2.25,100000.0,1627490000000.0,1183.0,1.183,890.0,0.1556348790248148,0.0285048370004774,0.0085009654352916,19253206700.0,,,,7.477620833178305e-07,4.107035342352374e-07
169,169,0.1,895,2.25,100000.0,1628590000000.0,1174.0,1.174,895.0,0.1621720858939837,0.0319570710447309,0.0097941457646264,19119646600.0,,,,7.468288528493016e-07,4.0951950394105554e-07
170,170,0.1,900,2.25,100000.0,1629680000000.0,1180.0,1.18,900.0,0.1601684199509239,0.0416219764262992,0.0088552703288532,19230224000.0,,,,7.553721827997092e-07,4.135763289990408e-07
171,171,0.1,905,2.25,100000.0,1630760000000.0,1168.0,1.168,905.0,0.1633228461979765,0.0359631629669548,0.0095219881523807,19047276800.0,,,,7.523149017993878e-07,4.112563637796517e-07
172,172,0.1,910,2.25,100000.0,1631820000000.0,1182.0,1.1820000000000002,910.0,0.1646458165965969,0.0352927099473453,0.0092301815770271,19288112400.000004,,,,7.660924775620658e-07,4.181042870179896e-07
173,173,0.1,915,2.25,100000.0,1632870000000.0,1127.0,1.127,915.0,0.1629788642005961,0.0269184051659419,0.0092782877037553,18402444900.0,,,,7.349851771954025e-07,4.004283339389733e-07
174,174,0.1,920,2.25,100000.0,1633910000000.0,1160.0,1.16,920.0,0.1640186811672266,0.0386317795416104,0.010043375701476,18953356000.0,,,,7.612366104146981e-07,4.139959590664352e-07
175,175,0.1,925,2.25,100000.0,1634930000000.0,1131.0,1.131,925.0,0.1703531476629762,0.0318172988944684,0.0096683130514228,18491058300.0,,,,7.467600842670757e-07,4.053847602469439e-07
176,176,0.1,930,2.25,100000.0,1635940000000.0,1195.0,1.195,930.0,0.170224196074474,0.0370306506267736,0.0095711263906396,19549483000.0,,,,7.937429536612715e-07,4.301723375368847e-07
177,177,0.1,935,2.25,100000.0,1636940000000.0,1226.0,1.226,935.0,0.1692545533404381,0.0318662795113573,0.0088792522382536,20068884400.0,,,,8.192724950227958e-07,4.431743470157493e-07
178,178,0.1,940,2.25,100000.0,1637920000000.0,1166.0,1.166,940.0,0.1696505277246313,0.0340605851727996,0.0091963384237863,19098147200.0,,,,7.838420520039675e-07,4.232454596426221e-07
179,179,0.1,945,2.25,100000.0,1638900000000.0,1221.0,1.221,945.0,0.1692033118369515,0.0328008894045398,0.008840909737573,20010969000.0,,,,8.256451996556225e-07,4.450026685524437e-07
180,180,0.1,950,2.25,100000.0,1639850000000.0,1109.0,1.109,950.0,0.1724281004418547,0.0376042486468091,0.0100322349914123,18185936500.0,,,,7.543704719698272e-07,4.058156060812303e-07
181,181,0.1,955,2.25,100000.0,1640800000000.0,1122.0,1.122,955.0,0.1710153609846761,0.0289327210340806,0.0091699984404369,18409776000.0,,,,7.677029620464602e-07,4.121726982080009e-07
182,182,0.1,960,2.25,100000.0,1641730000000.0,1175.0,1.175,960.0,0.1775437329793377,0.0283004554547294,0.0089092054195319,19290327500.0,,,,8.087826801649491e-07,4.333239923535001e-07
183,183,0.1,965,2.25,100000.0,1642650000000.0,1153.0,1.153,965.0,0.1740861695126571,0.037967640207736,0.0096280266622205,18939754500.0,,,,7.981029826233413e-07,4.268123308446892e-07
184,184,0.1,970,2.25,100000.0,1643560000000.0,1127.0,1.127,970.0,0.1762488029347811,0.0385182240922672,0.0090909482917112,18522921200.0,,,,7.846398414491373e-07,4.1876080818037333e-07
185,185,0.1,975,2.25,100000.0,1644460000000.0,1180.0,1.18,975.0,0.1809535247010987,0.0327960363918794,0.0103157423761193,19404628000.0,,,,8.263476734962282e-07,4.40051160754984e-07
186,186,0.1,980,2.25,100000.0,1645340000000.0,1172.0,1.172,980.0,0.1752571721578517,0.039885254827469,0.0082447721594924,19283384800.0,,,,8.254260020945201e-07,4.3865852288108025e-07
187,187,0.1,985,2.25,100000.0,1646210000000.0,1202.0,1.202,985.0,0.1771918374863788,0.0316080540124936,0.007317903835486,19787444200.0,,,,8.512924961559305e-07,4.5146251909380977e-07
188,188,0.1,990,2.25,100000.0,1647070000000.0,1119.0,1.119,990.0,0.1771156275547332,0.0309452828799776,0.0088956739008498,18430713300.0,,,,7.970068801552668e-07,4.217612438614718e-07
189,189,0.1,995,2.25,100000.0,1647920000000.0,1168.0,1.168,995.0,0.1825369417702878,0.0349193989569418,0.0094041784821658,19247705600.0,,,,8.365708159716299e-07,4.417189758700893e-07
190,190,0.1,1000,2.25,100000.0,1648760000000.0,1134.0,1.134,1000.0,0.1804349791562436,0.040929474533631,0.0089788977855421,18696938400.0,,,,8.166562675262451e-07,4.3031225532052004e-07
191,191,0.1,1005,2.25,100000.0,1649590000000.0,1123.0,1.123,1005.0,0.184831782927884,0.0303553488431122,0.0092885950635866,18524895700.0,,,,8.132470472649546e-07,4.275294933545042e-07
192,192,0.1,1010,2.25,100000.0,1650400000000.0,1171.0,1.171,1010.0,0.1841428843231828,0.0335935992731301,0.0095385615999485,19326184000.0,,,,8.526760695966504e-07,4.472566621538746e-07
193,193,0.1,1015,2.25,100000.0,1651200000000.0,1203.0,1.203,1015.0,0.1879446046282609,0.0326773132916408,0.0093917446389882,19863936000.0,,,,8.808696570316987e-07,4.6099784167652994e-07
194,194,0.1,1020,2.25,100000.0,1652000000000.0,1147.0,1.147,1020.0,0.1858286148376567,0.0357206234135968,0.0085778745652552,18948440000.0,,,,8.444420655833112e-07,4.409947053005178e-07
195,195,0.1,1025,2.25,100000.0,1652780000000.0,1157.0,1.157,1025.0,0.1892114154433778,0.031765920934771,0.0087683616089755,19122664600.0,,,,8.563525079697873e-07,4.462688441800603e-07
196,196,0.1,1030,2.25,100000.0,1653550000000.0,1167.0,1.167,1030.0,0.1870796912151461,0.0321930304579844,0.0085584133843613,19296928500.0,,,,8.684354925741925e-07,4.5157288212539813e-07
197,197,0.1,1035,2.25,100000.0,1654310000000.0,1196.0,1.196,1035.0,0.1886954462791709,0.0324735240359887,0.0091051001892101,19785547600.0,,,,8.947804805024848e-07,4.642358820824222e-07
198,198,0.1,1040,2.25,100000.0,1655050000000.0,1153.0,1.153,1040.0,0.1907866272338287,0.0394691880797574,0.0092833654037329,19082726500.0,,,,8.671016086712172e-07,4.489366685095221e-07
199,199,0.1,1045,2.25,100000.0,1655790000000.0,1117.0,1.117,1045.0,0.1891910885100509,0.0343446172036781,0.0096307204716722,18495174300.0,,,,8.44506109879377e-07,4.362393503290929e-07
200,200,0.1,1050,2.25,100000.0,1656520000000.0,1130.0,1.13,1050.0,0.1917880572756458,0.039020020103626,0.0093539399808709,18718676000.0,,,,8.588324147236909e-07,4.426558391191661e-07
201,201,0.1,1055,2.25,100000.0,1657230000000.0,1147.0,1.147,1055.0,0.1943512427271134,0.0369826553595041,0.0087503237611174,19008428100.0,,,,8.764080470987552e-07,4.506262254858382e-07
202,202,0.1,1060,2.25,100000.0,1657940000000.0,1237.0,1.237,1060.0,0.1952634155841826,0.0383126850612741,0.0096324218112173,20508717800.0,,,,9.499229401605532e-07,4.874057460911227e-07
203,203,0.1,1065,2.25,100000.0,1658640000000.0,1107.0,1.107,1065.0,0.192743260074931,0.0391789313180691,0.0088184229192555,18361144800.0,,,,8.544945326694048e-07,4.374159003630613e-07
204,204,0.1,1070,2.25,100000.0,1659320000000.0,1204.0,1.204,1070.0,0.1957479404659305,0.0348668890871394,0.0093690983818038,19978212800.0,,,,9.342519786045028e-07,4.770859524065384e-07
205,205,0.1,1075,2.25,100000.0,1660000000000.0,1162.0,1.162,1075.0,0.1950375916983995,0.034698178961814,0.0093673761832589,19289200000.0,,,,9.062463996351632e-07,4.6169330469072564e-07
206,206,0.1,1080,2.25,100000.0,1660660000000.0,1220.0,1.22,1080.0,0.194558259706623,0.0376759368693558,0.0091642542271855,20260052000.0,,,,9.562512232052209e-07,4.860507161192812e-07
207,207,0.1,1085,2.25,100000.0,1661320000000.0,1215.0,1.215,1085.0,0.2042518624856132,0.0250077512849096,0.0095125340165637,20185038000.0,,,,9.571915237705937e-07,4.853339264246212e-07
208,208,0.1,1090,2.25,100000.0,1661960000000.0,1181.0,1.1809999999999998,1090.0,0.2018395750433581,0.0373100660669509,0.0089131913915271,19627747600.0,,,,9.350535796499022e-07,4.729919656842663e-07
209,209,0.1,1095,2.25,100000.0,1662600000000.0,1269.0,1.269,1095.0,0.2035690502665023,0.0301750330857433,0.0093400626990172,21098394000.0,,,,1.0096878524451876e-06,5.095190474408001e-07
210,210,0.1,1100,2.25,100000.0,1663220000000.0,1144.0,1.144,1100.0,0.1997729476874456,0.0406363107008782,0.0088329804801237,19027236800.000004,,,,9.147951703738088e-07,4.604860321539985e-07
211,211,0.1,1105,2.25,100000.0,1663840000000.0,1224.0,1.224,1105.0,0.2006739890060541,0.0371258326847943,0.0096561076478301,20365401600.0,,,,9.835823151145956e-07,4.938845038759408e-07
212,212,0.1,1110,2.25,100000.0,1664450000000.0,1208.0,1.208,1110.0,0.2050001707518511,0.0328906184084029,0.0083740592443722,20106556000.0,,,,9.756179817231723e-07,4.886114351257825e-07
213,213,0.1,1115,2.25,100000.0,1665040000000.0,1170.0,1.17,1115.0,0.2069423697891799,0.0331144458228079,0.0093408381966101,19480968000.0,,,,9.495209033699314e-07,5.279881615108153e-07
214,214,0.1,1120,2.25,100000.0,1665630000000.0,1214.0,1.214,1120.0,0.2072825245536562,0.0402226300907795,0.0101766353771972,20220748200.0,,,,9.89925558355466e-07,6.194550773830676e-07
215,215,0.1,1125,2.25,100000.0,1666210000000.0,1218.0,1.218,1125.0,0.204100311671241,0.0343415411927198,0.0086653932169516,20294437800.0,,,,9.980416764603368e-07,6.242742453208896e-07
216,216,0.1,1130,2.25,100000.0,1666780000000.0,1194.0,1.194,1130.0,0.2063788135298745,0.0328339319672089,0.008818740198879,19901353200.0,,,,9.83096382076964e-07,6.147155110903818e-07
217,217,0.1,1135,2.25,100000.0,1667340000000.0,1206.0,1.206,1135.0,0.2093441121680838,0.0383516782789119,0.0092213342614588,20108120400.0,,,,9.976324116706823e-07,6.236062261008719e-07
218,218,0.1,1140,2.25,100000.0,1667890000000.0,1156.0,1.156,1140.0,0.2073810160729728,0.0385038379131705,0.0078284259866238,19280808400.000004,,,,9.60871112891214e-07,6.003695605466623e-07
219,219,0.1,1145,2.25,100000.0,1668430000000.0,1245.0,1.245,1145.0,0.2074240094411186,0.03355695482795,0.0083360506634379,20771953500.0,,,,1.0397235364935854e-06,6.561681268746181e-07
220,220,0.1,1150,2.25,100000.0,1668970000000.0,1217.0,1.217,1150.0,0.2096428203129653,0.0379605632676095,0.0090842990512069,20311364900.0,,,,1.021221016792709e-06,6.51047019039682e-07
221,221,0.1,1155,2.25,100000.0,1669490000000.0,1254.0,1.254,1155.0,0.2132641737426981,0.0344607756502152,0.0089168749180785,20935404600.0,,,,1.057056959016451e-06,6.739301617755231e-07
222,222,0.1,1160,2.25,100000.0,1670000000000.0,1240.0,1.24,1160.0,0.2108758532707992,0.0328059715307954,0.0090324508125246,20708000000.0,,,,1.0501012911536368e-06,6.694836621803804e-07
223,223,0.1,1165,2.25,100000.0,1670510000000.0,1265.0,1.265,1165.0,0.2115162092770221,0.0384872964093673,0.0091127864581456,21131951500.0,,,,1.07633713894678e-06,6.860733637865935e-07
224,224,0.1,1170,2.25,100000.0,1671010000000.0,1238.0,1.238,1170.0,0.2215077783324818,0.0319567113380582,0.0089887320764283,20687103800.0,,,,1.0582402247345407e-06,6.744775669762938e-07
225,225,0.1,1175,2.25,100000.0,1671500000000.0,1338.0,1.338,1175.0,0.2193537561017126,0.0367667236269193,0.0095688286452053,22364670000.0,,,,1.1488603487939346e-06,7.3219238626542e-07
226,226,0.1,1180,2.25,100000.0,1671980000000.0,1280.0,1.28,1180.0,0.2186983231409766,0.0394256520048303,0.0087446164906105,21401344000.0,,,,1.104133953677577e-06,7.035680494965202e-07
227,227,0.1,1185,2.25,100000.0,1672450000000.0,1250.0,1.25,1185.0,0.2202981031773487,0.0239891798249249,0.0088012200669995,20905625000.0,,,,1.0831290808874037e-06,6.900821603992817e-07
228,228,0.1,1190,2.25,100000.0,1672920000000.0,1337.0,1.337,1190.0,0.2188514713651228,0.0369249369115725,0.0086298156485271,22366940400.0,,,,1.163644769155529e-06,7.413513332559951e-07
229,229,0.1,1195,2.25,100000.0,1673370000000.0,1305.0,1.3050000000000002,1195.0,0.2210141981122219,0.0393708299345515,0.0082217798010534,21837478500.000004,,,,1.1409565498289458e-06,7.26707193701144e-07
230,230,0.1,1200,2.25,100000.0,1673820000000.0,1322.0,1.322,1200.0,0.2196434683217998,0.0302766700508,0.0091779207344329,22127900400.0,,,,1.1609677722268894e-06,7.393390557079517e-07
231,231,0.1,1205,2.25,100000.0,1674260000000.0,1362.0,1.362,1205.0,0.22613077072221,0.0398319450753461,0.0091544289422318,22803421200.0,,,,1.2015269253430632e-06,7.649228550151956e-07
232,232,0.1,1210,2.25,100000.0,1674690000000.0,1315.0,1.315,1210.0,0.2251344422288601,0.0271145214659151,0.0089078703503849,22022173500.0,,,,1.1651772637792795e-06,7.416496371259703e-07
233,233,0.1,1215,2.25,100000.0,1675110000000.0,1308.0,1.308,1215.0,0.2238394964379094,0.0343830565889921,0.0086495240098603,21910438800.0,,,,1.1639705109935008e-06,7.407505671310776e-07
234,234,0.1,1220,2.25,100000.0,1675530000000.0,1393.0,1.393,1220.0,0.2256673115177049,0.0331509713796359,0.0079184293836534,23340132900.0,,,,1.2451154058890295e-06,7.921603351898425e-07
235,235,0.1,1225,2.25,100000.0,1675940000000.0,1352.0,1.352,1225.0,0.2274570264269386,0.0280472461115504,0.0092244319418136,22658708800.0,,,,1.2137177357054147e-06,7.719739367292811e-07
236,236,0.1,1230,2.25,100000.0,1676340000000.0,1362.0,1.362,1230.0,0.2294147617084553,0.0364497597935237,0.0081219570556005,22831750800.0,,,,1.2278885555036748e-06,7.80855653672784e-07
237,237,0.1,1235,2.25,100000.0,1676730000000.0,1376.0,1.376,1235.0,0.2271993098139608,0.0323709875958774,0.0076593215926006,23071804800.0,,,,1.245888176896721e-06,7.920262820930929e-07
238,238,0.1,1240,2.25,100000.0,1677110000000.0,1301.0,1.3010000000000002,1240.0,0.228113070985299,0.0371086256727632,0.0085621123394442,21819201100.000004,,,,1.183017225966381e-06,7.518469890561254e-07
239,239,0.1,1245,2.25,100000.0,1677490000000.0,1395.0,1.395,1245.0,0.2307676989936624,0.0341341022224989,0.0088014415224144,23400985500.0,,,,1.2740362202457203e-06,8.093292188399758e-07
240,240,0.1,1250,2.25,100000.0,1677860000000.0,1449.0,1.4489999999999998,1250.0,0.228737515475293,0.0344470397922418,0.0087880991773339,24312191400.0,,,,1.3289614863028155e-06,8.439593922373841e-07
241,241,0.1,1255,2.25,100000.0,1678220000000.0,1426.0,1.426,1255.0,0.2332105375326683,0.0347815210319568,0.0090480625041044,23931417200.0,,,,1.3131875851240685e-06,8.337499699512425e-07
242,242,0.1,1260,2.25,100000.0,1678570000000.0,1372.0,1.372,1260.0,0.2306139200051682,0.029729738401645,0.0081945842506482,23029980400.0,,,,1.2688973122858489e-06,8.05260963516717e-07
243,243,0.1,1265,2.25,100000.0,1678920000000.0,1388.0,1.388,1265.0,0.2333283563279229,0.0399876911782837,0.0088975809487243,23303409600.0,,,,1.2890577025952155e-06,8.177251827769463e-07
244,244,0.1,1270,2.25,100000.0,1679260000000.0,1354.0,1.354,1270.0,0.2346183644626924,0.0417791139548317,0.0084026376458215,22737180400.0,,,,1.2626147740010929e-06,8.007092614178609e-07
245,245,0.1,1275,2.25,100000.0,1679590000000.0,1390.0,1.39,1275.0,0.234959206165609,0.0316755242658774,0.0085470168832599,23346301000.0,,,,1.3015915386840174e-06,8.250421774669489e-07
246,246,0.1,1280,2.25,100000.0,1679910000000.0,1409.0,1.409,1280.0,0.2373895326077058,0.0363680408755381,0.0093715469948721,23669931900.0,,,,1.3247609451257017e-06,8.394217973678891e-07
247,247,0.1,1285,2.25,100000.0,1680230000000.0,1432.0,1.432,1285.0,0.2400654423998364,0.037207921344416,0.00898488257878,24060893600.0,,,,1.3518035742689795e-06,8.562199471198841e-07
248,248,0.1,1290,2.25,100000.0,1680540000000.0,1409.0,1.409,1290.0,0.2416675720793391,0.0408883378496929,0.0083984309417239,23678808600.0,,,,1.3355623936963496e-06,8.455298074965988e-07
249,249,0.1,1295,2.25,100000.0,1680840000000.0,1478.0,1.478,1295.0,0.2394096001853669,0.0341662303038522,0.0092961213955225,24842815200.0,,,,1.4066472505170485e-06,8.900948825344048e-07
250,250,0.1,1300,2.25,100000.0,1681140000000.0,1378.0,1.378,1300.0,0.2416856422505048,0.0348866702072625,0.0087888238741692,23166109200.000004,,,,1.3168699967194948e-06,8.328369457756177e-07
251,251,0.1,1305,2.25,100000.0,1681430000000.0,1426.0,1.426,1305.0,0.2428509454164719,0.031072244612001,0.0082980190953919,23977191800.0,,,,1.3681678069668913e-06,8.704703123241518e-07
252,252,0.1,1310,2.25,100000.0,1681710000000.0,1421.0,1.421,1310.0,0.2415124253063287,0.0334914452383425,0.0091465469358565,23897099100.0,,,,1.3687218186963628e-06,8.761764408252457e-07
253,253,0.1,1315,2.25,100000.0,1681980000000.0,1502.0,1.502,1315.0,0.2477920390441285,0.0352202297191949,0.0087851084299825,25263339600.0,,,,1.4525501561290714e-06,9.291357201045232e-07
254,254,0.1,1320,2.25,100000.0,1682250000000.0,1524.0,1.524,1320.0,0.2454822974416029,0.0377406269248162,0.009478128371854,25637490000.0,,,,1.4796130235595255e-06,9.45823433926068e-07
255,255,0.1,1325,2.25,100000.0,1682510000000.0,1460.0,1.46,1325.0,0.2466397532876209,0.0318604800318716,0.0082863296196212,24564646000.0,,,,1.4229618867165344e-06,9.178241667912118e-07
256,256,0.1,1330,2.25,100000.0,1682760000000.0,1472.0,1.472,1330.0,0.2487869441315403,0.037068118953806,0.009112766882732,24770227200.0,,,,1.44028524224609e-06,9.374849443645448e-07
257,257,0.1,1335,2.25,100000.0,1683010000000.0,1513.0,1.513,1335.0,0.2470073441180818,0.0388096285124149,0.0085397012201241,25463941300.0,,,,1.486133601782099e-06,9.672691714528822e-07
258,258,0.1,1340,2.25,100000.0,1683250000000.0,1473.0,1.473,1340.0,0.2481326563286302,0.035588386713524,0.0086909929166295,24794272500.0,,,,1.4525763319540108e-06,9.452927462522684e-07
259,259,0.1,1345,2.25,100000.0,1683490000000.0,1515.0,1.515,1345.0,0.2527761016648496,0.0373551578099008,0.0081940184484556,25504873500.000004,,,,1.4997274406894863e-06,9.758970223609898e-07
260,260,0.1,1350,2.25,100000.0,1683720000000.0,1504.0,1.504,1350.0,0.2498369247128792,0.0354765087364682,0.0081218016217078,25323148800.0,,,,1.494358118204827e-06,9.724562141902582e-07
261,261,0.1,1355,2.25,100000.0,1683940000000.0,1504.0,1.504,1355.0,0.2519047793678688,0.0434097461743241,0.0086892288530538,25326457600.0,,,,1.5001437410197255e-06,9.78919466524427e-07
262,262,0.1,1360,2.25,100000.0,1684150000000.0,1575.0,1.575,1360.0,0.2528418205443937,0.0361974240637175,0.0088748377999472,26525362500.0,,,,1.576897439379973e-06,1.031982760968436e-06
263,263,0.1,1365,2.25,100000.0,1684360000000.0,1587.0,1.587,1365.0,0.2547366485413834,0.0334434875973048,0.0090341589699764,26730793200.0,,,,1.5947769581876837e-06,1.043586630150677e-06
264,264,0.1,1370,2.25,100000.0,1684560000000.0,1525.0,1.525,1370.0,0.2526999851918997,0.0352775516916217,0.0081784194500344,25689540000.0,,,,1.538269218745369e-06,1.006430457505073e-06
265,265,0.1,1375,2.25,100000.0,1684760000000.0,1468.0,1.468,1375.0,0.255766985749668,0.0360958519150849,0.0093662101666363,24732276800.0,,,,1.4862450131907956e-06,9.72234195278042e-07
266,266,0.1,1380,2.25,100000.0,1684950000000.0,1484.0,1.484,1380.0,0.2544831588948214,0.0262205565343934,0.008177540455623,25004658000.0,,,,1.507911500039255e-06,9.863070077864291e-07
267,267,0.1,1385,2.25,100000.0,1685130000000.0,1554.0,1.554,1385.0,0.2612270923928354,0.0388653934076106,0.0097938945322681,26186920200.0,,,,1.5848717459349105e-06,1.0364038690629317e-06
268,268,0.1,1390,2.25,100000.0,1685310000000.0,1559.0,1.559,1390.0,0.2569546679586135,0.038198075577474,0.0085350705204478,26273982900.0,,,,1.5957644663750383e-06,1.0433470558802974e-06
269,269,0.1,1395,2.25,100000.0,1685480000000.0,1482.0,1.482,1395.0,0.2593889235574346,0.030901226312353,0.0090075241733181,24978813600.0,,,,1.522614692021226e-06,9.951817687427166e-07
270,270,0.1,1400,2.25,100000.0,1685640000000.0,1590.0,1.59,1400.0,0.2620880753555163,0.0356432962164938,0.008869389106596,26801676000.0,,,,1.6394649662239812e-06,1.0713342473747958e-06
271,271,0.1,1405,2.25,100000.0,1685800000000.0,1542.0,1.542,1405.0,0.2570395703307608,0.0377304751456252,0.0070822273985314,25995036000.0,,,,1.595567547012719e-06,1.042459712266279e-06
