,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.cFactor,PG.orderDiffraction,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,0.1,30,2.25,1,100000.0,0.01715,0.00243,5.72,3011670000000.0,100000.0,100.0,3011670000000.0,30.0,0.02997097462365019,0.03580540226851297,0.0050698342164883885,1.0009686879832924,100.09686879832923,3014587368538.642
1,1,0.1,40,2.25,1,100000.0,0.01715,0.00243,5.72,3300160000000.0,100000.0,100.0,3300160000000.0,40.0,0.03987947718392633,0.03549788965053061,0.005159959149936952,1.003039108784952,100.3039108784952,3310189545247.747
2,2,0.1,50,2.25,1,100000.0,0.01715,0.00243,5.72,3540540000000.0,100000.0,100.0,3540540000000.0,50.0,0.04676626472774276,0.03618846748816055,0.0052355877178622435,1.0947329356774171,109.47329356774176,3875945748083.324
3,3,0.1,60,2.25,1,100000.0,0.01715,0.00243,5.72,3748020000000.0,100000.0,100.0,3748020000000.0,60.0,0.05949065051626832,0.03655635954913148,0.005086989845055649,1.0087254838461948,100.87254838461948,3780723287965.2134
4,4,0.1,70,2.25,1,100000.0,0.01715,0.00243,5.72,3931350000000.0,100000.0,100.0,3931350000000.0,70.0,0.06990834313378969,0.034568597388212476,0.004958957570149504,1.001311739764226,100.1311739764226,3936506908122.09
5,5,0.1,80,2.25,1,100000.0,0.01715,0.00243,5.72,4096050000000.0,100000.0,100.0,4096050000000.0,80.0,0.07985938233386776,0.037158972607187514,0.005046089290831825,1.0017614736362384,100.17614736362385,4103265084087.7144
6,6,0.1,90,2.25,1,100000.0,0.01715,0.00243,5.72,4245860000000.0,100000.0,100.0,4245860000000.0,90.0,0.08988837065351162,0.035508985125022825,0.0048879304168010064,1.0012420333010383,100.12420333010382,4251133499511.5454
7,7,0.1,100,2.25,1,100000.0,0.01715,0.00243,5.72,4383450000000.0,100000.0,100.0,4383450000000.0,100.0,0.09989364240622647,0.036008720222151853,0.005103401711020141,1.001064824083124,100.1064824083124,4388117603127.1704
8,8,0.1,110,2.25,1,100000.0,0.01715,0.00243,5.72,4510800000000.0,100000.0,100.0,4510800000000.0,110.0,0.10987210053005184,0.0362494668655473,0.005345531460379503,1.0011646436226989,100.1164643622699,4516053474453.272
9,9,0.1,120,2.25,1,100000.0,0.01715,0.00243,5.72,4629430000000.0,100000.0,100.0,4629430000000.0,120.0,0.11986848681012248,0.03533624834342482,0.005152591113263968,1.0010974350719346,100.10974350719344,4634510498845.067
10,10,0.1,130,2.25,1,100000.0,0.01715,0.00243,5.72,4740500000000.0,100000.0,100.0,4740500000000.0,130.0,0.12974909034891197,0.03613308137955033,0.004962883979306318,1.001935830821037,100.1935830821037,4749676806007.125
11,11,0.1,140,2.25,1,100000.0,0.01715,0.00243,5.72,4844980000000.0,100000.0,100.0,4844980000000.0,140.0,0.1398762336844527,0.03694753334374118,0.005111584786879906,1.0008849120975143,100.08849120975144,4849267381414.216
12,12,0.1,150,2.25,1,100000.0,0.01715,0.00243,5.72,4943630000000.0,100000.0,100.0,4943630000000.0,150.0,0.1498241681006732,0.03811267913441141,0.005118619755760484,1.0011738645465038,100.11738645465039,4949433151988.033
13,13,0.1,160,2.25,1,100000.0,0.01715,0.00243,5.72,5037080000000.0,100000.0,100.0,5037080000000.0,160.0,0.15978162739365304,0.03613884441579297,0.005409611874858393,1.0013673119640623,100.1367311964062,5043967259747.9375
14,14,0.1,170,2.25,1,100000.0,0.01715,0.00243,5.72,5125860000000.0,100000.0,100.0,5125860000000.0,170.0,0.16980756174812656,0.034323629896604015,0.0051590032258766565,1.0011335092346896,100.11335092346894,5131670209645.725
15,15,0.1,180,2.25,1,100000.0,0.01715,0.00243,5.72,5210430000000.0,100000.0,100.0,5210430000000.0,180.0,0.17976076338632652,0.036165038310395206,0.0050183687210202665,1.001331181881452,100.13311818814525,5217366030010.575
16,16,0.1,190,2.25,1,100000.0,0.01715,0.00243,5.72,5291170000000.0,100000.0,100.0,5291170000000.0,190.0,0.18978152720959543,0.0357690478753801,0.0051743119961805565,1.001152237202214,100.1152237202214,5297266682917.239
17,17,0.1,200,2.25,1,100000.0,0.01715,0.00243,5.72,5368410000000.0,100000.0,100.0,5368410000000.0,200.0,0.1992322199800128,0.034153854580146054,0.005209162600266994,1.0038748651650944,100.38748651650944,5389211864900.944
18,18,0.1,210,2.25,1,100000.0,0.01715,0.00243,5.72,5442440000000.0,100000.0,100.0,5442440000000.0,210.0,0.2088483093045568,0.03421976407076816,0.005020633507811933,1.0055462174937735,100.55462174937736,5472624955936.8125
19,19,0.1,220,2.25,1,100000.0,0.01715,0.00243,5.72,5513500000000.0,100000.0,100.0,5513500000000.0,220.0,0.21978861250723297,0.035485457371241654,0.004983587857327903,1.0009622280008255,100.09622280008256,5518805244082.552
20,20,0.1,230,2.25,1,100000.0,0.01715,0.00243,5.72,5581830000000.0,100000.0,100.0,5581830000000.0,230.0,0.22977338942492903,0.0348649128913472,0.005125524708491142,1.000987037866525,100.0987037866525,5587339477574.506
21,21,0.1,240,2.25,1,100000.0,0.01715,0.00243,5.72,5647610000000.0,100000.0,100.0,5647610000000.0,240.0,0.23828880161935329,0.03473237540713474,0.0049922959328464285,1.0072858200061274,100.72858200061276,5688757469924.806
22,22,0.1,250,2.25,1,100000.0,0.01715,0.00243,5.72,5711030000000.0,100000.0,100.0,5711030000000.0,250.0,0.2482894844839109,0.0367741017431494,0.004988790265074723,1.0070002975947454,100.70002975947455,5751008909572.52
23,23,0.1,260,2.25,1,100000.0,0.01715,0.00243,5.72,5772230000000.0,100000.0,100.0,5772230000000.0,260.0,0.25817653070809,0.03646893540473574,0.005130059061859197,1.0072142390321768,100.72142390321768,5813872246968.702
24,24,0.1,270,2.25,1,100000.0,0.01715,0.00243,5.72,5831360000000.0,100000.0,100.0,5831360000000.0,270.0,0.26951174040623294,0.034323114018743245,0.004972075547024779,1.0018133097904676,100.18133097904676,5841934062179.742
25,25,0.1,280,2.25,1,100000.0,0.01715,0.00243,5.72,5888550000000.0,100000.0,100.0,5888550000000.0,280.0,0.2798231333855938,0.03681587511406939,0.004964421310036098,1.0006321426940363,100.06321426940364,5892272403860.97
26,26,0.1,290,2.25,1,100000.0,0.01715,0.00243,5.72,5943910000000.0,100000.0,100.0,5943910000000.0,290.0,0.28872456438059546,0.03599290190424544,0.0052821556501056926,1.00445054325642,100.445054325642,5970363628567.269
27,27,0.1,300,2.25,1,100000.0,0.01715,0.00243,5.72,5997540000000.0,100000.0,100.0,5997540000000.0,300.0,0.2993844172259969,0.03533249933251364,0.004938300658314012,1.0020576191523287,100.20576191523284,6009880653170.857
