,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,PhotonFlux13,PhotonFlux15,PhotonFlux17,PhotonFlux19,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,FluxPerMilPerBwAbs13,FluxPerMilPerBwAbs15,FluxPerMilPerBwAbs17,FluxPerMilPerBwAbs19,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,AXUVCurrentAmp13,AXUVCurrentAmp15,AXUVCurrentAmp17,AXUVCurrentAmp19,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11,GaAsPCurrentAmp13,GaAsPCurrentAmp15,GaAsPCurrentAmp17,GaAsPCurrentAmp19
82,82,0.02,2376,2,100000.0,2.23797359782716,,3044.5,1.1195459801472345,2376.0,0.098893763486103,0.0148997187706302,0.0070203051771179,3627328975.677039,14889961535958.213,13882370153825.7,10478950374178.111,8094317436464.502,6325434787831.873,4993175071456.664,3951997309919.737,3145924204213.728,2507782995529.804,24.18944003662262,27.09198402232713,87778028232.3399,360323387496950.9,335940601876856.44,253580970448981.9,195875044481425.12,153069709726148.3,120830248739579.0,95634703598814.78,76128475102739.23,60686044210012.77,3.701610779415158e-07,0.0015194883755006,0.0014166658538501,0.0010693542251643,0.0008260075905916,0.000645496941472,0.0005095427184009,0.0004032927793621,0.0003210347620418,0.0002559138316632,2.041851615082009e-07,0.0008381674839687,0.0007814493835498,0.0005898682443569,0.0004556354066987,0.0003560636304077,0.0002810696976316,0.0002224609938653,0.0001770865135302,0.0001411650499315
83,83,0.02,2416,2,100000.0,2.26922860560693,,3091.4,1.1628919764130292,2416.0,0.1076683373096329,0.0157202420876598,0.0073610960566669,3767770003.578215,15117595693369.385,14419860507521.566,10884668899225.955,8407708989466.203,6570339666733.617,5186498214802.111,4105008676737.9937,3267726453720.6123,2604878027165.186,22.468086605525013,26.12945102945137,84659421335.42244,339682863382867.8,324005192765197.0,244571661635664.8,188915930942933.38,147631398316400.28,116537351591353.1,92236962133963.34,73423757392758.34,58529970305971.08,3.912224501689556e-07,0.0015697197074679,0.0014972711055848,0.0011301981893769,0.0008730056526917,0.0006822243343995,0.0005385346073312,0.0004262392744124,0.0003393009521526,0.0002704747803636,2.1288736528900406e-07,0.0008541777002336,0.0008147541140689,0.0006150079441681,0.0004750542132837,0.0003712387697168,0.000293048657157,0.0002319420986018,0.0001846337952042,0.0001471813883478
84,84,0.02,2456,2,100000.0,2.30082002163299,,3121.0,1.1986439486803846,2456.0,0.1054480360183333,0.0152757466353199,0.0072028673012663,3883606393.724447,15342642543108.926,14863184963636.771,11219307359648.402,8666195748959.182,6772338310044.174,5345952011114.517,4231213138841.7593,3368189495791.882,2684962445044.061,23.355526856736866,27.99617557222136,90707608853.99722,358351047324433.44,347152577095544.9,262044203355991.97,202412349387160.44,158178391983050.72,124862943052107.28,98826499769941.4,78669253357942.03,62711433281775.85,4.101772212458071e-07,0.0016204532197364,0.0015698140566197,0.0011849564169322,0.0009153028733354,0.0007152781790242,0.0005646266687518,0.0004468906145054,0.0003557401208952,0.0002835793134538,2.206135765928476e-07,0.0008715598087618,0.000844323564738,0.000637328110157,0.0004922951107302,0.0003847119468362,0.0003036841208654,0.00024035985351,0.0001913346142672,0.0001525229665332
85,85,0.02,2496,2,100000.0,2.33683453482457,,3116.0,1.2099694295437,2496.0,0.1075856636806292,0.0149659266626013,0.0071418593448268,3920300951.721588,15294013589432.37,14931022760569.256,11325313860529.031,8748078975600.95,6836327276921.904,5396463655764.9,4271192086289.2607,3400014097017.7964,2710331522177.888,23.30094482692237,28.18812950346928,91329539591.24048,356297956923851.75,347841518072810.94,263840892152472.5,203800176310082.9,159262931694601.44,125719057585473.0,99504097147246.56,79208643904748.69,63141410087771.2,4.210472364350835e-07,0.0016426040334997,0.0016036181782743,0.0012163586830346,0.0009395591109337,0.0007342336067463,0.0005795897143519,0.0004587335631529,0.0003651675106118,0.0002910943856834,2.2379672549565963e-07,0.0008730835216867,0.0008523616026593,0.000646523873654,0.0004993982485597,0.0003902628083488,0.0003080658628736,0.0002438279138887,0.000194095308223,0.000154723662071
86,86,0.02,2536,2,100000.0,2.36926936284905,,3121.4,1.2402294146998,2536.0,0.1058618180399207,0.015708015026863,0.0072497868912582,4018343303.627352,15378844742277.52,15180408035925.55,11608547321590.129,8966858668279.553,7007296193053.869,5531423189561.107,4378009833890.294,3485044655306.437,2778113888927.552,24.07539228122756,29.84364476633541,96693409042.92673,370061195102559.1,365286211939945.4,279336515012899.44,215769551660605.0,168616592929795.06,133102655657855.92,105348066025164.0,83860641793402.48,66849764276591.33,4.3873841736718566e-07,0.0016791223380718,0.001657456243387,0.0012674665390607,0.0009790366535693,0.0007650839685569,0.0006039423893387,0.0004780082139833,0.0003805107879017,0.0003033253255871,2.304701179339157e-07,0.0008820461303643,0.0008706648899725,0.0006658025629201,0.0005142898002043,0.0004019000513353,0.0003172520759213,0.0002510986161439,0.0001998830343809,0.0001593373654851
87,87,0.02,2576,2,100000.0,2.40651032556174,,3186.9,1.2991853364889332,2576.0,0.1064629523581515,0.0161662313558543,0.0073501506633023,4209360490.224143,15850061105164.984,15720142571516.088,12160374749536.41,9393109982814.984,7340397151162.471,5794366600740.642,4586124237805.933,3650710795533.901,2910175153735.21,24.243799644694697,31.488121432055067,102021513439.85844,384155081471072.0,381006269327866.4,294728816604035.5,227659117953758.2,177907886091111.2,140437021586965.62,111153068655154.4,88481621224074.75,70533392007803.38,4.671041912805427e-07,0.0017588491153155,0.0017444323192883,0.0013494121081437,0.0010423343527648,0.0008145489755354,0.000642989102812,0.0005089128997593,0.0004051119683636,0.0003229362310087,2.42559634377947e-07,0.0009133418331514,0.000905855424683,0.0007007278326473,0.0005412673322692,0.0004229820784676,0.000333893817693,0.0002642702189364,0.0002103680779635,0.0001676955496933
88,88,0.02,2616,2,100000.0,2.44447815484697,,3194.1,1.3278251205698006,2616.0,0.1110406438820518,0.0155590133412608,0.007537119749514,4302153390.646154,15933901446837.604,15933901446837.604,12428443128533.332,9600175621719.656,7502211931219.373,5922100037741.311,4687222675611.396,3731188588801.14,2974328270076.353,23.66740620525984,31.43444738983509,101847609543.06567,377213368678021.0,377213368678021.0,294226427568856.4,227271054628507.7,177604627752568.25,140197635358664.5,110963599286117.86,88330797165436.6,70413162153230.6,4.850667900661355e-07,0.0017965436669115,0.0017965436669115,0.001401304060191,0.0010824175593141,0.0008458726431708,0.0006677153962021,0.0005284832620164,0.0004206906420017,0.0003353548178234,2.4888511258706065e-07,0.0009217967132853,0.0009217967132853,0.0007190014363625,0.0005553825197544,0.0004340126191718,0.000342601111771,0.0002711618664914,0.0002158540636942,0.0001720687198132
89,89,0.02,2656,2,100000.0,2.47825379676539,,3184.8,1.34857821363455,2656.0,0.114669218129984,0.0153490059449164,0.0070448071189543,4369393412.175941,15913222920887.688,15913222920887.688,12622692079619.389,9750220484577.797,7619466907035.206,6014658832810.092,4760481094129.962,3789504780313.085,3020815198541.392,23.277839817951865,31.407476332770624,101760223318.17682,370608220726693.4,370608220726693.4,293973978474733.0,227076053885931.6,177452241280154.0,140077344444156.95,110868391454680.3,88255008495085.45,70352746985406.19,5.004301558177611e-07,0.001822554271188,0.001822554271188,0.0014456871168068,0.0011167006254821,0.0008726636976451,0.0006888637330083,0.0005452217438384,0.0004340150425456,0.0003459764040221,2.537450543145518e-07,0.0009241332225035,0.0009241332225035,0.0007330412680197,0.0005662273897203,0.0004424875175546,0.0003492910315564,0.0002764568030031,0.0002200690131554,0.000175428679526
90,90,0.02,2696,2,100000.0,2.51744817183723,,3185.0,1.372208301217475,2696.0,0.1089743753996117,0.0151938752810038,0.0071290100783809,4445954895.944618,15917616294122.707,16054837124244.46,12843869699395.566,9921066017802.346,7752976901878.734,6120049023429.9375,4843895303297.687,3855905326421.105,3073746594727.1445,24.83371312925444,34.08252362730485,110427376552.46771,395357274076736.3,398765526439466.8,319012421151573.4,246416645825414.1,192566258494272.44,152008055377779.66,120311308404386.12,95771891392726.66,76344852925162.88,5.171171676194585e-07,0.0018514071433288,0.0018673675497368,0.0014938940397894,0.0011539373832989,0.0009017629620524,0.0007118341257971,0.0005634023462026,0.0004484874200649,0.0003575131035393,2.5877190334571253e-07,0.0009264673082747,0.000934454095415,0.000747563276332,0.0005774447102436,0.0004512534734268,0.0003562107064573,0.0002819335860525,0.0002244287186423,0.0001789040319426
91,91,0.02,2736,2,100000.0,2.55199416924148,,3184.9,1.392639309923136,2736.0,0.113984733489542,0.0152863089779635,0.0072510732973757,4512151364.150961,15876088133123.75,16154615995108.38,13035103940880.553,10068782210744.275,7868412101065.721,6211171322257.188,4916016764028.67,3913316460884.0127,3119512054227.825,24.319971801980827,33.88683276485962,109793338158.14516,386309893519399.7,393087260072371.6,317180754679086.0,245001800889935.1,191460605121456.84,151135274131273.9,119620519659954.48,95222000069255.56,75906505393285.55,5.328405996127463e-07,0.0018748095171559,0.0019077009121937,0.0015393172877701,0.0011890239306172,0.0009291819098184,0.0007334781093434,0.0005805331224175,0.0004621241002813,0.0003683836244235,2.6319373980105746e-07,0.0009260520474481,0.0009422985745963,0.0007603374705363,0.0005873119564078,0.0004589643919369,0.0003622975554051,0.0002867512041659,0.0002282637064323,0.0001819611040599
92,92,0.02,2776,2,100000.0,2.59237837643355,,3200.4,1.3988163048835287,2776.0,0.1208784823941641,0.0146279279838587,0.0072364721811164,4532164827.822633,15526860984207.166,16002458527867.566,13092920613709.828,10113441884307.91,7903312122591.936,6238720719780.537,4937821556238.856,3930673816722.716,3133348522939.104,22.999682205587597,32.17015184707764,104231291984.53156,357088685502561.75,368026537130568.2,301112621288646.7,232590197854371.3,181761357935988.62,143478877237966.28,113560636020184.05,90398126690288.16,72061140137453.9,5.432705520699442e-07,0.0018612046691284,0.0019182145418765,0.0015694482615353,0.0012122981763782,0.000947369944196,0.0007478353895777,0.000591896620002,0.0004711698306531,0.000375594455752,2.637561908183729e-07,0.000903609172248,0.0009312872910376,0.0007619623290308,0.0005885670554372,0.0004599452092974,0.0003630717935338,0.0002873639980212,0.0002287515111726,0.0001823499590842
93,93,0.02,2816,2,100000.0,2.62760886167192,,3229.7,1.3932504887504211,2816.0,0.1222957622090688,0.0149738020210388,0.0071278185486325,4514131583.551364,15186430327379.59,15743730522879.76,13040824574703.94,10073201033665.545,7871865261439.88,6213897179826.878,4918174225288.986,3915033873388.684,3120881094800.9434,23.126906454907715,32.22060972338026,104394775503.752,351204645984844.75,364092889874196.8,301584907010839.2,232955008300039.25,182046444937098.44,143703919366275.94,113738752323532.3,90539913322698.52,72174165780371.77,5.49129946477105e-07,0.0018473816100618,0.0019151754306145,0.0015863754009338,0.0012253733064905,0.0009575877153072,0.0007559010991628,0.0005982804663777,0.0004762515893828,0.0003796453950952,2.633728468731287e-07,0.0008860382811471,0.0009185534474278,0.0007608548909667,0.0005877116305224,0.0004592767237138,0.000362544104029,0.0002869463424265,0.0002284190431213,0.0001820849311715
94,94,0.02,2856,2,100000.0,2.66918078172062,,3257.6,1.4636082755526163,2856.0,0.116358842881209,0.0154954449694184,0.0073027526654291,4742090812.790476,15660608548412.99,16392412686189.305,13699373459172.49,10581887832245.416,8269386756872.283,6527692908964.67,5166537212700.735,4112739254302.853,3278482537237.8604,24.594901859932005,35.984870939819025,116590981845.01364,385038119056063.6,403030554525973.1,336818391996706.1,260170616894891.6,203314520809977.47,160492524391592.84,127026594417561.16,101117487340891.48,80606110905194.61,5.852932507360653e-07,0.0019329128959493,0.0020232359284703,0.001690847168793,0.0013060710502535,0.0010206502674872,0.0008056814500872,0.0006376806095982,0.0005076154427679,0.000404647185694,2.7725039831562654e-07,0.0009156108833262,0.0009583964386218,0.0008009455951339,0.0006186791295746,0.0004834767748404,0.0003816471532369,0.000302066020387,0.0002404548207613,0.0001916792877243
95,95,0.02,2896,2,100000.0,2.71144037566172,,3236.0,1.493086689593644,2896.0,0.1215597328962757,0.0145320707509352,0.0073693444151638,4837600874.283407,15677410240733.266,16573262254489.451,13975291414596.51,10795016765762.049,8435939796204.091,6659166635587.653,5270596014265.564,4195573597758.14,3344514184689.7627,23.88428698452093,35.66519232535136,115555223134.13838,374484519416189.25,395883634811400.06,333826200165288.7,257859340512290.3,201508336638235.2,159066757771067.03,125898128908490.28,100219190434237.3,79890030808787.05,6.05677589427307e-07,0.0019628440398106,0.0020750065563712,0.0017497352583455,0.0013515583245553,0.0010561970309457,0.0008337413731005,0.0006598894724315,0.0005252944525588,0.0004187400618262,2.833028928960775e-07,0.0009181112269779,0.0009705747256624,0.0008184305794775,0.0006321851591476,0.0004940312792786,0.0003899786735544,0.0003086602505935,0.0002457040521721,0.0001958637284219
96,96,0.02,2936,2,100000.0,2.75439550712333,,3275.0,1.5361369445945663,2936.0,0.1206577266571457,0.0152334315305407,0.0073377516960935,4977083700.486396,15730042312648.363,16743892696080.775,14378241801405.145,11106270109418.717,8679173736959.3,6851170772891.767,5422563414418.819,4316544814310.732,3440946755891.829,24.577115327321643,37.77019641708379,122375436391.35149,386766811310938.0,411695140946213.2,353529038463904.25,273078520095515.8,213401609756523.4,168455076020193.7,133328793352305.78,106134251932005.44,84605239974267.69,6.319401366202939e-07,0.0019972429009233,0.0021259714472719,0.0018256048391252,0.001410162712273,0.0011019943740445,0.000869892904113,0.0006885026797127,0.0005480715382416,0.0004368968845769,2.918347283048772e-07,0.0009223418573585,0.0009817896723836,0.0008430781039917,0.0006512237918654,0.0005089093255933,0.0004017231136541,0.000317955737937,0.0002531035760915,0.0002017622812971
97,97,0.02,2976,2,100000.0,2.79802350403656,,3252.9,1.5476481139137348,2976.0,0.1227958135754306,0.0143209027821172,0.0074915963475259,5014379889.080502,15631245950528.725,16714599630268.338,14485986346232.557,11189495863596.305,8744211843612.6,6902510588055.257,5463197842115.482,4348891200097.594,3466731775166.7656,24.33973550054688,37.64964604357369,121984853181.1788,380261425040094.4,406616177270595.9,352400686967849.75,272206940895037.8,212720500146191.4,167917421354338.7,132903250533815.16,105795505382442.1,84335207137605.08,6.45574498279886e-07,0.0020124390224156,0.0021519149942662,0.0018649929950307,0.0014405875378282,0.0011257703442225,0.0008886611920765,0.0007033574009036,0.0005598964012859,0.0004463231099218,2.942714656402473e-07,0.0009173277169649,0.0009809048854674,0.000850117567405,0.0006566613261045,0.0005131585743417,0.0004050773878874,0.0003206105783055,0.0002552169192743,0.000203446939208
98,98,0.02,3016,2,100000.0,2.84231908519533,,3306.6,1.5938949159509526,3016.0,0.1222066256539164,0.0149186424199644,0.0070882377668488,5164219527.681087,15754057349259.217,17054675600675.191,14918856413300.916,11523860242325.389,9005506275122.885,7108771325141.248,5626449053306.862,4478844713822.178,3570324611730.134,24.94057797104748,39.75460216025223,128804910999.21716,392934487751932.94,425374243114698.8,372103076219960.8,287425773618623.6,224613502205425.03,177305525634724.94,140333745625690.34,111710432070308.72,89050308838964.97,6.74026549332959e-07,0.0020561970412366,0.0022259518758835,0.001947187809184,0.0015040777628633,0.0011753858036207,0.0009278266697607,0.0007343560861559,0.0005845724085263,0.0004659936637363,3.031161129347769e-07,0.0009246912531627,0.0010010316075314,0.0008756687707004,0.0006763979927525,0.0005285821105189,0.0004172524270645,0.0003302468761295,0.0002628877399217,0.0002095617570906
99,99,0.02,3056,2,100000.0,2.88726023004366,,3322.1,1.6193227705355522,3056.0,0.1235364128052878,0.0145469106451185,0.0069949083593006,5246605776.53519,15655612545537.717,17002889090623.293,15156861132212.77,11707703630972.04,9149173653525.871,7222179556588.562,5716209379990.499,4550296985204.9,3627283005999.6367,24.8921162751186,40.3285346098985,130664452136.07114,389896272608498.8,423449613403934.2,377475083948650.0,291575305229566.1,227856220545926.5,179865264360147.3,142359727172941.7,113323182253814.78,90335917526172.62,6.940823908365216e-07,0.0020711075785824,0.0022493410814146,0.002005126906861,0.001548832001774,0.0012103597247611,0.0009554344022008,0.0007562070492755,0.0006019665179785,0.0004798594307017,3.078549561820999e-07,0.0009186239865334,0.0009976780987382,0.0008893587623038,0.0006869726337025,0.0005368458340829,0.0004237756495592,0.0003354098750995,0.0002669976626146,0.0002128379943974
100,100,0.02,3096,2,100000.0,2.92478001758178,,3316.7,1.6336269570877604,3096.0,0.127191246113989,0.0145999385793092,0.0075442848817686,5292951340.964345,15463912775792.74,16989720353712.707,15290748318341.44,11811122899744.508,9229992307545.848,7285976228611.412,5766703158519.795,4590491749416.607,3659324383876.584,24.430715477507697,39.913536655279344,129319858763.10509,377821537978874.3,415100781214905.25,373590703093414.7,288574870017669.7,225511482102328.3,178014373482545.9,140894784393136.1,112157038001334.95,89406322107825.75,7.095992301401252e-07,0.002073168614971,0.0022777259239065,0.0020499533315158,0.0015834575413311,0.0012374184105838,0.0009767940019829,0.0007731127414797,0.0006154240236708,0.0004905871220721,3.104840111268652e-07,0.0009071116201625,0.0009966153443578,0.0008969538099219,0.0006928393211256,0.000541430451502,0.0004273946572918,0.0003382742466906,0.0002692777997735,0.0002146556126308
101,101,0.02,3136,2,100000.0,2.97056522202192,,3363.1,1.6676463313688643,3136.0,0.1283858368529763,0.0146972079262837,0.0074451786161811,5403174113.635119,15375699175220.928,17176757213099.305,15609169661612.568,12057082975796.889,9422201772234.082,7437702637905.136,5886791549732.091,4686086191146.51,3735527782266.256,24.54950252029816,40.95248643114523,132686056036.91055,377581924895159.0,421810610240795.9,383315272995519.4,296086476897180.06,231381548335970.56,182648089482907.7,144562277101942.7,115076486871518.1,91733569605765.31,7.339251873619243e-07,0.0020885155023076,0.0023331572314283,0.0021202283190454,0.0016377404643909,0.0012798386754921,0.0010102797332203,0.0007996160220331,0.0006365215359527,0.0005074050678057,3.170925209912312e-07,0.0009023435319564,0.0010080410389535,0.0009160450606412,0.0007075860885081,0.0005529545504939,0.000436491556673,0.0003454742589811,0.0002750092543163,0.0002192244589568
102,102,0.02,3176,2,100000.0,3.01691424785678,,3409.7,1.6357738218445417,3176.0,0.1276589170719944,0.014843928567544,0.0069031236540819,5299907182.776316,14748136777750.389,16521315600629.871,15310842972464.91,11826644731936.04,9242122093421.66,7295551245426.656,5774281591111.232,4596524439383.162,3664133360931.773,25.02142530426376,40.93030675895881,132614193899.02657,369027645738772.6,413396098265484.0,383107671263854.4,295926117867272.1,231256233188117.25,182549168144956.28,144483982859124.6,115014161992674.23,91683887140067.72,7.292369854643215e-07,0.0020292594632549,0.0022732387509844,0.0021066846246746,0.0016272788286749,0.0012716632616892,0.0010038262207317,0.0007945081971261,0.0006324555336896,0.0005041638418024,3.1104713108438305e-07,0.0008655558437829,0.0009696222296148,0.0008985806009104,0.0006940959128827,0.0005424124353785,0.0004281698162457,0.0003388877693604,0.0002697661846749,0.0002150449301323
103,103,0.02,3216,2,100000.0,3.06375935418538,,3379.4,1.575102077338718,3216.0,0.128886359510443,0.0155529581049816,0.0072689144719509,5103330730.577446,13882949709663.455,15741570160923.15,14742955443890.4,11387988019158.932,8899326736963.758,7024955264930.682,5560110333005.674,4426036837321.797,3528228653238.728,25.066842370315214,39.51304818033066,128022276104.27132,348268006661434.4,394893403514224.56,369842130967894.9,285679338343790.6,223248722218868.2,176228194884274.72,139481060076567.22,111031665386729.16,88509227923940.67,7.112064511177994e-07,0.001934744956837,0.0021937645902688,0.0020545964143402,0.0015870440251794,0.0012402211261776,0.0009790064111065,0.000774863818656,0.0006168179406299,0.0004916982871925,2.993703675146096e-07,0.0008143982775535,0.0009234282262162,0.0008648477283754,0.0006680394312131,0.0005220501779189,0.0004120962466404,0.0003261658633723,0.0002596391150357,0.0002069721059359
104,104,0.02,3256,2,100000.0,3.11104952756299,,3404.4,1.690699096469703,3256.0,0.1280533256536273,0.0147764410723439,0.0073800245099854,5477865072.561838,14553537822411.207,16639860507454.818,15824943542956.422,12223754467475.955,9552449895053.822,7540517970254.877,5968167810538.052,4750864461079.865,3787165976092.136,25.57913253661527,43.27717827455399,140218057609.55493,372529950587360.7,425933988578160.4,405074388649825.3,312893998925025.3,244516057251230.0,193016215104510.8,152768439309175.56,121608870951496.7,96940879335000.92,7.730514468487645e-07,0.0020538354489117,0.0023482630678658,0.0022332597353408,0.0017250499878754,0.0013480681094738,0.0010641387200448,0.0008422443232641,0.0006704551128533,0.0005344553212781,3.210654779036005e-07,0.0008530035906771,0.0009752859362738,0.0009275224917214,0.0007164516682848,0.0005598827006651,0.0004419605035339,0.0003498028200616,0.000278454936083,0.0002219711945999
105,105,0.02,3296,2,100000.0,3.15875532211423,,3449.9,1.7693920676598007,3296.0,0.1326972332573404,0.0144680163909676,0.0072821141841549,5732830299.217753,14859354584207.006,17205568465923.902,16561509753295.734,12792704649180.36,9997065182277.877,7891488621762.713,6245953998839.096,4971991710124.041,3963438231557.954,24.95570218097709,44.14851730397292,143041196064.87228,370759248318764.6,429300182263832.7,413230121965186.56,319193780107724.25,249439122767447.03,196902387175719.2,155844266083024.44,124057333624163.92,98892678760899.34,8.191232363068874e-07,0.0021231472032422,0.0024583809721753,0.0023663560159976,0.0018278583328699,0.0014284093472635,0.0011275585289903,0.0008924398222725,0.0007104124364266,0.0005663074226318,3.3559628785552444e-07,0.0008698572917933,0.0010072031799712,0.0009695003871381,0.0007488769016034,0.0005852219217233,0.0004619627913072,0.0003656342272005,0.0002910572743437,0.0002320171866655
106,106,0.02,3336,2,100000.0,3.21715043294896,,3455.1,1.7976902557979326,3336.0,0.1356007294914888,0.0146283205492698,0.0074143551018164,5824516428.785301,14762632380612.623,17254231075148.56,16826380794268.65,12997300549419.057,10156949945258.318,8017698540858.779,6345846602966.702,5051509618792.191,4026826172987.3687,24.73765128293905,44.45535911981334,144035363548.19525,365067409091907.2,426682536831968.5,416102161361452.9,321412246436250.5,251172779026945.44,198270901674367.5,156927417692941.12,124919559126675.5,99580004428381.88,8.424479844136682e-07,0.0021352416197545,0.0024956221464204,0.0024337386216394,0.0018799070763304,0.0014690836765237,0.0011596660526187,0.0009178522793148,0.0007306416161118,0.0005824331744094,3.403813071485017e-07,0.0008627195352787,0.0010083270944478,0.0009833237762067,0.0007595545835442,0.0005935661683299,0.0004685495771241,0.0003708475352574,0.0002952072447799,0.000235325348152
107,107,0.02,3376,2,100000.0,3.26592464868579,,3464.7,1.823821420800124,3376.0,0.1343221685812295,0.0153992958525972,0.0072541890931957,5909181403.392402,14554094937984.988,17227817140877.977,17070968498689.16,13186228872384.898,10304591027520.7,8134243536768.553,6438089615424.438,5124938192448.349,4085359982592.2783,25.33115932790514,46.20930065054655,149718134107.7708,368750219191361.5,436493053945062.7,432519054089115.7,334093243703451.6,261082548675588.1,206093480901437.6,163118831296429.34,129848134828035.8,103508833457224.23,8.650506472034703e-07,0.0021305877051492,0.0025219964239147,0.0024990352030322,0.001930344499778,0.0015084988137961,0.0011907795946071,0.0009424780199469,0.0007502445427906,0.0005980597067085,3.446547436190613e-07,0.0008488718685432,0.0010048175025387,0.0009956692593439,0.0007690906778906,0.0006010183029159,0.0004744321470804,0.0003755034706713,0.0002989135276448,0.0002382798227489
108,108,0.02,3416,2,100000.0,3.31484076721916,,3439.6,1.8264472304955788,3416.0,0.131540276200485,0.0145128407768445,0.0071107935221504,5917689026.805676,14253594186787.5,17011529504835.822,17095546077438.615,13205213476483.035,10319426852300.02,8145954648010.281,6447358723649.395,5132316717692.576,4091241796310.0967,26.052780185791484,47.57553603936012,154144736767.5268,371279483251166.4,443118542670600.2,445307017328410.8,343971125564573.6,268801778622384.7,212186890735546.1,167941642218941.22,133687256270601.95,106569200728166.69,8.766250765643553e-07,0.002111475956021,0.0025200265318272,0.002532472443408,0.0019561726245555,0.0015286826180828,0.0012067122967521,0.0009550884321827,0.0007602828596128,0.0006060617813284,3.442854814668145e-07,0.0008292604621502,0.0009897144982659,0.0009946025020151,0.000768266676236,0.0006003743735454,0.0004739238417721,0.000375101157277,0.0002985932725066,0.0002380245303967
109,109,0.02,3456,2,100000.0,3.36394029242988,,3478.5,1.865966681520734,3456.0,0.1350210706061261,0.0152077064378911,0.0071327470631792,6045732048.127179,14170150979468.455,17137038003086.422,17465448139034.072,13490939107394.906,10542711750592.146,8322211399582.475,6586862385768.193,5243366375073.263,4179765366606.445,25.734507167664823,48.04765031132823,155674387008.70343,364873856464226.5,441269620459238.4,449726006914032.1,347384511750903.0,271469224259004.4,214292520388523.84,169608205598988.56,135013897374832.31,107626736697375.22,9.06113462753716e-07,0.0021237733444912,0.0025684401363981,0.0026176611146218,0.0020219754122559,0.0015801052668389,0.0012473043345312,0.0009872162109631,0.0007858576636844,0.0006264488137556,3.507875400573017e-07,0.000822185363949,0.0009943311011994,0.0010133862268321,0.0007827758995722,0.0006117128399146,0.0004828742063751,0.0003821851902475,0.0003042324035681,0.0002425197807803
110,110,0.02,3496,2,100000.0,3.42527476229752,,3503.2,1.8890860707477604,3496.0,0.1390383002880298,0.01494227621247,0.0070147340225096,6120638869.222745,13975458751391.936,17103785284550.225,17519384220114.734,13658092291506.309,10673336299724.848,8425323875535.013,6668473829739.596,5308331858801.208,4231552798474.984,25.19779269739352,47.620701594012935,154291073164.60193,352297950392507.75,431157832232193.1,441634386582876.0,344297672524713.6,269056964006173.1,212388329109297.7,168101076626865.66,133814171479176.34,106670371570588.98,9.279713823332386e-07,0.0021188679896608,0.0025931644739645,0.0026561748764686,0.0020707509550213,0.0016182217006736,0.0012773927053105,0.0010110305492704,0.0008048146865296,0.0006415604618599,3.5399754941409945e-07,0.0008082944044954,0.0009892264853071,0.0010132633559463,0.0007899389760073,0.0006173105414165,0.0004872929229588,0.0003856825152566,0.0003070163931646,0.0002447390465084
111,111,0.02,3536,2,100000.0,3.47476477788348,,3510.7,1.9104049326462416,3536.0,0.1406134015513998,0.0146513492414728,0.0072128612118727,6189711981.773822,13766377944648.816,17048453618935.057,17533696471827.2,13812227663032.326,10793787869451.264,8520405999602.237,6743729412241.232,5368237860735.938,4279307049127.5806,25.29504930699632,48.30470961352108,156507259147.8083,348083737475032.8,431071228591062.06,443340624832896.4,349243050505757.4,272921609316394.1,215439004876303.97,170515624935729.4,135736234013994.16,108202549534287.22,9.491320654699904e-07,0.0021109400196841,0.0026142143679796,0.0026886216348405,0.0021179706275764,0.0016551222746621,0.0013065212999987,0.0010340852441694,0.0008231670073983,0.0006561900699545,3.5677259569465657e-07,0.0007934886804245,0.0009826662481416,0.0010106354578041,0.0007961314403926,0.0006221497424921,0.0004911128940734,0.0003887059453092,0.000309423146266,0.0002466575970234
