,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,PhotonFlux13,PhotonFlux15,PhotonFlux17,PhotonFlux19,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,FluxPerMilPerBwAbs13,FluxPerMilPerBwAbs15,FluxPerMilPerBwAbs17,FluxPerMilPerBwAbs19,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,AXUVCurrentAmp13,AXUVCurrentAmp15,AXUVCurrentAmp17,AXUVCurrentAmp19,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11,GaAsPCurrentAmp13,GaAsPCurrentAmp15,GaAsPCurrentAmp17,GaAsPCurrentAmp19
10,10,0.02,700,2,100000.0,1.25848494585637,,2395.3,0.0140848085029504,700.0,0.0406275732296307,0.0193841621395427,0.0071674188181858,404234004034.6784,246484148801.6332,174651625436.58582,131833807587.6164,101833165476.33188,79579168041.67015,62818245923.15908,49719374015.41515,39578311893.29082,31549971046.60905,17.258214930970432,0.2429662304511108,6973130813946.88,4251909032894.439,3012781257593.774,2274163917022.397,1756645846161.531,1372759202048.776,1083629387811.954,857670793492.4211,682735107567.6213,544244356210.48816,1.2313222800995603e-05,7.508062683533906e-06,5.319998701475452e-06,4.015740955307277e-06,3.101902468682864e-06,2.4240316663980897e-06,1.9134834039177835e-06,1.5144835013071249e-06,1.2055803508988729e-06,9.610320234923398e-07,7.008327176302654e-06,4.273370229452838e-06,3.0279880482980115e-06,2.2856425912959184e-06,1.7655123862253725e-06,1.3796881026519163e-06,1.0890989270491234e-06,8.619998234267725e-07,6.861811625578556e-07,5.469913893699634e-07
11,11,0.02,720,2,100000.0,1.266694990595,,2423.5,0.016647540124798,720.0,0.0425797010037626,0.0204436899627364,0.0070891306132549,476119647569.2242,291331952183.96594,206429497547.49585,155820975568.10977,120361715102.28989,94058601705.10898,74248028956.59932,58765816640.537125,46779587750.682526,37290489879.54763,16.99495927461174,0.2829364112726306,8091981362397.234,4951387197271.035,3508411499780.618,2648284809511.822,2045630253501.1191,1598590723690.3623,1261896394275.932,998765531792.386,795051315676.0918,633777561250.6926,1.492276593589495e-05,9.131063072662994e-06,6.4700104057726375e-06,4.883814306292893e-06,3.7724334865916248e-06,2.948028934888338e-06,2.3271166459472546e-06,1.841865865514307e-06,1.466187841953315e-06,1.1687760733008632e-06,8.47792904847096e-06,5.187543998190273e-06,3.675745461574822e-06,2.774594961317768e-06,2.14319674896661e-06,1.6748356337014308e-06,1.322082641824492e-06,1.0464017322063806e-06,8.329713505665523e-07,6.640056317683549e-07
12,12,0.02,740,2,100000.0,1.27448555561608,,2413.6,0.0200486165970903,740.0,0.0421701262285295,0.02018359104204,0.0070287537366404,569380711357.3684,350850790449.0827,248602845803.92145,187655051348.76645,144951497996.96387,113274683773.561,89416830023.02335,70771616587.72923,56336612637.824135,44908901177.482574,17.691999561253084,0.3548972077133059,10079080699057.889,6210701134982.854,4400725375644.993,3321837864196.544,2565906811767.202,2005169223580.1785,1582841546401.3442,1252787143227.97,997261153674.3896,794969745277.8053,1.8347590259655026e-05,1.1305733434646584e-05,8.010919690835293e-06,6.046952282759544e-06,4.670883013285417e-06,3.650136794614468e-06,2.8813469210585e-06,2.2805279442458536e-06,1.8153777686489656e-06,1.4471338796347623e-06,1.039256746284939e-05,6.403870795769872e-06,4.5375998781455086e-06,3.42515603705177e-06,2.645713477338066e-06,2.067535428348558e-06,1.6320722142362072e-06,1.291752223375294e-06,1.0282786820636193e-06,8.196954618585434e-07
13,13,0.02,760,2,100000.0,1.28257035434233,,2442.6,0.0237903872511962,760.0,0.0448792027343415,0.0197527976214367,0.0067842959740248,670888920483.7346,416331776895.9346,295000801914.8336,222678024671.19705,172004499826.149,134415687969.25888,106105127140.33533,83980066996.72281,66850988175.86149,53290467442.67963,17.010097492720117,0.4046546253144663,11411260433867.951,7081455943003.161,5017717353899.383,3787567292943.405,2925652941023.5923,2286298633026.736,1804759628902.5205,1428430827360.0662,1137079497133.6504,906426360704.4048,2.2212655477456916e-05,1.3784449321116875e-05,9.767266947534248e-06,7.372711179751657e-06,5.694946776667146e-06,4.450407923674878e-06,3.5130653698389306e-06,2.780520348773862e-06,2.213388719562196e-06,1.7644095131029603e-06,1.2535153202388138e-05,7.778907129141574e-06,5.511911337220316e-06,4.160604041643722e-06,3.21379991678249e-06,2.511475730265709e-06,1.982510045484082e-06,1.5691166951925575e-06,1.249070230450733e-06,9.957001125301215e-07
14,14,0.02,780,2,100000.0,1.29084637328192,,2450.2,0.0274810379611059,780.0,0.0435339951146829,0.0193061093504078,0.0072744016689023,772217166707.0801,480918164319.35583,340764870717.7151,257222515315.9527,198687904458.79675,155267864480.2492,122565429306.533,97008064002.70436,77221716670.70801,61557525032.87756,18.13809520281537,0.4985280158191539,14008637244518.229,8724240276835.195,6181747396157.51,4666222228067.28,3604357554372.483,2816683289378.22,2223434950553.427,1759803895841.6133,1400863724451.8228,1116702755434.9048,2.624714756296276e-05,1.634608833992343e-05,1.1582371166574316e-05,8.742822106381902e-06,6.753269639865508e-06,5.277451378318135e-06,4.165917371203343e-06,3.297239533710268e-06,2.624714756296276e-06,2.092299307510199e-06,1.4758007440130877e-05,9.190929900437376e-06,6.5124303294527695e-06,4.915834506748221e-06,3.797167038866414e-06,2.9673573678554963e-06,2.3423741346257543e-06,1.853941859916797e-06,1.4758007440130874e-06,1.1764390272559842e-06
15,15,0.02,800,2,100000.0,1.29941365924252,,2465.7,0.0319099583622121,800.0,0.0451463742913915,0.019012489737275,0.0074741424283607,890287838305.7201,558424271338.7133,395683483691.4312,298677210270.306,230708998958.79413,180291264746.49884,142318414295.46634,112642153018.609,89666982997.81624,71478306731.3553,17.815712771897203,0.5680229447363578,15847840158144.38,9940401532886.262,7043484514730.836,5316694762732.309,4106805890443.866,3209329637760.4214,2533382333524.156,2005120994919.3423,1596144474709.1653,1272371396209.4412,3.104760721659305e-05,1.9474305601805672e-05,1.3798936540708018e-05,1.0415971453308635e-05,8.045670257203145e-06,6.287418665725831e-06,4.963165884803046e-06,3.928245644249945e-06,3.1270170709185117e-06,2.492711117031126e-06,1.7410026855684686e-05,1.092026774102086e-05,7.737789713637639e-06,5.840783203197443e-06,4.511630615290333e-06,3.525686442101021e-06,2.7831082357116025e-06,2.2027740071887792e-06,1.753482991558207e-06,1.3977942708506705e-06
16,16,0.02,820,2,100000.0,1.30778091275259,,2465.1,0.0363654759388951,820.0,0.0444676588859692,0.0192162919825363,0.0073304303793605,1007323683507.3962,636395828930.6654,450931901642.3001,340380854788.05884,262922391038.2121,205464939054.7577,162190022687.47247,128370130064.29993,102186987388.29544,81458666103.12518,18.82462916564006,0.6838500624471952,18942646729787.305,11967376092825.916,8479740774345.221,6400836584505.746,4944235951493.221,3863752852826.652,3049971278514.4907,2413990720438.5986,1921618675476.618,1531824139881.7173,3.601656783370048e-05,2.275414935342088e-05,1.6122940113281076e-05,1.2170219311315395e-05,9.400714275727596e-06,7.34633964839017e-06,5.799057492357549e-06,4.589836983861469e-06,3.6536662676064383e-06,2.9125311172378724e-06,2.0127955950673305e-05,1.2716217658367612e-05,9.010348512214766e-06,6.8013598447040456e-06,5.253614495428447e-06,4.105521701130114e-06,3.2408189003611167e-06,2.5650427619450093e-06,2.041861235429313e-06,1.6276758602710543e-06
17,17,0.02,840,2,100000.0,1.31630553599908,,2459.5,0.0414783936557052,840.0,0.0461437917471811,0.0187142671277704,0.0074315326765047,1140655825531.8943,725871888974.842,514332081330.7453,388237764617.4013,299888786130.749,234352924154.73468,184993635704.44547,146418729604.63956,116554286172.53178,92911601788.77975,18.32485807245018,0.7596887901802818,20891441729957.742,13294553828154.928,9420140998235.494,7110687076087.4375,5492549953003.4375,4292241664518.5913,3388212004204.056,2681701429336.3945,2134725500406.592,1701702890003.831,4.1792363609340366e-05,2.659514047867114e-05,1.884455668202984e-05,1.4224600850306392e-05,1.0987592323473849e-05,8.586431068828113e-06,6.777961516278473e-06,5.364619765126236e-06,4.270419699718051e-06,3.4041779812699062e-06,2.3258185141505747e-05,1.4800663271867292e-05,1.0487327118351685e-05,7.916240469981592e-06,6.114788311748602e-06,4.778499856345726e-06,3.7720547538587495e-06,2.9855052199823736e-06,2.376563645368405e-06,1.8944848987990133e-06
18,18,0.02,860,2,100000.0,1.32489377407417,,2497.6,0.0482033315534745,860.0,0.048465599143651,0.018436248403367,0.0071770403341,1315950951409.857,843558302185.8057,597721311263.0852,451183183340.52246,348510087131.62146,272348823277.1316,214986858728.4968,170157760383.76538,135451361665.26369,107975462679.78314,17.901789143102054,0.8623819581397179,23543027457214.297,15091684267445.062,10693536280932.504,8071895128187.758,6235021557350.159,4872458063489.406,3846223533303.142,3044208312233.204,2423293302372.6074,1931735586232.968,4.9372024335726015e-05,3.1648733548542315e-05,2.2425388342967128e-05,1.6927551200820348e-05,1.3075448203197766e-05,1.0218019688529376e-05,8.065905807228498e-06,6.384001681505964e-06,5.081882358365937e-06,4.051037894213416e-06,2.7346140048415636e-05,1.7529576954112586e-05,1.2420957384628348e-05,9.375819445171075e-06,7.242219507327656e-06,5.659549130899206e-06,4.46753789801955e-06,3.5359660941724243e-06,2.8147492137746498e-06,2.2437858501264105e-06
19,19,0.02,880,2,100000.0,1.33329262758449,,2509.4,0.0544769283468267,880.0,0.0479878244796168,0.0191328838710337,0.0073708945133896,1476324758199.0051,953346246069.468,675513911500.6517,509904049326.29846,393868191947.5574,307794645159.5712,242967100426.8473,192303557064.29843,153080168654.58316,122028319496.89194,18.525164419754525,1.0082523927175957,27323639842646.844,17644416872557.926,12502329669698.188,9437242395836.695,7289664799348.216,5696626018854.416,4496805671520.477,3559130946293.1133,2833189223536.444,2258485359687.4146,5.669371742894231e-05,3.661033413308082e-05,2.5941036757154413e-05,1.9581298713464945e-05,1.512529804469568e-05,1.1819907877251807e-05,9.330405156202311e-06,7.384827399415732e-06,5.878573652226121e-06,4.686122769034346e-06,3.122811515899366e-05,2.0165757021490376e-05,1.4288879260941753e-05,1.0785799184065707e-05,8.331338472307167e-06,6.5106586955097495e-06,5.139387218048404e-06,4.067721273477773e-06,3.238044413165026e-06,2.581216898750768e-06
20,20,0.02,900,2,100000.0,1.3422067252821,,2522.5,0.060820773407859,900.0,0.0505667813535409,0.0190854816758811,0.0070676826343943,1636078804671.4106,1064363534637.5348,754177590257.4532,569282439097.5615,439734191738.82153,343637369754.4041,271260649399.0517,214697330129.74277,170906373276.08417,136238532433.60446,17.911468334942114,1.089900189010639,29318315084386.188,19073253307686.188,13514762343731.922,10201465769139.582,7879978366546.92,6157936067910.109,4860954842987.45,3847347667207.556,3062619531119.8955,2441376423383.831,6.426593979960829e-05,4.180869689565595e-05,2.9624448086064787e-05,2.236168016819084e-05,1.7272964488891002e-05,1.3498236426311778e-05,1.0655245037407176e-05,8.433411430952315e-06,6.713282187245327e-06,5.351513202643961e-06,3.518645783788794e-05,2.2890818296023755e-05,1.6219779821182545e-05,1.2243317671473277e-05,9.457178073157244e-06,7.390464192716241e-06,5.833888548586625e-06,4.617405061997935e-06,3.675611394961529e-06,2.93002474189104e-06
21,21,0.02,920,2,100000.0,1.35104631264484,,2512.7,0.0670326365132238,920.0,0.0527791998929387,0.0188505049149463,0.0072425501855355,1789771394903.0776,1173071138981.4182,831204692763.9763,627425477763.7756,484645961990.6087,378734396299.71497,298965558848.97864,236625206891.68036,188361708602.15912,150153105789.62152,17.505555152325105,1.1726248142023632,31309082539203.105,20520934248541.363,14540547696109.309,10975768260934.123,8478077406683.088,6625330200243.354,5229906671342.541,4139365594134.343,3295075727908.6416,2626679583813.294,7.188381361449682e-05,4.711485911062525e-05,3.338424302695732e-05,2.5199718930025853e-05,1.9465167506846888e-05,1.5211368798573297e-05,1.200755837905078e-05,9.50374015202898e-06,7.565300234334686e-06,6.030701966160032e-06,3.909376920596917e-05,2.562325697020452e-05,1.8155907796030636e-05,1.370478201377796e-05,1.0586065593975924e-05,8.272651536094602e-06,6.530270062120695e-06,5.168576977418397e-06,4.114362976358554e-06,3.2797768921861774e-06
22,22,0.02,940,2,100000.0,1.36010248136541,,2531.7,0.0741263917222184,940.0,0.0519725016648294,0.0181774749649402,0.0073761259040051,1964349380638.7903,1297211855138.8235,919167257355.5094,693823026519.9652,535933812151.63983,418814113230.5346,330603707081.09454,261666162779.4313,208295160739.434,166043117457.76947,18.13570534227508,1.344969806637859,35641699875903.266,23536971616162.54,16677625602309.45,12588917390130.36,9724131701991.72,7599079407503.904,5998565337604.852,4747743417431.643,3779365156652.384,3012732366868.804,8.062246212934375e-05,5.324124857598171e-05,3.7725227562409904e-05,2.8476462095496507e-05,2.1996241554534154e-05,1.7189317397388382e-05,1.3568912494221628e-05,1.0739520427040884e-05,8.549023342771921e-06,6.814879817725659e-06,4.353312118712568e-05,2.874828757640375e-05,2.0370215196994657e-05,1.5376226955150806e-05,1.1877149667279948e-05,9.281589988953212e-06,7.326706433757756e-06,5.798940293983156e-06,4.616153605125402e-06,3.67978080977968e-06
23,23,0.02,960,2,100000.0,1.36926953155921,,2545.8,0.0820093306479764,960.0,0.051350110809551,0.018322315258672,0.0073261377933935,2156845396041.7808,1435163286339.5876,1016915700034.908,767607334865.0596,592927460584.8696,463352718161.067,365761614689.975,289492937187.3569,230446219120.8138,183700900651.4672,18.79202727258193,1.5419163982694335,40552401274486.1,26983536969715.09,19119763338540.977,14432337487801.896,11148055559488.004,8711827650222.297,6876947136281.674,5442964885891.1,4332785079137.108,3453892732123.5312,9.042973480424852e-05,6.0171876770887816e-05,4.263607268337193e-05,3.218335809002913e-05,2.485958108877251e-05,1.942692021460092e-05,1.533523259418055e-05,1.2137527142927656e-05,9.661884212925412e-06,7.702000226673638e-06,4.844981807084874e-05,3.223847210037464e-05,2.28432602311226e-05,1.7242977077686092e-05,1.3319094473469064e-05,1.0408420992406667e-05,8.216204889581195e-06,6.502960372246998e-06,5.176577520117299e-06,4.126524428847953e-06
24,24,0.02,980,2,100000.0,1.37836355581004,,2531.7,0.0891785630007037,980.0,0.0553151581691281,0.0181324301189376,0.0072676708966323,2318642638018.3,1560624852512.317,1105814181208.7273,834711349686.5876,644761010495.0886,503858880953.97656,397736390983.13904,314800327392.4845,250591762031.9777,199759981121.57657,17.778047511853245,1.585222015063294,41215772391645.63,27741385263607.64,19656752986784.84,14837678060992.432,11461155168907.611,8956504385107.61,7070090187182.291,5595833713173.428,4454473862327.856,3550897313741.7783,9.92495841801032e-05,6.680260473662238e-05,4.7334417070521e-05,3.572985030484488e-05,2.759901898547313e-05,2.1567698100680936e-05,1.7025120978590617e-05,1.3475039698301542e-05,1.0726589674851937e-05,8.550733406287666e-06,5.274449300426751e-05,3.550110106056467e-05,2.515506589434297e-05,1.8988017481536308e-05,1.4667026323879e-05,1.1461784056696591e-05,9.047709184578194e-06,7.1610792425024725e-06,5.700462513153527e-06,4.544140935752277e-06
25,25,0.02,1000,2,100000.0,1.38719560853008,,2568.0,0.0990202309085624,1000.0,0.0533270015626953,0.018233529065042,0.0074209443429835,2554721957440.912,1732854040899.8433,1227850863266.1746,926829361304.1448,715916269468.9069,559464304633.3779,441630229852.1887,349541415107.2256,278246848853.0606,221805317235.18,18.89588579430009,1.870470214407646,48258131531717.27,32733228752133.805,23193830658654.81,17507601206855.568,13523499650167.275,10568156711403.2,8342297156258.102,6602759856858.991,5256021302485.486,4189853280273.1274,0.0001115867022554,7.568865463069812e-05,5.363081813832324e-05,4.048261756247626e-05,3.127022702742556e-05,2.4436622780768248e-05,1.9289794265880776e-05,1.5267482905506532e-05,1.2153435400700667e-05,9.688147792729358e-06,5.879722892081907e-05,3.988184132226099e-05,2.82591332797735e-05,2.1331087701506454e-05,1.647689787199697e-05,1.2876137341187122e-05,1.0164172131273371e-05,8.044737135290361e-06,6.403884235174479e-06,5.104875689249407e-06
26,26,0.02,1020,2,100000.0,1.39664356222928,,2590.3,0.108423184736902,1020.0,0.0532373671022355,0.0179483266489772,0.0071945060570812,2775633529264.6943,1897405732895.7864,1344447490737.5857,1014841009137.4036,783899625647.8021,612590993763.4968,483567403926.5833,382733842121.26434,304669149110.6949,242867933810.6607,19.267779631063423,2.0879058987975583,53450391009217.484,36538353228957.27,25890033145089.723,19542799212745.15,15095559648306.344,11796668328206.2,9312060308637.107,7370307822755.38,5867015575621.138,4676909213306.529,0.0001236968167697,8.455837083876744e-05,5.991564562289807e-05,4.522664863147791e-05,3.493468692367364e-05,2.7300274013659205e-05,2.155030479662302e-05,1.7056631374905663e-05,1.3577658403253517e-05,1.082347146736223e-05,6.45984413629998e-05,4.415909077548814e-05,3.1289870035203026e-05,2.36188051233468e-05,1.8244012931815958e-05,1.4257077878943312e-05,1.125425970621012e-05,8.907519453569893e-06,7.0906882902355245e-06,5.652363619262482e-06
27,27,0.02,1040,2,100000.0,1.40604835471862,,2546.8,0.114742774446556,1040.0,0.0537484413850506,0.0179097016929537,0.0071734252221481,2902992193497.8687,2007998552814.7312,1422810403137.2952,1073992368819.7646,829590259248.6003,648296675623.0417,511752774031.64,405041993796.3429,322427196194.8225,257023814760.2856,19.52537133139946,2.240405660163149,56682263202127.65,39207099052855.1,27781030186023.043,20970196979127.074,16198132922979.562,12658291979921.793,9992209244327.64,7908631980375.916,6295539905058.448,5018508678765.452,0.000131909305567,9.124161452270092e-05,6.465120114751381e-05,4.880122925328461e-05,3.769582131423587e-05,2.945800697447201e-05,2.325357718692835e-05,1.8404737100864813e-05,1.4650796389073688e-05,1.1678926658905715e-05,6.829525351411828e-05,4.723979986154427e-05,3.347277247332279e-05,2.5266544383088817e-05,1.9516785885655144e-05,1.5251706812441433e-05,1.2039400421856423e-05,9.528942486357216e-06,7.585362149196536e-06,6.046694382277666e-06
28,28,0.02,1060,2,100000.0,1.4155721082738,,2583.0,0.125915642162893,1060.0,0.0564684511059567,0.0182979819786484,0.0072275183720479,3160482618288.616,2203523737850.629,1561353962819.8745,1178570410644.6792,910370092837.7168,711423378220.346,561583764046.5032,444482216835.0126,353822954477.72955,282051038444.8805,18.815859615617136,2.369492940974623,59474272818463.05,41466126467055.91,29381712468085.324,22178453927522.48,17131433963246.523,13387635116506.62,10567938516746.818,8364310081640.42,6658275164138.69,5307664187783.156,0.0001463872568908,0.0001020628285095,7.231880420106937e-05,5.458903284854913e-05,4.216652857852673e-05,3.295171320451951e-05,2.60114408658685e-05,2.058753055078829e-05,1.6388374177822976e-05,1.306404204922543e-05,7.511134550668928e-05,5.2368467982751486e-05,3.710680017063534e-05,2.8009649161060223e-05,2.163565848658818e-05,1.6907533948716905e-05,1.3346478125889806e-05,1.0563468113092157e-05,8.408879716087523e-06,6.70316390179219e-06
29,29,0.02,1080,2,100000.0,1.42522230999383,,2609.5,0.1370709032354545,1080.0,0.0546627466011841,0.0176067284006786,0.0073657169579233,3413065490562.818,2398740806620.454,1699679200119.6362,1282983654283.8545,991022630392.3364,774450603280.3182,611336228430.1272,483860288421.1545,385169238091.62726,307038823247.4181,19.949653343797458,2.734515593573006,68089438279967.84,47854022887527.6,33907993360305.27,25595065955843.336,19770547741532.84,15450013103687.48,12195939547335.604,9652840045312.71,7683988817940.146,6125314929603.533,0.0001610927775619,0.0001132178155555,8.02229093079758e-05,6.055535734860109e-05,4.6775131798118153e-05,3.655318045081156e-05,2.8854368993030004e-05,2.2837650794931825e-05,1.8179546383500967e-05,1.4491880391118208e-05,8.188147423560727e-05,5.754722084831837e-05,4.077631648680845e-05,3.077954212230057e-05,2.377522324190524e-05,1.8579531302457077e-05,1.4666320284771423e-05,1.160809654826079e-05,9.24043946192998e-06,7.366044268584751e-06
30,30,0.02,1100,2,100000.0,1.43421228863291,,2580.8,0.1451048149900663,1100.0,0.0585610296940557,0.0176828683217874,0.0071912920340095,3569578448755.633,2539334262326.1616,1799299705876.8228,1358181068307.0212,1049107812378.18,819842204693.875,647167474855.696,512219996914.9344,407744530122.0865,325034785577.74866,18.861520260820868,2.736221432336987,67311047235489.88,47883875065897.27,33929145760978.64,25611032606674.195,19782880955796.41,15459651092703.98,12203547588222.96,9658861656149.562,7688782224866.933,6129136008434.85,0.0001716188829473,0.0001220866037227,8.650707920926975e-05,6.529889204828748e-05,5.043920828088872e-05,3.941653205906242e-05,3.111464300591477e-05,2.4626612065219536e-05,1.960362036919742e-05,1.5627085276513245e-05,8.638884529622852e-05,6.145547937739835e-05,4.354559681598511e-05,3.286990211271134e-05,2.538989233706228e-05,1.9841340484702893e-05,1.5662367887039805e-05,1.2396448125840922e-05,9.86799411717082e-06,7.866301360306988e-06
31,31,0.02,1120,2,100000.0,1.44409865044327,,2617.9,0.1567550369479273,1120.0,0.0554039083253428,0.0177004137717317,0.0073798902481831,3809147397834.634,2743213146588.7285,1943762458154.2988,1467227145832.6,1133338917133.5144,885665958755.7894,699127464787.7559,553345280426.1833,440481653823.6759,351131282763.35724,20.37360917953925,3.1944569779502867,77625304564191.95,55902997114130.016,39611266526583.56,29900117313614.68,23095923950580.57,18048681925419.12,14247278121658.275,11276433132164.512,8976424108040.305,7155583630608.643,0.000186480358064,0.0001342965541613,9.515870123434837e-05,7.182947125431458e-05,5.548366209067247e-05,4.335860177210228e-05,3.4226436089128534e-05,2.70895334965524e-05,2.1564189553912818e-05,1.7189958932656477e-05,0.0001166918094597,8.40373113393682e-05,5.954643774903805e-05,4.494795623637065e-05,3.4719414913350406e-05,2.713204623242459e-05,2.1417509061347555e-05,1.6951526230169697e-05,1.3493991135064267e-05,1.0756775851439128e-05
32,32,0.02,1140,2,100000.0,1.45381420065885,,2663.0,0.1684276764241477,1140.0,0.0588854775758817,0.0176661529916436,0.0073727561711619,4042264234179.544,2947484337422.585,2088503187659.432,1576483051330.023,1217732100546.588,951616371796.4346,751187436851.6989,594549697777.2415,473281770751.8551,377277995190.0909,19.45166316882397,3.272884340009721,78549224160233.31,57275475950170.125,40583765816120.54,30634197422490.992,23662953778270.28,18491796521054.93,14597064156443.355,11553281720234.316,9196804995427.316,7331260921621.776,0.0002014487594459,0.0001468897204293,0.000104081859047,7.856501618394876e-05,6.068643878311427e-05,4.7424395452917786e-05,3.743589446371918e-05,2.9629755035185805e-05,2.358629225180513e-05,1.880188421496209e-05,0.0001258688096235,9.177934035050974e-05,6.503221830550404e-05,4.908883575318692e-05,3.791797889909632e-05,2.963161559887886e-05,2.33906204550442e-05,1.8513204082131396e-05,1.4737139793424706e-05,1.1747755564865247e-05
33,33,0.02,1160,2,100000.0,1.46375114566509,,2629.4,0.1775137390850611,1160.0,0.0605875094961447,0.0171167958239781,0.0072965525885733,4224826990224.456,3106490433988.572,2201170364654.759,1661528597836.1726,1283424333584.9924,1002952625830.596,791711276319.3729,626623498970.266,498813606829.022,397630775550.53705,19.230498721016843,3.4114156082841567,81191691477162.92,59699773144972.734,42301553542723.54,31930850093539.707,24664534847894.45,19274498186805.484,15214913612947.338,12042297097243.072,9586077859278.48,7641570962556.511,0.000214240693323,0.000157529921561,0.0001116212015632,8.425600376069426e-05,6.508236187925422e-05,5.085966038973532e-05,4.014762572357867e-05,3.177603560633022e-05,2.5294804547815267e-05,2.016382995982427e-05,0.0001365874370046,0.000100431938974,7.116320247305348e-05,5.371673993127262e-05,4.149273821614327e-05,3.242516886877033e-05,2.5595797018533747e-05,2.0258556833054734e-05,1.6126499915264534e-05,1.2855288188680629e-05
34,34,0.02,1180,2,100000.0,1.47374179461199,,2605.6,0.1865523399928754,1180.0,0.0618771055658043,0.0176782716083528,0.0071869902521079,4383979989832.573,3264665949875.3213,2313249015911.656,1746129902333.3145,1348773418148.4895,1054020720959.7465,832023436368.2245,658529760174.8503,524212075379.9801,417877241584.04114,19.2113102722328,3.5869801352782864,84294033179039.72,62772152367370.016,44478553677450.76,33574134066204.76,25933866378062.008,20266437764322.32,15997931403341.16,12662039877532.35,10079414180131.984,8034835503023.361,0.000226177438156,0.0001684300071374,0.0001193446907716,9.008599238897911e-05,6.958565437738452e-05,5.437883087582606e-05,4.292559039047509e-05,3.397473858259576e-05,2.704504686036659e-05,2.155904091360184e-05,0.0001441231097671,0.0001073257200393,7.60479387707944e-05,5.7403927975373856e-05,4.434085462200352e-05,3.46508753270152e-05,2.7352726364334123e-05,2.164913095652454e-05,1.7233444189188092e-05,1.3737692165046737e-05
