,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
10,10,0.02,600,500000.0,17.15,2.43,0.81,1.1570811972818376,,0.06,642.4,0.0043761793723499,600.0,0.0413624506184987,0.0001478129070295,0.0001029636714671,-4.289608254004326e-07,-1.2217575975034149e-06,141350593726.9032,76583139016.12404,50763680719.25935,1.5194018136891427,0.0066638165403631,215241274253.73227,116616789456.35648,77300271868.21346,3.679668002125701e-06,1.9936281745263088e-06,1.3214906756860104e-06,2.1001031657700702e-06,1.1378267925998833e-06,7.542166168090654e-07
11,11,0.02,610,500000.0,17.15,2.43,0.81,1.1594574070393264,,0.0609999999999999,695.1,0.0050012453002083,610.0,0.0422458989623236,0.0001591490122196,0.0001183126801306,-3.67754627729482e-07,4.040099406606377e-07,161540223196.73065,87521792753.64664,58014445482.4172,1.4693279422621282,0.0073628981225054,237821609356.9274,128850717143.8461,85409618221.06369,4.27644125121508e-06,2.316957334249656e-06,1.5358117187026292e-06,2.436849616638417e-06,1.3202745600982134e-06,8.751534226936731e-07
12,12,0.02,620,500000.0,17.15,2.43,0.81,1.161985984354807,,0.062,718.2,0.0052979637058107,620.0,0.0449626756000497,0.000166029135434,0.0001111943413869,-7.688695011426827e-07,-3.1600261676932893e-07,171124227697.6905,92714364851.68988,61456378987.40587,1.4002227706779375,0.0073983667478288,238967245954.872,129471418087.00491,85821054274.81468,4.605952586861355e-06,2.495485147680301e-06,1.654150155033799e-06,2.619995616571621e-06,1.419502269040352e-06,9.409272183353192e-07
13,13,0.02,630,500000.0,17.15,2.43,0.81,1.1642034075198844,,0.0629999999999999,741.1,0.0057484283543311,630.0,0.0432951159879621,0.0001556766154565,0.0001162265980424,-3.941544857669266e-07,7.887392590143532e-07,185674235844.8984,100597496200.79633,66681768910.24214,1.4809203407852514,0.0085191903226259,275169847420.8187,149085830645.9544,98822607742.46118,5.080058546767449e-06,2.752353701808989e-06,1.8244173109133876e-06,2.8841882896098638e-06,1.5626407141849106e-06,1.035807559116855e-06
14,14,0.02,640,500000.0,17.15,2.43,0.81,1.1665588848071584,,0.064,763.4,0.0060039560903322,640.0,0.0453777049941549,0.0001622569285841,0.0001069823372888,2.1156092669362417e-06,1.7710929311556677e-07,193927781717.73383,105069231580.81557,69645890647.85489,1.4255886807059552,0.0085745460866259,276957838598.021,150054556515.95563,99464734604.86205,5.392880261334321e-06,2.921839150877728e-06,1.936761951438951e-06,3.0578139166219994e-06,1.6567103263431889e-06,1.0981622734617708e-06
15,15,0.02,650,500000.0,17.15,2.43,0.81,1.1690582049414966,,0.0649999999999999,782.2,0.0061584172662036,650.0,0.0428079923524819,0.0001603038125866,0.0001072179231437,-2.527933468084605e-07,6.080818353516309e-07,198916877698.37848,107772302158.56418,71437640287.96255,1.539507438101867,0.0095020888424858,306917469612.29364,166286554743.50275,110224230572.8361,5.619087901960548e-06,3.044397470102465e-06,2.0180006087536337e-06,3.1905263953700144e-06,1.7286133721044968e-06,1.1458237209378382e-06
16,16,0.02,660,500000.0,17.15,2.43,0.81,1.1711961460005302,,0.066,802.7,0.0063183854268993,660.0,0.0475153432261663,0.0001513093381745,0.0001019754952653,1.2569803199171235e-06,9.424257997327798e-07,204083849288.85147,110571744970.73996,73293270952.03334,1.4120920816327147,0.0089204153962034,288129417297.37366,156107269433.56158,103476818595.96082,5.855250364452411e-06,3.172349268666168e-06,2.102814372373002e-06,3.3279116523443403e-06,1.8030481088552927e-06,1.195163317869794e-06
17,17,0.02,670,500000.0,17.15,2.43,0.81,1.1739866608376612,,0.0669999999999999,802.4,0.0062905492030638,670.0,0.0472803739493087,0.0001693254182969,0.0001081623008132,2.0448066670370525e-07,-7.961045352135722e-07,203184739258.9656,110084611053.61914,72970370755.54184,1.4425929997211195,0.0090800753466903,293286433698.1,158901318567.08203,105328874021.60864,5.919524478592011e-06,3.2071727051195112e-06,2.1258973359649328e-06,3.3668118645778094e-06,1.824124075235656e-06,1.209133672727634e-06
18,18,0.02,680,500000.0,17.15,2.43,0.81,1.1763985939537458,,0.068,825.9,0.0062848355640137,680.0,0.0472992459012288,0.0001555371268022,9.554798462603804e-05,5.64498037540935e-07,-7.745580092600279e-07,203000188717.6447,109984622370.24097,72904092542.55972,1.4586348490988936,0.0091480866987239,295483200368.78644,160091517227.6707,106117805705.19884,6.003524525714473e-06,3.2526835665635697e-06,2.1560645355507093e-06,3.416413050982676e-06,1.8509977830401496e-06,1.2269471019008993e-06
19,19,0.02,690,500000.0,17.15,2.43,0.81,1.178948889451767,,0.0689999999999999,846.8,0.0062476135431351,690.0,0.0510305698715455,0.0001541747469387,0.0001104634643467,-1.0286916844824293e-07,2.901150987304729e-07,201797917443.2684,109333237004.8668,72472317100.36882,1.372312019934941,0.0085693317283112,276789414824.4544,149963305245.4474,99404248048.41086,6.058186788534635e-06,3.2822993436333157e-06,2.175695564922655e-06,3.4476982778974014e-06,1.8679479833809448e-06,1.2381826632696548e-06
20,20,0.02,700,500000.0,17.15,2.43,0.81,1.1816434119664396,,0.07,878.2,0.0062902226927121,700.0,0.0495926394046591,0.0001573504401379,0.0001092009423666,1.4318939525120152e-07,5.309127475643699e-07,203174192974.6049,110078897122.46394,72966583235.46182,1.4409449511234516,0.0090708280270891,292987745274.9825,158739490474.0617,105221605114.2352,6.188814104055847e-06,3.353072656996202e-06,2.222608161208911e-06,3.522492427492886e-06,1.9084711294466098e-06,1.2650437200903244e-06
21,21,0.02,710,500000.0,17.15,2.43,0.81,1.1844885304175683,,0.0709999999999999,901.5,0.0062412943000637,710.0,0.0496524941778374,0.0001537805982542,0.0001098629960625,-1.6150071417761204e-06,3.668113995406021e-07,201593805892.0608,109222650251.11656,72399013880.74011,1.478776898637062,0.0092050972729691,297324641916.90466,161089202276.96075,106779128366.44257,6.230003695421173e-06,3.3753889990671997e-06,2.2374007079531146e-06,3.5436155110374163e-06,1.919915524555875e-06,1.2726297191341802e-06
22,22,0.02,720,500000.0,17.15,2.43,0.81,1.1868845751170944,,0.0719999999999999,905.2,0.0059304304250329,720.0,0.0489769543735746,0.0001592624022616,0.0001097621713222,-2.4694840343764377e-07,2.712289845994319e-07,191552902728.56573,103782532438.07742,68792992930.38274,1.4935881824717334,0.0088604764243511,286193388506.5432,155058337426.1457,102781526522.47372,6.003741173785598e-06,3.2528009455494728e-06,2.156142341049936e-06,3.4108483585007404e-06,1.847982856772847e-06,1.2249486364894302e-06
23,23,0.02,730,500000.0,17.15,2.43,0.81,1.1894102416047256,,0.0729999999999999,906.2,0.0054374769221861,730.0,0.0521299651602816,0.00016752925377,0.0001121416718397,-9.61213581971617e-07,6.26828292507474e-07,175630504586.61435,95155846138.25854,63074732297.35995,1.4251490391568171,0.007769566392989,250956994493.546,135967411877.30817,90126970158.67282,5.5829967062784e-06,3.0248434167143043e-06,2.005039064793481e-06,3.166813101885051e-06,1.7157656124764206e-06,1.137307491698656e-06
24,24,0.02,740,500000.0,17.15,2.43,0.81,1.1920706597760105,,0.0739999999999999,935.4,0.0051182580873139,740.0,0.0510792193025963,0.0001605430038968,0.0001108009237402,-1.8643035943789524e-06,1.5864419038016447e-06,165319736220.24094,89569516527.99432,59371793812.84194,1.4708695279652682,0.0075425503125702,243624375096.022,131994630469.98096,87493583625.81595,5.3272243360197865e-06,2.886267055119079e-06,1.913182733678933e-06,3.0174828148173195e-06,1.634859110195142e-06,1.0836780387579228e-06
25,25,0.02,750,500000.0,17.15,2.43,0.81,1.1948713752184863,,0.0749999999999999,986.2,0.0048876191651559,750.0,0.0513388686709276,0.000158620092687,0.0001205607587652,6.653568148645416e-07,3.5473768215668936e-07,157870099034.54062,85533335390.231,56696382315.81026,1.480463982171305,0.0072481896595692,234116526004.0895,126843319042.46336,84079000051.00427,5.15762182373313e-06,2.794377149081417e-06,1.8522728531053969e-06,2.9158904391756505e-06,1.5798168014109562e-06,1.0471928512209768e-06
26,26,0.02,760,500000.0,17.15,2.43,0.81,1.1971449744787888,,0.0759999999999999,1000.3,0.0044326128585826,760.0,0.0527498083809518,0.0001602643697899,0.0001100937046455,-3.56447150775689e-07,-2.966008449762003e-07,143173395332.22256,77570725025.19798,51418309159.55981,1.4523791868835114,0.0064302899586796,207698365665.35577,112530074276.89552,74591363520.68503,4.740369391939455e-06,2.568311590060076e-06,1.7024236825541075e-06,2.6751081888510696e-06,1.4493620218233351e-06,9.60719968751468e-07
27,27,0.02,770,500000.0,17.15,2.43,0.81,1.2002248790949313,,0.0769999999999999,1011.6,0.0036702594660627,770.0,0.0539366773770097,0.000158378482005,9.980101041264762e-05,-2.853751664010644e-07,7.13647992927804e-07,118343818602.60568,64229540656.09816,42575009806.32792,1.4460189498723122,0.0052971006017352,170799671938.17792,92699260530.36691,61446366980.12891,3.970128057128683e-06,2.154734437896938e-06,1.428281113120256e-06,2.2361890137127157e-06,1.2136619797040963e-06,8.044845122610009e-07
28,28,0.02,780,500000.0,17.15,2.43,0.81,1.2027528561911225,,0.0779999999999999,1031.8,0.0027141401076383,780.0,0.0528110113802881,0.0001605804380595,0.0001120486698238,6.780353349836483e-08,1.15220551801583e-07,87395311465.95639,47497451883.671936,31484025248.6054,1.4860489735287623,0.004032857219585,129858002470.63956,70575001342.73888,46781143747.18693,2.970508472557913e-06,1.6144067785640837e-06,1.0701210646481925e-06,1.6702304901444686e-06,9.077339620350376e-07,6.016979405489391e-07
29,29,0.02,790,500000.0,17.15,2.43,0.81,1.205406795062256,,0.0789999999999999,1053.8,0.0019051735327194,790.0,0.0578225582983463,0.000149978693791,0.000105617777495,-5.218591596623781e-07,9.210316011615797e-08,61189191769.34868,33340536822.590965,22100012979.546013,1.396867183711044,0.0026625685625569,85514739510.77937,46594949844.74712,30885795325.66095,2.107063337793033e-06,1.1480887517852531e-06,7.610188297547966e-07,1.1831177133439167e-06,6.446527327226755e-07,4.273126685476022e-07
30,30,0.02,800,500000.0,17.15,2.43,0.81,1.2081915211478749,,0.0799999999999999,1079.6,0.0012629236820945,800.0,0.0560150873012616,0.0001535794215601,0.0001045365385442,-5.499509115491033e-07,1.341107029660509e-07,40539850195.23541,22101164436.654827,14649914712.296911,1.4395355778616328,0.0018164341292642,58307535549.38377,31787597262.12511,21070635899.46579,1.4137734913649054e-06,7.70748788127285e-07,5.108963395586575e-07,7.927771786343497e-07,4.321993964517484e-07,2.864864570765875e-07
31,31,0.02,810,500000.0,17.15,2.43,0.81,1.21111222038318,,0.0809999999999999,1090.9,0.0007634170319998,810.0,0.0567395146333182,0.0001594564346014,0.0001083003601206,-4.2647341892924766e-08,1.002824450679427e-06,24422303887.83512,13359798059.998074,8855637571.198725,1.4383556395787231,0.0010982928762773,35135242283.006546,19220125334.8536,12740197364.81724,8.624050289506126e-07,4.717637240787069e-07,3.127119542464572e-07,4.828508026555301e-07,2.6413516293190656e-07,1.750838794291495e-07
32,32,0.02,820,500000.0,17.15,2.43,0.81,1.2141744627673512,,0.0819999999999998,1121.1,0.0003295007562819,820.0,0.0572078756255222,0.0001560186142993,0.0001121542171964,-6.569580395870252e-07,-2.1885721866655726e-07,10511074125.395924,5766263234.935065,3822208772.871244,1.4553288328577954,0.0004795808773907,15298629988.765917,8392665354.338667,5563138177.733061,3.758204243984665e-07,2.061710792154597e-07,1.3666197250853326e-07,2.100282565119275e-07,1.1521926297676273e-07,7.637391145888272e-08
33,33,0.02,830,500000.0,17.15,2.43,0.81,1.216577539692153,,0.0829999999999999,1124.6,3.4717219095268905e-05,830.0,0.0562507163256213,0.0001574772785267,0.000106791939223,9.370496774590849e-08,-2.3649068376268282e-07,1106235344.5443883,607551334.1672058,402719741.5051192,1.4813446437669997,5.138675485386778e-05,1637396252.9888558,899268209.9426863,596086356.3048663,4.0045778514147466e-08,2.199339072288923e-08,1.4578476136315146e-08,2.233289412996732e-08,1.2265364410377655e-08,8.130184409164618e-09
34,34,0.02,840,500000.0,17.15,2.43,0.81,1.2199181257968412,,0.0839999999999999,1167.7,1.3054798337624031e-05,840.0,0.0585812421540026,0.0001579308232366,0.0001061479070587,-4.079795765577589e-07,-6.771447219366701e-07,415142587.1364443,228458970.90842056,151435660.71643877,1.4470416701168332,1.8898676548349133e-05,600977914.2375025,330726839.5961098,219224647.96084997,1.5210363689887115e-08,8.370483162673728e-09,5.548434553543729e-09,8.46483482188039e-09,4.658321049776943e-09,3.0878013815664315e-09
35,35,0.02,850,500000.0,17.15,2.43,0.81,1.225131389594826,,0.0849999999999999,1179.6,0.0022779450037778,850.0,0.0585056785251935,0.0001574076243051,0.000113586410318,-2.2478839445781494e-07,-1.0198413327952285e-07,72296419572.73285,39864037566.1136,26424162043.823875,1.4814340658701386,0.0033758882346997,107142460349.89143,59078044107.2465,39160303522.517685,2.680493094088346e-06,1.4780161732759894e-06,9.797135777143702e-07,1.4884381860481933e-06,8.207205296490488e-07,5.440204653673696e-07
36,36,0.02,860,500000.0,17.15,2.43,0.81,1.2270854739722483,,0.0859999999999999,1182.7,0.0022720229474115,860.0,0.0611066780091504,0.0001686297713235,0.0001083733120978,-1.953313746494748e-06,8.438665434547929e-07,71851039001.34616,39760401579.70216,26355466189.974007,1.4180780781590996,0.0032217214553743,101884549275.9219,56380125469.05148,37371968882.34269,2.695716920392121e-06,1.4917360805037295e-06,9.88807916219615e-07,1.4931016790936825e-06,8.262416686692606e-07,5.476801918036242e-07
37,37,0.02,870,500000.0,17.15,2.43,0.81,1.2291293841506865,,0.0869999999999999,1217.5,0.0022083818359512,870.0,0.0597658960698367,0.0001596518228143,0.0001023626264632,-8.97707600361614e-08,4.4288371987926514e-07,69784866016.0622,38646682129.14838,25617229297.0355,1.4846628712461716,0.0032759052224081,103518605028.0999,57328341392.143936,38000500579.93541,2.6487394003680425e-06,1.4668651742544544e-06,9.723220583629523e-07,1.4633110717002246e-06,8.103779669225929e-07,5.371648237886901e-07
38,38,0.02,880,500000.0,17.15,2.43,0.81,1.2303568559527955,,0.0879999999999999,1234.3,0.0024740023894806,880.0,0.0575931543808337,0.0001575111738899,0.0001062771891812,2.893136271369093e-07,7.296393269370031e-07,77931075268.64403,43295041815.91335,28698427717.976845,1.5922426057200392,0.0039404030069278,124122694718.2297,68957052621.23875,45708674880.36397,2.992703560430689e-06,1.6626130891281609e-06,1.102074961936381e-06,1.6484452891803158e-06,9.158029384335088e-07,6.070465191902115e-07
39,39,0.02,890,500000.0,17.15,2.43,0.81,1.2316484350560246,,0.0889999999999999,1267.9,0.0027299510910222,890.0,0.0606708691296148,0.0001592064801392,0.0001055948228378,-3.988502235205875e-07,-1.871643476522126e-07,85950724702.65375,47774144092.88979,31667432655.85838,1.4719393446839764,0.0040217178009504,126621154744.50432,70380061516.63402,46651926491.02599,3.338181216655908e-06,1.855467199426343e-06,1.22990968647689e-06,1.8334746494702004e-06,1.0191034735015508e-06,6.75520016721028e-07
40,40,0.02,900,500000.0,17.15,2.43,0.81,1.2339391645767503,,0.0899999999999999,1278.0,0.0029048052013598,900.0,0.0633994660872985,0.000165817069196,0.000106265975734,-1.1900155583534246e-06,-1.0129668699221195e-06,91126765674.22324,50834091023.79804,33695740335.7747,1.4260257411429509,0.0041455262169661,130049476637.1862,72546708796.90881,48088104116.80812,3.579501928777097e-06,1.996786844359453e-06,1.3235844225468376e-06,1.959824972454874e-06,1.0932673875054957e-06,7.246800968607858e-07
41,41,0.02,910,500000.0,17.15,2.43,0.81,1.2353751421474406,,0.0909999999999999,1308.2,0.0032245290396726,910.0,0.0632353818280193,0.0001620251703367,0.0001156866448157,-7.37384377731837e-07,1.1588078370641997e-07,100927758941.7559,56429258194.27248,37404536860.20348,1.4601019212626003,0.0047109823795815,147453748480.90314,82442191642.67746,54647395603.1462,4.0086865577616974e-06,2.241278426863569e-06,1.4856474143781372e-06,2.1877894434432256e-06,1.2232049603915795e-06,8.108101451738471e-07
42,42,0.02,920,500000.0,17.15,2.43,0.81,1.2378459593338642,,0.0919999999999999,1329.9,0.0035862892876157,920.0,0.0624199539286677,0.0001491631653444,0.0001022319166456,4.547384784357837e-07,3.392479119414471e-07,112051577828.7728,62760062533.27737,41600955736.34386,1.486212640256578,0.0053248106666118,166370693767.98386,93184186665.70744,61767803732.69749,4.500404218545452e-06,2.520675350172632e-06,1.6708476606858594e-06,2.447529631592953e-06,1.370860774183401e-06,9.0868485603014e-07
43,43,0.02,930,500000.0,17.15,2.43,0.81,1.2394325836814508,,0.0929999999999999,1352.0,0.0040699520765687,930.0,0.0608596795109746,0.0001523185016541,0.0001111658049627,-6.554396396192414e-07,8.033683879755828e-07,126702207447.80374,71224161339.95337,47211444088.19767,1.540485719237322,0.0062742617228349,195324857745.90704,109799580149.6122,72781435984.88582,5.14432961603245e-06,2.8918246172556856e-06,1.916866603438054e-06,2.787991106921089e-06,1.5672365337084337e-06,1.0388539309153047e-06
44,44,0.02,940,500000.0,17.15,2.43,0.81,1.2420927666865087,,0.0939999999999999,1361.9,0.0044112311359078,940.0,0.0626842893397906,0.0001486422355723,0.0001064613033325,-1.1493299597605865e-07,-1.36266653814036e-07,137189288326.73514,77196544878.38791,51170281176.53143,1.5065991387058326,0.0066427824445097,206590534024.25415,116248692778.92114,77056276356.31345,5.630636948645574e-06,3.168364842485452e-06,2.100173267018928e-06,3.040333849552339e-06,1.7107987899410264e-06,1.1340151979037662e-06
45,45,0.02,950,500000.0,17.15,2.43,0.81,1.2438372185643578,,0.0949999999999999,1386.5,0.0047623671006501,950.0,0.063800245989455,0.0001527247573231,0.0001092351197993,9.398795738539413e-08,-7.670260143212778e-07,147654915870.7858,83341424261.37874,55243458367.54247,1.4972636532837815,0.0071206646110201,220772803075.32785,124611630692.85356,82599709487.83438,6.124870642438996e-06,3.457083970060814e-06,2.29155280301174e-06,3.2948904872166464e-06,1.8597475361416968e-06,1.2327469382424963e-06
46,46,0.02,960,500000.0,17.15,2.43,0.81,1.2456553214920838,,0.0959999999999999,1415.6,0.005115395226826,960.0,0.0688507922123448,0.000160262934552,0.0001109829328818,4.211026211709458e-07,7.505835037284833e-07,158065712508.92618,89519416469.45659,59338584631.182655,1.414006633133869,0.007223845511251,223216826297.65945,126417296446.89449,83796607930.51291,6.6271975219265546e-06,3.753267204974586e-06,2.487879975868868e-06,3.550674067019779e-06,2.0108995525192923e-06,1.3329391319556452e-06
47,47,0.02,970,500000.0,17.15,2.43,0.81,1.248607695195856,,0.0969999999999999,1429.8,0.0054897141608597,970.0,0.0660891319616893,0.0001637316018044,0.0001139394823241,-4.765952421145934e-07,4.331203299871731e-07,169510924761.16498,96069997815.04697,63680684265.973976,1.4975810024870984,0.0082282200863947,254070276723.60992,143993851511.90906,95447353002.17972,7.180564215135629e-06,4.069571264688931e-06,2.6975443811652336e-06,3.832253621442168e-06,2.171922532765284e-06,1.4396743645758451e-06
48,48,0.02,980,500000.0,17.15,2.43,0.81,1.250595615161144,,0.0979999999999999,1433.7,0.0058636607890556,980.0,0.0691650832185245,0.000161751673601,0.0001100294114779,2.2135038893083866e-07,-3.355177267753453e-07,180393239988.0502,102614063808.47476,68018465153.04612,1.4306945349664768,0.0083895620086308,258101607044.242,146817335151.0409,97318919300.11856,7.721739333242658e-06,4.392398809990107e-06,2.9115329254791563e-06,4.103586222626763e-06,2.3342651782300405e-06,1.547284346712484e-06
49,49,0.02,990,500000.0,17.15,2.43,0.81,1.25266275865464,,0.0989999999999999,1457.2,0.0062855151589633,990.0,0.0670930200161705,0.0001597397227575,0.0001152759097929,8.504781403139216e-07,-2.642869710334545e-07,192659250676.2101,109996515281.85872,72911975843.97493,1.4858026526141712,0.0093498180034331,286584135897.21906,163621815060.08148,108457888839.8254,8.331242845305273e-06,4.756624339262298e-06,3.152962419168151e-06,4.408739037062526e-06,2.517117289524769e-06,1.6684891747707044e-06
50,50,0.02,1000,500000.0,17.15,2.43,0.81,1.2548110036432727,,0.0999999999999999,1514.1,0.0065760777085484,1000.0,0.0695167504038863,0.0001517452253402,0.0001147263015611,2.2112225519203162e-07,5.342857113481054e-07,201227977881.5821,115081359899.5976,76282501419.16183,1.4519023223907976,0.0095345555754675,291757400609.3076,166854722570.6824,110600844675.42378,8.78935822661889e-06,5.026593757053287e-06,3.3319135761038936e-06,4.63128578290718e-06,2.648611150355413e-06,1.7556508196641598e-06
51,51,0.02,1010,500000.0,17.15,2.43,0.81,1.2581839125345742,,0.1009999999999999,1520.8,0.0062121287636995,1010.0,0.073043807326644,0.0001575291841602,0.0001081929537945,-7.917680914752768e-07,3.853851393428564e-07,189623359477.8519,108712253364.74344,72060693658.91565,1.3906369692138736,0.0086358001818237,263605199529.3222,151126503181.91724,100175282109.15656,8.366230025714726e-06,4.796411796350726e-06,3.179335819295339e-06,4.388363001535551e-06,2.5158758488039583e-06,1.667666276921481e-06
52,52,0.02,1020,500000.0,17.15,2.43,0.81,1.259358879746124,,0.102,1506.2,0.0068995352072521,1020.0,0.0691368355324811,0.0001661331650126,0.0001092324460614,-8.817326754297096e-07,-5.552496746849225e-07,209824493014.5926,120741866126.9126,80034608404.12492,1.4884470147986062,0.0102669194330276,312231346046.6648,179671090077.9837,119096265423.12064,9.35088209326011e-06,5.380892085817815e-06,3.566762754027809e-06,4.883330261583584e-06,2.810074268386865e-06,1.8626778007592932e-06
