,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,500,100000.0,17.15,2.43,0.81,,100000.0,100.0,500.0,0.4912998529794095,0.0585189657216201,0.0442974883471797,-2.390302168911715e-05,-3.83933385309782e-05,2150000000000000.0,1521880408827353.8,1260000000000000.0,1.0177084258581188,101.77084258581188,2188073115594955.2,1548830515211996.5,1282312616581229.8,0.0466530950385029,0.0330234564419805,0.0273408836039598,0.0260876739987186,0.0184661953351277,0.0152885903434351
1,1,2.25,0.02,501,100000.0,17.15,2.43,0.81,,100000.0,100.0,501.0,0.5006362623552718,0.0571071543526222,0.0458963276308013,-0.0001034758446362,1.8006687341485018e-05,2150000000000000.0,1521290589521447.2,1260000000000000.0,1.0007265507356915,100.07265507356918,2151562084081736.8,1522395884318465.0,1260915453926971.5,0.0467377722919629,0.0330705735641672,0.0273905084129643,0.0261473900404956,0.0185012922833268,0.0153235867214067
2,2,2.25,0.02,502,100000.0,17.15,2.43,0.81,,100000.0,100.0,502.0,0.5018278894425521,0.0546359332206284,0.0439602564322142,8.688188150067397e-05,-0.0001046194433699,2148522303709537.2,1520700770215540.5,1260000000000000.0,1.000342967302274,100.03429673022738,2149259176607916.0,1521222320856267.2,1260432138800865.2,0.0468092425031407,0.0331310738570556,0.0274512605487622,0.0261893677476809,0.0185365502776463,0.0153587436840213
3,3,2.25,0.02,503,100000.0,17.15,2.43,0.81,,100000.0,100.0,503.0,0.5008985774455823,0.0554926888327291,0.0457364447760178,0.0001411416509583,-0.0001286733349615,2146752849131524.8,1520110950909634.0,1260000000000000.0,1.004195305495045,100.4195305495045,2155759133155990.5,1526488280735063.5,1265286084923756.8,0.0468638606100035,0.0331841961891368,0.0275059443347159,0.0262279739572969,0.0185719704291013,0.0153940623391106
4,4,2.25,0.02,504,100000.0,17.15,2.43,0.81,,100000.0,100.0,504.0,0.5030686644182651,0.0532606031506166,0.0443536826141434,-0.0001419917514319,7.706796204993817e-05,2144983394553512.8,1520000000000000.0,1260000000000000.0,1.0018513090709231,100.18513090709234,2148954421768829.2,1522813989787803.5,1262332649429363.5,0.0469217892697677,0.0332501966547357,0.0275626630164257,0.0262667581322698,0.018613417923154,0.0154295438047197
5,5,2.25,0.02,505,100000.0,17.15,2.43,0.81,,100000.0,100.0,505.0,0.4925734140616669,0.0633564951160802,0.0457056789508681,6.994711803730935e-05,-0.0001593854300443,2143213939975500.0,1520000000000000.0,1260000000000000.0,1.0252278860035622,102.5227886003562,2197282696934447.2,1558346386725414.5,1291787136364488.2,0.0469847745877804,0.0333223184309088,0.0276224481729902,0.0263057215060087,0.0186564187285896,0.0154651892092256
6,6,2.25,0.02,506,100000.0,17.15,2.43,0.81,,100000.0,100.0,506.0,0.5055469954113505,0.0548127043716725,0.0466470322053987,-8.835840929402957e-05,2.3317504098368327e-05,2141444485397488.0,1520000000000000.0,1260000000000000.0,1.0008960682048578,100.08960682048576,2143363365713320.5,1521362023671383.8,1261129045938120.8,0.0470302655517974,0.0333821418795561,0.0276720386633163,0.026344865323347,0.0186996186754075,0.0155009996914562
7,7,2.25,0.02,507,100000.0,17.15,2.43,0.81,,100000.0,100.0,507.0,0.5065799897683974,0.0554010942610437,0.0435440389697692,5.743105932565912e-05,6.785052921668729e-05,2139675029036908.8,1520000000000000.0,1260000000000000.0,1.0008291094004615,100.08291094004616,2141449053717416.0,1521260246288701.5,1261044677844581.5,0.047084273254492,0.0334481144919663,0.0277267264867615,0.0263841908186939,0.0187430191501865,0.0155369764008125
8,8,2.25,0.02,508,100000.0,17.15,2.43,0.81,,100000.0,100.0,508.0,0.5044347038697197,0.0545744431043452,0.0456583667752208,0.0001614155397987,2.8584284066506835e-05,2137905564752837.2,1520000000000000.0,1260000000000000.0,1.0070679041369073,100.70679041369073,2153016076338271.2,1530743214288099.0,1268905559212503.0,0.0471416072956816,0.0335165613817559,0.0277834653559292,0.0264236991840777,0.0187866215524077,0.0155731204973906
9,9,2.25,0.02,509,100000.0,17.15,2.43,0.81,,100000.0,100.0,509.0,0.5084832529248047,0.0577953364118407,0.0493848774134087,0.0001341477503175,-2.921884388546633e-05,2136136100468766.5,1520000000000000.0,1260000000000000.0,1.0010162519064747,100.10162519064748,2138306952853356.8,1521544702897841.8,1261280477402158.2,0.0472057638204775,0.0335899763088035,0.0278443224665081,0.0264633917968807,0.0188304272946052,0.0156094331521069
